Experiments,BL_OD<--AC_OD,BL_OD<--BA_OD,BL_OD<--BC_OD,BL_OD<--BL_OD,BL_OD<--BT_OD,BL_OD<--BV_OD,BL_OD<--CC_OD,BL_OD<--DF_OD,BL_OD<--delarc_OD,BL_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
delarc_pH4_0,-0.019246514338757036,0.02614830653993008,-0.0035389152970974856,-0.0750800682928251,0.012664513683513456,-0.015939919214047818,-0.008274098173512713,-0.00613360722751721,-0.022672183871998094,-0.023591596757912114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0032572508755295392
delarc_pH4_1,-0.017432456478152586,0.030837643913843703,-0.005208737731141888,-0.07031913894876514,0.012020723873587404,-0.016447823484954625,-0.013828578912855492,-0.006729664801741425,-0.02231800682356824,-0.02623804360182713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.004437627208196163
delarc_pH4_2,-0.031427308673282035,0.044973841759416724,-0.007760515127978894,-0.06925096322579878,0.015284274189287555,-0.014507902988597103,-0.01428889938265733,-0.0047840712737777956,-0.029901781027488746,-0.02400074469209041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0011803763326671925
delarc_pH5_0,-0.03923591909363218,0.029959793537045303,0.0006986336142796541,-0.06674656698885173,0.014181441363028211,-0.01036194625067646,-0.016426319582387806,-0.002970970088373059,-0.03139039316295607,-0.013371823359604764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08114687964645667
delarc_pH5_1,-0.03580128161560583,0.04592065314114417,-0.01005796589969617,-0.06987022085965651,0.016800686108839252,-0.012336186039382994,-0.009430453961553132,-0.003078471559869207,-0.04288790523277029,-0.014922937177445581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11230826956373989
delarc_pH5_2,-0.03829122515354792,0.04831715035940642,-0.0031954071116026346,-0.07684895628415371,0.013208075837110698,-0.013216458285308404,-0.01631612051035399,-0.003912639549892882,-0.026355903987651284,-0.01905259778156229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09911694942295314
delarc_pH6_0,-0.03912138722715495,0.050279302460586886,0.003058664874862068,-0.1212199826858452,0.016647141925666645,-0.02311299607157707,-0.01948336635716259,-0.02010120292963541,-0.03312267408260833,0.050512417223628446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2884225051673924
delarc_pH6_1,-0.05124874887785511,0.04722412051592508,-0.005085671575658992,-0.11123313934380268,0.016450767862489044,-0.019214072348954888,-0.02373125551754366,-0.01334509326995391,-0.04674352920330738,0.07126253883759288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.29127362738877827
delarc_pH6_2,-0.049104452787534045,0.056896924154590016,-0.0029367154083498157,-0.11237415631261208,0.014196199435011849,-0.012307089291431981,-0.022076653597228556,-0.012112462012421183,-0.04592662946766486,0.05008096533382068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2957269459022493
delarc_pH7_0,-0.030784138160474272,0.042049558373249106,-0.010045927358872218,-0.06929609536962665,0.023554109285545084,-0.019914338534050013,-0.029896835567348682,-0.0025130726781714234,-0.043035654743080555,0.004218312285273621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5922068579302491
delarc_pH7_1,-0.033167701193091016,0.05815406069807384,-0.006632937590551116,-0.09065216973100021,0.018347931630585502,-0.011185322352482572,-0.025145820846538183,-0.010152546406278145,-0.0444085711054504,0.009179006340387074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5480973412378645
delarc_pH7_2,-0.04673809010575971,0.0645445455983281,-0.01099548807205713,-0.09534076441565284,0.02038640204290657,-0.02335345588422016,-0.032150877726709715,0.00739534738878517,-0.04579354874101347,0.02638185933313292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5469120935714209
delarc_pH8_0,-0.04364190533757211,0.0468629490442412,-0.004272301605619165,-0.04873242924880721,0.014178927659016594,-0.028207592813541054,-0.015942057171107634,-0.0058193824027219536,-0.026329379115739588,-0.023760912065272755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8455353071301549
delarc_pH8_1,-0.048703318746031635,0.04699739880535913,-0.00960404011056475,-0.07406378915938347,0.023939033267695618,-0.015355048081230208,-0.016030402773910244,-0.001239701013445209,-0.0352496107197974,-0.006354603936247855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8378107178569503
delarc_pH8_2,-0.028191537940469774,0.043733058177825544,-0.012075515154587189,-0.0554210939327174,0.01781629543710986,-0.023269246195078544,-0.027218455066094577,-0.007564519413382464,-0.03500392130009182,-0.008469147562737702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8442380625189879
delarc_pH9_0,-0.026028322987258434,0.04675877993561975,-0.005916079119981633,-0.04642490125099279,0.008320743485718318,-0.007805343236693224,-0.016562469836486425,-0.005328791316031764,-0.05346883511170746,-0.029208863029742363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.003926186226973
delarc_pH9_1,-0.05219161315456682,0.037993869283843955,-0.005817420540134544,-0.046463794586775096,0.01834945882225166,-0.019751290806933587,-0.015217381273193853,-0.0010462236651421896,-0.029095358713327545,-0.02242432783357799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9964236708955914
delarc_pH9_2,-0.024561137899594465,0.05369180849955781,-0.010773134163945264,-0.06153149326655853,0.012147897536987844,-0.016575646014155253,-0.024197752593976003,0.002787370122159302,-0.039350778858136884,-0.02730120373727835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9996501428774356
AC_pH4_0,0.01785222764572372,0.04455223029803323,-0.010600712882030919,-0.1422766325655191,0.026667859095108246,-0.02765404865348145,-0.02229371882367717,-0.004092701379128775,0.026002106934623875,-0.043820684479306565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
AC_pH4_1,0.014307060436062188,0.04233720706370861,-0.008457698503752116,-0.11282968379921562,0.02464641934827618,-0.02396859075550152,-0.015663690953313013,-0.0005267095254005308,0.033430685752435865,-0.08893908056875933,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
AC_pH4_2,0.016718318663213567,0.03579176053566777,-0.003862594174140173,-0.1267813399353105,0.01757533241954187,-0.029260813798755402,-0.016278611612708677,0.00047697465056958124,0.02907099644127099,-0.059114104493966584,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
AC_pH5_0,0.018726701409272527,0.0460554258144744,-0.004905752420587383,-0.11702194572223922,0.024283248040339222,-0.02556052399920704,-0.02142479758345239,-0.00975845571202429,0.02121636114852584,-0.06727434369856895,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
AC_pH5_1,0.016050266263925517,0.05003629793210522,-0.006903042184674868,-0.117272817434986,0.021518215596999818,-0.020475959066382568,-0.02141321765582846,-0.0073964424455619385,0.027108995882875245,-0.07691637124785262,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
AC_pH5_2,0.015227904721446656,0.051575607427841307,-0.009360252660091802,-0.11890230569259623,0.026954255104064944,-0.01986348511894112,-0.022981653953699964,-0.007609535407517916,0.03335257221580199,-0.08405718087583133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
AC_pH6_0,0.023474491844358656,0.04990038006606957,-0.003361441104308419,-0.22816512507710454,0.03500026214098477,-0.041186775344464445,-0.028333660777577242,-0.010947245564716669,0.045470656699541465,0.022484382884171986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
AC_pH6_1,0.025974241585835167,0.05333698511893011,2.6673924825757344e-05,-0.25933084041811527,0.031721822295094966,-0.03611024101143299,-0.024684589357803707,-0.017261471205350497,0.04148017367024138,0.049183173361031896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
AC_pH6_2,0.02605639090032681,0.051545545790425466,-0.009961270679031378,-0.24705566333849802,0.03673007881673782,-0.034096572208420745,-0.028516757561136852,-0.007420152696659383,0.038270096274335745,0.03878423048831198,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
AC_pH7_0,0.03648653158999007,0.10035987409884513,-0.01758214083135776,-0.32979767294114704,0.04965877554986787,-0.053899985691127555,-0.0807241202979956,0.007701150378131343,0.05312401609657251,0.09900949031276547,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
AC_pH7_1,0.03957292189740617,0.1409641525214133,-0.015935280028244726,-0.3451405445899329,0.04415872547613536,-0.05295260423025036,-0.05315450654000693,-0.002478302273008487,0.04765435363692434,0.06164700276015895,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
AC_pH7_2,0.04107627248634463,0.09337138819386778,-0.014100589368330396,-0.3540231439114912,0.046831929699882216,-0.04905574354869516,-0.039198177168145776,-0.0014923178412668094,0.0501794947683811,0.0907468140696216,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
AC_pH8_0,0.03901243036531883,0.09902979638427496,-0.02031692440662047,-0.3436140274475126,0.047955899056776066,-0.04864175171064942,-0.04746604441057729,-0.003116731016856174,0.052985643348454126,0.0885076346098567,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
AC_pH8_1,0.04495071174657863,0.11140126692941008,-0.020388108920305962,-0.345973029024899,0.04806073879256196,-0.05489683390756989,-0.05305373964547787,0.008838294335519492,0.056189581457039596,0.06920704532252704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
AC_pH8_2,0.04301575335795464,0.12114559136088124,-0.024880286444626417,-0.32107989994890024,0.05355399038237723,-0.05891414576776974,-0.03948447894912376,-0.011977335826048386,0.04913561094633262,0.053821128184866646,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
AC_pH9_0,0.035131335695800577,0.10809130512299421,-0.019526208546822483,-0.28732236811405293,0.04594074998617821,-0.051511589486313895,-0.05556379531712635,0.0008972179772251299,0.05298002805074921,0.03521925203097255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
AC_pH9_1,0.04080108173515485,0.10816812605475602,-0.016953858366317076,-0.2976553373889107,0.03199501718677905,-0.04916317785563676,-0.038045502665412165,-0.0031113946753675496,0.05215011424425504,0.03615085794468936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
AC_pH9_2,0.036941141311241245,0.12124736452070269,-0.017981050554662946,-0.2817951639336737,0.038859988200356764,-0.050169440092842875,-0.04504571050688948,-0.009997333400356386,0.040605275352364,0.031670855502395526,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BA_pH4_0,-0.03927164177653259,-0.00451119513615318,-0.0046738054052643165,-0.06250401573417627,0.0161191347229254,-0.02193081725955657,-0.014220042096288955,-0.0029251492047763393,0.01675726484669291,-0.018503815424426095,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139574737368786
BA_pH4_1,-0.029657656963833646,-0.004492407680853554,-0.0058332036544933245,-0.07659351691684646,0.021881076384173782,-0.02605306906099229,-0.01626373664071054,-0.003216664298316059,0.022272564773650274,-0.01770746869439988,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048452299554619434
BA_pH4_2,-0.04769782358456565,-0.0029318672208034466,-0.010782744017146203,-0.04812189154853315,0.015557242738002018,-0.015933129961156974,-0.015591948657580044,-0.006478546300660012,0.01712934426153483,-0.02081271865931542,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018744598294293093
BA_pH5_0,-0.042198426245266325,-0.004169597807137863,-0.006468776629670807,-0.08970007565965792,0.018834259402330803,-0.012206466814260124,-0.013577769837220723,-0.00534622482955456,0.033334121805332274,-0.014165115807124458,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0511412745403946
BA_pH5_1,-0.03137768569240428,-0.00455602741273849,-0.007878842127873846,-0.0704202638606986,0.014205692629937242,-0.018135426235587702,-0.023756879242541995,-0.004552974713480343,0.02413914035843766,-0.013330816177084393,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024466462930343342
BA_pH5_2,-0.04547960914752405,-0.005236146312368953,-0.00636339896277565,-0.0751746925375546,0.015106567774453886,-0.006154258259288643,-0.016210617149734624,-0.0028138545600940373,0.018762092554698816,-0.012100165867368168,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03934321135483189
BA_pH6_0,-0.045408031927097754,-0.010430241316232996,-0.0017877003072720497,-0.07800428380096414,0.025358099226394423,-0.02729983391807131,-0.02824479619729454,-0.015891912643919176,0.011639822326276614,0.03440479609062489,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687666300212
BA_pH6_1,-0.060307809652193754,-0.011651343471654085,-0.009476883892050906,-0.0856194335853924,0.028718330092404206,-0.027066799472288593,-0.02627671011683086,-0.012023538794854417,0.017331389928965463,0.05070871649633932,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567404454245
BA_pH6_2,-0.05651944218608349,-0.014808485618104111,-0.010427488434816832,-0.08740741883607016,0.012534361111162148,-0.016526538839806676,-0.015818996573595902,-0.013226203356829027,0.02064792401278796,0.04588820625380006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393160174653
BA_pH7_0,-0.064838426756956,-0.011265000814329023,-0.01595086652664063,-0.07835610898211601,0.021083687632547123,-0.031126454738171203,-0.012442824879418248,-0.0019610576525978434,0.02855835178138121,0.030634618423393246,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47615668850189524
BA_pH7_1,-0.08762399544332015,-0.008634481872229472,-0.007473781540503971,-0.06947351913575246,0.024877396906199663,-0.014468801798622892,-0.02104643833054149,-0.019360895653295775,0.03145562001058588,0.036084814461191064,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683981394347
BA_pH7_2,-0.05591802471560305,-0.010340784859398138,-0.007566289620312011,-0.07802792211225176,0.03821584459515693,-0.028358267500753633,-0.021223380015353146,-0.02535689459465767,0.02360780337744433,0.02930383297817214,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48110253833913064
BA_pH8_0,-0.05053149285118866,-0.005774952754702257,-0.011514910423480301,-0.05957691331394016,0.02682582258287331,-0.031598818022352836,-0.03687946558970472,-0.0022982879606602,0.023700346839006826,0.011984589026592996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936980952847
BA_pH8_1,-0.05162178810766858,-0.0056615121954161195,-0.010275354651005373,-0.06645280976658284,0.029149641224952495,-0.02954607849940658,-0.02969955234423929,0.0028205232921501844,0.028163062004453464,-0.0025402134247934044,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698583743298
BA_pH8_2,-0.05018299672874097,-0.006209000263201156,-0.007623511396915367,-0.05068378885074153,0.015699759150004905,-0.02731882699765265,-0.01878526642513664,-0.006806125702417419,0.02231780624826965,-0.0060721315010248324,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64407134594908
BA_pH9_0,-0.04414488099070023,-0.00583665318949067,-0.0043969261051034145,-0.05511392864398661,0.019288574897724647,-0.019551807844039537,-0.021584737596061564,-0.006628857428693903,0.01681078928279812,-0.014505654730145695,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859295671521
BA_pH9_1,-0.04316057937503186,-0.006057417174072371,-0.007996947082245479,-0.06704550811130067,0.025471502932436437,-0.02483440560005281,-0.029144321558187188,-0.010723344381574709,0.030708498620711587,-0.002881560738238953,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741257491587475
BA_pH9_2,-0.048713627949195065,-0.006066898666322234,-0.010080322232907234,-0.0529764032833602,0.020647454352887434,-0.016853291550651194,-0.025253627720977303,-0.00463720934222574,0.01883976919940956,-0.010569925274214019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74752624576109
BC_pH4_0,-0.04505352182799707,0.04091296942661638,-0.00033324421099994544,-0.07685025319092623,0.018139357885507787,-0.01430036468917261,-0.026969909639624156,-0.0033347159012666223,0.022338729099492017,-0.05021312440138149,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BC_pH4_1,-0.03598597955687539,0.04844757981436409,-0.00033096990507581943,-0.09363369586715554,0.022601811250914698,-0.024018372250315938,-0.027158935591983405,-0.0076483835057234014,0.022760472662099032,-0.04069760818641796,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BC_pH4_2,-0.04695345663060636,0.03672389700279936,-0.0002472248349500748,-0.08400941031620553,0.015013887374864329,-0.023206906684714815,-0.017903138730351046,-0.005727381455185622,0.03132157371500911,-0.04067592203779065,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BC_pH5_0,-0.029833894949001464,0.03330593250772875,-0.0010256317970545393,-0.12484344139614187,0.019064954471490952,-0.019650312683180623,-0.01743886668720971,-0.0030223973589422943,0.049270906515581456,-0.0414913312981472,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BC_pH5_1,-0.034936058275077654,0.03365991367634547,-0.00028037258464357154,-0.08355725188051229,0.02793853574837356,-0.018749204273538097,-0.014850495724898322,-0.00743425206564691,0.020156711520141233,-0.057611600305561145,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BC_pH5_2,-0.0264718368831698,0.03431385385277477,-0.0006113396973713597,-0.07682473417452497,0.01584861568782641,-0.025313031196432266,-0.019820519390151548,-0.011558591158169769,0.027749955742012545,-0.052976446818236426,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BC_pH6_0,-0.06691773029651657,0.04784662388589071,-0.0013717539673266201,-0.11384226462722795,0.02337003056040925,-0.028081710100497894,-0.0201300622364911,-0.015385881550205144,0.03217094134336904,0.006677733267374016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BC_pH6_1,-0.0838043823838234,0.05102405922082456,-0.003202284516199774,-0.11597671574548536,0.020549037387675564,-0.02620200028885965,-0.018002159568359672,-0.02247350222836047,0.02713553097301527,0.03528834308497606,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BC_pH6_2,-0.08517332890880822,0.03935088608211473,-0.0034380793895410445,-0.1113701687036487,0.022500551743432882,-0.016976093998502778,-0.020581927423000988,-0.018544297723261556,0.01442058962000453,0.04414779439366059,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BC_pH7_0,-0.07790363637001618,0.06801047492367418,0.0017624920930551444,-0.17377771524145552,0.03272188394087488,-0.034072744633354565,-0.02502905243683768,-0.0011994849558433773,0.02996476651290836,0.04385893550377501,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BC_pH7_1,-0.0928048032032245,0.09174644965030579,0.002112667262554168,-0.16250662214244188,0.02700258241561444,-0.04531543188890362,-0.02105979891453424,-0.009963553913504538,0.0286867463029921,0.046437682514281375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BC_pH7_2,-0.10885782505507055,0.07015196906119261,0.0013526310544946926,-0.14340052878484122,0.058440234491439605,-0.02008970419795294,-0.05350108280292024,-0.030219727060960037,0.03934889521409312,0.05111106269102056,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BC_pH8_0,-0.08731223965104182,0.07098691963874129,0.0020244285269923877,-0.15629616819403094,0.029770285948382123,-0.02830855971526193,-0.0344115243188065,0.007371942000058681,0.04032349878922104,0.020187341456665946,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,-0.08575677218037131,0.08500374809312432,0.0012506601408771873,-0.13940102559473858,0.03336677421127324,-0.034705128232827016,-0.03681978284988714,-0.0031964173969691216,0.03375751289255592,0.010836357014334717,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,-0.06887657940347233,0.06897975742614461,0.0013950658492420042,-0.16862609865629805,0.019189562388979228,-0.04301532047598258,-0.03416509107241164,-0.003453972830801555,0.03845346477854511,0.054455140231420174,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,-0.11616169306611562,0.07804295635620213,0.0006879291910192243,-0.13173395134589594,0.03671104350410725,-0.036036304654553535,-0.03308197137656743,0.01243117051523017,0.04113003530782526,0.012346712838777382,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,-0.10375992908061522,0.06291050717072641,0.0008701893752035917,-0.15261665383596784,0.041236563434662386,-0.03568733655969086,-0.03120771702500465,0.0028420318930369327,0.04355144783733008,0.036196822680370964,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,-0.09317517325484558,0.07577601694542428,0.0009576778891293903,-0.11704175469829985,0.03750102600325709,-0.03283651824554672,-0.0357938630465904,-0.003790170997786136,0.03201140837743877,0.0007272774815235423,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.11071564297637214,0.08121920433705268,-0.0076720554972796295,0.17806846743530555,0.02712502969550374,-0.037994223305064696,-0.0323268073991589,-0.009336824675455047,0.04934144168768239,-0.12200310023299057,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.0782471376106791,0.06605258612772044,-0.008427974810499863,0.17957074228026293,0.024200938956245137,-0.03207179536111654,-0.030148441040807435,-0.007283371417256805,0.03127419968621563,-0.12938754319537268,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.10041016087138457,0.08156937808243804,-0.009290975486130823,0.17620196582425546,0.026999091338771194,-0.025430692235088873,-0.031801000786540315,-0.0034894626178657265,0.032768051208442305,-0.13169867017873282,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.08647509214508793,0.06177728771515514,-0.0021024679923025143,0.18310264479530888,0.02729642318683149,-0.029148415974138864,-0.040994378401209494,0.0014464584713720727,0.032557030397912724,-0.10453688090343194,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,-0.08233046904854154,0.051914151423894196,-0.006264165323632568,0.1654244204505306,0.025023340717281985,-0.030178539469109283,-0.028953103274916826,-0.005368804373656925,0.04213079458750459,-0.11978280374739811,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,-0.0707740925633065,0.0486425584429146,-0.0020984885493374387,0.17653180041714855,0.03508419305976966,-0.031451574500002286,-0.030409384290485276,-0.004569543811452135,0.042956915612777945,-0.13915460399109064,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,-0.17062760223836998,0.11291332887809559,0.0015114641298904425,0.2777518762283675,0.06109300621501777,-0.04380541742171929,-0.03064812435039684,0.006247965215664842,0.06287303775872873,0.0841781151148936,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,-0.1698282039598764,0.11907208720262603,0.013983830678398196,0.3092947358095451,0.0674877516552806,-0.048884073512466736,-0.06913256633783811,0.0047195976178931185,0.06139587510863079,0.18901496595541098,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,-0.187963921998263,0.1268421356570299,0.006106948666679478,0.3054159938738398,0.07125008907978947,-0.05030914908072548,-0.04882029283143905,0.019402041896853756,0.06628193662825807,0.1390845434736136,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,-0.27832015407595617,0.16474186995066703,-0.026013444158370088,0.27605017655974495,0.1147947324998677,-0.1030981991087775,-0.13937411177377013,0.02916092704981565,0.05839754990990394,0.13842346391357155,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,-0.26419077577960226,0.16559342893812318,-0.038536808133611225,0.27337476485611306,0.12312369142699502,-0.11104387513078427,-0.13283051916033675,0.032285430638686476,0.0566531837840929,0.11652791644608515,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,-0.2651522216067205,0.17964466247100216,-0.0314965696385859,0.2712501821934205,0.09123699564648714,-0.11283664927615422,-0.13386659028939898,0.02277104686783707,0.05434807718690972,0.1476879162033615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
