Experiments,BC_OD<--AC_OD,BC_OD<--BA_OD,BC_OD<--BC_OD,BC_OD<--BL_OD,BC_OD<--BT_OD,BC_OD<--BV_OD,BC_OD<--CC_OD,BC_OD<--DF_OD,BC_OD<--delarc_OD,BC_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
AC_pH9_0,0.00862253947102505,-0.042783463482299576,-0.10639714306139428,-0.02806185335892698,-0.0017788108486844138,-0.0037471904751399266,-0.0014450101586787594,0.05207630870944779,0.012996657445378925,0.03214137712898461,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
AC_pH9_1,0.007621038905952289,-0.03716472091720156,-0.09176643700379392,-0.02531175055095683,-2.048360588757935e-05,0.00586256523009228,-0.0029166403526197297,0.03425599588486163,0.0043566286110359705,0.026707216240465636,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
AC_pH9_2,0.0070008985763010765,-0.04395278985085693,-0.09256080884486437,-0.020925546393770235,0.0015591071659456141,0.0012486524345434247,-0.006469418377332066,0.03394831527186477,0.01012931295387123,0.031645688987944426,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BA_pH4_0,-0.012194990322965641,0.0013350188213845963,-0.04883738950056873,-0.011238472249520862,-0.00068535553858332,0.0011601236268230116,-0.0021716915394948888,0.018559111031177248,0.006994442450611487,-0.031297383141582424,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139574737368786
BA_pH4_1,-0.011593750402655293,0.0013350188213845963,-0.04404699321350325,-0.014873032121230725,0.0018650765943786381,-0.0015794205681785292,-0.002675110867813878,0.020186611699021376,0.00832686932190605,-0.03532185587870039,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048452299554619434
BA_pH4_2,-0.016041520563480648,0.0011779577835746438,-0.042922505616493856,-0.010140874939768209,-4.288714055133833e-05,-0.0006615471694132548,0.001336431347805521,0.01719974764825209,0.008180870502863242,-0.03646225840987071,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018744598294293093
BA_pH5_0,-0.013336816161223078,0.0014135493402895728,-0.048271664384266624,-0.014927624750720417,0.0013758043426534414,-0.004793120899602121,0.0007576851400992142,0.029883545722974383,0.00772415076908858,-0.03820209780465002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0511412745403946
BA_pH5_1,-0.018963459581136707,0.0010994272646696677,-0.04609976040604321,-0.015407633731222671,0.003983949933039105,-0.004776890799403189,-0.001153227312733297,0.02832047712543736,0.009056115735160268,-0.034435584590486845,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024466462930343342
BA_pH5_2,-0.016720886008571027,0.0013350188213845959,-0.04545592051323342,-0.014737414772743773,0.0026996154467696727,0.001110972676264205,-6.991222824739369e-05,0.014872090108692646,0.007714072389771109,-0.029124222282806166,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03934321135483189
BA_pH6_0,-0.022560415633994604,0.002111005718293398,-0.08489535973447819,-0.020460571027968243,0.001995224709744039,0.004845381222017436,-0.005369941269897897,0.030569884615099945,0.011689111773410569,0.003699093265054019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687666300212
BA_pH6_1,-0.015584049310697162,0.0019039430825606627,-0.09541078098442247,-0.022942504129655986,0.001042041517794132,0.006049412749707701,-0.004506468991546527,0.030432358819829385,0.00721167624644611,0.013427784637264583,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567404454245
BA_pH6_2,-0.02089902569256399,0.0019271905525870949,-0.09185029396382363,-0.0205094881258581,-0.0006467306208999244,-0.0018459755894930444,-0.008519923460224399,0.038740605682782515,0.011003643651695353,0.014223411203078603,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393160174653
BA_pH7_0,-0.02322454693524734,0.0029950147348901494,-0.10382800691801568,-0.03084127500491298,0.000993012150992518,0.001536294387086578,-0.0049351929371123735,0.034583674771306305,0.012076944893468985,0.03226749421623738,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47615668850189524
BA_pH7_1,-0.018031007357589578,0.0032454655546209103,-0.09714472564828133,-0.029282260689398508,0.0040743892510300105,-0.004900486582647199,-0.007860907253039921,0.02874687307878681,0.013050267680183705,0.029725805551785486,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683981394347
BA_pH7_2,-0.03128359344990357,0.003262461022190426,-0.11115819460833852,-0.022484244093622853,0.0026952473430529875,0.0018482047011670864,-0.007886835968364838,0.038965783384831046,0.01417243494935658,0.033492150356912095,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48110253833913064
BA_pH8_0,-0.029351434968411926,0.0014105888553287672,-0.08357227247046387,-0.030625109840994303,0.0024403338150485706,-0.003322140555018963,-0.011228129436140476,0.03674535424003135,0.013926837805496608,0.025199386192404707,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936980952847
BA_pH8_1,-0.02573655226632306,0.0013319644720658015,-0.10841462711277212,-0.022824844534954297,0.003628865012332149,0.000969484976452331,-0.009299327813736769,0.04270722400397062,0.01446580936241409,0.02479541753783174,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698583743298
BA_pH8_2,-0.022922244904481855,0.0013249070748038907,-0.10111410021296016,-0.02330817391043124,0.002030906774427581,-0.002055815395129762,-0.010490444592483666,0.02726080054498237,0.017415770818681817,0.033481807439871454,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64407134594908
BA_pH9_0,-0.03088141077724488,0.0038605770727862484,-0.08302761239526063,-0.024060676279275314,0.0036991387783833164,-0.0013539548234447183,-0.01195537548026313,0.02855213140987831,0.00996506581487863,0.026825530096564607,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859295671521
BA_pH9_1,-0.02905257725359305,0.0035140705626943857,-0.08504622437383814,-0.027645135343722677,0.0001592042345715597,0.001094912429866585,-0.008444392655206764,0.03109966819862957,0.01490326456887567,0.02104062326900337,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741257491587475
BA_pH9_2,-0.02562008475641842,0.00242343871489815,-0.08982070715369092,-0.024098336024452816,0.001468082724705986,-0.002117824136562968,-0.01093679526091918,0.0377547497464263,0.013450149475880292,0.01912074030741401,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74752624576109
BC_pH4_0,-0.012256835409156655,-0.037635300102765154,0.054936495350430846,-0.016226569318576998,0.00058459782729978,-0.0008045296711118336,-0.0010269316302045541,0.03357270449561917,0.007222862807304966,-0.106743081945764,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BC_pH4_1,-0.014366197072617388,-0.03959429851368717,0.0543834139617241,-0.024806025682584103,-0.0006330071648825769,0.009857795427998773,0.0012796199953426476,0.024923848922809827,0.007774312382806903,-0.09719604867146071,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BC_pH4_2,-0.01722241565261198,-0.026519450827137282,0.054944182096616105,-0.02602856204075658,-0.0010680087590995053,0.0006307780321525489,-0.004321641170460244,0.03098127363816551,0.0063741242091940814,-0.0961468658499096,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BC_pH5_0,-0.011501601409652961,-0.045172929843158814,0.055492378803698894,-0.02643828696530798,0.0006573760671460117,-0.0005624819012439785,-0.0012738034161536588,0.029977839676582293,0.006937642622253169,-0.08649272042448107,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BC_pH5_1,-0.019060565121471883,-0.03886618720772473,0.05678972238755743,-0.022065339810822322,-0.0026612258783501133,0.0015160255409453229,-0.0005564480582657065,0.03302059928036254,0.004366735096858898,-0.09085990361545399,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BC_pH5_2,-0.016638859144371493,-0.036577624680231444,0.05408696281521217,-0.024781974071393847,0.0028673793553658155,0.0043082487048662224,-0.0011093260866144414,0.03180373770873184,0.008983120166737102,-0.10131825231015687,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BC_pH6_0,-0.0010963827063855912,-0.060923769218118304,0.1201898428538571,-0.03611190408144309,0.005610584634477676,0.022824659917665566,0.0036437425568051954,0.037182610818873287,0.019253604552992014,0.022290208010893802,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BC_pH6_1,0.004321068868688917,-0.06586303632382465,0.14184393508764706,-0.04852785308075987,-0.005782538710728936,0.01662297245600949,0.009788217432796956,0.056967109338096955,0.017569915200381172,0.054822103643546935,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BC_pH6_2,0.008109553273281328,-0.05980764141225294,0.1407615796347027,-0.0497373041704945,0.0019030249523727802,0.019709918701454346,0.00542941905234171,0.050090042156693715,0.018152860603902653,0.04075349180270795,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BC_pH7_0,-0.04552092081016822,-0.05937561290257652,0.1614248222711941,-0.05337234917704177,-0.0012769999533243828,0.00675335643893999,-0.023795114838234755,0.06350503329025661,0.01889706804052643,0.10140160421152475,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BC_pH7_1,-0.02434561051590288,-0.06704528172055019,0.1569688050124956,-0.06819809678941967,-0.009424033218427842,0.012624929024149545,-0.019847501205361412,0.07704829057435628,0.006404089778661726,0.10449716790052857,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BC_pH7_2,-0.03354350295403731,-0.06785713972928732,0.1587482144570221,-0.0668010851206339,-0.0070079547895685506,0.017459283997507204,-0.016793851729320443,0.07085392988570359,0.007714239877203235,0.10590302417135758,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BC_pH8_0,-0.04737171919125579,-0.04465952373555172,0.1382790194322234,-0.06268239970278479,0.003339412204273371,0.01644051299470922,-0.021476172574836278,0.07120409640928972,0.026723848644482046,0.08497266800831191,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,-0.048978812022377624,-0.053111598060830774,0.13561510879384436,-0.06301675018570994,-0.003481867374933284,0.019275941450310793,-0.011778200500361295,0.07066086919087433,0.029506894861874376,0.08514634811197934,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,-0.0463106905102082,-0.04293005413173333,0.13796935822004858,-0.06141472925148581,0.0008151356535761233,0.015814463669515177,-0.01567233196581187,0.06789090982921746,0.022430796343023366,0.08080075394362213,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,-0.05529079929642057,-0.06392310695641716,0.07746464349977349,-0.06909379087388516,-0.008279332868430925,-0.0013479156403437892,-0.026981526333028864,0.05395626474981722,0.017334554357373192,-0.0022155792849219346,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,-0.05552806888099599,-0.048902248416257954,0.07607188513259523,-0.08943028202847295,-0.011446495384949703,0.0036772182551415076,-0.02603273110383231,0.05331637358211955,0.018362654332557456,0.0015351068892556657,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,-0.0631314025705923,-0.05112974470886199,0.08184853664882807,-0.07844722749746362,-0.01357626288157443,-0.0046165246160133995,-0.0315542817439722,0.059456652140487794,0.022118465210432595,0.0006552016897046027,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.005038326282216155,-0.027583591120074625,-0.03778398841457522,0.0062354281139762515,0.0005001781006222179,0.0025128929171225308,-6.753597246563933e-05,0.012722677387621093,0.005089359257532202,-0.034963680690397375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.00807739502709845,-0.02421933713652517,-0.04161503144904323,0.0055791860154789435,0.0005366945687843399,0.0006956181318863595,-9.307521516862128e-05,0.018825233465303542,0.0038583035103004915,-0.033866783226637734,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.011137123396215231,-0.02828551194590071,-0.04441872121361286,0.006916723823093851,-0.0004461202592305516,0.005771466854797757,-0.00305462725136591,0.01868840520958537,0.006767440046305242,-0.02917851823017649,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.0036544601667834343,-0.03199383220756831,-0.04932819389292729,0.006380490919818051,0.0008774237885423329,0.003987764354957188,0.0014741318899652233,0.015789257913180015,0.008367325921097526,-0.030276494883000854,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,-0.010279882020600461,-0.021364765530047205,-0.05019510956076178,0.006541886869008125,0.0021045342492668527,0.0038901360365359667,0.000567816034283327,0.0246216909263445,0.006875100045100504,-0.041137993758463345,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,-0.004420307934608148,-0.033429055095690746,-0.05008044267316227,0.007054355857164965,0.001175928013804166,0.00020184475280668603,0.004423209960046021,0.023430987398909486,0.00841734424395406,-0.0351504511969245,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,-0.0015924725341408155,-0.039566451359702194,-0.08785872558050828,0.00819192574399969,0.00026431496862483955,0.005745994336903096,0.008061517235701499,0.021157268792714762,0.008938176640025951,-0.0017181349335157346,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,-0.009454698169037047,-0.03677054609617462,-0.08777754858298147,0.009741988642060237,-0.000697362390549287,0.007577801294948744,0.006999925731316858,0.019765013666904484,0.00661979761136615,0.005619041861399361,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,-0.012493555821154426,-0.033156832255747004,-0.0859645012328806,0.008934169687006789,-0.0009854081839970918,0.0032221580523511648,-0.0005610008472981649,0.019278465310192627,0.011587408290285131,0.011762510606128238,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,-0.00942648015754378,-0.041480411864493194,-0.11089508989420921,0.01243736795109251,0.00026809578680473794,0.00864433733827394,-0.0018455428792082736,0.027262472550830114,0.009899024391627832,0.02675964041410581,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,-0.009790727797409764,-0.04725944791637037,-0.11143404193222524,0.010123127138485077,0.0021848755378438083,0.006529950267918734,0.0007741239213425171,0.030741564456535423,0.011410767000330531,0.02834322296082974,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,-0.008629528135061263,-0.043888261561160505,-0.1160363128603153,0.011667828900010687,0.0023750067971970716,0.00062345197343308,0.0031155599426964066,0.03152852419763804,0.007295803777549577,0.03357134028135435,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,-0.011849335613458052,-0.02850785437161508,-0.12626642953280526,0.011033373047476229,0.0017534233807869578,0.003584396463373435,-0.003177762315001176,0.033187428422920086,0.009114188153458682,0.032751985927638796,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,-0.009350821173385433,-0.039201181777145544,-0.1188568596882017,0.011041470986345536,0.0008148714187352561,0.005863737344093946,-0.003748289183106111,0.03755264833245588,0.008894967890304065,0.02861286939972121,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,-0.010846820587049359,-0.041647281249904106,-0.1264947928455861,0.010494573699391406,0.001711968926955825,0.0075110026108829876,-0.0031207525908299124,0.03298253685397946,0.01317034362612859,0.03786263508641201,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,-0.016838952191174032,-0.023410067031888856,-0.11052968864531618,0.00973624571186045,0.004150495205236517,0.0011384603737489042,-0.005217269552142725,0.029480357840657233,0.005860271855540898,0.02725355903091638,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,-0.016700039787784865,-0.04005963013385948,-0.10079190687964791,0.013109199576403784,-0.0009451020120278649,0.002621707572885183,0.0005720435779379764,0.025340550285966493,0.011859244388406692,0.02661734683196182,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
