Experiments,BC_OD<--AC_OD,BC_OD<--BA_OD,BC_OD<--BC_OD,BC_OD<--BL_OD,BC_OD<--BT_OD,BC_OD<--BV_OD,BC_OD<--CC_OD,BC_OD<--DF_OD,BC_OD<--delarc_OD,BC_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
delarc_pH8_1,-0.013401168191238592,-0.014968494139611722,-0.03718519412467013,-0.023761967386564487,0.004646905796683352,0.003146941120857779,-0.004361446320038775,0.019043469305919564,-0.018743291644622444,0.00720765922056592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8378107178569503
delarc_pH8_2,-0.012315199784934523,-0.027492064284565652,-0.04792067467842413,-0.017621566013473526,-0.00014504811362079888,0.0015053886693456905,-0.0016033940438343129,0.019998504059470217,-0.005341798740884532,0.012559265207661234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8442380625189879
delarc_pH9_0,-0.018967945475293246,-0.013721152966761069,-0.04308149477871863,-0.02516921746504048,0.004268591928741207,0.0002366393205264342,-0.003989002298077811,0.022179300223031766,-0.012488179856344409,0.012355875005216703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.003926186226973
delarc_pH9_1,-0.00962259454085775,-0.02492460255227659,-0.03368070606142282,-0.023708336158939032,0.0023494186090386423,-0.0011571227078852437,0.0014345407874687863,0.02208562812403492,-0.012918302259691384,0.0017654903978109363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9964236708955914
delarc_pH9_2,-0.012227957005734029,-0.019583615563485937,-0.047327154549243675,-0.020834711968250902,-0.0003927126073318977,0.0002561264728074506,-0.00014138641240804052,0.02646444524111955,-0.0168913668539861,0.01230174383553474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9996501428774356
AC_pH4_0,0.005074798425902491,-0.03190848443009284,-0.04697150654442932,-0.006974911963486153,-0.0032551544143453893,0.0015663488889517993,0.0025643076180763866,0.02697798378117706,0.0074102806575272375,-0.03286024953198174,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
AC_pH4_1,0.003866513086401899,-0.025706579374230428,-0.04010306015286757,-0.011472098730180574,0.000721176571172217,0.0029849998442375153,-0.000985648408532143,0.022784311683929484,0.0032014593822152723,-0.03366766036528609,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
AC_pH4_2,0.004108170154302017,-0.02244503126682147,-0.03831212528373884,-0.017196195196846266,1.6457663606042843e-05,0.004693346010602039,0.0018530974391361935,0.013947132673600445,0.004053150088242862,-0.02909458869339331,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
AC_pH5_0,0.004349827222202135,-0.03527281123820854,-0.037135338831854894,-0.011962035500808906,-0.0021190912389884822,0.003939426889562089,0.0031617840816793234,0.022349918907427272,0.0026771379197421293,-0.02836540487797364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
AC_pH5_1,0.0031415418827015424,-0.03364937652388344,-0.04114133418092261,-0.00873964316980994,-0.0017926642622636709,0.004852673730448538,0.0023118965230558225,0.016331536402196985,0.0016445896920302646,-0.021335807547945052,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
AC_pH5_2,0.0028998848148014235,-0.023717182913552157,-0.04145111653791821,-0.015973337742945425,-0.0011216969350757802,0.0037349560257533324,0.00045535142654958005,0.022525386685586492,0.0034113567160523463,-0.029140189068148966,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
AC_pH6_0,0.0004901323305523915,-0.03356599068350118,-0.05628705835050865,-0.0059462830570081015,-0.00335700918474923,0.002863359956637674,-0.001528699394801389,0.028367327126147954,0.006052021636911061,-0.015464387885902238,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
AC_pH6_1,-0.000179567213939584,-0.04336380066269118,-0.05300896734323191,-0.021097674437839053,-0.004189375681073769,0.006244225419409899,-0.00201277526176494,0.031287136696602984,0.004850717805649922,0.0030934924567523224,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
AC_pH6_2,0.0011636141525662468,-0.039821260006207476,-0.06002927919444831,-0.01347067399193411,-0.004562346829992271,0.0014783831054101828,0.00046145225672618165,0.030711488608756787,0.007715775741507178,-0.00202374148466017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
AC_pH7_0,0.008865451009377192,-0.04011087309407151,-0.12255049640069836,-0.014434595313733041,0.0006411287220923811,0.008310453320003075,0.0004414006403606857,0.041325857456287605,0.007952680488967379,0.03118240674066802,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
AC_pH7_1,0.008241250566814257,-0.04839885660163734,-0.09830593449751968,-0.009824135598281157,-0.0014596859041763385,0.010259369109635768,-0.005533054079050603,0.03697152765548748,0.005600986811129944,0.024071946100372336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
AC_pH7_2,0.008255158241676252,-0.03656820010231888,-0.11244597043032231,-0.017886711365502815,-0.002992021831805292,0.00801677164338205,-0.0034448848081671674,0.044159185675823165,0.0038788594532272102,0.03065122612468574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
AC_pH8_0,0.007138279948545538,-0.04411174415084331,-0.10787320564784438,-0.019226770234172758,-0.001178892173844835,0.00977554793591085,0.001463608456694561,0.04021335650559353,0.006577709220025852,0.028845522325971852,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
AC_pH8_1,0.006234597097272458,-0.038809670363755336,-0.11426424245147601,-0.024831718284150824,0.00024335743778425666,0.009316321674572388,-0.002462416229688602,0.03561766330638658,0.007452328227784324,0.043127191632014256,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
AC_pH8_2,0.0067253934235676485,-0.04231417062489883,-0.10383284439697213,-0.023695999639837644,-0.0014076486553834824,0.00415256161566662,0.005388068807837757,0.036553696785932004,0.0073732940933626595,0.032681060527329844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
