Experiments,BT_OD<--AC_OD,BT_OD<--BA_OD,BT_OD<--BC_OD,BT_OD<--BL_OD,BT_OD<--BT_OD,BT_OD<--BV_OD,BT_OD<--CC_OD,BT_OD<--DF_OD,BT_OD<--delarc_OD,BT_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
delarc_pH5_1,-0.022125082920993803,-0.01397126274871761,0.004247547081145255,-0.01320203856646043,-0.04406183321798303,-0.004732482431294477,-0.0014377547237698156,0.024037947805760348,-0.028122251184819192,-0.015395003174148176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11230826956373989
delarc_pH5_2,-0.012172018936227842,-0.011922073836600329,0.0024817006573404966,-0.019939720298001624,-0.03634596246152954,-0.0020392665647618155,-0.00030193940007492353,0.02364097991634322,-0.030169117975899055,-0.027994793380772612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09911694942295314
delarc_pH6_0,-0.021051038165536263,-0.024074512194113246,0.004836037624627354,-0.02203062712903256,-0.0785946778750614,0.0007415607776087909,-0.002057470479656172,0.040668163093859726,-0.042226309532137664,0.029026660333873463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2884225051673924
delarc_pH6_1,-0.02566458837534099,-0.008074706359968885,0.006943894415364965,-0.011568225013173146,-0.08945654511978123,0.0007076036059500072,-0.0052274060249328635,0.029048118102566703,-0.040777756477017764,0.029307397563901282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.29127362738877827
delarc_pH6_2,-0.02524963185231647,-0.0350460101030362,0.01215472704042559,-0.02146399530379669,-0.06299639745534441,0.00208174211276776,-0.002376684265049256,0.04264402022625765,-0.04474117743013345,0.02023119284002029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2957269459022493
delarc_pH7_0,-0.037917983439224555,-0.009677090873010458,0.007337114603015715,-0.031057679810682713,-0.07850034654221456,-0.004528530738518936,-0.0033199812091239153,0.03504565465608207,-0.04004824786062312,0.04790487893411647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5922068579302491
delarc_pH7_1,-0.03705605725697039,-0.008899194700845879,0.003921273808278469,-0.03068086170125752,-0.0712739053562931,-0.005890047512746055,-0.0029062547243159766,0.03541254305847637,-0.046527851251885285,0.0491381414514035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5480973412378645
delarc_pH7_2,-0.021109593085863666,-0.023413254751054487,0.004338059150411385,-0.01881068621660867,-0.08431648962199688,-0.0026999623113838234,-0.002796926912851633,0.03427392032665565,-0.04847863907399384,0.04825135832753682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5469120935714209
delarc_pH8_0,-0.024232657774675474,-0.01895904676988721,0.005159301361595482,-0.020645951932579606,-0.04999473909989161,-0.0037714530924416114,-0.0030003469020290236,0.017925185230358135,-0.03909468723865954,0.021852183114818253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8455353071301549
delarc_pH8_1,-0.03523667388899332,-0.010242289950585239,0.004272231172324848,-0.027245978232594607,-0.06650464545813915,-0.0020830218145704783,-0.002631917146601432,0.028947734194807707,-0.03901400091693453,0.03497634976110219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8378107178569503
delarc_pH8_2,-0.026858883557193302,-0.013772306409866913,0.00230690909245902,-0.028899166976385143,-0.06752961111821884,0.0003348546325350579,-0.004517381869499452,0.025259389062412086,-0.03248057466364749,0.031394558154532445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8442380625189879
delarc_pH9_0,-0.038425275375256716,-0.019822667535070497,0.0018102863584847557,-0.02278389915499998,-0.05372022668972772,-0.005807505214141442,-0.00891503038127785,0.032782632103189824,-0.03269181915396906,0.03281129276258466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.003926186226973
delarc_pH9_1,-0.03265090742148458,-0.004977835493931628,0.002696557022307231,-0.02275408069603145,-0.07146344462753798,-0.002295558595139048,-0.01076877768070478,0.04440903169669859,-0.03913786597185485,0.022180669487494482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9964236708955914
delarc_pH9_2,-0.03442856638489858,-0.016449113768808865,0.003314621890085225,-0.021968549500502966,-0.054021408812993256,0.0011745593986352497,-0.0061973440375826935,0.030827812935914033,-0.03629877997825488,0.019284553445430227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9996501428774356
AC_pH4_0,0.013505249087415312,-0.02605433742819435,0.002466348422610242,-0.014650765171112572,-0.06415566208711625,0.0006358062550830448,0.0007211656396722659,0.03962183890540315,0.014544017667801157,-0.08139587359766111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
AC_pH4_1,0.015005832319350347,-0.030526497376596805,0.009647597028752387,-0.02310662564639326,-0.07479749307745012,0.0033816242570300467,0.0027908329641365493,0.03757676664294431,0.021969363716552445,-0.07670361367175761,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
AC_pH4_2,0.008253207775642687,-0.022153054041302078,0.006182517864053019,-0.024952124880788767,-0.07738574022811878,-0.005046243606054266,0.0008067692297956204,0.04232886207978363,0.023444721242615384,-0.06624112796726758,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
AC_pH5_0,0.008086377735371172,-0.026380153657342108,0.004300556542635287,-0.020412501262743833,-0.0663073544105029,-0.010669437498461616,0.005109798128959601,0.049612847142447916,0.012459337394684552,-0.07056168262846767,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
AC_pH5_1,0.010037928545118672,-0.028137120774785137,0.009737924117513974,-0.024054052595292093,-0.06832277053177517,0.00015187379519414498,0.0020401876460274925,0.035551868582792266,0.01628319821482443,-0.06805124931746041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
AC_pH5_2,0.012362072961404924,-0.02638577128234117,0.009610681136381692,-0.022030709822176264,-0.07518806190938569,-0.004605087229941527,0.003348513795062899,0.0336314595150559,0.01917931664512371,-0.06468462590107939,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
AC_pH6_0,0.012805695147860962,-0.040331894570921095,0.006343063030027505,-0.027247055432070847,-0.13809793098748702,0.0037787017392237545,0.00452060263522941,0.05503936087145755,0.02429609202334414,-0.01586884650928171,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
AC_pH6_1,0.013743075691973385,-0.035198104003970714,0.013727476613434117,-0.02235030711264066,-0.17065473545707122,0.0017807710662727113,0.007196774467137519,0.04387343566277591,0.024889009115083703,0.008230391813280145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
AC_pH6_2,0.01448798946995774,-0.038676305757835504,0.010416947297913875,-0.027842661835577178,-0.1600059525397323,-0.002677503689394696,0.00405044820362135,0.05307242803073124,0.027673814414959887,0.0047385842389548625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
AC_pH7_0,0.022452656731171458,-0.035078831510820786,0.010213416691100144,-0.04692375484003647,-0.25316588842087306,-0.005088861190268531,0.00544452359677171,0.07006288762528289,0.03954938624276901,0.07777225241935608,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
AC_pH7_1,0.022513749289285883,-0.03191264489726366,0.010327700345736485,-0.04902502148938568,-0.2434693340655498,-0.00542722587230737,0.0048039200136680985,0.06471894789932539,0.03880410017405191,0.07390359564886792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
AC_pH7_2,0.02133621614264405,-0.06221125566076647,0.010290147324254657,-0.043079769161084434,-0.24002895132172852,0.0010597527120262391,0.007608077838490512,0.0686347493448335,0.039516048297367025,0.08211277219730065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
AC_pH8_0,0.028567402907849662,-0.029175133732268987,0.0022490805409767687,-0.046388793717867326,-0.252102974480342,-0.0044791197355674665,0.001871545751700583,0.06633162827271484,0.03269324347133871,0.08567090884782373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
AC_pH8_1,0.028299085352488842,-0.027572229874684762,0.0006131429761729135,-0.0400719524067624,-0.26016922252981556,-0.008389018552944709,0.0035033092647790893,0.08119518920192091,0.03344934685763134,0.07438013765049856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
AC_pH8_2,0.02560125255349862,-0.03437459915026051,0.007601757196345084,-0.04816909114486011,-0.26115329762455075,-0.0027784288743429846,0.003303779700932942,0.08227214771302659,0.03602941518548228,0.0769048522350014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
AC_pH9_0,0.024312863578695974,-0.026195361048347608,0.011269900365935072,-0.036456564423304215,-0.24832167856213022,-0.00022938407876569087,-0.0016036341997349394,0.0473219353802826,0.02634078092447927,0.08879892841568622,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
AC_pH9_1,0.029958933287340662,-0.0261913683751355,0.006698030885308983,-0.04381156211192517,-0.27785372034606065,0.002811334307062563,-0.0019795443605550634,0.07491218189789874,0.0284913912911535,0.09220211127914649,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
AC_pH9_2,0.031985351194263156,-0.02980432031149774,0.011905038972466215,-0.038612715312603685,-0.27142746798511924,-0.006963541943013024,0.0018851032152609978,0.07333603329571856,0.03641782617803825,0.07651648053494485,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BA_pH4_0,-0.03299852099735289,-0.003599172718822956,0.005140466243231105,-0.02111152510786348,-0.05530770880089182,-0.0006860851913528595,-0.002060161768863706,0.023086931849829857,0.021713757746974417,-0.048940193535071674,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139574737368786
BA_pH4_1,-0.04685359802785451,-0.00470661050437585,0.007993439696121799,-0.025788510080183975,-0.0503865408366951,-0.0021064416223974987,0.00016319369573308,0.03068175184823896,0.015741853739904322,-0.03950075047050157,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048452299554619434
BA_pH4_2,-0.03560261378955582,-0.005260329358279704,0.003969372186566825,-0.01774770712803887,-0.058376573465116634,0.0014936876685722998,-0.0023149346697913555,0.027823601744502147,0.0167171288261433,-0.04546384467743337,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018744598294293093
BA_pH5_0,-0.03399966546719003,-0.00455256253602388,0.002755749852841964,-0.023890039828889396,-0.06307766319171565,-0.002902233109445029,0.006424831158036122,0.030064805043739797,0.018935816205795045,-0.04452125310614381,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0511412745403946
BA_pH5_1,-0.041875772981540015,-0.005434889249179675,0.0034083618980872902,-0.024449585784307636,-0.05799769891506952,0.0020772073936203253,-0.001898155246010941,0.041536834244413866,0.01674333644423472,-0.046871850074714276,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024466462930343342
BA_pH5_2,-0.04913807209459657,-0.004629036693469336,-0.0007173457369208342,-0.02430592298953105,-0.05741316363012987,0.001317632301386606,-0.0021245540516531976,0.034943870146070484,0.02117120600204267,-0.03386682553338292,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03934321135483189
BA_pH6_0,-0.04816643244343931,-0.005022530103831187,0.0059725778161183645,-0.027957672586097663,-0.11867775673249174,-0.00269771926874376,-0.0027073220730475757,0.05558991269208491,0.014740350948970606,0.014164379470293286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687666300212
BA_pH6_1,-0.05129380212732306,-0.006701773758167807,0.009701640170431982,-0.0315437389086203,-0.12360558048174113,-0.002234234824452713,-0.0018574932326927143,0.0520103707909584,0.014521574556584592,0.0262408255348387,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567404454245
BA_pH6_2,-0.047055168012157075,-0.006543710654520468,0.009191370512277862,-0.021796742307589104,-0.13310318929467188,-0.0011843654084140844,-0.001668962525689731,0.04986950559015184,0.019197999682155964,0.018331050138272676,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393160174653
BA_pH7_0,-0.05690257901771235,-0.014930128715932368,0.0038827353373736793,-0.03328944364441153,-0.13274207413925423,0.0005362073658034199,-0.00248725798325208,0.056176504506122174,0.02505306037021396,0.03994076344974176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47615668850189524
BA_pH7_1,-0.04943911165768361,-0.012774947905993978,0.004057260249619902,-0.04297453781265927,-0.13041430779854243,-0.00038951827375137535,-0.01657005552000002,0.05211566815800642,0.023750586125432797,0.05787675188651876,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683981394347
BA_pH7_2,-0.06906347621272761,-0.021324837828136003,0.005188600526231789,-0.038304179139921186,-0.13052454335048147,-0.0008499308685650652,-0.010616919690257184,0.055696629409313844,0.0352329871084784,0.05980345776588049,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48110253833913064
BA_pH8_0,-0.06640675751492378,-0.01115597815617271,0.005233216454355938,-0.034315228275144875,-0.1452125607398541,-0.0006677150428700063,-0.0028562093121202105,0.05530640226687589,0.03845266132838214,0.04685995671128773,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936980952847
BA_pH8_1,-0.06541427578372153,-0.011380526982247828,0.0018935041338124354,-0.03298446644178551,-0.11089703565098993,-0.0015721737166218802,-0.007602892728198481,0.04735410285263284,0.02291328407864531,0.042928267958290564,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698583743298
BA_pH8_2,-0.06167038398187444,-0.00885610005939784,0.0012251891258537133,-0.032653550488428905,-0.11754394919064871,0.003682549691799542,-0.0058891306436904085,0.05912566084353982,0.020959039210017936,0.02685846321264525,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64407134594908
BA_pH9_0,-0.07565287198223496,-0.009041610773166883,0.002560427058285667,-0.04441459806474006,-0.10683285910069293,-0.0010081600942446495,-0.0016929232414163997,0.059851856045222494,0.021757110353032853,0.03971141725738088,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859295671521
BA_pH9_1,-0.05787687925561127,-0.008888054993813453,0.003797175740499213,-0.029947892845122382,-0.13516197085664003,-0.008936236259001104,-0.00023775472386699734,0.06068002020332801,0.029258697958987043,0.03255068275105694,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741257491587475
BA_pH9_2,-0.06792514381606293,-0.008807645477354523,0.005672810962828606,-0.03747768608164852,-0.09920284894457006,-0.004279023894797201,-0.002847552064644255,0.04543554502093923,0.018984660140603134,0.03568467187452251,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74752624576109
BC_pH4_0,-0.023595092717112725,-0.021017651584242347,-0.003371942726004383,-0.017708778769263755,-0.04955511870713014,-9.957470020036417e-05,-0.0008136629280836695,0.027661177703665323,0.015099898263731079,-0.04136146623256575,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BC_pH4_1,-0.018227899216277443,-0.020652476362074196,-0.004335354933434207,-0.017008276560910692,-0.05843400070443752,-0.0013898415197415846,0.0018371751819453795,0.04652538001132399,0.011587253020590415,-0.054664171954778865,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BC_pH4_2,-0.021300944922005995,-0.023348611631511675,-0.00409450188157675,-0.01739729653315052,-0.05236798840352214,0.00028674084895654824,-0.001036495057177609,0.03228650967509527,0.023562283152106994,-0.051351908027072964,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BC_pH5_0,-0.025499771618608218,-0.017746272157148822,-0.0034644520679569745,-0.02215360136560934,-0.046985481959443694,-0.0026627923989587508,0.00269445387808525,0.039940336236082334,0.013268396112581958,-0.05215302723399163,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BC_pH5_1,-0.019696735865234027,-0.01966999801726121,-0.0033399969805032012,-0.019208495699517103,-0.049106661735264505,0.0014653833240837496,0.00047178651530133646,0.03285510805961878,0.019370221636136595,-0.057902823523618266,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BC_pH5_2,-0.022491442865651582,-0.018029886662919558,-0.0030018000324945077,-0.019899189109185148,-0.05068527333073967,-0.0013284091610947391,0.0006311264678673887,0.04128633921743249,0.012432216905948262,-0.05367589363767563,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BC_pH6_0,-0.028587627381126836,-0.02640524647806002,-0.008450798295114349,-0.022470730675748833,-0.0809270287203886,-0.0026420080657724465,0.005123078831592979,0.03825664464910718,0.02001371167883601,-0.008672207978189638,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BC_pH6_1,-0.03295052666500534,-0.029743210226094913,-0.006724516169127562,-0.02270447268575916,-0.10027612200674968,0.002951314898977136,-0.0009643170344845758,0.04370016054250301,0.020226650869716766,0.011722826182477825,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BC_pH6_2,-0.03617299021302682,-0.024971479005585214,-0.007071804822948961,-0.02520689263899365,-0.10150510922904414,0.002566092392713155,0.002277190067359935,0.0504490058435856,0.019891621476322736,0.004982153893974815,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BC_pH7_0,-0.05582834668720708,-0.02068246007350314,-0.008965179653352367,-0.034831364184779966,-0.13654952968329032,8.865502642710589e-05,-0.004502817839181615,0.05597614652821389,0.02975137025522797,0.06078131355142786,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BC_pH7_1,-0.04360027806246248,-0.02302065073006341,-0.010087747853654228,-0.026812932453239742,-0.145228772917155,0.00092225940655107,0.001934471920375589,0.04528804782008672,0.029241256949937212,0.056602133192810336,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
