Experiments,pH<--AC_OD,pH<--BA_OD,pH<--BC_OD,pH<--BL_OD,pH<--BT_OD,pH<--BV_OD,pH<--CC_OD,pH<--DF_OD,pH<--delarc_OD,pH<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BC_pH8_0,0.0925581608461621,-0.0766353062969511,-0.06676196497419606,0.02797460321417968,0.015703366231173285,0.04484099137394325,0.07135186739589859,0.015270050491975698,0.027687356041987302,0.33411885697151655,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,0.07633114315650387,-0.08228964100227407,-0.06621381364276877,0.03285177178518927,0.020135236769590684,0.0343652352237183,0.07071028056918927,0.023151280217520578,0.03020865032530349,0.3654753485014256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,0.0811458253900966,-0.06685565707719195,-0.06563524246863696,0.02804335232581133,0.01851793460143,0.024297809665617724,0.0706482610171256,0.01834540565700634,0.027644656638250394,0.3702485131707205,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,0.08719534590921323,-0.07485059632069391,-0.06306758177669153,0.02962202642760847,0.01234018492228959,0.04405644745282504,0.06600329233819376,0.009554520467215256,0.026643794753143334,0.4338623556405629,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,0.08680592963795948,-0.08763941216889927,-0.0626838274624037,0.03542087733016714,0.007240407357559259,0.038349067799584996,0.06703281632988999,0.02752314982935788,0.02825209785576747,0.4404504677734297,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,0.07243181326629028,-0.06709905707965727,-0.06279771988644549,0.03307713008445242,0.006108556470793228,0.03539208654557233,0.07055800022152454,0.023172973656783922,0.02642238831471491,0.4484036200461179,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,0.03876456718001028,-0.0302422797145403,-0.0005017547625238511,-0.021688965662665993,0.005399902067754578,0.019074719484247587,0.03175833211644836,-0.03364546384743373,0.013521982394968683,-0.33635382691722193,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,0.03795484015718102,-0.04313313858178646,0.005070283789511606,-0.02564149899651174,0.005928734486679671,0.015953652497542943,0.028780805415109446,-0.023585896253909756,0.013659239360333785,-0.32786280762728137,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,0.04012539887962781,-0.0399507098912221,0.006394254719919485,-0.02310194332800482,0.005375131608351418,0.015776542877049552,0.03033267803652131,-0.0277678025011783,0.016390340158148952,-0.33576283708943616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,0.04108553550651541,-0.040507222652921206,0.0004376615462419769,-0.021945918064726427,-0.0022616293386596687,0.014576767399583173,0.03392454826232533,-0.026639198118253896,0.02051107337455386,-0.30105719175351703,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,0.04371372811658228,-0.03577780276374972,0.0023604491377330335,-0.021733737707785937,0.006056878418540175,0.016993981668644628,0.03139566994555618,-0.022569503507212454,0.014013484343076525,-0.3281008700508138,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,0.037274257146307964,-0.03780901769743016,0.0012692519244940342,-0.021953626764209377,0.0038181102883232663,0.007963065110632906,0.03464120837819318,-0.023103567307571994,0.01740346491741746,-0.3005191316852427,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,0.05197172253919038,-0.053755993248651865,-0.005100229364698347,-0.029547375215460425,0.007764833267454219,0.011909595442044996,0.0269907342189032,-0.01645145029477452,0.01733444748203392,-0.17767335196147147,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,0.048650836980213295,-0.03212087729378886,-0.005793663557294918,-0.018127095231219473,0.01316584077056335,0.013573611372190984,0.02314408291779135,-0.02126574286867095,0.026202910921495896,-0.1362536628382361,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,0.05049550661169317,-0.0385839113568806,-0.005359169392158164,-0.025818881355226034,0.01737225039416682,0.013865112048452316,0.02936009421053789,-0.019252571299996062,0.018403231989106407,-0.14923915090444292,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,0.07507596004430368,-0.030979672149633597,0.005583079373059061,-0.11687247723340985,0.03972367999103406,0.028893614127908064,0.045439032536485915,-0.002574886725000703,0.03916544539125071,0.12256828523200493,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,0.07855213338104279,-0.030410243305985053,-0.0013292918815884923,-0.11342702559478904,0.025099023857518384,0.031121523404574917,0.04604453604830349,0.004774802498843361,0.036905985881938885,0.14371968905967866,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,0.0899511208863038,-0.03954816484742841,7.7284193071333e-05,-0.11625785842051971,0.02823267407391382,0.024932063301296353,0.04777431892231108,0.007296808083420214,0.03665494381814547,0.13907382064053542,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,0.09443305222317576,-0.037145963168662546,0.0038653009741202644,-0.08277656311574189,0.018978083661716924,0.04892429162869634,0.06813725056774592,0.012270724539361578,0.02921227356742906,0.33865622465782197,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,0.08927423693401658,-0.051173890043535945,0.009448532753664505,-0.08340040245781774,0.017875693842120798,0.03847752297135152,0.06823889775849555,0.026932209136531396,0.03335720335254849,0.36311519387947483,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,0.0863350810499295,-0.031250227323692786,0.014363203328912678,-0.08276278902979002,0.02151477777115677,0.05422846025908772,0.07597010371072788,-0.017903291923196406,0.0335658491184206,0.35966760770782175,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,0.09369549686008175,-0.06067699648844806,0.017090681615569026,-0.0842739519930404,0.018073477302070536,0.04479065877263959,0.07405871598292951,0.008911568161262132,0.027122433852890256,0.4284788264957784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,0.09295500345690094,-0.05285725400013767,0.014186777679816525,-0.08284894931575527,0.022484268544484733,0.03009482378221078,0.07190541474796505,0.02143422296027775,0.025329730066106382,0.43208609118895686,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,0.09642892254678452,-0.033678818888476354,0.012222307894540872,-0.08479380063550628,0.010424725625502033,0.03772685875387296,0.07119488322459486,0.0006901243936432409,0.029865241568211628,0.4386164389607376,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,0.025162895091849827,-0.03270017000725088,-0.008498014597141222,0.015213170049145163,-0.03968388157208329,0.009400346543153994,0.026347470369351936,0.0010943566287017433,0.009321875682343609,-0.3363671864998405,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,0.029854403049077688,-0.03715805723372359,0.0038638978451490365,0.009302781753889891,-0.037511297151770276,0.008789791242098033,0.03167002390422251,-0.009791220996690832,0.008723781380964364,-0.33683248778724156,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,0.027494798901936287,-0.0396365480950993,-0.0037334823932336793,0.012675028334007313,-0.039473666278240484,0.004589095997583607,0.03334677927357994,0.002417064063736926,0.012162785313051675,-0.33785677440221545,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,0.03625802899022466,-0.05431546902041073,-0.0025982685427626846,0.01318594123196342,-0.04019818933275731,0.011250478571037885,0.025466236341744667,0.002523356753846878,0.010262565505893335,-0.3009201280003333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,0.02885513978888808,-0.047653162492358174,-0.0032082913305772425,0.009974687592652826,-0.03620235498508682,0.01063182295745482,0.028439270993289738,0.005112379427351382,0.007209524363279339,-0.31665214240793954,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,0.030648868944819864,-0.044987811534463074,-0.0009452792864454841,0.012626504463993982,-0.038757114705184226,0.012812689623754958,0.03023080342003833,-0.004406003142990493,0.011654483201387135,-0.31487344781503734,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,0.05614618673839648,-0.06392152232482382,-0.01037717846262714,0.01858286296381898,-0.023155266913058966,0.01781136221373859,0.04177202705860785,-0.021357650716343653,0.0010312551802591171,-0.16217524355439392,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,0.05969829105002726,-0.06448329810943942,-0.01720647414741308,0.022478181246830074,-0.0455901560154946,0.01031710043630522,0.03691024792421123,-0.02222912557585083,0.012794478126680072,-0.16416822524741298,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,0.04912440135913052,-0.06563743505788885,-0.017128294980072453,0.024528808105413035,-0.04037493170603461,0.014906545365634169,0.03977470404670938,-0.020158506527381097,0.014377741612817936,-0.15967203424271684,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,0.0802493001099514,-0.06829774519428611,0.006973606632293569,0.046242845778394,-0.13180064139158834,0.02410912828600924,0.0662897898580717,-0.024833023042782502,0.008743243564082232,0.12804911852935733,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,0.07298460197351547,-0.08510997018655356,-0.002213284876197575,0.04316687511199195,-0.12673478351662987,0.03501879662356297,0.06998025216648114,-0.011997330136921081,0.014409652979153652,0.14074962376171476,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,0.07227175217445779,-0.07022849030468774,0.001067790974579433,0.04028985077515245,-0.12990841484102217,0.03287487357773859,0.07274269463170482,-0.012373305286240312,0.011138079345388251,0.12964547955633504,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,0.07789787732550633,-0.06271027421740734,0.0039971853574009,0.03478321110343803,-0.09387398254612217,0.036603259400505087,0.07020268491509812,0.0029838713865889188,0.018595266920392917,0.3446607376529795,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,0.07934672036653626,-0.06712083329082183,0.004165131636773755,0.03861945036312809,-0.08761362553128729,0.03425473463600098,0.07204338722497874,0.002696413916900108,0.020338253370769645,0.37549487736481046,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,0.08060738760816015,-0.062037597287284287,0.007469218869734061,0.04120607374721896,-0.08714477105957012,0.03819186739461577,0.062132471956150674,-0.011522463767424867,0.02448767888157265,0.38191405824911984,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,0.07820782528623291,-0.06672682630627054,0.008643441440780514,0.032554325194138554,-0.07919292309847861,0.035544594911777465,0.06745120916677556,-0.006084435005550796,0.022466553917721566,0.4601840471484415,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,0.07542463561762933,-0.05842108576760991,0.006642278576188764,0.038700097993664126,-0.07877460318900968,0.026331731979127814,0.06433996720644443,0.0055679035373032235,0.02163475288726065,0.4594259587197524,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,0.0815464057830041,-0.07227065700713707,0.014018357485208816,0.03451055256892808,-0.07849791639039048,0.034670197443793654,0.06604295442447716,-0.0024418914229001683,0.014673939761098308,0.472717275727216,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,0.032937070787276916,-0.03833174819693618,-0.005407295280500601,0.014418897888744649,-0.0018665137125746043,-0.03737089964520672,0.0259524279265948,0.0009797132031425207,0.014666861885267755,-0.3376258969881937,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,0.02800158477104876,-0.04220343878492713,-0.0006698656592356106,0.016162290037002248,0.0005577650496169292,-0.03865451349188451,0.03310563639292252,-0.008615811731990261,0.01497401850945923,-0.33453724448447636,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,0.043462782106969654,-0.04652122013513808,-0.0019391617964467289,0.0164582956266468,0.0014321341875778598,-0.03948051786293153,0.02355687487303563,0.0013398296969092407,0.012659099092302123,-0.3430015275408716,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,0.044631052047986064,-0.06177072823695513,0.0009603994858005717,0.017523297781691597,0.002053578806150222,-0.03494082817078932,0.03429560954804006,-0.015553657097499006,0.009247815953972546,-0.3006149365453292,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,0.04010438044919915,-0.048311865488472175,-0.010683315190608094,0.020327530783479632,0.005107683859279621,-0.0402852609494458,0.027042083864950616,-0.001012101091606462,0.012036997935046324,-0.32989481857127473,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,0.047608701577005176,-0.041190894565990434,0.0013271265703698834,0.017886358468752837,0.0011911720620549253,-0.03978276312513196,0.02951322992777695,-0.025467410546767977,0.010648756718829925,-0.3153678317230357,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,0.052245816863749336,-0.0637023053455936,0.00030922795362446116,0.00913554662352671,-2.1507953010169287e-05,-0.022453220609737472,0.033624028301109436,0.010785473334886454,0.004466888956401665,-0.15815996045084754,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,0.05462655471556861,-0.06313643176594505,-0.005779073469178834,0.014341116231744708,0.007722635959153592,-0.021162452195649557,0.03513201425499891,0.014031690680624351,0.004248534466909324,-0.12868628311011462,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,0.048164797374249814,-0.06797850419969662,-0.0029141615485043628,0.010054371517313561,0.005978600451641762,-0.025626011673846975,0.03652097132461873,0.02000365026619124,0.006320608732007122,-0.13899049420962517,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,0.10414656092615228,-0.03483205662473388,0.014579262756945006,0.029582533588551955,0.022785845534956974,-0.10033395987166013,0.07243404323154169,-0.0074329643809924965,0.02720551662389998,0.14809487466740867,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,0.09500470896615931,-0.03686289265670854,0.008950686385126215,0.02754452813497704,0.021041515723842646,-0.10099917384917322,0.06969986654332151,0.010984478613928613,0.02697070976071384,0.16386064832706165,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,0.1062088883449526,-0.04177517589667569,0.01092261427122614,0.032146588437583154,0.008005924814421196,-0.10087905351720425,0.07311743003032778,0.0075127433556253535,0.029100670576419504,0.15993532249784986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,0.1277939734769904,-0.08038508908337225,0.012626359585834584,0.02878172124695519,0.013590703661675047,-0.09179600314439638,0.09029939990652643,0.01805223803076406,0.03729600434474971,0.3208431270240765,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,0.11563055837526917,-0.062834625095129,0.019360017731137907,0.02840162738428816,0.009814114851634139,-0.09094435989046874,0.07540000872929457,0.0036069482240987864,0.043210753141699934,0.35581619273223314,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,0.10285305211482487,-0.05229453128155158,0.012369652234179827,0.02920991193017235,0.020425500297190046,-0.08884902001237094,0.07817416545894482,0.008578413129662696,0.03487314643176354,0.3539531919813674,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,0.10306240379891321,-0.07043229331383884,0.02081476514916056,0.032896161047822746,0.006132103020082362,-0.08597136358528033,0.08020292756431129,0.00477189323014539,0.04031713830631064,0.43062213908799973,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,0.10313800224305499,-0.07987537292844578,0.019018291865839906,0.038782494396943125,0.008266121773454147,-0.08560711042874533,0.08036668776008098,0.003804232597998954,0.04482519678204605,0.438384468846185,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,0.11404886898625154,-0.07393016839156982,0.013920807242393484,0.03981333288890513,0.01090902931259378,-0.08732850074120188,0.07404376067059194,0.0030570607851056982,0.03828289202211992,0.443108780151638,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,0.039195392347224384,-0.054127989838142765,0.000906584039330479,0.02112410082360325,0.005295074576430997,0.0036336135694190193,-0.052476565988491396,0.01549742864120914,0.014095633108492768,-0.31549968987379395,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,0.03168247556475842,-0.03995469543758941,-0.007215774231792793,0.012687976405672404,0.005549205139927244,0.005703387110615558,-0.05203804241736296,0.016865686723233568,0.01445789920814011,-0.3116998238545722,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,0.0427640112116933,-0.04049835483422097,0.002971359018398368,0.013781859739481105,-0.0010775914828738417,0.01135317505215821,-0.0532037928344115,0.005237160458674902,0.01107588048538436,-0.31519340647303545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,0.06249845424667004,-0.06805101400241256,0.0035476519799102872,0.018852103317723332,0.0006581593240084882,0.02086904517010502,-0.05066235294241621,-6.274143233895033e-05,0.01613295906830741,-0.2642640031031941,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,0.04998092854638461,-0.07444230932904328,0.009531782234654477,0.016924292624968553,0.0011692717396046832,0.012907531639642044,-0.052126243890303625,0.006648214010764727,0.016249750165025823,-0.23637588089331982,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,0.05875062538958762,-0.062363046431185114,0.0016864400437992526,0.016347274711436547,0.003494343419923733,0.02025902263334264,-0.050500337996560625,-0.006843188903092037,0.010706559871525868,-0.24944080014510653,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,0.07795388260370366,-0.033524989278420146,-0.00229426886400451,0.0002030799124875804,0.014889493603259321,0.02607311314700738,-0.07389458427286663,0.02061033959055077,0.024188744019231066,-0.06975440395429082,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,0.07332442947460907,-0.03438450132699117,-0.006296264830490818,0.005801056591874875,0.019210717785779555,0.02746279966167134,-0.07828863704982011,0.016901886101974097,0.025044713095640367,-0.06538157007049607,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,0.07373624101929042,-0.032829532177875875,-0.006635899965691824,0.0006231958135638503,0.012210788973809585,0.03484337552572073,-0.08228566645766082,0.02044174866588867,0.025194610338658097,-0.06355316499734057,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,0.12773432799736445,-0.050308698777757274,0.013735281822636065,0.02446961826118438,0.019429886279546706,0.04383851572709238,-0.1491750609016289,0.000420069505824996,0.04425582277710023,0.2633231711808754,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,0.11688019500235504,-0.03511589793650353,0.0166911361909107,0.016349329139389426,0.01994373794321133,0.04442155516665915,-0.15553875507058007,0.012742607033123151,0.041166599950064775,0.22158853826153538,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,0.1362041368570341,-0.035358381269742604,0.004765348788350823,0.017578511075319155,0.018580299209317436,0.04513143647219176,-0.1542491199221948,0.0014931193852554246,0.03435831863190167,0.22958849405221965,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,0.11731252086794249,-0.07219005701091627,0.013952196420210857,0.03411179281690198,0.009856906768906383,0.03762919760349649,-0.129618197961346,0.00803012381105319,0.0337869086197537,0.5044274239849461,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,0.11751760967966657,-0.08452111048057025,0.013487073857661173,0.03494463405126462,0.00685341313319362,0.04316004765260478,-0.13046085362849028,0.004580479574430251,0.044204373829390686,0.5009158403588377,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,0.09915131985817265,-0.09169503468291264,0.017844745859341777,0.03706763608300167,0.010493054562450756,0.03598028234975494,-0.13067589827853698,0.024122372423501126,0.042371728359519155,0.5115269827615956,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,0.09698881285831978,-0.07362442414802702,0.010812596801020523,0.03157258079346755,0.009685767152873078,0.03851753283858945,-0.12544937754616783,0.010278554376538683,0.04599611502707651,0.6499487026821336,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,0.10057927091241531,-0.07411313664977963,0.013034556306412684,0.027860944032183164,0.013179503910891385,0.04231674398579026,-0.1242396921810249,0.003089950480700827,0.03958017540123798,0.6468391186476726,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,0.10292565784457584,-0.0795571493924312,0.012815550430475376,0.04078538743293156,0.012038229589714955,0.038540089568528134,-0.12422250322187722,-0.002318380278251759,0.04444107326800408,0.6454770832897531,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,0.034841280115525376,-0.09499781664055973,0.007926010642524644,-0.011762582617609398,0.005166791932576374,0.02017223064180302,0.03906393153026051,0.005723152016491998,0.013672458038705839,-0.3512250797644906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,0.02659032792662797,-0.08329964360222221,0.006922357160112123,-0.010443007392079935,-4.198415690789621e-05,0.01429248114723874,0.04335872566246469,0.005726981595482517,0.016336583720277183,-0.35096428216556497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,0.029450620298638305,-0.08048480968760406,0.00487865351302468,-0.011441441525745659,0.012391129532100068,0.01540407269707193,0.03612515992039572,0.002706614070288514,0.02104715046837278,-0.3608881965652109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,0.03383955679347982,-0.09975008979925644,0.00940256908050049,-0.021037438113404357,0.0036628576546259574,0.018414618619920116,0.05180038680039022,0.007590898803394777,0.019253002002673304,-0.31251282808573366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,0.039123299624770895,-0.08938445639432124,0.00916989786631387,-0.021654365793194463,0.005467779075969822,0.0157601939012175,0.03616106826650058,0.006650255573508528,0.018412854112684725,-0.3368794262393014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,0.04181540340509104,-0.09769905741286021,0.004686699171105147,-0.014706191833576427,-0.0005205851412661683,0.02055428108767323,0.041591982323190446,0.004246328024436598,0.015547875103581212,-0.3255492441680121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,0.049901855063989115,-0.11553288028777943,0.015914863891413677,-0.003883849074659139,-0.013601804763564602,0.02776091441431124,0.058406508753643074,0.03519113028341015,0.028820957787658866,-0.15934077588355414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,0.04843863170917915,-0.1082137051500056,0.01307775754157616,-0.007296560518443585,-0.010910142834257817,0.03183342310883428,0.06291962808321998,0.02370921283312467,0.028474023865292904,-0.13029122225454318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
