Experiments,pH<--AC_OD,pH<--BA_OD,pH<--BC_OD,pH<--BL_OD,pH<--BT_OD,pH<--BV_OD,pH<--CC_OD,pH<--DF_OD,pH<--delarc_OD,pH<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
delarc_pH9_0,0.08621890763144781,-0.10919207064272912,0.0017943544434788495,0.009854037367293367,-0.015182663999173939,0.05019508422635822,0.06360448124697027,0.005435453334256368,-0.23338867358863355,0.5973842204005821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.003926186226973
delarc_pH9_1,0.08589814732013189,-0.10687094931207271,0.005739757182967407,0.008389604407484114,-0.015691091359147556,0.0475632467145181,0.06369191255258479,0.0112295831748001,-0.22801370810555374,0.5773830157072972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9964236708955914
delarc_pH9_2,0.0891313502840374,-0.10843179553423236,0.005362811474048564,0.0005927721070854496,-0.013423724858819139,0.04645914929392547,0.06234352012124399,0.007755942890501555,-0.2276467637183226,0.5903598584591047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9996501428774356
AC_pH4_0,-0.08037628145888447,-0.029491763148132878,0.0007308508561033286,0.014179664942557397,0.00016279269819674574,0.01473050916810399,0.0332001440162244,-0.00982751069590449,0.014507952467740878,-0.2787805250278958,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
AC_pH4_1,-0.07692769932925055,-0.033539850737737555,-0.003566768439891545,0.01715820155632885,-0.003963750049309886,0.004333503409896207,0.03778730966636669,0.010816393017606892,0.013820281488739925,-0.28511783182782974,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
AC_pH4_2,-0.07775545666399211,-0.04124771803698464,-0.00038735406311309756,0.018090276254098054,-0.0034936547360342445,0.022691987426546607,0.036006619025669685,0.0002817369349624797,0.012867031478849435,-0.28508530846918406,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
AC_pH5_0,-0.08467067775761952,-0.04945238753829314,0.0037945219987760353,0.014547638527887019,0.0007317576184868854,0.022064522723464864,0.03682729739290866,0.00454541968910591,0.013345630922881156,-0.2590206523288203,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
AC_pH5_1,-0.07570272637207223,-0.03946047081409588,-0.0032892426597359377,0.015483576433490149,5.2660493099205005e-06,0.01536069988313576,0.0428996658479066,-0.0016247717947091738,0.014367241924223695,-0.27226557911657134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
AC_pH5_2,-0.08128046816619838,-0.046023583434036244,-0.0007234208034756372,0.014985252653613038,-0.0030579898814144307,0.015580937042832373,0.03997629678038799,0.006713887827227951,0.011044984846173419,-0.2587551856016658,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
AC_pH6_0,-0.08137534716611974,-0.029996563988211367,-0.01134343417442363,0.008998986565224496,0.01282813145252674,0.01501832140204699,0.05471400215573932,0.0010337449415870354,0.016883384037115,-0.1381481362522944,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
AC_pH6_1,-0.072378031094761,-0.0042818934956322515,-0.01699392588323225,0.010895728269672913,0.016458727265505697,0.02083175237007115,0.04377595610916614,0.005289700179482291,0.016187197291494714,-0.09591106590693411,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
AC_pH6_2,-0.08220657342801922,-0.017510117224377134,-0.001646852547545792,0.014543962332865465,0.024001182800401814,0.022921820508883056,0.05642101308249908,-0.010156579931145127,0.01855104918146263,-0.11367644383126628,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
AC_pH7_0,-0.23590732861634187,-0.05570077902758899,0.007201746633357332,0.03067604436579605,0.015493940772569695,0.07772811139893272,0.08250894132758614,-0.009746923684749918,0.03238715334997876,0.09141695977715047,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
AC_pH7_1,-0.23463512354327934,-0.04726765578045794,-0.0047707333197088315,0.021707107050587305,0.011928919054891757,0.060642563767083324,0.118515030482541,-0.017740462308182665,0.032638846448744124,0.10137165273175291,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
AC_pH7_2,-0.23776010640046527,-0.05787962737371741,0.0006023064482471269,0.02593121386254611,0.011038211049593004,0.06569530854568532,0.10669249237879465,-0.005451988249855201,0.033640190379127216,0.09867571519525802,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
AC_pH8_0,-0.22497460875822148,-0.07613654907144929,0.01147142863063061,0.03055344913802716,0.011060653637446788,0.07720789505735688,0.11444253860365435,-0.013068478831454467,0.0385952992291878,0.2697247506564726,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
AC_pH8_1,-0.22216444334744115,-0.07444061300028926,0.018942579046377674,0.03497978080873904,0.005981599732261639,0.06711362066152306,0.10634869627168643,-0.006857897144458861,0.040959134969212434,0.29609116491659165,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
AC_pH8_2,-0.21997455963055085,-0.0735400486551225,0.011617355869840022,0.036612086839488016,0.004557199053790263,0.06230326903498042,0.10471311296214875,-0.00020072816506676728,0.038720167829128724,0.3046722893902788,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
AC_pH9_0,-0.2099668682755335,-0.10000023503990278,0.020571495513229267,0.041355681144834844,0.011607705404900992,0.07669989884304614,0.10665790082319927,-0.0069677872210741065,0.04154245216642385,0.38152498175187605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
AC_pH9_1,-0.20598856366118004,-0.08376797144746649,0.015449913527978509,0.04090986796533283,0.007964827569768488,0.06515753579690405,0.11005606220225274,-0.009824170856534132,0.04223521194623215,0.39397390442535934,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
AC_pH9_2,-0.20575489810060543,-0.08078017662805707,0.015701298267459085,0.03809446666146751,0.008060750121493699,0.06798489376578642,0.10003566947725155,-0.009463809145533518,0.040720866639167075,0.40921244825924885,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BA_pH4_0,0.028116601406718084,0.0010562744315551654,-0.018426451068371538,0.017214317877331506,-0.000356881377165731,0.0027895355046443277,0.02617294319297957,-0.03461110438989556,0.005326329319049486,-0.36267664854779175,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139574737368786
BA_pH4_1,0.025592522251865157,0.008194002682424109,-0.009607777783404225,0.01008457084226867,0.0013302043898274086,0.0011742881831267552,0.0254399775584107,-0.042903550926433956,0.00831807141718657,-0.3614635439014629,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048452299554619434
BA_pH4_2,0.023598445929262954,0.01252533640874469,-0.010304822591335881,0.012783163708999101,0.005078038697981321,0.0011107587684755795,0.023701928186675773,-0.040823227688670166,0.00616556058597305,-0.3666975601624859,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018744598294293093
BA_pH5_0,0.04136811317066136,0.012388380315640699,-0.015622491996087458,0.01685574570589739,0.0028847024962306007,-0.009453946364152688,0.015841762143308697,-0.05175346699178866,0.007857740526290045,-0.31503190714380014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0511412745403946
BA_pH5_1,0.034336934123674154,0.007729473734355498,-0.017944369674862733,0.017966604183387497,-0.00019016267002924396,0.0049706954857253495,0.024362302057283083,-0.04461192335285569,0.00786449697192596,-0.3513889988171665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024466462930343342
BA_pH5_2,0.03434606534955294,0.00790859510717185,-0.01129797938644238,0.010941723223937591,-0.0016506575890209338,0.00020771430238433088,0.01746555749650883,-0.05191606450906915,0.009555934164673091,-0.3198613685701528,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03934321135483189
BA_pH6_0,0.08851825347332204,0.04841249483597019,-0.0347543043019655,0.021042666995654925,-0.01206199087121564,0.0020766721001785737,0.024469899237155913,-0.06002371562158931,0.008429113202930789,-0.13759193869307643,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687666300212
BA_pH6_1,0.07846080447992555,0.04326361390721538,-0.035974832781307094,0.018606130276685173,-0.014367084610883308,0.0010415617587125844,0.03314470088676265,-0.05389734694896186,0.00709218547234069,-0.11912033568419844,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567404454245
BA_pH6_2,0.0802054160711882,0.04289314938790125,-0.03911269323009512,0.02447646775161443,-0.008701169079412584,0.003412285103746079,0.02655756547723127,-0.06436808600130935,0.010087407263724701,-0.12222287572920316,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393160174653
BA_pH7_0,0.06608490633251876,-0.07566410857374253,-0.026089028511196388,0.03471485933045978,-0.01199455069944909,0.010792174553903541,0.056723027074628576,-0.05315783671224894,-0.003225522149840144,0.12063526283382724,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47615668850189524
BA_pH7_1,0.06664461690446606,-0.08043919418007138,-0.02311893174343783,0.03553318645805119,-0.008962644476281556,0.014351223431851549,0.05536938480142018,-0.05060857105514276,-0.009821441324184776,0.12638622323375032,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683981394347
BA_pH7_2,0.06246106876465289,-0.07314189313222534,-0.028648443784078836,0.034589730456633425,-0.018004175316866326,0.014029393551628227,0.05615717264135246,-0.044531765869292216,-0.009476796843759395,0.13065811623697696,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48110253833913064
BA_pH8_0,0.04022990860125942,-0.07528621019390613,-0.020484946083439436,0.023494732575895988,-0.004973068406562444,0.0028164932342327185,0.04287566085467518,-0.0317771549352809,-0.0041592965161670855,0.31222728667213867,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936980952847
BA_pH8_1,0.04226947006081108,-0.06322850961886022,-0.02423171292585523,0.028958921432495108,-0.002468909469797556,0.014503528965718073,0.03664091411816037,-0.028608139634294354,-0.0041670708471666165,0.3424655432229781,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698583743298
BA_pH8_2,0.04825111516548888,-0.0593882091472978,-0.018062845288735373,0.01669759617794467,-0.01004799845183024,0.0096991866009067,0.04656150857229596,-0.027132547511516697,-0.003127854768510743,0.34382903768316575,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64407134594908
BA_pH9_0,0.043774838627356524,-0.021020148751204438,-0.018551055281220568,0.029506393828955688,-0.0038991211767753775,0.01104859295422616,0.053602274849848926,-0.024984090700745584,-0.0019067524414023598,0.4701893622792611,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859295671521
BA_pH9_1,0.043768117703983304,-0.012306597798090919,-0.01621894365338528,0.02194007852074246,-0.006466794282035982,0.006744323734841912,0.05568080598569436,-0.017388846091926095,0.0016050794218545365,0.48943375126904126,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741257491587475
BA_pH9_2,0.03468011551334158,-0.009530380305064761,-0.012086470326327769,0.030021130113012134,0.0011247049563604852,0.008640927029368682,0.049344695420206884,-0.016495265330633394,-1.591959887224719e-05,0.499586784568332,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74752624576109
BC_pH4_0,0.02888558888645925,-0.04651927110536592,-0.023252914364895096,0.017985284168921086,-0.0010725217693201854,0.004867222454074932,0.026502312040361374,0.01163849577712624,0.006698393707528062,-0.3573157264227454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BC_pH4_1,0.03371410713652555,-0.05274701025255996,-0.02320529004477936,0.014906398360819912,-0.0020072239200058226,0.011646220550426968,0.032869057899907884,0.0024672522962741242,0.00869824269705492,-0.357945140801856,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BC_pH4_2,0.0349941584646054,-0.0439382051838481,-0.023315833311365997,0.012323377301673525,0.0014343384442769957,0.004094010703265664,0.02264705310292218,0.012373531340904853,0.007490257870243938,-0.35976051684145044,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BC_pH5_0,0.03210046501506282,-0.05918984564507137,-0.02984859235098829,0.014572182830585083,-5.693542811533194e-05,0.001373527401491351,0.03502996246775857,-0.0005178918665194025,0.0040714406537944794,-0.32402643721145774,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BC_pH5_1,0.031050970691215724,-0.04792419121398228,-0.027707716093763064,0.012879109876635276,-0.004581946094074967,0.007266851485423421,0.02938079339411595,-0.00021548171811129583,0.010964842024056804,-0.344931997112606,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BC_pH5_2,0.029783804361586994,-0.05594187334665785,-0.030107267604249977,0.008294751746984925,-0.0010608191383273662,0.00214823451298086,0.03834657030018127,0.005464663715304242,0.008655152111921619,-0.33617765404122035,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BC_pH6_0,0.04374329368624349,-0.07994434274976019,0.00449804171271946,0.01260946840371774,-0.008441223660079038,0.012876288269686958,0.04428649123596111,0.008284547665034952,0.00746248583673783,-0.16259890315973238,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BC_pH6_1,0.03649068197721373,-0.0800931501566716,0.004628999051840404,0.008535836598957366,-0.002863281668042354,0.014183015770724278,0.04142295631863502,0.022941721384616007,0.00386073105766073,-0.1264239974101276,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BC_pH6_2,0.047267812090399486,-0.07933905775699279,0.0017097115014558263,0.01530712484989477,-0.004284588795803164,0.01712392615397339,0.043339099801428936,0.005967057885845067,0.004783629485932378,-0.12933294192604392,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BC_pH7_0,0.0710013872627979,-0.062394843025375984,-0.07587395122841652,0.030860288050835568,0.01697599913843948,0.03867904607611503,0.06688769744223225,0.012862150687724349,0.019813562299570327,0.16342336830237644,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BC_pH7_1,0.06566934308766023,-0.05648465727739361,-0.07859798558542264,0.028202914286242876,0.0140298573486507,0.035634598541680884,0.07387043050044904,0.02349553530387903,0.016490680998110258,0.16999300070026005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BC_pH7_2,0.06916555702119417,-0.06024294627425463,-0.07501595297423394,0.026960445895143178,0.02321267180630695,0.03625208766645061,0.0692799569771666,0.01689318699033362,0.018374988537929626,0.1655051674531854,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
