Experiments,CC_OD<--AC_OD,CC_OD<--BA_OD,CC_OD<--BC_OD,CC_OD<--BL_OD,CC_OD<--BT_OD,CC_OD<--BV_OD,CC_OD<--CC_OD,CC_OD<--DF_OD,CC_OD<--delarc_OD,CC_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BC_pH7_2,-0.02835596271577979,0.009493885261168625,-0.002416489073379047,-0.01032761998504967,0.02468741427600869,-0.00386542044164937,-0.12281234075882189,0.028677284430267045,0.008329516358511606,0.033470345863100624,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BC_pH8_0,-0.031558608429243226,0.010303008391258672,-0.00374270367719557,-0.0144754494387535,0.02016739035612377,-0.008583501141376636,-0.09462976082177507,0.025163880654043798,0.013868319163726562,0.020368036968714517,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,-0.04369060902937274,0.014630694397441723,-0.003798948887573636,-0.012426098221001903,0.022140931434747147,-0.003964260621704971,-0.08807331427729326,0.02470385918353239,0.012802874089076951,0.0145554839771079,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,-0.02265323566799255,0.0013922782583445639,-0.0035633563587401554,-0.011390985150862,0.010068734832027035,-0.0027185997057139226,-0.07474068780039922,0.022937240764225385,0.005513518901197646,0.012035704086251231,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,-0.02891702690698288,0.0159920627038683,-0.003760545613527622,-0.01408153001755557,0.018890541373529347,-0.0016985600436632722,-0.09941946547043144,0.030597145207752682,0.012115411930110143,0.007162577326956163,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,-0.023114969502152555,0.00911381076839145,-0.003925281223719534,-0.00666498892940581,0.008238423697235386,-0.0011701228938308422,-0.0703056154079209,0.01859623780185559,0.008056294476087,-0.0019431753907575395,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,-0.028729804177647048,0.007039839065704576,-0.003983266905921958,-0.015086241762821927,0.017558046929821696,-0.002010910555507745,-0.062408962784000946,0.02117584674563461,0.010553231925258168,-0.007227166399926596,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.009142759532222282,-0.005398231282951714,0.01001009062661425,0.009301525151923949,0.009686859401155507,0.0007617843532732316,-0.051902318501581814,0.020632736432902594,0.006104879270955595,-0.05317395499917558,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.009881017295259014,-0.006197414712413498,0.012321062604896724,0.009312486681965708,0.007855137817095965,-0.0006382242055690812,-0.05226069751367703,0.013055802890727214,0.00469994546379894,-0.04138647059687293,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.010899138367107222,-0.003277856052205291,0.011615284551744876,0.009319564519935979,0.0077150984998266,-0.001151711865247268,-0.05161276948678752,0.017521576958192182,0.009069663937426295,-0.0514191015610856,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.016630625765284766,-0.007269013500671184,0.01305614418927175,0.009699982072672121,0.008271625879544605,0.005059046403191092,-0.05249984779703916,0.016779336246874423,0.005610652164070179,-0.045196688757936025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,-0.012379458783771436,-0.009767347591240769,0.011469545380981721,0.010232692884038325,0.008033241480183992,0.002644307047290645,-0.05150403096229243,0.017098765232822975,0.005402816430938875,-0.04434992012031295,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,-0.009905110098289975,-0.00787548800950627,0.010374257164531508,0.010203410531191724,0.01014728351354437,8.735315762865025e-05,-0.049553837965688,0.01446512465830892,0.00612450290005654,-0.04718688485961731,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,-0.013687546333024768,-0.018284604953065435,0.025724040120586995,0.012756983757666922,0.00908453540896754,0.00528568997149072,-0.12687366952173126,0.01933122362399919,0.009469923464500388,0.014074035387982253,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,-0.006585679566386439,-0.010860381134603494,0.01754149383865297,0.013198695218433502,0.014059188366493046,0.004613152381144055,-0.15977782465385917,0.018834804971803624,0.006777036275876604,0.039080126026706054,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,-0.017076884412773604,-0.015567862588871755,0.013301425748707156,0.013165664583768536,0.013394809116852344,0.010408381910073447,-0.14186198158447794,0.02172083491186166,0.007155176474834266,0.03224104724682706,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,-0.025267897661390676,-0.00029294714625196095,0.017688260083997865,0.016760323042778857,0.016818896473749824,0.002534112885452644,-0.17559160166247945,0.02860898458024325,0.00989245398668572,0.045730026551906985,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,-0.034062071832443544,0.007835160767578562,0.021394431967713422,0.017442720998888425,0.021302297214734485,0.0050323765727934315,-0.1808592499459527,0.03377025953170075,0.0050691966323748875,0.039955489227305276,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,-0.020758659683431137,0.0031531270606058605,0.016468383069909383,0.01742372512817382,0.013803131115551957,0.002053225273468895,-0.18062101067433578,0.041634313281696374,0.008068546113436636,0.035655830300605415,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,-0.02764226749893683,0.0061877810340577166,0.01308280426381237,0.021101319498342014,0.02680758329037496,-0.0014199035688627361,-0.1765988098418987,0.037885684718519615,0.015605081508503014,0.021871338229646663,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,-0.026276859475917225,0.016715820377854556,0.012353107710571395,0.021977929730454208,0.022919807514914757,-0.0023530772687745823,-0.15522265525089338,0.02620171160872459,0.009075496743595144,0.011489329806974402,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,-0.02362320790684823,0.01579312494682635,0.01306631210239847,0.01907718679665223,0.021927062218968306,-0.002944869457531477,-0.16711921500563418,0.028441434715894748,0.008612093840442274,0.023650689382389508,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,-0.023200699223822955,0.013735319066731987,0.01099564337804306,0.016998445420809413,0.017006040911959563,-0.0018182102582700883,-0.13679733248214926,0.033820417877185455,0.005934067843279436,0.00020692032427810505,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,-0.04269591851559791,0.004787102977482036,0.01306584096574427,0.01621530971935261,0.03035632825071883,-0.005529593285274409,-0.13050420740968546,0.02681028939459635,0.014668689965391939,0.009706768981262067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,-0.03412923646002563,0.01384107549917763,0.013400927983710299,0.019111720950383205,0.02217956716402272,-0.002360457580728943,-0.1287639421306591,0.023597955240250525,0.00873020186757102,0.0012727990091535365,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,-0.008971396227336852,-0.003585891636371935,0.009388151201773836,-0.0074676033010220395,-0.007381736237515252,0.0012059657386524355,-0.038015405234789634,0.013876995245176979,0.005661099352468939,-0.027829568151830016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,-0.006371830145666457,-0.0040965662827796255,0.005712643855899248,-0.007554994464001578,-0.004776417565451046,0.0016450282985992406,-0.03226255825649866,0.007782870985911755,0.004143808904184921,-0.027341373570303883,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,-0.011879863900881587,-0.0023445537598783387,0.008568275236403165,-0.008405286643259308,-0.005644857122805781,-0.0007502188417129224,-0.03269388172289601,0.013099864862919988,0.005019737395822355,-0.028088603853956676,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,-0.009827203416650228,-0.010005364596398303,0.00639511955578042,-0.000574707074657731,-0.005773297274971137,0.0004453940093314838,-0.040052588965298376,0.008455171488407676,0.0073253521738249954,-0.019507262386968763,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,-0.005225171428578704,-0.005924445608246099,0.013344882327617831,-0.010871233167531696,-0.006762664661256841,0.0010679424690771032,-0.03699667152452648,0.00849206086602467,0.00610366235325194,-0.026347751174648496,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,-0.012991433478486927,-0.0011478571499616878,0.010163558482232948,-0.006747973946267334,-0.006471943899017316,0.002060763340888788,-0.03605065195249273,0.010098314232992657,0.006044810084200909,-0.02807697507178249,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,-0.01306678194512168,-0.011991064251683978,0.015232792650956822,-0.011978161764108453,-0.01172852184724711,0.0024793589226496607,-0.06437835072612633,0.016347943448117408,0.004530261659427831,0.011433134608821055,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,-0.010821839473311504,-0.010534570258080394,0.017616889310858978,-0.013912521490938556,-0.0116555453936124,0.003948576673764087,-0.08881983620094377,0.01626764995491375,0.00615070963015213,0.02864109815513391,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,-0.01475027896008333,-0.017790081324764406,0.013547448276380157,-0.0068938955807370025,-0.012460463620600824,0.0012380720581859337,-0.07623012596073198,0.018797889047848952,0.004949345220912896,0.026472701835749755,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,-0.034819548523013034,0.004561153272592016,0.013080607937426183,-0.011444845609366894,-0.012332380708388017,0.0021520934391604817,-0.08837668115222504,0.02502702277538408,0.00948400945119236,0.029549180893328687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,-0.021433384970802334,0.00502962330558702,0.011395976282757422,-0.014197100544975989,-0.012771106780020766,0.0018605453792311572,-0.08381240754955165,0.013559894359508612,0.005986008647950773,0.03126256353950694,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,-0.021285706417149174,-0.0014598482897322962,0.015571811476965314,-0.013421583555881746,-0.013706826804327254,0.004658147841084586,-0.0884848159154796,0.022154131527564933,0.006936980185260914,0.025918320574564866,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,-0.018444534047587734,0.009058687973706781,0.00918607718321373,-0.00995693757947858,-0.013717863132529288,0.0023916401233240636,-0.06626775846431922,0.013950070896611102,0.007718466041184476,0.0029627619397259598,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,-0.03215015607521586,0.0077425769999947235,0.012069949837927908,-0.012523894872941563,-0.012296805929028149,0.0007505940604428551,-0.058996142116375265,0.02223104155784392,0.008979097153869986,0.0010743503756416224,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,-0.03255534782944976,0.001590220373447823,0.01136587862026594,-0.016365896823471813,-0.01228083298561852,0.0015533455879346506,-0.0472422079344118,0.018016793017842526,0.009684410056544707,0.0031142489220339635,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,-0.028897469042111993,0.005362418523341741,0.009469631805347845,-0.016323424125110488,-0.01001653270006342,-0.0035562762574029537,-0.048170079468830444,0.02236362351185602,0.007473197999693778,-0.0008244791120270511,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,-0.022373094479452175,0.006713288204703965,0.010457485413644463,-0.0165623026852415,-0.009623343799587179,0.0016459060172833832,-0.062308293404462534,0.019006137487417817,0.007693667790002149,0.002231159884199176,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,-0.02506261243292576,0.0009784090649539038,0.011922675645302819,-0.01097206726943588,-0.009640298592655557,-0.0052030950933492385,-0.05422514329826379,0.02051685632591176,0.005837305981827819,0.002728580673751623,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,-0.00809244655335889,-0.005213432526620835,0.00965694350828214,-0.0054850392333110395,0.012453396964170362,0.00017431054891937507,-0.05518997331615538,0.01215575451294527,0.009957938337313904,-0.03353684113988572,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,-0.009982762960717083,-0.0012880135283036087,0.006688627066677839,-0.00046640231031114677,0.010107889575580054,0.00011926504763086231,-0.04702680469693049,0.015252866482605106,0.0018849885223797803,-0.038409042070397054,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,-0.010945490038670274,-0.004333717558107785,0.009136189030199915,-0.004612550990372573,0.012163402559944305,0.00012843931296273404,-0.04634329250912467,0.007794410336924636,0.006255092034825003,-0.03236187102971599,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,-0.012450825104327953,-0.011857276421505952,0.009948652082568276,-0.0038508684884594854,0.010755015017120572,-0.00025552100846138967,-0.05698740713561521,0.027759140632520236,0.005466078512127632,-0.031646376951273696,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,-0.016956384292115337,-0.0037286263475518515,0.011926959313391505,-0.008871547947536506,0.007805801702298872,8.029836290718401e-05,-0.043181452522479485,0.017152432180819632,0.005346861175443653,-0.03269373057632829,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,-0.017268044451535073,-0.006241988192069466,0.010354874872845475,-0.006556989974747209,0.007578657683410234,-8.391477613021507e-05,-0.042121378900483245,0.0173303418090243,0.0031186973101095007,-0.029229644336434,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,-0.02014874013869659,-0.00542323147473128,0.015298488910471942,-0.010781074682372094,0.011188025430411747,-0.0031691180240443866,-0.09501237421893796,0.021247536186128856,0.006786226218505559,0.016894872768012725,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,-0.0247438917392055,-0.002001956163034977,0.012649755023986749,0.003862044725810057,0.013869445289120725,-0.004056871011853216,-0.1072203714246659,0.015448151653146613,0.005544220428488663,0.023530084526206814,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,-0.019696707713174756,-0.01978427064422842,0.01174366766880469,-0.010096948652669946,0.012678567413848055,-0.0057073240935721446,-0.09531736995721155,0.02119486913489907,0.008311881915180253,0.03355424621385401,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,-0.04086734450320997,0.001632882305724629,0.013467814476462081,-0.012367654888252928,0.020797623052140286,0.006329382370914457,-0.14438909502618982,0.03639487596289458,0.008060767831402305,0.047821359552807446,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,-0.017395746730591945,0.0041927579826796825,0.014098877113454205,-0.014666412361927894,0.014049573735556684,0.0031320438094680093,-0.13892506400781238,0.021026023909773518,0.008064713598401082,0.04330384405329823,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,-0.022770835043781478,0.001103033454704058,0.01655000798232124,-0.018817155751824865,0.031612916601842025,0.007417485910143865,-0.1804637909912423,0.037024036695087414,0.016820415773874393,0.04840449651652622,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,-0.031437815826527944,0.0074325632349507,0.016284911031075548,-0.01287963196199954,0.015246429640151887,0.002946101620833834,-0.12162307447556443,0.02797705101071978,0.00968931590925659,0.023244761056671653,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,-0.03194830914605005,0.004751565330155679,0.015064799344146871,-0.021660763325432878,0.021212187606699597,0.003198259087360425,-0.11781935533954074,0.03145328760349556,0.008323977650143208,0.02430496249783217,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,-0.03696008645241027,0.005765820026255981,0.00936306197722645,-0.015490817879529105,0.01437491652191333,0.0031801874773657824,-0.09935068843187765,0.02926547649660674,0.007026013151904487,0.01970672857765432,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,-0.03905385808138501,0.00409708862800313,0.012032616844542487,-0.016030365691176086,0.027450389353983588,0.0026835111722998003,-0.10608052322656199,0.030121431726678877,0.009673670857243806,0.011986651170755855,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,-0.034134467794337195,0.011468417918835972,0.006025235470910758,-0.011545234457994607,0.016627388584488274,0.002221175936941544,-0.0886816893655645,0.026555023530862577,0.010614281818270682,-0.00226952062231367,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.0266949464245092,0.008571641709169615,0.009259357496731629,-0.018349016619512167,0.02257066625003379,0.00281328190340782,-0.09937839717442253,0.021827745871901835,0.010542046462955031,0.005718231762597419,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.0314618820446017,-0.004875956960832292,0.013212852081304169,-0.011026978217895425,0.018501622433490728,-0.00667223582044244,0.10040070207485849,0.023275961381504718,0.01917113105766475,-0.18364460485035797,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.03568815523697791,-0.012392283185364924,0.012766571007972669,-0.014685632882174109,0.018620931996265428,-0.0018996487074005217,0.10342413469217719,0.027418166412718832,0.014796777068556323,-0.17548025003107992,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,-0.028251197563140124,-0.011891858267000597,0.012652240749499152,-0.013301055506985307,0.020371737233464315,-0.0010181102137405273,0.10327061788492795,0.02753358190656519,0.011172160365234085,-0.18365750545413115,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.03122955058549491,-0.0572941344959216,0.02138486408253969,-0.01993556014444355,0.02729680333478863,-0.0016184557192837413,0.12688702942074642,0.0400390525458826,0.021445829220440072,-0.13629145008683932,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.025012818338632906,-0.05292512861859943,0.029906447914165798,-0.025476445785581902,0.0333375283805451,0.008354947813989027,0.15943698634778194,0.048024966834649525,0.02503051063967059,-0.08644341917521238,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.04731643421150259,-0.04173635867505294,0.021668002852238712,-0.020800342857280912,0.03172885600335733,0.00752295471014171,0.13658934645405366,0.04409653828378119,0.02139608045624894,-0.1059124536479256,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.05322980485051749,0.031204105233571137,0.04346130497500542,-0.04003552085699755,0.05927033256541978,0.020239917993262083,0.39995368637377404,0.07608553274230948,0.048701928631989674,0.32229596086929585,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.047901829387790154,0.03834942067193841,0.03809675483680938,-0.03393198288045825,0.05791042853329005,0.02259817739695554,0.39596541877916974,0.08611887026112529,0.04940855384004585,0.30194565211858027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,-0.04635570051847027,0.007956457432744134,0.03648406220093856,-0.026504085679619545,0.05915691880144827,0.012227050152040361,0.3947008147429797,0.08875075333893463,0.046617782693963654,0.33648146950690405,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.12050552968249609,0.04355142127985702,0.018686285643210707,-0.07687434365679306,0.06927266471685192,-0.015886956428825535,0.2569460381478396,0.08112921054950792,0.026922035345038328,0.09899037260795011,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.12499742803983797,0.059581378294640906,0.019277690620586763,-0.06654452155840218,0.06784185767659676,-0.02422111044850445,0.28558882184782186,0.07856218630032938,0.02873477613674882,0.13707608242843142,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.1115745645990271,0.05131286121499927,0.023421255752909927,-0.06911041919293855,0.06158608803029536,-0.026828456094144325,0.288384697009283,0.07433550979122117,0.033382496831169284,0.1381041432416026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.14600949441669908,0.019499612464569514,0.019944673763972746,-0.05938448415198566,0.05194673312271179,-0.014807576286485016,0.14388214234596766,0.038348941416378415,0.02362239618218787,-0.08167650124058126,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.14675204174405818,0.029461373965681083,0.019010437955300365,-0.06381842690509867,0.03653433829961021,-0.007405758853191915,0.1498668097233926,0.055452729784276185,0.026430908404999284,-0.09407676678525442,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.14308525426151314,0.03938620391286627,0.017598971458982024,-0.05853693234754485,0.040029246639612166,-0.01601336853163641,0.146079675221674,0.060852709200698886,0.025090651680087752,-0.11446753351534111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.1279402955224657,0.010253694521101274,0.016705584156164986,-0.04436187155129713,0.0338669634549676,-0.0024242819676621136,0.11676075095098222,0.04564742310478797,0.019931534782618936,-0.13155889093055914,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.1383217790130141,0.027900882511521168,0.014737001121418713,-0.04765243845784266,0.02996789319531829,-0.002135224342852348,0.11840451516848784,0.06129332262349478,0.01984142172818436,-0.14715498354903458,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.12199230849348087,0.03118212088775498,0.013049464140229092,-0.0492296537240137,0.03922046345410585,0.0013011151966740085,0.12347328994807827,0.03715787627096491,0.02266421241290948,-0.15994596895852897,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.006179863482652962,-0.001183443954923069,0.011168073338415957,-0.0055478631359848945,0.003661146654504472,0.0012816559136642706,-0.03242845386276831,-0.007898052416579879,0.0035461993361620794,-0.0295387870348666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.00806058191947396,-0.005296859681788509,0.007648841360199227,-0.002393596845719478,0.006731716503956071,-0.0011656003064759405,-0.03317860907308109,-0.009113137403746016,0.004763227278852594,-0.02305478782889069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.0074901871432793195,-0.004576307219230448,0.00986825617749001,-0.007403853030308432,0.008000840604224286,0.002479668286952959,-0.033407662429077466,-0.01032822239091215,0.002456134143690377,-0.022718054961068962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.0064384737107700315,-0.011367308765386597,0.00885055469106073,-0.007990275267916529,0.004926027672304569,0.0011862667396907568,-0.022983097412178053,-0.010306960453643748,0.004609126927655027,-0.023605247906146008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,-0.010439718384396933,-0.005866144588217138,0.010136889882142777,-0.00838778018111201,0.006726578758908033,0.0020791944049541712,-0.024849495824588376,-0.012552035173158284,0.0030674459201121794,-0.023034323158410742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,-0.00924794645473847,-0.0019613904844078675,0.00952904050451015,-0.009293072525735782,0.003720198730108045,0.0025119130513833257,-0.03189780457775392,-0.00789414447610793,0.0022126746431762436,-0.02079885772277561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
