Experiments,BV_OD<--AC_OD,BV_OD<--BA_OD,BV_OD<--BC_OD,BV_OD<--BL_OD,BV_OD<--BT_OD,BV_OD<--BV_OD,BV_OD<--CC_OD,BV_OD<--DF_OD,BV_OD<--delarc_OD,BV_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BC_pH7_2,-0.011717350583159081,-0.012108344836970385,0.00020210899412632116,-0.012189161465705738,0.0017723059579325116,-0.09680140672838716,0.0005074335061742546,0.045657752328754776,0.007676021760815511,0.03373903109084652,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BC_pH8_0,-0.024125471736668888,0.001680293953370143,7.690005652282643e-05,-0.011863418393160985,0.005418912638383712,-0.08581951863071682,-0.002396834380114856,0.03858694230469511,0.0116826485907254,0.023497935757445902,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,-0.03335589232733069,-0.01105781211355782,0.0003934760812831972,-0.008590586830902358,0.0047003606366722486,-0.08853919201894941,0.0007457741268950951,0.05012246779044685,0.01621562297860889,0.026104171908582028,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,-0.02036632691793468,-0.008148906700434569,0.00011409800985585125,-0.0052573137568390875,0.005279173044001926,-0.06937304254054376,-0.0018316117204401807,0.040285118539898614,0.003589131029970619,0.012448071143792377,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,-0.018136191746503435,-0.007445556380097634,0.003809093366498532,-0.012046037499752384,0.005361228273655085,-0.0706689714960268,-0.007608260550414738,0.044030591692856495,0.016337827716184698,0.0031046653182610225,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,-0.015067276451736689,-0.001803597526867752,0.004058272156702436,-0.008993081636321931,0.004081441726657035,-0.07028027526710341,-0.002903579140648894,0.038089389609294415,0.0020683016729257674,0.007488794920399138,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,-0.031739910994453925,-0.011037612095596673,-0.0005445612497303786,-0.007194221161467876,-0.0023441239519287707,-0.04569127248276186,-0.008154472754053448,0.05544963517307264,0.004363251490437465,0.0036316782258369977,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.012285858998884975,-0.008837163216920326,-0.006020973876078168,0.008486434912875943,-0.0009131088703060924,-0.03332378301648019,0.002337055882115079,0.03473134246472594,0.003891827688835885,-0.03132738347995378,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.007980371350624961,-0.007128370289447838,-0.004159378398857687,0.01028300429329924,-0.002144419372324711,-0.027817985875046126,-0.0006671677159307444,0.025848110937310948,0.0020004691568243763,-0.031495501487110944,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.012244998084219251,-0.011952820868109879,-0.0034766685646837174,0.009691133325838524,-0.002174815431480175,-0.03799670606892068,0.003229096191327857,0.028063690484420433,0.005155470236407025,-0.021554991322488563,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.0057149180660591185,-0.012532391397525433,-0.004595289262740508,0.00956797796504005,-0.002434938588058171,-0.023296407746637004,0.0023368271454439864,0.017616457213931108,0.0026981708415500486,-0.026907098206853414,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,-0.003135899038094542,-0.009716518830062578,-0.0040376501797657945,0.010341508140706496,-0.0018531164150361133,-0.02584192307524221,0.0007839568710440524,0.010025727326131386,0.002439228518582556,-0.02226692382833394,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,-0.01635461707437492,-0.0133014745435313,-0.006844560239949952,0.008692498885742994,0.0018149489500438399,-0.0352360760493447,0.0015414456403611795,0.02863496758327213,0.008063206244260072,-0.020271949770495942,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,-0.0030730089014800997,-0.014629555433462173,-0.005405634597713208,0.012743219785068345,-0.002203317042845099,-0.08269678468026383,0.0026232062903759263,0.03480762436844248,0.001851743334985298,0.012720896321470318,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,-0.008766379117884715,-0.010109787874085743,-0.0032768133315055265,0.011566542623483616,0.002632587759188659,-0.10066241400437834,0.0033735821321201715,0.032055778972723555,0.0043073878020210106,0.02561790504978727,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,-0.011353178818953098,-0.010834289567302102,-0.004594714884524761,0.011327888371179934,-0.000780366352232902,-0.09812362862609163,0.0033476961914287945,0.03747189962588576,0.0038791150405355105,0.02639796904774139,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,-0.011883361672820607,-0.004228551799188489,-0.008229351398211135,0.015254990045467149,-0.0034123854075922924,-0.10252334062556695,-0.0019109244019036057,0.041600793185036476,0.006656555482996223,0.025413966489874797,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,-0.0064678155717885375,-0.011799116499883971,-0.009997368231213288,0.014736498046828351,0.0048070657150010064,-0.10907245837415204,0.003783771177632329,0.039453628466505075,0.004214576078457355,0.027079609090705285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,-0.006955703528516965,-0.02218856598453029,-0.0032470405211105307,0.015267435495296246,0.0014897090706812305,-0.11148971073673632,-0.0030729734624290613,0.04584767167537433,0.009224069923486398,0.031863497603765646,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,-0.010830433642815638,-0.0033818514724059594,-0.012121055083875745,0.015067558209209339,0.01240300762467086,-0.10244557288940995,-0.006011229447575042,0.0391830051581011,0.007653694323304553,0.017221267167478797,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,-0.016604451946104354,-0.010305875370521909,-0.012701827624974689,0.015181820156133691,0.00644394443532371,-0.10249509959643623,-0.009006374714005254,0.05104069342128124,0.013019861355423924,0.02216569989534985,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,-0.010981688193329004,0.0064731236454099415,-0.009575434258491129,0.015481412331371203,0.005896204777831294,-0.11999031906056665,0.0026426623704964695,0.044636780307628236,0.007050215815720352,0.015105432323989981,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,-0.01936714467228107,-0.0028320351870649526,-0.0071012578198038365,0.02138568518116422,0.0013268794366361005,-0.10497905234745501,-0.0038250189345410985,0.05565173006292594,0.0067441977540274025,0.00973440658969238,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,-0.027730590370281236,-0.0017270971741527314,-0.009703466243960934,0.022181216403841974,0.007314335344683217,-0.08390578315714776,0.003168601066117054,0.042317196979875814,0.008645349797671254,-0.0038213730660145687,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,-0.021091967401418676,-0.005582218711547876,-0.0021171083493644115,0.022104856012308077,0.004412978678820249,-0.09557920216481486,-0.0009666127907922098,0.04309052961149618,0.011594263080548008,0.0008728720138416336,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,-0.00628083900750979,-0.007519981488990394,-0.0033264245319625614,-0.0046018014495949385,-0.007376020923256874,-0.019948580665918796,0.0019822832528987653,0.01884612648140477,0.0019664849984743016,-0.0170028582851038,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,-0.008062596661038698,-0.010027430920011323,-0.004110066054753311,-0.003601764916725781,-0.007867755682572074,-0.011000144230606764,-0.00044151054654756273,0.017060106266694873,0.0014004769168146274,-0.01661092410147514,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,-0.014619995130064045,-0.0036111762953679196,-0.004607847790112314,-0.0035301571051873587,-0.008359490415972212,-0.016291828109356372,-0.0011876525434300954,0.025544976173373667,0.0013910713058936852,-0.017989510039434484,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,-0.011393520189044269,-0.009709485171403251,-0.0026530213236970746,-0.006231586994684262,-0.00608440290974534,-0.012270204187978218,0.0012181461055803561,0.020984182039316252,0.0010219060257077208,-0.018143623350188133,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,-0.002395755643753902,-0.006635346339772577,-0.0037280204300971127,-0.005245508293661737,-0.008359490441887274,-0.021911065060564356,0.0012837224465835353,0.019255504858801547,0.0007401155214756723,-0.016265768665901344,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,-0.007988607191440204,-0.018653705831536135,-0.007418358553727358,-0.00409476356216423,-0.0068842862157718,-0.021875568391633748,0.002945044562220574,0.031480248358667556,0.0036047651643014464,-0.014376379393203105,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,-0.021268973533550034,-0.0022395848871573153,-0.006560070228600956,-0.006722936411590681,-0.017304805394100106,-0.03497401593799663,-0.0002917514591599288,0.029264581411591047,0.007123583085915961,0.009712361100170276,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,-0.01650773071238528,-0.008082845720422007,-0.005419401451945306,-0.007928250308512992,-0.016325037239686303,-0.04666071714509441,-3.7450968166408774e-05,0.03145208807621637,0.006481885771550561,0.01976584914302372,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,-0.025159398772875256,-0.014077338177872743,-0.0030844876903068762,-0.0021665447549489543,-0.017536722586854646,-0.043672285109515416,-8.989917337084596e-05,0.0349353162324785,0.004849392006416683,0.022740357607481596,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,-0.008459853825523804,-0.00417670814725368,-0.010694975185653438,-0.003946240788082713,-0.014840907668289932,-0.050203902079602306,0.001082909352186581,0.031237772975076485,0.0003827100068978642,0.01635758543650255,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,-0.007662803529478285,-0.021440311655726123,-0.006540205265273865,-0.0035870800894158695,-0.018942095002402428,-0.040549675779336186,0.001372659566771725,0.034214624082872076,0.0030177083356386926,0.016855569380214035,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,-0.0130786884005141,-0.012863395009594769,-0.009524261753844179,-0.007834963217053726,-0.016879441696016684,-0.0419519236088609,0.00038469138838674756,0.03714464468274105,0.0028004711360225193,0.01854125497255312,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,-0.019947325931457077,-0.006760537606542525,-0.006874297249090413,-0.006182347171454003,-0.012508287028126093,-0.03850882449592261,-0.002556483706702357,0.02748396197495902,0.005596730801803262,0.01699579994781348,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,-0.009937266266459355,-0.008649623253504218,-0.010253442725895541,-0.0073616671679622445,-0.013123159917152443,-0.047401064248026724,-0.001609259221864783,0.03966108844048628,0.0052838494677258565,0.010128934473285209,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,-0.018059746242816685,-0.01432431769557297,-0.006878816189406358,-0.009885144381500458,-0.013951035653767376,-0.03727746328622426,-0.0012756917006133681,0.03937185249534315,0.008558337217115835,0.010460414882020458,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,-0.02275870407931507,-0.005191774420926103,-0.010174663383108766,-0.006176584485270407,-0.006884286267601925,-0.02873678759226333,0.0007586041576755434,0.03131662698179161,0.006765695401345906,-0.002179736414235895,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,-0.013126619175764855,-0.0034974474455837317,-0.0067425771345100945,-0.004457453936540886,-0.007867755708487136,-0.03851851399744982,-0.0006554116677168918,0.030071079649193134,0.003935464656223422,-0.0024023769204707247,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,-0.01095474395212596,-0.009130569225096183,-0.007557755896578663,-0.0074508521256401485,-0.0078677557344022,-0.02629047827410471,-0.001634466874251224,0.02228311583278296,0.00504026104696095,0.00030163442027633625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,-0.027903120062799883,-0.002328769912052414,-0.006407770494039618,-0.008180411809488483,0.005186810123774671,0.07125243567456695,-0.00452966080026944,0.033433124764377015,0.011501021819675094,-0.11528526994986865,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,-0.010110433901376701,-0.011312806280329823,-0.008621358336961791,-0.00730448362356781,0.0058958402276039126,0.06899903572285955,-0.004248643604350155,0.03428321170640867,0.0062808299627479,-0.11712280197494214,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,-0.019909719511178207,-0.007326635263212348,-0.011690865266339289,-0.004725474124855322,0.00646753191502522,0.06646989024568185,-0.004611326918896775,0.031350008392625535,0.017348929639176832,-0.11663394920993596,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,-0.02004440166380095,-0.013222989208145962,-0.00916480329069916,-0.007145509350963909,0.0018418858560693002,0.05700466317975004,-0.0024717579243461727,0.036171569739994795,0.006713229593537422,-0.12701260301608427,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,-0.024064906689581344,-0.005344853907540117,-0.008877397078777785,-0.006239839658829504,0.006058268331436683,0.060706798901943394,0.0019979669945314514,0.041062520488124823,0.011249165878955119,-0.11980933367315197,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,-0.015578680328376917,-0.007818285863360627,-0.005693785979250526,-0.007660863821232775,0.0054346220450394835,0.06612433891459976,0.00011611626362023014,0.036357079618003066,0.0064836790967408705,-0.12102583054655597,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,-0.024646482727409373,0.008102497352773083,0.005238418793103294,-0.009363238722004969,0.036433051297360165,0.17796044893076887,-0.0002471648393522796,0.08166971475655295,0.030976095421887607,0.07971377467473405,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,-0.015283770419495269,0.014480294909773643,0.007885751287128939,-0.014163864667365404,0.032862195673641625,0.2257198839221636,0.0033180642346649107,0.08695182426650401,0.034836844421275284,0.15517383168269278,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,-0.013582184027637475,0.036370776171755534,0.012050893542599745,-0.006132698717689061,0.03424715853356958,0.20538659734934897,0.01018860310801994,0.07498807761190539,0.03925161642508338,0.14502221125785428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,-0.05982802005059532,0.033540874003108734,-0.01012857399556948,-0.018789229266062052,0.03293070248915287,0.2132713966662793,-0.02843921735639806,0.08845877134544856,0.034575219584183525,0.13035546158237954,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,-0.05460981752925918,0.012941543342059712,0.0015149820733653487,-0.021097948414921443,0.0283094432103731,0.21001107613313133,-0.022579244883407065,0.09026052933469739,0.03437275493153088,0.1320838584234614,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,-0.05480524172925431,0.0285117568184986,-0.012104549692012374,-0.016048364109845583,0.034948557474569465,0.20652843668287543,-0.034066948089343685,0.08454162240595277,0.03443180245387812,0.14017356156270305,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,-0.07479077705587059,0.014327716344926992,-0.002538317597835613,-0.027738462694232226,0.03194554870887459,0.18135328047260962,-0.031257492162125276,0.08688581899334878,0.03179363712263495,0.08838312847215843,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,-0.0940331843507517,0.014024098661687707,-0.00018825097495446695,-0.03294833431141857,0.02827185152139029,0.17515649443411305,-0.028420838675785647,0.0951874906628433,0.031805734078035414,0.07222887729092134,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,-0.08869816781730272,0.026150358452097233,-0.01171951266997697,-0.03280046439749877,0.029991876211867708,0.17360162891569023,-0.03588582242636577,0.08892315557550474,0.03179305633550267,0.07637345964028296,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,-0.10701901339439916,-0.005149110830186502,-0.02330479441635797,-0.04190956364426278,0.020399933504750552,0.0991021186902957,-0.04520854289177806,0.08648785715457052,0.013315693995631905,-0.039976188134118594,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,-0.08575296573401628,0.00937973839716743,-0.020821912242302103,-0.04966244821213996,0.01389715801519544,0.08978264687461372,-0.047651541258370414,0.06756006321991269,0.017788809433822397,-0.037781158913250845,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.14150442723711223,0.007328236017619141,-0.0029458344057607267,-0.039435408907618534,0.01570327815883185,0.11641365437687416,-0.03269725756719708,0.07076728786908737,0.015763695942359452,-0.05265483401857478,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.009669663893342343,-0.011145041588207949,-0.004735568285636279,-0.002460933562935047,0.0036558882843541053,-0.025214215675166442,0.009266257124102634,0.025108847264200457,0.0033692432502689567,-0.03143642301954653,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.009149762020729807,-0.01813672093350602,-0.006984408804336968,-0.002563576864726517,0.005000434017780682,-0.032335781679772156,0.010501758073982985,0.03452956794801614,0.004032065092140565,-0.028155184930757332,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,0.0009487079019131861,-0.0164829893377812,-0.003964256621978205,-0.0018032628803959364,0.00023934644242019757,-0.02500878590280595,0.009266257124102634,0.021566068599729437,0.0015484432479285664,-0.029571138675041176,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.01083489100570264,-0.01330562659377313,-0.005070165443112668,0.0018832217800714393,-0.002667189035159739,-0.03639313672223817,0.008999370641034583,0.031055293988193514,0.008759902463820964,-0.0256883901750426,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.010834401299691071,-0.012224852744408925,-0.005348190573327568,0.00029746298354280923,0.0014032873225843768,-0.041368760692522585,0.009948572811225185,0.025237067928537724,0.00633509330249027,-0.01670688914033868,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.004694205249619226,-0.012537050867129277,-0.003459766272293484,-0.0009133563466046174,0.001367199402504964,-0.04177413872827815,0.012390444934692072,0.03130467195833184,0.0019206782721954841,-0.026866087477816183,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.008249102376158472,-0.021794125078569936,-0.0063765045777773085,-0.0014921944722047329,-0.00019940810237565771,-0.08360387249809242,0.011367496867542683,0.03401994624701531,0.006440455407390126,0.026625698481321985,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.018152759484541803,-0.011506953342696247,-0.0031128895302991503,-0.004713679077913581,0.0035907364946425606,-0.08807517189674241,0.010783560930386835,0.03853362651744292,0.008036979208497897,0.021354940079314554,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,-0.007875586173537633,-0.016478226697882233,-0.005591518271147557,0.0005051571351435516,0.003079460494260748,-0.10539513063536068,0.010956701020831645,0.04513041927398224,0.005995776837934618,0.026411336913866844,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.0029875393807078194,-0.011010839894170996,-0.005105087088987879,-0.0036544126181093893,-0.0020619306745736504,-0.10139614667621968,0.016941801814929297,0.03676920748072799,0.004099690178004295,0.025143646303685784,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.0015451503970214855,-0.01713627084927714,-0.01559248060190483,-0.003623131651674275,-0.00438627905374312,-0.10489080903849202,0.01771513006609419,0.054534616338332065,0.0059532537424693945,0.02570951134330876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,0.004988163461827711,-0.016382387871651548,-0.0037430891455353618,-0.0013080061773729063,-0.0026173025122641232,-0.12122557854158397,0.016553419225889706,0.04706400873038271,0.004661220612166367,0.028747942116232994,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.0182901344332925,-0.0011678501755080144,-0.002505207491998116,-0.009510775424702012,0.00453160536961387,-0.08435993232136671,0.02195073254082514,0.035096699256530924,0.008270122557068648,0.00272313002092035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.021532791964304836,3.694536771787294e-05,-0.003007684021621294,-0.0077826966033519625,0.01211064197608958,-0.10114144235808889,0.020255812341752267,0.04808090575687264,0.005204960135338097,0.004513738950228563,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.011509595414137715,-0.006993404920820306,-0.006903828855037042,-0.010485779012593887,0.002340370199805043,-0.08194138518656076,0.020705237887475803,0.037433914118648874,0.008135961093129997,0.005956899988181559,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.01611572959298349,-0.013734927847576529,-0.005147318096183564,-0.004645417740001626,0.0035161996746192795,-0.05377523927341983,0.008030756174222282,0.03780023453028306,0.005871050720629484,-0.005061218968957016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.02988557862968224,-0.004201551628420535,-0.002076914579729023,-0.015708693929583482,0.008588752396728681,-0.054856606125021745,0.007413005699282107,0.05234627621855749,0.0036278193808444155,-0.008508119086289534,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.017992719176184876,-0.0013798094500342137,-0.004420386087959228,-0.008843094804121751,0.0021918237917935065,-0.04468862560091784,0.011737259023863337,0.03667648256310951,0.0039803768961649885,-0.020522917257621884,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.002847469713457901,-0.003911676979016352,-0.0027744835432942793,-0.0040633616175340575,-0.0008750919554301581,-0.013383366006790945,0.002083836107555291,-0.007844258300636125,-0.00046031470147325955,-0.009185424012172481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.004044638485445276,-0.00689193961817933,-0.002844733488948449,-0.002449292166806433,-0.0028747556253295877,-0.009590510327530945,0.003605255216117138,-0.008367208993953209,-0.0017554248124361043,-0.008048361559681918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.001994505247263157,-0.007509519214660901,-0.0022033686941975482,-0.00393986284510111,-0.0017151776725507302,-0.009976141378283501,0.0024390894077394322,-0.00732130784055461,0.0001916225351717155,-0.011232438867142345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.0012730421210922628,-0.008918116996064785,-0.0023179689187394527,-0.003126930654170396,-0.0014888610771816712,-0.008430508871805733,0.002715741927614031,-0.005909598042135654,-0.0006031990245632503,-0.013909126148842597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,-0.00020567460066598417,-0.008647263594295667,-0.004334269406921838,-0.001991913655529851,-0.0024428703190515874,-0.010983032692304771,0.002733991124626735,-0.007844258456126504,-6.991351752177554e-05,-0.009476407365063609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
