Experiments,BA_OD<--AC_OD,BA_OD<--BA_OD,BA_OD<--BC_OD,BA_OD<--BL_OD,BA_OD<--BT_OD,BA_OD<--BV_OD,BA_OD<--CC_OD,BA_OD<--DF_OD,BA_OD<--delarc_OD,BA_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BC_pH8_0,-0.1195432774609198,-0.16652543760188243,-0.004161427869744919,-0.023036453951474113,0.042628550429059116,-0.026255884402148103,-0.0077771484446914315,0.04385512898230683,0.05032879322281349,0.05462658082742407,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,-0.1273822639574823,-0.15657004873713729,-0.0039214959675851055,-0.0298008361912292,0.04665768158419626,-0.021979928558449383,-0.018288304939380155,0.04905971498835994,0.048070969921739204,0.05829393485722982,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,-0.11703260917459493,-0.16513094428926714,-0.0038063347145267136,-0.029148010161259907,0.041093080718394216,-0.017044599904962206,-0.006287054487544558,0.04429458378935638,0.04560661703510129,0.051594695099022064,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,-0.11921270629229107,-0.17575016903083612,-0.002923405458745748,-0.026667494089545118,0.05049825268433147,-0.018742481386693922,-0.009637624254531187,0.04179887499255331,0.039394817660036295,0.06538135860439227,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,-0.10763854267156646,-0.1444285399717805,-0.0033244633545046255,-0.018202547408316446,0.03387083620561854,-0.01309670064112414,-0.00843332116694554,0.03324595369398595,0.032528617305114214,0.039618131907899735,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,-0.09793083750602348,-0.1788658261072376,-0.0032410988989083683,-0.025778117924928668,0.04617888240467596,-0.015092846334142533,-0.006622727930383837,0.03768905656412244,0.0426075685599252,0.045195370839665766,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.06813169695113017,-0.1127786936716217,0.008673495084209283,0.006830049321541317,0.020530723297725553,-0.007255485077267107,0.0003091965834407696,0.027852610681691897,0.03397611248023484,-0.06586689148422167,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.049296230215417305,-0.11132883550437253,0.006727809497033774,0.008481172281114948,0.0216642861124938,-0.009444883967061406,-0.0016579545507936389,0.01916270246405317,0.03700334628315076,-0.0771719918610609,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.06714491997643009,-0.1123349673009437,0.013027018051108587,0.007844817016435707,0.03412708505664183,-0.015579273929900446,-0.0031171696981334165,0.027261561714112762,0.036815283384336074,-0.0767600137780866,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.058757174023953467,-0.12375256989394191,0.011107698806116116,0.008845434864254098,0.028869110042958158,-0.009941965186887461,-0.006854485881555338,0.03170713742142139,0.027702830572329144,-0.06478659616540308,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,-0.05997104930569943,-0.10892755787900608,0.008194442324988218,0.00819355805202023,0.01963908959018148,-0.008539725628721975,-0.004428017528970604,0.03156904951790753,0.029250010694174666,-0.07084037950910303,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,-0.0497468203605841,-0.12735289141454773,0.0066372436665646396,0.008371005305291517,0.022841191030228917,-0.009281941302444623,-0.005620717952108904,0.026337431848211135,0.03505617396501096,-0.06310125458337688,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,-0.07194653219097982,-0.19141437787400645,0.009788006956324627,0.010135241382471896,0.03351141985910742,-0.017419656744307798,-0.004341517717618011,0.04092107743186796,0.033036766884767484,0.001868992131203413,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,-0.08690622872389529,-0.2043576623102569,0.010082637014920298,0.010382854755481946,0.03543504104747073,-0.01695930165765078,-0.007820056327011275,0.040461276604429545,0.04291236154411151,0.020908498623124928,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,-0.07906282811952026,-0.20326988503984783,0.010881515942999851,0.010440157466446573,0.02969108917305003,-0.017152746855078834,-0.00607780225251032,0.030458816557960657,0.046853846123685004,0.02137725765452437,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,-0.11129990840411706,-0.23665483307174362,0.01228017479100305,0.011992285071831674,0.04467705404871832,-0.016944522981572403,-0.013247839660262285,0.05363932883043006,0.03632737841781067,0.06337030349704235,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,-0.1314197644016341,-0.23723153729963564,0.013627850937292622,0.011521148202211961,0.05690901751265578,-0.02101020287074473,-0.013536931869128478,0.053151136444800566,0.04406843377277256,0.06806027011055014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,-0.14176811094517291,-0.2250619223811056,0.010157731756082047,0.01153104450391686,0.06017311165433216,-0.02152873868446635,-0.015596347531384749,0.05493849422458721,0.04324128395999256,0.06805287353289516,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,-0.13666561983363784,-0.22885938233169528,0.007927951964995137,0.011028831978530985,0.04847271299070638,-0.022474391513868514,-0.0188825997993674,0.05997662368109045,0.05434469492701084,0.06927059843326393,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,-0.15060674067343713,-0.20396937459140366,0.009387198075976056,0.01041256140836555,0.050022554154629285,-0.022149873873137913,-0.014204527155860612,0.056653254884092695,0.05173941678974939,0.05685495159224323,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,-0.1211975208143501,-0.2203648873855886,0.008418941981280625,0.010458915133191192,0.046722672364634024,-0.02043850479890471,-0.021515063202899434,0.045766404748934765,0.05939801844241827,0.05689044420890834,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,-0.11741543278503029,-0.20326663226051178,0.006762651087635236,0.008315486248744569,0.04346547896123451,-0.015639445165415173,-0.015261825064764077,0.041475774892808306,0.04353262322266464,0.05217074360779447,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,-0.12104181456905992,-0.2309156040879695,0.009300840617683914,0.008270835235876881,0.047427798039077415,-0.0243246747278001,-0.014313246862881856,0.04562750254231303,0.06259833914025321,0.061509444716022064,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,-0.15611975804052278,-0.19194776758713566,0.00539386686504535,0.012655450376155586,0.04855598356007882,-0.02042016414520533,-0.019361621737480166,0.05555494056528677,0.0534557622646832,0.05637272849031117,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,-0.04754105850568284,-0.06533810294597694,0.006476870992261428,-0.015825033292336307,-0.0062266373439975415,-0.009505282684188822,-0.0028722112131831434,0.024577752323416264,0.021533835245215377,-0.0611407088269682,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,-0.05196345016522252,-0.06402837381657699,0.0086871913091644,-0.018051091695771272,-0.006247682888870653,-0.01206731584004086,-0.0006299779669422169,0.013966362046320801,0.02769152100157479,-0.053217758586549244,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,-0.04964959543603271,-0.06944459442778123,0.010336715598469192,-0.01276790068687304,-0.005832679206100494,-0.007984848091297821,-0.003984577932759473,0.01829486216296969,0.025355338287418303,-0.06018329565372804,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,-0.05614103556894089,-0.08614015484309716,0.01420126147973149,-0.016142500476182802,-0.0071108740276616565,-0.00467744328972438,0.0025629402842858575,0.011453005006617827,0.024487426170836324,-0.03835320136469343,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,-0.04891301824265848,-0.08156492220966713,0.007836493331453072,-0.014540688786655664,-0.005966499312578335,-0.004410522853064796,-0.0026435846657208778,0.020509156336926893,0.021680955885221127,-0.047847946241659965,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,-0.05124448290418671,-0.07327596039875697,0.0094206060088523,-0.01915851448460118,-0.005922909198409839,-0.012044849073433356,-0.0015583479542123234,0.01736512315176104,0.025307575661851017,-0.04474881778673633,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,-0.06683677637706632,-0.12867010060454845,0.009397624904370823,-0.021828975178625278,-0.007661671444125797,-0.006667267252569611,-0.001993705109571635,0.027490465433701233,0.03231534960477248,0.00859447941265028,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,-0.059659947055675414,-0.15106294105234352,0.00977990846999961,-0.026861337706770592,-0.00875540113967398,-0.0071426454307916346,-0.006170437356214159,0.03451638358928588,0.03474259556149659,0.024753242242757385,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,-0.06415839785305055,-0.13700621403834742,0.013725112010117458,-0.02102495767662059,-0.008338888326416846,-0.01565355800740097,-0.0030946331406417095,0.026547026094049218,0.0293298852848618,0.023814045772280384,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,-0.0876924977807895,-0.13364178506576502,0.011278575751930475,-0.020641049662523944,-0.013350075625854989,-0.011521786000255656,-0.009093161962278514,0.03895549422129989,0.031388478949666024,0.0384572314908323,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,-0.09297053620300216,-0.13484908716348204,0.013394077176471118,-0.026745844002327192,-0.013298233890015151,-0.01249136116517627,-0.0064167489338180315,0.04083766143364104,0.03780684034137621,0.03887265555479604,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,-0.08732155354531565,-0.1352159436500591,0.009873198841738958,-0.022073904287232007,-0.014668784076752872,-0.013009279920193162,-0.006654310994174169,0.03216184975093474,0.032547557903048786,0.04850059358484072,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,-0.10601703925787109,-0.12128108615379618,0.010855967868119475,-0.019919120718765525,-0.01068456083536148,-0.011448521944491759,-0.008602785754786887,0.03499135141139446,0.04011387594206178,0.03613133959634148,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,-0.09874018761126892,-0.12070540841182936,0.01059628830898715,-0.02587673221755286,-0.01071267639813216,-0.017185153520625572,-0.0073093578308496806,0.025705024884284836,0.03891541727211165,0.049452205885039735,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,-0.10058822358513009,-0.11443381119924396,0.008522283882712539,-0.02085729895564525,-0.011545000931491023,-0.010341228938297082,-0.012769588888015437,0.03383004442829154,0.03424248392410252,0.038079760158839446,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,-0.0852678441564026,-0.12666759827295726,0.009829472340643403,-0.022889311534717034,-0.01034192090449126,-0.012128775329531532,-0.008029244037588004,0.029153033035766822,0.03025911999461443,0.04022248940380371,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,-0.0912453342553066,-0.14205548801661833,0.006894679412893628,-0.023199809259208653,-0.010086294691199845,-0.009503232604297609,-0.006855877056393936,0.03372097085351529,0.044682972319424155,0.04178683631608019,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,-0.10164054195923002,-0.13158034295005644,0.009709651230469992,-0.02194972135936436,-0.01005628027345823,-0.011881929491039203,-0.005329853571627452,0.029076599897411858,0.0441050248414926,0.043686813696732996,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,-0.06830062854063251,-0.08929292833270583,0.007459430748029892,-0.020166876742859247,0.022388323956047708,0.0019570201821625228,-0.0018097982110212656,0.02865943283571497,0.030909155740038215,-0.06766371132239052,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,-0.05862390096258857,-0.093711696429907,0.00309489096879311,-0.017397844851340934,0.02949915421478775,0.0019222877895378563,-0.007866873941991639,0.03440641348695625,0.03218938854563495,-0.07937239817465129,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,-0.04799884417701675,-0.1041142493146269,0.008777097405298894,-0.0107747655985472,0.024482107956124387,0.0013772749755045662,-0.000612299542712128,0.021860897514321232,0.027559070238924545,-0.07641686883390596,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,-0.06320089354220293,-0.10529558461240454,0.012877644185462722,-0.015506277973561184,0.02125621805210476,0.003428385865105237,-0.004516023307552803,0.024183637159674067,0.03332410160938033,-0.062411786877428724,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,-0.0783848534443456,-0.08599489353516176,0.004730058464667069,-0.015526867597971273,0.03030002690203812,0.00234598504865299,-0.0026910349443230942,0.02085168065746193,0.032965815639042335,-0.0644564969189789,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,-0.07072495293924992,-0.1069494417860456,0.0087550423440078,-0.019282656882930065,0.027704608079207983,0.0031520335449148774,-0.0027799241317679056,0.034257437326823896,0.03043135252173829,-0.06042407794086182,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,-0.07699462587580734,-0.1747184270903792,0.011429700682182672,-0.02205139647602387,0.033076131089549994,0.002313301320309225,-9.886848699787454e-05,0.032953270572521114,0.03820681271021781,2.352160685088107e-05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,-0.08787708523480788,-0.17261876075245117,0.00891007933360727,-0.020365088509962614,0.026893205781183812,0.0021632127828248165,-0.00854976636884005,0.04430155139416457,0.035847492993849796,0.01543457812508163,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,-0.07577804744000669,-0.17989605570212006,0.012314197110903006,-0.024920119131388873,0.031760010064134134,0.0020373131569636914,-0.0031087808416265534,0.027159389898828847,0.038981142078080906,0.015590370516900137,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,-0.11756067052726514,-0.2044717374452106,0.01054109778822116,-0.032877568841466434,0.04960410069350314,0.00387165267425387,-0.01911509029486257,0.04167333202274597,0.04847784980969585,0.06399645473484114,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,-0.12456150149116699,-0.21413834468745022,0.008015374338011375,-0.03206824278782891,0.05526405768792915,0.004231284631659158,-0.010567017092329004,0.05009251897668709,0.04624080310049265,0.06163048796193757,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,-0.14343149630595808,-0.22219670631153438,0.0060962832800072145,-0.03219563637090765,0.06334835379991842,0.004115222821255091,-0.012352608418820991,0.06721837834738519,0.04310565923543079,0.07043197014085624,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,-0.1307333451663346,-0.20333819331925201,0.004627970258664824,-0.026662149355625327,0.050999173574635515,0.006402807787222703,-0.011937582308183543,0.03983816706777916,0.04938582689703807,0.0655567448100318,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,-0.1274869570427615,-0.22125021178518306,0.006724801687928642,-0.030917768645221767,0.04340752953744453,0.005365368238771739,-0.02050740288246585,0.06812693800453258,0.05750144877673493,0.06317567367430614,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,-0.11416568490636089,-0.21532621500851673,0.007346497112480194,-0.026423927042633296,0.03976870933628601,0.0045895437458934995,-0.012964934416763163,0.05493054346383914,0.04957807230560676,0.0568068151427028,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,-0.16913512068760134,-0.19170594470008565,0.004370607290740891,-0.022955708777450998,0.054692492889969246,0.0047181018150371104,-0.014555537165345056,0.05052223781690649,0.05778641864333465,0.07040187640358572,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,-0.12617186194366736,-0.21601702384083815,0.007226027865772659,-0.028429429702784705,0.05154068241867681,0.005454002811532954,-0.00507184543363426,0.05035241190991972,0.05181899316284968,0.05343746299409996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.14039178115761153,-0.20196108167910054,0.0013662207612524888,-0.03247800193808,0.04319567398046669,0.005836727377837116,-0.010151153414955608,0.05325463129450446,0.0592492457025725,0.06621893896437857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.05219200388973822,-0.09195383176531483,0.00863152976107338,-0.01621057440567276,0.021862120504450543,-0.014438986981530552,0.007164015675206548,0.030177894665495208,0.029556405790474104,-0.07845714881530275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.05376332102829347,-0.09667328361826749,0.011055019214425395,-0.017108949303788982,0.025785164992608457,-0.009576379305318641,0.010242238510400056,0.02602294016710442,0.030711786108010494,-0.08255579519773955,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,-0.051957924112515604,-0.09419666204358575,0.010094545623692481,-0.01641984628756409,0.022672695729719555,-0.008936949741581211,0.008479901101116256,0.033812614838876154,0.023564289600952814,-0.08297324416996994,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.05042279033395259,-0.1390420551063574,0.01320254582263853,-0.020415084036472048,0.029227510427489233,-0.010788922400578205,0.011836258570623141,0.033734520128725666,0.02844367679046548,-0.0516362393234411,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.0693397582905448,-0.1699680034694788,0.012119204283732435,-0.016044643024873476,0.030317784859596388,-0.009016751048519562,0.012357790449067301,0.0410206534365273,0.03670555676293114,-0.024012413419297208,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.06567653120535871,-0.14189054151673036,0.013474287025468504,-0.016919314457994435,0.021694018645616975,-0.011998057712841292,0.012704755284054124,0.03144672153922528,0.029222287647426123,-0.02791820505795919,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.10147668182930872,-0.20692355115776473,0.010023669168029142,-0.03402725068366398,0.0346666029168536,-0.014209328519747311,0.012654790672595088,0.050752486694280216,0.04843705495576497,0.044241628322102454,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.11007794602733592,-0.22265330304351189,0.009885867983912642,-0.030198798821024275,0.04180290550236469,-0.015913940670535618,0.01253361145682309,0.060674087406824465,0.05017897472109483,0.04790796203052867,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,-0.08284636984538774,-0.22475100821774935,0.013347983602434393,-0.026230430816016764,0.03615518989284401,-0.007450543731127095,0.012450196828855122,0.04550013501035131,0.035402926752424756,0.04256134106251209,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.1120164462843019,-0.23251332510505682,0.0076870940755242876,-0.03571591304210217,0.041793005879482495,-0.019699140112523158,0.013393304532636765,0.05860485370635339,0.04952228760670708,0.07308369894795443,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.09136838713498868,-0.22083779296716263,0.007037695559632521,-0.030942078835290408,0.039492553194741854,-0.015266590366220991,0.014633587512147167,0.041384976065677155,0.04180537055934901,0.05820008695125578,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.09993981494770753,-0.24277342382251574,0.008066453276930941,-0.026368882722504757,0.04159129614496361,-0.017269385427074586,0.016356188241068437,0.06232319559901953,0.04611229949347351,0.0560414947034872,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.1250503464601934,-0.1738947843914123,0.005827203499882117,-0.026485566436110636,0.04339401164213601,-0.006382512820317693,0.0171148489529024,0.03748363479728933,0.033297555716303384,0.03883537603866147,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.09940680706225657,-0.2217904674982571,0.012939013102618246,-0.025762236030043465,0.04713317398629758,-0.016223388884378517,0.016071626595828843,0.05185875088057442,0.050838268634903684,0.028481486332805263,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.08726661200270705,-0.20343474146140653,0.00929252804054514,-0.020956760521816175,0.03546515001227026,-0.019500204771757124,0.016566023965082742,0.05391887140257852,0.03543887416872642,0.02461629170762456,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.11796018966028222,-0.18600839016797108,0.010751143655051355,-0.020004844822637414,0.04731406764005837,-0.011167880325861598,0.015069003131888484,0.033484511940699554,0.04382900840076415,0.028832990526343173,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.12973681759575137,-0.1884464421123266,0.0103617317294297,-0.02526570064542086,0.049182893396557674,-0.018173400055941032,0.014577085281033879,0.046758071568835054,0.045558444360352085,0.0393235543993828,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.10762662877612138,-0.20364815572843614,0.010741509411322034,-0.03177206712410502,0.04581090706117128,-0.017981909600126994,0.013278851767435021,0.056214793004581445,0.046228500656459656,0.03289361986696072,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.06418314023429285,-0.07186323701363544,0.00882549023012752,-0.015302818425647591,0.016345728803426024,-0.005911268025798639,0.002456202089138652,-0.008256580857155114,0.02674008320207182,-0.04471103599214035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.05441276031100879,-0.06712229309846526,0.009473462201169,-0.019552448443744496,0.021112992029799067,-0.0052713047219035405,-0.0003894062558917915,-0.007472758590365234,0.030747504532337187,-0.06297356349618538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.05246506554924924,-0.08801902580196448,0.00836985566774788,-0.01776828745056106,0.022156448151268392,-0.009427714158335458,0.0010258574573242143,-0.009202857303392627,0.018149549570744456,-0.028679336366932023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.0473652347760356,-0.08676514051206734,0.009076205057942347,-0.01470188754165302,0.01799208899878937,-0.006087479473941998,0.000910637624885727,-0.009232865357366594,0.0225221585660525,-0.04220905870523141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,-0.043097815115166756,-0.08725816529892062,0.011100364163841891,-0.018258220241607538,0.015967152800572957,-0.010285821259831605,0.0004252206744707138,-0.009056325043835073,0.01542787642582603,-0.030824844172305393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,-0.05835347641583368,-0.076733036339283,0.00917128926709942,-0.015349456069424098,0.02389796081606461,-0.012000494491632863,0.0010052542266962335,-0.009583214956295234,0.03328521777106369,-0.05120062006880408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,-0.06534775435438622,-0.09356646083133376,0.009353606496006249,-0.025559083947344977,0.0196648169082144,-0.012084684969614378,0.0011368006492114566,-0.015130822673925886,0.028134009997643854,-0.0024610034789404158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
