Experiments,AC_OD<--AC_OD,AC_OD<--BA_OD,AC_OD<--BC_OD,AC_OD<--BL_OD,AC_OD<--BT_OD,AC_OD<--BV_OD,AC_OD<--CC_OD,AC_OD<--DF_OD,AC_OD<--delarc_OD,AC_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
DF_pH6_1,-0.0405965567930885,-0.011755287311971188,0.009749295870247093,-0.0068364751873456935,2.594970166683108e-05,0.012593440206154532,0.0078589561889353,-0.015236762010532878,0.002008988426431365,-0.01383518242155728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,-0.037703733541395355,-0.0126301924754744,0.011525569124066312,-0.005355223025316777,-0.00021004742578319908,0.0085667959228158,0.007278550979883774,-0.016272386097065782,0.003078354853002921,-0.014301321645793707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,-0.05162064089075378,-0.026509505042239378,0.013471069671213625,-0.00566743164282778,-3.7764625056931025e-05,0.015084574812132379,0.011077691091467506,-0.019086948949033795,0.00552724486945764,0.0017380745692745496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,-0.05741769458126761,-0.014470684058640314,0.014060837984409023,-0.005620835332766824,-0.0003064513789570849,0.013220607839200805,0.010688807334264982,-0.0201563789938455,0.0024948269598509946,0.001483328693910785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,-0.04743428074147391,-0.0232304037572897,0.011767883694366266,-0.005701446254616198,-0.00048609327524900463,0.012026838323344353,0.010793501146785591,-0.01988899214274209,0.0030149240467859336,0.003114432742738206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,-0.06558415298714584,-0.022311443385222684,0.014569454210931839,-0.012029870089305483,0.0013446873896147894,0.01681982021940791,0.011892452421395675,-0.020747335428453004,0.0028506216973714204,0.017172132620344994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,-0.06206660804379245,-0.0195637315414522,0.013454150013301679,-0.011894577772397063,-0.0008671898832139773,0.012774954619614974,0.008714722875991591,-0.02019117983301048,0.004096729544841726,0.01951909668905579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,-0.06613844187687272,-0.019161081884218303,0.011428838195684162,-0.013079226498046647,-0.0009192668452211048,0.013972706449744495,0.013322881225334562,-0.018997834318357963,0.00433198064079751,0.0192158115800956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,-0.07718328707406052,-0.023861027073277086,0.01640199852378472,-0.01084640888740187,0.0007415406438319564,0.01899801152555839,0.007156965049064677,-0.020970090303731998,0.0047220120287459815,0.028816652003189797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,-0.0768691017916021,-0.01596635575851669,0.009808661382159462,-0.010660722913301508,-0.00017605706401493254,0.01740479237683441,0.009020654184986715,-0.020607445333962852,0.005954156390026859,0.02606778196828521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,-0.0702126590081531,-0.02463974576929341,0.014221346124034862,-0.015757696448784803,0.00039786935824414894,0.015191613989679708,0.014652231777815715,-0.02039465542234804,0.0033735670732415244,0.027144494994503002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,0.07877426485976448,0.04458485286520874,-0.02669418312933134,0.021738174726133763,-0.007964274238633077,-0.02339804081003303,-0.03598940166604259,-0.02146157551556826,0.006228183925799701,-0.09184163434835878,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,0.07942130891525227,0.053208483276159874,-0.026035859194462715,0.0061010927723153755,-0.018141670525074007,-0.022114568817550716,-0.02749588954545881,-0.02838634264209995,0.008532703800693802,-0.08111289139675057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,0.11915707602934993,0.02195242099787878,-0.03680163649923129,0.018087841168693875,-0.0180315975666694,-0.03178796733689048,-0.03142703493652137,-0.019715309185178383,0.009848888160093971,-0.08730631418850107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,0.08881343435334123,0.03099364322326754,-0.02019289578756561,0.014576048760310465,-0.007795589995449005,-0.03340793342693992,-0.04307437179043241,-0.016148576487017712,0.00847021356548952,-0.07825760558409532,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,0.09380829810772251,0.04497270610021508,-0.022688624742238418,0.019292359909285673,-0.00015114350487356606,-0.02853910974510338,-0.046391726855350576,-0.0428325259734107,0.002219878289362659,-0.07571374493286663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,0.09844099093876452,0.03680862338808568,-0.016155740767717357,0.009929743729855703,-0.01530793044230212,-0.022461234198316287,-0.033762663277271,-0.0256696838642592,0.0023760129284599554,-0.09022175176636034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,0.1059306176363126,0.04037310114049394,-0.02462466547508603,0.016379671187504483,-0.006365870567767518,-0.02656020778190831,-0.0379423098201337,-0.040914322324097155,0.004728804651809773,-0.08702845197818847,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,0.09129116758542215,0.046499784025161174,-0.022584942877292635,0.029737910320577415,-0.014944274994018287,-0.02827272992095221,-0.040975937775295714,-0.037092125474110886,0.00326561633983384,-0.08294810039193731,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,0.1061472873535493,0.04843308647851581,-0.037572274324686634,0.016641609584507732,-0.015542528561275934,-0.03246238877591879,-0.037848300932218186,-0.06354465213644764,0.004819392604024512,-0.08653277362818305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,0.11527800280924724,0.04675737234885275,-0.03997191531178743,0.022557966281538423,-0.015499924126526584,-0.025827823642479347,-0.05640348630592874,-0.10584389391638663,0.005355399234787275,-0.060214999143196175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,0.10101706769641326,0.055490198091644315,-0.04626857536480479,0.026668574022858046,-0.012582966873179311,-0.04072714548234058,-0.04849873373689858,-0.08833759618194209,0.00677241537072088,-0.07447537403877665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,0.09053705240559316,0.03469200485750385,-0.04169294019594142,0.025139445971859537,-0.004527518300582534,-0.0347609273959761,-0.04871275507075631,-0.07528184463958378,0.003744118038726889,-0.06999139176762623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,0.16152987671125194,0.12994744618139834,-0.060001739793173636,0.04068806840187829,-0.03174612015809702,-0.05914800781108764,-0.06969036211300154,-0.14484115564142888,0.008797588793803818,-0.010298176564924101,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,0.1449211816343924,0.10705042709960885,-0.06398131379614704,0.05493979955011088,-0.023445244434735047,-0.04934268007783787,-0.062024203253828965,-0.15357501529643072,0.015134904771719285,0.0029832904445736288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,0.14468159196979327,0.10949293961667494,-0.06836025462040433,0.05689440413499655,-0.024283139796360688,-0.04921955027658007,-0.06512242159765698,-0.146561192666059,0.009771671011720015,0.0038259388474018692,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,0.13185387916862967,0.11938829440623516,-0.06212579278032416,0.04728050540160873,-0.028928807376195555,-0.05691072322590195,-0.06593636862771667,-0.11925803134946718,0.008150456452175327,-0.0023934254455177666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,0.21336684914062862,0.11118711248202168,-0.05801884044771609,0.07581459551401759,-0.02835188684256181,-0.06090562353639499,-0.05523539002498855,-0.15719291241434608,0.024374306478902052,0.08484883899759986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,0.20504153069270695,0.134876550555877,-0.06640668723894202,0.06651363221685525,-0.020801593946373983,-0.060493600998559716,-0.05415610212184814,-0.16198100979075492,0.02052674560443215,0.12061269610148405,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,0.218318956322644,0.09155117939509774,-0.08413343544077613,0.09412700520423442,-0.019161816056331854,-0.06106240142460748,-0.05859985170481,-0.12987668346127743,0.023837483120353328,0.11177706053237556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,0.18605353672219357,0.12557066902194328,-0.07765498912204867,0.07154700050859343,-0.02351087620400864,-0.056268139510698936,-0.05370747129230395,-0.1291345281510249,0.02441661867596533,0.11351963569774576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,0.26063342863612854,0.13164025141655103,-0.06254809712100286,0.06615371431831432,-0.037243392869182254,-0.053213574719493784,-0.04114764913106743,-0.1616372895564722,0.024278704353972613,0.17262611730753077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,0.2493768103971429,0.10154307085048896,-0.05616583022086518,0.08845400592231231,-0.022491186282233056,-0.04188126887478258,-0.0411941673817194,-0.15686763330160275,0.03468109974880582,0.1599293024870365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,0.2250244759606279,0.1320742911861643,-0.05512758579591046,0.09430275125348049,-0.04771502301096916,-0.05134563740018917,-0.03687613186466952,-0.1539041193202138,0.03554881997244515,0.1773763530426051,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,0.233121549318666,0.13005884634249879,-0.07188454648884743,0.08520846883563891,-0.013934162717474547,-0.05655930102519366,-0.052045357301831255,-0.15832594922217338,0.03436816096629785,0.18490657159815665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
