Experiments,DF_OD<--AC_OD,DF_OD<--BA_OD,DF_OD<--BC_OD,DF_OD<--BL_OD,DF_OD<--BT_OD,DF_OD<--BV_OD,DF_OD<--CC_OD,DF_OD<--DF_OD,DF_OD<--delarc_OD,DF_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
AC_pH4_1,0.011527500625537788,0.01078349180519581,-0.0033929902136973704,-0.021551245988711068,0.021508776542285217,-0.014804986328210522,-0.009537886528541215,-0.06988910926586908,0.02957035477394643,-0.07786641715337402,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
AC_pH4_2,0.010038048634710521,0.01746717461263356,-0.0007003383241269916,-0.0326863645972765,0.0193088136046477,-0.017276237917983016,-0.010927552297387436,-0.06988282862240855,0.029741221277610117,-0.0687344483934019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
AC_pH5_0,0.010516169544147413,0.019241335610656635,-0.0017041596543529761,-0.03463841794301634,0.02136776091611903,-0.016995327696204182,-0.004565056274118629,-0.09719429632729812,0.028048140061614317,-0.04772866078854903,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
AC_pH5_1,0.01244709782950257,0.01147670166647953,-0.0028589725672550836,-0.036560821440880714,0.023417330737347187,-0.011563588693414048,-0.010751636481803398,-0.07286746923042382,0.02518459054762903,-0.0615757383843479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
AC_pH5_2,0.009832581019271978,0.008035780944578028,0.0007727018646571946,-0.028083777960551816,0.01749038100728522,-0.013612897451157157,-0.006315842887953572,-0.0906937338023082,0.026906245648860933,-0.047983944399849245,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
AC_pH6_0,0.015618332323172822,0.017986480694102205,-0.0020942311620582715,-0.05232130204367896,0.027150035665734942,-0.02237550246812728,-0.0011359829196463471,-0.15767384187844785,0.03354621268322935,0.01764729336713967,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
AC_pH6_1,0.01756495565823887,0.027049487438862735,-0.005039181203945822,-0.04828515022993088,0.027426753125112998,-0.021334186633643896,-0.013081807827819947,-0.16392972046590365,0.031531279495228895,0.024445064565085835,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
AC_pH6_2,0.017343097206043163,0.018662342874576222,-0.006450124946625336,-0.04520044494096353,0.027466860113908406,-0.01918277744365775,-0.009342010991404885,-0.17294574227669965,0.03718794807953679,0.02880834616882646,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
AC_pH7_0,0.017406330575113715,0.040136671255788084,-0.012299491468331087,-0.049072827269201695,0.04133531328290701,-0.02821888612016388,-0.028343288009257415,-0.21421513001394016,0.04747986053643019,0.06213893591385821,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
AC_pH7_1,0.017011957466602324,0.04916540198675963,-0.01694042839919744,-0.06432519640125657,0.0331825502978071,-0.027207285737537824,-0.02153090057813603,-0.2072473469101217,0.05117834746675647,0.06306038880801719,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
AC_pH7_2,0.017242992594838146,0.05212755637162406,-0.012824847860180812,-0.0645202749028154,0.03259064076387364,-0.02295748035382966,-0.030262130898949885,-0.18801076040481746,0.0411304489215431,0.051831348773253995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
AC_pH8_0,0.017765731429276267,0.053993398070983266,-0.007619160982253755,-0.05833705032811216,0.029229046747736312,-0.02081165878669076,-0.02377874960070071,-0.20849610218859244,0.04522166188968264,0.04918037739460883,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
AC_pH8_1,0.019554197315288634,0.057936155198384874,-0.007282491731254953,-0.06708455049149369,0.028451689829968884,-0.02653443130786005,-0.02291873608108449,-0.19598799413636983,0.043018648924063096,0.04719500672882019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
AC_pH8_2,0.018134996375959857,0.04376978111817786,-0.00944274133314257,-0.05357138331493605,0.03102064774736114,-0.02272794989949983,-0.022004995425434215,-0.20094478622564801,0.04191149643743816,0.05020242727159159,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
AC_pH9_0,0.02009177507589693,0.04209160445662944,-0.006922377845191436,-0.057602425371499164,0.0313994066643974,-0.030177390777870367,-0.025757841095328332,-0.17974980570861832,0.04602821134192789,0.036946337022211236,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
AC_pH9_1,0.018997900379092804,0.05227618700298279,-0.006347747067718401,-0.055250265371540326,0.030637536831200126,-0.024445169926013633,-0.02818085557578699,-0.199070333548538,0.05073923403478187,0.03699100750296013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
AC_pH9_2,0.01801562174830748,0.045649289504989345,-0.006582646130219748,-0.05472370183014351,0.03216840609908104,-0.02668013622417399,-0.03144997533086849,-0.18591724288204442,0.04381997156402339,0.0420479068937509,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BA_pH4_0,-0.027233844405930973,0.007064202298288765,0.0015239672524773541,-0.030043416032972548,0.019539066992052226,-0.00713121779910896,-0.0008822974157722105,-0.08889851224001334,0.021626327502662718,-0.019216788284804515,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139574737368786
BA_pH4_1,-0.030192930983460466,0.007056631160819014,0.0037043285823386636,-0.020914328569627324,0.016090090731563773,-0.004839231802717502,-0.0029397308308145285,-0.0928602827275577,0.023065240569412712,-0.021822298629128413,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048452299554619434
BA_pH4_2,-0.014754647364758925,0.008734882130571036,0.0052164628907390275,-0.02589879111427328,0.013911954682806262,-0.006199974897115128,0.0012640911502682637,-0.11192030096831529,0.023241592964724354,-0.01724778207423894,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018744598294293093
BA_pH5_0,-0.04269154567919348,0.0042686345201471574,0.0049909735730160835,-0.02699910515676374,0.013532798782638881,-0.005585006707064485,-0.0036887394555884874,-0.061858316047684,0.014027832492214181,-0.01965003298352594,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0511412745403946
BA_pH5_1,-0.03715001322814952,0.005882878459018212,0.00238196955912787,-0.026316917888496237,0.020985643189886348,-0.010063994219121727,-0.007240714709395946,-0.06818557186619095,0.015075482489622156,-0.019021273899985394,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024466462930343342
BA_pH5_2,-0.017401395987557328,0.004637129533550014,0.0023265079360293294,-0.020336644108528673,0.005578301633181778,-0.011264929102490783,-0.0016321697183277304,-0.08571061008326386,0.014567349193536716,-0.014416051429250966,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03934321135483189
BA_pH6_0,-0.05019221195222243,0.00014847243609635702,-0.0005068693617763733,-0.03035559515428284,0.015099360503904195,-0.011033636496766757,-0.016815508221802503,-0.06499200300839933,0.02219491357712642,0.012800565545001759,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687666300212
BA_pH6_1,-0.04740532908588648,-0.00031111369962277504,-0.003566605915193973,-0.03024098009842894,0.018229605822783455,-0.015865439158742847,-0.006161044136337611,-0.0736764444410801,0.012619923144254997,0.022724915435132775,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567404454245
BA_pH6_2,-0.04134585490531248,-0.0001377179635607686,-0.0005924789073026699,-0.04042503381714874,0.018969710180940833,-0.010777337674213492,-0.009896926201232102,-0.08536180262170409,0.014193724110398603,0.03172120566601339,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393160174653
BA_pH7_0,-0.07588601586449405,0.0018396715949410972,-0.0060928172278015506,-0.021190399595576788,0.03192966691501762,-0.011919151152605598,-0.009676846696630772,-0.08520303900799024,0.027210036530766802,0.025336381308734415,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47615668850189524
BA_pH7_1,-0.06379147088074165,0.0018738455228183594,-0.0008234522070573728,-0.03796583294706501,0.027452811018928235,-0.01660593819035136,-0.00901358547579983,-0.07263390419761773,0.02188018811461718,0.025974826581128267,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683981394347
BA_pH7_2,-0.061712878134263606,0.00224619733898536,-0.0022978995043946354,-0.03476149368383315,0.02648490712046623,-0.01617279561155516,-0.007893622729765333,-0.07332347201264422,0.01810656373915465,0.02567198134472837,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48110253833913064
BA_pH8_0,-0.050909274375956985,0.002583744597175848,0.002297129883714343,-0.026448970103393424,0.01878840792438258,-0.013955218591119936,-0.010617846686231055,-0.08139802391276411,0.024134289334001746,0.011873249797069507,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936980952847
BA_pH8_1,-0.05531700758182483,0.001804946550856465,-0.006161570940976559,-0.029145181813965672,0.02042525300675112,-0.017479537380454338,-0.013171135400948318,-0.07082855418972346,0.02556800254985043,0.020652273067313695,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698583743298
BA_pH8_2,-0.05404785640375771,0.0023603147203507635,-0.0005480425561899745,-0.03939642821479102,0.02047295717441518,-0.014922972936993063,-0.01042551373819942,-0.07248589269978846,0.03127575955151216,0.014065162970320037,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64407134594908
BA_pH9_0,-0.04986396893858909,0.0015272624661093177,-0.00018187331116717805,-0.032886340898340166,0.027408685826736945,-0.015852234070391755,-0.01686088491717111,-0.06463383084567992,0.02182985615471135,0.005860815516308596,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859295671521
BA_pH9_1,-0.048774399504713385,0.0024991567627243366,0.0002371027774137008,-0.03137421346552994,0.020119284226194675,-0.018795281360330797,-0.010662006272569946,-0.06383891782844843,0.020105092587030454,0.006831669945107854,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741257491587475
BA_pH9_2,-0.03460955107017704,0.002360314720350763,-0.00039679624626170025,-0.039139427842329384,0.019557246786096827,-0.010498125102856885,-0.014883449398305106,-0.060974794472365285,0.017011860788840313,-0.002079790296114009,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74752624576109
BC_pH4_0,-0.03590353967702906,0.01337839947608502,-0.00043658203404882715,-0.025905322241394416,0.015687202359347237,-0.016301697329010656,-0.004742519784232843,-0.06143288300737091,0.026197323765119778,-0.03419288768716481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BC_pH4_1,-0.036478938487884784,0.008985089138150213,-0.0004879446262898664,-0.023875213245982716,0.017660400527326956,-0.010553198983163939,0.0001582017719097748,-0.05934964185985534,0.015601800722272505,-0.03531306613398635,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BC_pH4_2,-0.03467538683310798,0.003877268896802615,-0.0004109007379283093,-0.020639830785601037,0.011796365866194598,-0.008695864483066227,-0.00045594625822875797,-0.05843115975351437,0.021099360742322774,-0.037116417432932744,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BC_pH5_0,-0.04117463283402764,0.010771935083295986,-0.0007768424827119581,-0.01688838887149873,0.015898929293388903,-0.011967738320970017,-0.004248084809793079,-0.05411819421888694,0.02732920430114736,-0.04847870000840528,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BC_pH5_1,-0.029385693047357636,0.015350058324958967,-0.00034938528485920254,-0.03309121956319914,0.016406132355332375,-0.011727689945179486,-0.008661719586538231,-0.052840423271383934,0.018143299717618074,-0.037495867815678534,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BC_pH5_2,-0.036898080285476594,0.011045583034663098,-0.0003495675195818372,-0.026180197204584664,0.014188624631775462,-0.008316324382372526,-0.006494564648879612,-0.0585550760186237,0.020778543685117497,-0.03287144968367141,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BC_pH6_0,-0.045990372274232943,0.011077117142469988,-0.0009522172808647158,-0.0230846024563779,0.017889218537703807,-0.009701063990916898,-0.006137620947607186,-0.09353640060709874,0.014077447610704797,0.012705988093562747,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BC_pH6_1,-0.05728262423659148,0.021043285089342494,0.00017350366582041064,-0.02726431122292643,0.01841928544413784,-0.01908195363600617,-0.01327507765072843,-0.09565572766830091,0.022221952090444776,0.027049161168220252,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BC_pH6_2,-0.056191207810264564,0.014384440324552685,0.0007011353062546769,-0.04010354153002085,0.028738806247711177,-0.01792092782971652,-0.011738935268443563,-0.0951386820929854,0.03429467013024766,0.019321735915930376,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BC_pH7_0,-0.06528278010694877,0.03266362001066623,-0.0007927018209644015,-0.0433661199911781,0.02803605232225812,-0.02463411183784837,-0.01860648276041383,-0.11242256288619147,0.0359555182184862,0.04479705738632576,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BC_pH7_1,-0.054473578043929896,0.026448112927053288,-0.0007825076191321668,-0.040031830307258216,0.023293667148960678,-0.021276982606429126,-0.010668760748661084,-0.10807352946504306,0.03309484229463599,0.028818055643983514,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BC_pH7_2,-0.06221305970264517,0.037348577373701584,-0.0008397756970447035,-0.050830011801875144,0.026172478354495498,-0.012020010112420374,-0.012671347825747468,-0.12363852037197873,0.03785115897979425,0.03718800295306289,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BC_pH8_0,-0.06874788221943637,0.02808042549244736,-0.00021315215722374353,-0.039567535563331584,0.024652514386436206,-0.02494162912440041,-0.0171688505537484,-0.10580004631663147,0.036608500746281254,0.043445148881038884,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,-0.06809574419389601,0.04121252368649712,-0.0003852194418077891,-0.046772175227170414,0.017170512603352894,-0.02239220257362593,-0.015739317780927475,-0.09795453245873038,0.04261653456027094,0.026687114232260244,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,-0.06518693168850048,0.030426217971936516,-0.00038521944180778877,-0.0504484274627074,0.015239319602108522,-0.014750769753818931,-0.014480428051041523,-0.08717653279557179,0.03362355097480443,0.029486713623223103,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,-0.062352128203796306,0.030468346246558687,-0.0003595381456872695,-0.04605280551897442,0.022896621065295265,-0.01757550340631734,-0.018237129135624218,-0.09883573459866256,0.036025129987493805,0.03037023433524629,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,-0.06001435001097295,0.02950399528540995,-0.00046226333016934627,-0.03751635599557473,0.015502887253204116,-0.019720510184440928,-0.010885414207435173,-0.0868626270443201,0.022841542972170784,0.023960588691027268,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,-0.054934221653510695,0.028901107625468922,-0.0003338568495667497,-0.04537967287489902,0.022078562934437523,-0.01948262319778619,-0.01222997201849585,-0.08423429458685545,0.023710177777254062,0.018252287782404734,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.04931426758027595,0.016228226305026076,0.0039422610628864025,0.014187171873839001,0.023888526771055622,-0.005714188172765401,0.000673943186259787,-0.10727103411827403,0.026534013678522213,-0.046807166302333704,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.03799593771605388,0.005046146550904151,0.0007858464883073499,0.013374532532432804,0.024435392844936118,-0.005746278247755508,-0.010239360956070217,-0.09454460166718649,0.022641868222018947,-0.04141012018465477,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.020035698648704133,0.0074483894540563885,0.002640812340313972,0.014485197676264721,0.014993877668419609,-0.011687854541384657,0.0017975283511306927,-0.11933049347737561,0.026259385353845102,-0.04022365630968758,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.03984700994971006,0.006120784690846568,0.0012579943628414799,0.012155210984789807,0.02135530867168437,-0.012964002601802355,-0.003207068096684373,-0.09823201241376607,0.024113541102927665,-0.03440525888424853,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,-0.032617532248082365,0.015163517508493816,0.0032191557178030852,0.01339925707682319,0.019718015504919965,-0.01280108808337346,0.00011509577379278573,-0.10992284181163361,0.02756986001911371,-0.047495952543357124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,-0.02412739394961492,0.015021853668858177,0.005636573981331739,0.012701920108950654,0.019398893467758017,-0.015403735360697562,-0.0112648934935746,-0.09876238884485289,0.025278993608511012,-0.05213233601949785,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,-0.06607479003460512,0.014683231270831567,-0.003654470979843452,0.009932243227958677,0.02444087604303723,-0.013977769065810285,-0.01628355678980765,-0.13052654464769625,0.038094976934725834,0.019713290923315543,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,-0.07522075669273087,0.02290731241845566,-0.0020209667669690203,0.011111995856399123,0.031898365919680705,-0.017620771224408048,-0.013921162717692236,-0.13876846502170617,0.03233695261828278,0.025644983186022093,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,-0.060964458142609694,0.02395524186608584,-0.0010237563061325464,0.011436184217100557,0.0254003347310683,-0.018533329011305527,-0.022596414251172026,-0.12707874914550266,0.02424357081075077,0.021508863788584003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,-0.07521061576254989,0.03407373354486797,-0.002877441628471666,0.012741628930620528,0.03177598131253668,-0.023028280006154728,-0.022566469927196922,-0.16572890036455962,0.042838368396396216,0.044329483371389956,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,-0.06672140587445187,0.03128044909757117,-0.008986261295883554,0.012678505998590717,0.027824750288349125,-0.020608134530484677,-0.017860816302506823,-0.16032417904261664,0.027512128965362263,0.05155245056294877,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,-0.08723350629210472,0.04073971947574097,-0.013835715113774585,0.012647806192221847,0.03042330277516789,-0.026431192470633465,-0.014712799400415111,-0.14692338399427093,0.0347332606351246,0.04693999472519625,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,-0.057470657838427495,0.05710476712202249,-0.004509948893733645,0.012557699751594794,0.025797165776400465,-0.02944445240108863,-0.01859347368712011,-0.1741331744517969,0.02964849820441526,0.0353910653438905,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
