Experiments,delarc_OD<--AC_OD,delarc_OD<--BA_OD,delarc_OD<--BC_OD,delarc_OD<--BL_OD,delarc_OD<--BT_OD,delarc_OD<--BV_OD,delarc_OD<--CC_OD,delarc_OD<--DF_OD,delarc_OD<--delarc_OD,delarc_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
AC_pH4_2,-0.0017489390949840125,-0.013691807330950448,0.003192387486443572,-0.0010894218767466752,0.0006241692602634428,0.0004129654331051774,0.005687408026145853,0.009957038640328071,-0.06067749602963097,-0.04343856732887418,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
AC_pH5_0,-0.002188199497759343,-0.01658442807586297,0.004129036931402011,-0.0007970973201419999,-0.00039548251372964493,0.00124049309803092,0.006379480909394182,0.0042163011788026155,-0.06017285128002582,-0.036599516316276524,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
AC_pH5_1,-0.0016322740232167046,-0.015643118762451672,0.003446083418701007,6.091931591863275e-05,0.0001105104872713916,0.0024088442131229067,0.006399269998073579,0.005510861381240514,-0.05778920861123048,-0.043644150274441296,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
AC_pH5_2,-0.0016043573423572214,-0.015349903064577475,0.003912208142649867,-0.0025607737315737696,-0.00012004945913086747,0.0016053815024054566,0.007092508735216182,0.007756245664280392,-0.060908118563339754,-0.040595404630445926,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
AC_pH6_0,-0.0016726034669124557,-0.01958066134997036,0.004237978866566783,-0.002692685788092406,-0.00040815857441529006,0.0007614644811205244,0.008918321628285491,0.00863934126885041,-0.07409792649357215,-0.024877333263664137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
AC_pH6_1,-0.0012952841202849934,-0.019901567061796136,0.003432631567120552,-0.002058339614583099,-0.0009383234875681612,0.0006869763791885067,0.008732845394507699,0.008434473058289807,-0.07903657200705745,-0.01882910248540018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
AC_pH6_2,-0.001186991853882437,-0.020484405973035358,0.0038344221043845883,-0.002092498365951622,-0.0002050514195276352,0.0003764532830404198,0.008195947428112445,0.008684378907732342,-0.0765558223588311,-0.02133869461553252,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
AC_pH7_0,-0.003450244141985541,-0.020705056938788165,0.004193141003665717,-0.005390838530400527,-0.00023990716299284956,0.002536755343494208,0.006169722115863923,0.011328815915014431,-0.10702672411080291,0.011812073834564372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
AC_pH7_1,-0.003228741610503714,-0.019896305394561394,0.004192635034737379,-0.0026910407290510504,-1.2393580830615825e-05,0.0024607064996076664,0.006144920597257821,0.01002562683885512,-0.11031359710285196,0.012545926632440604,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
AC_pH7_2,-0.004008513055741788,-0.02143958089468272,0.004249281194061041,-0.004871290604705396,0.0002922864193501675,0.0017277087659939487,0.006897177838760874,0.010593806317319038,-0.10662212091538567,0.01240898214928482,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
AC_pH8_0,-0.004666672224259896,-0.0190472640518261,0.004580426060635111,-0.004005983837920686,0.0003564049465500781,0.0012205178169128687,0.006971644832874121,0.01025307136385337,-0.11596264529163418,0.019528237595830274,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
AC_pH8_1,-0.004759103479268758,-0.020670354985024616,0.004197137190595915,-0.005661603474746581,-0.0003088262288466741,0.0037774421177480533,0.007721986602181974,0.009392485093811286,-0.115130692794919,0.020669267286101113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
AC_pH8_2,-0.004238626770675183,-0.020185249668100605,0.003613288953252461,-0.004783576445087142,-0.00010100714862346667,0.002362563292617384,0.008190868960126585,0.010269539628339848,-0.11657161265125741,0.020671549131688862,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
AC_pH9_0,-0.00409228130527165,-0.019945344545109118,0.003144936059480129,-0.0044568080908578365,0.00022766518366077598,0.0021656585168903287,0.007023964819052945,0.009900215870660282,-0.1198460516673715,0.025105782561004156,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
AC_pH9_1,-0.004218343086540701,-0.0186827135377604,0.003755211561270383,-0.003392849975953932,0.00019655657203301174,0.002365350402567699,0.006963418113148731,0.010252256723849672,-0.12262312124766729,0.024611971883670144,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
AC_pH9_2,-0.003994861957819566,-0.020202484785214712,0.005433031246875939,-0.004465441681120707,0.00016397003246390113,0.002442951762805815,0.007877826946585077,0.008033347381683797,-0.12055641230033792,0.02449581074973812,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BA_pH4_0,2.1575242280960857e-05,0.006732800588335678,0.002973505773622057,-0.003277377207642016,0.0005601953650298311,-0.00023446676523789092,0.007479827310080114,0.008789957803876503,-0.06889779884287198,-0.05492048215363983,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139574737368786
BA_pH4_1,-9.879850175069623e-05,0.0038178894514946824,0.002697421788521434,-0.0014417787835649832,0.0002843273398668872,0.00014784346780051337,0.0056947744281395625,0.005161159676702125,-0.06810877858458654,-0.04892632318822586,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048452299554619434
BA_pH4_2,0.001941414093193801,0.006007354372059518,0.0021072758021561987,-0.0035497367705987853,0.0002059494412463644,0.0014106140480093332,0.005513809002611948,0.0031179053433563397,-0.06599985327814585,-0.05152699496920989,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018744598294293093
BA_pH5_0,4.5096323541974594e-05,0.005530657355228195,0.002361291702026906,-0.002248391897782036,-8.42503231504676e-05,-4.3460451390432045e-05,0.005439202276908834,0.007397975830928139,-0.07162685991629311,-0.047543523258165174,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0511412745403946
