Experiments,delarc_OD<--AC_OD,delarc_OD<--BA_OD,delarc_OD<--BC_OD,delarc_OD<--BL_OD,delarc_OD<--BT_OD,delarc_OD<--BV_OD,delarc_OD<--CC_OD,delarc_OD<--DF_OD,delarc_OD<--delarc_OD,delarc_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BL_pH5_2,0.0007456433862123806,-0.01786119018559871,0.0030885995147020913,0.0009977729561860154,0.00013805900578913393,0.0017541724832161605,0.006756542980185021,0.007330072638781173,-0.059137441924894646,-0.04458449376018151,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,0.0007222083988397027,-0.016853805291263957,0.00341971557425416,-0.0008396525932071002,-0.0002916712313890459,0.00016738235950469968,0.004054721438366434,0.009109678469274353,-0.07057379636913538,-0.02968704366084675,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,0.0006539818838886604,-0.01782266955984676,0.004319331403011861,-0.0016651869654331524,-0.0008258197683355087,-0.0008491726219654071,0.005639657242142635,0.007308498345639393,-0.07514587718183581,-0.02238500562779929,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,0.0001990430478168583,-0.02017901463677054,0.0029102276095553576,-0.0007733659292368784,-0.0013432354836360285,0.0025624362994795253,0.005404965556834057,0.00996486886040024,-0.07364767270972546,-0.02587051542961727,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,0.0015218169533688106,-0.020826793442601747,0.002009700267859126,0.0007991571270901225,-0.00015359001963035043,0.0015791727634875668,0.008357331914746243,0.012072044254645054,-0.11875675217612928,0.012625649470997893,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,0.0016381915269986442,-0.022340043582346127,0.003373980619337247,0.0009996668281762498,-0.0007603648952815851,0.0021135460196629813,0.008856098753116702,0.00960888941893759,-0.11809705321717519,0.013834825642406944,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,0.0026187658601481,-0.021709938849443975,0.004312087514478227,0.0009614628423815198,0.0002224051174910167,0.0010223092754249995,0.008046591265693953,0.009027853666440296,-0.11838321272526746,0.013109413127050452,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,0.003692992355512536,-0.02212317289217659,0.0047112604263036114,0.0030434953915360187,1.753375582073011e-05,0.0017693702034328287,0.00916002464035283,0.007463363467351251,-0.13287772645768908,0.024370596294655746,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,0.0025962277242670894,-0.02173431253384637,0.0038457003268210777,0.002519698117090309,-0.00033297589858588973,0.0024040159971817675,0.007687212183423664,0.011226729093038517,-0.13507190504475783,0.02608734722046748,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,-0.0003994808443214579,-0.018671986655048704,0.0038404404436764524,0.0025246466761050033,-0.00018817268635915765,0.0021054159234399367,0.009011112189163334,0.009040649361584495,-0.1340414123050869,0.026006525081946796,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,0.003111649259277014,-0.020161177431759627,0.0030041429821563805,0.0028367316074993294,-0.0004843944181566669,0.0030342194437980646,0.007231427573639414,0.006332894223539726,-0.13521187836790216,0.02953412229357207,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,0.003646589206612628,-0.020907407824112025,0.0027985460764687995,0.002684679514849964,-0.0002451313287019749,0.0027298199514979916,0.008197470032002612,0.009479954560165819,-0.13796158720293775,0.02880480411826917,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,0.0037278985879991362,-0.021523621315541475,0.003784987547475359,0.00474580619889109,-8.188748813193733e-05,0.002600623638085698,0.008581343879518302,0.008209970347259355,-0.13772850530222064,0.026911121127398116,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,0.00133716064626756,-0.011200904813797577,0.0016223862224622912,-0.002363877992915071,-0.00028346138155978614,0.0014574529943258867,0.0026103373260601705,0.006148889304503151,-0.05696399541895674,-0.04313624944537879,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,0.0008280022409947028,-0.013352517310691914,0.0022776892068593403,-0.0016774483284224637,-0.0004733878568462701,9.984866108583363e-05,0.006624673281026922,0.008851835964166598,-0.06123050292953849,-0.04272045586987034,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,0.0008063606950251962,-0.012592049963448357,0.0013581186435792773,-0.0015785446017980587,-0.0003382608229699343,0.0008696916667015657,0.0047616293248922935,0.0037260999530553817,-0.055546600642897515,-0.04223870666859591,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,0.0013915260298096625,-0.015027141208234044,0.003479591688222212,-0.0017100034216823794,-0.0004990783754898158,-0.0005289671796819442,0.004734092102102613,0.009900137197388253,-0.0631822677904173,-0.03933015199297149,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,0.0008735173973052422,-0.01433719002034353,0.0025333801138660186,-0.0007236527165640953,-0.00038877851127282307,0.002066157878093097,0.006644085363849349,0.0073283788464639475,-0.0610360578228922,-0.043732102841300795,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,-0.0011659113139561976,-0.01287701694537764,0.0036722942020582126,-0.0010013206748534806,-0.00044896148145198863,0.0017112509161233908,0.005821017915301997,0.0064329831626104275,-0.06040214436371688,-0.04251445384615142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,-0.0004524712329325454,-0.015758047677252605,0.004679976118647536,-0.0012407422802694478,0.0011757005200437873,0.0006542181806719824,0.006035960099619369,0.006413072807633356,-0.07371485623490555,-0.028565072487715802,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,0.0016325800412374993,-0.017017362341284748,0.002987894180190304,-0.0013642481131398154,-0.0001543178409337998,0.001557839659407087,0.007585786879062654,0.006294475964715946,-0.08280398147747571,-0.0194909298962549,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,0.00028736622761125114,-0.018071863878032435,0.0048259669153586674,-0.0014789580132650298,0.00041557321729867333,1.749380451181638e-05,0.006308110822802004,0.008777510705201523,-0.07978224692299317,-0.02207121577437805,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,0.0037388351138519208,-0.01738106811824052,0.0015950386517721677,-0.005071160038528235,-0.0011726602782373844,0.0014107296810201974,0.006431936297727666,0.009854795731928039,-0.11349278999573509,0.013314080220525682,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,0.0021860864013433456,-0.019457528438905015,0.0028452102742765263,-0.0034781525478414883,-0.001434310341010922,0.0023461484649906993,0.008209932916190316,0.008016918880622026,-0.1133620592344391,0.013355490978321305,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,0.0007851877970540038,-0.017556001346396365,0.0018390578096327576,-0.00285463401156923,-0.0014282916972170698,0.0006616538212351173,0.005894182139764664,0.008705093128525694,-0.10909408349219875,0.012275573629076065,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,0.003176748224574587,-0.018600803497044936,0.002443468839578006,-0.004265007409064665,-0.0013201268470805618,0.002134584965913192,0.007647078445424204,0.007870882895329721,-0.12182851699221393,0.021969428468981513,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,0.0008223816647153831,-0.018436500835029977,0.003061347717176315,-0.004257039077094068,-0.0014518027039973657,0.00160288846363192,0.007918923869729044,0.00887309428466403,-0.12235269942523344,0.02344714312611715,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,0.0021401478738888456,-0.018766429349780088,0.001087648425575183,-0.004280565763297288,-0.0015399250841659055,0.0022477456020272295,0.00813373630137547,0.008103533341022935,-0.12214051217326649,0.024242357930735398,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,0.002656371920653013,-0.017174968635258473,0.0026881620490356623,-0.004491842638539233,-0.0007817001284464545,0.0033941244431163952,0.007963888752071754,0.006798042534324138,-0.1285003340875973,0.026675992904473905,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,0.003955699616800185,-0.01795151052267655,0.0021222267202709033,-0.005364506740285002,-0.0006612945283236723,0.0033311662660992667,0.007218867550077646,0.008139351198206779,-0.12773695088761008,0.026174688826760516,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,0.002547217361305072,-0.019013985434304114,0.0035814827551012454,-0.005078178174469783,-0.0006486560307119199,0.0036993915425694505,0.006430334448814393,0.007607791184083274,-0.1272222524800379,0.02732459190261105,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,-5.011660249336841e-05,-0.013002723228672278,0.0034269172827834653,-0.002990596093561339,0.0005861838518277452,0.0003585350408178313,0.007083748543392057,0.007568025093363678,-0.057498082550161526,-0.0462541542250825,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,0.0022360380253066197,-0.013931478650673575,0.002178912535309791,-0.0016290983687276435,-0.00010908442994822671,0.0003778162169391709,0.006865062920943546,0.007513871795457341,-0.05819704445645861,-0.04607725847431498,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,0.0007728094478016319,-0.013096035466245982,0.0029058880844841845,-0.002570187264810439,0.00021091375014056318,0.0004429325696242897,0.004667746052145958,0.008891260138024455,-0.058021314432439595,-0.04497627576489164,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,0.001229179958286494,-0.01688578930238019,0.004108248469622238,-0.001210397617972416,0.0003033233887475468,0.00043606908101102604,0.006140695496097858,0.008176414334903591,-0.06536963003809036,-0.037700376656392344,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,0.0010310545725666967,-0.014218829957687336,0.002274869197736616,-0.0030616394398005125,0.0001566020334544386,0.0007812451830376758,0.00745848259848097,0.006976919310248415,-0.06074132980616844,-0.04142963662338645,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,0.002295920107027759,-0.014692906474937564,0.0031206493338812947,-0.003443080445994503,0.00045485284665356513,0.0005132168612402426,0.00782101787302805,0.006527990371636723,-0.06347638673108558,-0.03989353664867256,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,0.0005041176760974141,-0.017121556329986326,0.003105958327651023,-0.0010087891441324483,-0.0005137023264947154,0.0037748144809966492,0.006855798353967459,0.009978630063326461,-0.08397332951102568,-0.02237420455107222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,0.0023318578464829416,-0.01686061103706775,0.0021176880468492918,-0.004289992652509526,0.000814955584380937,0.004523706130035545,0.003983680304625759,0.009463761811671047,-0.08623948160396973,-0.016617827193568583,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,0.0009134955412667727,-0.017511643657217857,0.005294899648946264,-0.0029636288822992986,0.00012332851796046558,0.003071734189339307,0.0068692401861367,0.00943550057385279,-0.08913400360261614,-0.016871185281678386,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,0.001809250174657159,-0.019995942119023075,0.0038039204057144084,-0.0030640989930733405,-0.0003541344954915677,-4.438147758660074e-05,0.00709057157130345,0.009361829313894976,-0.11197901595059945,0.012599738684037458,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,0.0025813383932994753,-0.021312275107788006,0.003763202827261843,-0.003998209322276325,-0.0002493042045313396,-0.0002925390912138881,0.008944641782537751,0.011716974970439206,-0.11581188927364089,0.01388579616566067,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,0.001818706875909929,-0.019778087288141254,0.005066396811086198,-0.0031494052351816832,0.0006120077779759531,-0.0007000420631273937,0.005100222923185513,0.011265105025275895,-0.11393088469848688,0.012923716935126678,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,0.0038590457387592462,-0.018630220705400345,0.0038408035720172125,-0.0048333209688248835,-0.0003814971317415657,-0.001976795653286186,0.007770239918128304,0.009649093125177465,-0.120590409864874,0.020520799143806744,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,0.0011895265397818188,-0.019852768613592437,0.004855926156691883,-0.0034319985981868663,-0.00018241696707580517,-0.0017624954037044353,0.008447921949884167,0.009251771672912268,-0.11990925988749318,0.02062153032454459,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,0.0034268315039251178,-0.018464902244184327,0.004085599699098131,-0.004716363497402358,0.00021486750763395683,-0.001490457296047521,0.006684069785734882,0.009184419467397356,-0.12136656395929016,0.021670236205277228,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,0.003242437888098799,-0.020381301515128302,0.003691382936161498,-0.0046538155104803,0.00022849903158519738,-0.001686514413551144,0.007435711596323094,0.010096645322830779,-0.1221987028549547,0.023453394762523803,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,0.00444224640403105,-0.019821681768997852,0.005035340902598008,-0.0044572798648606195,-2.563723727413015e-05,-0.0017040630575755336,0.007968191883486252,0.009067689789378124,-0.12577902225210613,0.024501952313534595,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-5.4929360099460276e-05,-0.017769872698446983,0.004460010846023973,-0.004821962753067846,3.5938134659890274e-05,-0.0013931411990652889,0.007955727454112922,0.009830356492944382,-0.12176115461017774,0.022746765113071263,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.00021994338087413524,-0.010254373579569489,0.0031455225367908904,-0.0023170828462942793,-8.28624127999593e-05,0.0011222796563221064,-0.0019508803927380095,0.005622604071446087,-0.05546827759350773,-0.04036924894494207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,0.0008271224991134986,-0.012998344217953473,0.0025364245668701496,-0.0007578994690076165,-0.0001268431317547101,0.0018732979537352265,-0.002621696623771086,0.00824630864288496,-0.05541913731509577,-0.04233149579118775,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,5.308172625044203e-05,-0.0107147055313639,0.002167305230446483,-0.001601611881152443,0.0002540831397409021,0.0006144566963548242,-0.00211864096638949,0.007002364675635876,-0.05549416869473848,-0.04093442728095081,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,0.0023031781354676127,-0.01607175775196242,0.0025345917232334615,-0.00183530834948887,-0.00017772837420520585,0.0009969204081141428,-0.0034930842888096104,0.006247928815529398,-0.056792379803955545,-0.03448462340008954,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,0.0015418106382307807,-0.01726584241765997,0.0036329859333193836,-0.0020131185934271515,0.0002795452948497679,0.0017574762229038323,-0.003799319549099258,0.00859565529162469,-0.06062350954860449,-0.03287794615830417,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,0.0017976246118221607,-0.01426573353212165,0.002458961398705192,-0.004346172518056373,-7.652939661689422e-05,0.0007460747602517187,-0.0037193825938131495,0.006741702378444047,-0.05636326144084983,-0.033745546583086254,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,0.0027521454640056773,-0.02050359446069469,0.003972814378693053,-0.004031954861205558,0.00016276471964691032,0.0009498405974844226,-0.00366168076577394,0.01164030954160768,-0.08348273727718905,-0.008570170222741107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,0.0007828505920327237,-0.018508220419449647,0.0029239275112100268,-0.003926060734235724,-0.0007096653658410772,0.0025342453141575265,-0.003759508865035098,0.011305930556162544,-0.08228102485284856,-0.009134736622319272,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,0.0005404865061459347,-0.018758257245240006,0.004384940885331319,-0.0032076663621093916,0.00033202445053536,0.0007821531431830434,-0.0037909375357887023,0.00929448383657829,-0.0833503997018156,-0.006999090862986834,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,0.0018875401823417006,-0.019469011270481607,0.004864850338224484,-0.003832808512708417,-0.0002482464091609343,0.002396534499914749,-0.004288012035514998,0.010292639162229455,-0.11133078514395844,0.01895503628351118,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,0.003033191309027052,-0.02009866213021071,0.0035599922583155,-0.004260425282561261,0.001475469123410142,0.0015337432046299397,-0.004347192810281463,0.011361456455095951,-0.11049801182325765,0.017468176809665947,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,0.0028398527788079313,-0.020563791931971262,0.004123682590282483,-0.003488387433083162,-0.0004890882709751974,0.0016119769822968107,-0.004236497700862263,0.009691824773731436,-0.10855970791581537,0.01829787324142197,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,0.002220783321915762,-0.016866921053632453,0.004033926304267799,-0.004786555239039921,0.00032360725752685304,0.0028714906424283987,-0.004379820379873981,0.007682739000605501,-0.12044957920423022,0.028578066463865664,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,0.0029180642695206672,-0.018353382258311565,0.0026137266688696726,-0.004171468598525163,-0.00015465370581849793,0.0034431460564551155,-0.004370348450282346,0.007776251056272051,-0.12025315791854392,0.029779559955324813,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,0.0018934326683697506,-0.01760340572375318,0.00472516402926134,-0.0043604195247525755,0.0004150313074174128,0.003178452493056006,-0.004961229397550872,0.007482668154913444,-0.12006208039334289,0.02852012350021498,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,0.003447087054019389,-0.016450179433045185,0.0044691031167040695,-0.004924333055868098,-0.00040993563506914235,0.0031524343561867008,-0.004886079867896825,0.0075064246121632015,-0.12286768224738212,0.030190898184867004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,0.0018675910616698483,-0.01762173805547797,0.004331099831539653,-0.005506344593089561,-0.0004946366470793016,0.0030117618972840513,-0.005376833670813105,0.007038774519510891,-0.12292605579709226,0.03490411854794492,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,0.0027206089509570087,-0.015987738377374154,0.0036156216263771037,-0.00650528320475765,0.0008501717318659251,0.0034286907347648044,-0.005756028048370194,0.008882371663399362,-0.12339601346817998,0.03137533550515124,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,0.0011825462430715568,-0.013416053753184234,0.003680722538543784,-0.0016728423017522566,0.00023240623590738816,0.0011215837429399066,0.007852688418782276,-0.00302445331669372,-0.05469186135851172,-0.04203699909879461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,0.0012490079325178404,-0.0137408482534406,0.005245217736000597,-0.0030846661620813863,-0.00043064181571421503,0.0019316270202398302,0.006274893752744664,-0.0024364002583467438,-0.05421692860110299,-0.04156352391304529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,0.0016381517668133199,-0.014160426469600714,0.0033484825103179254,-0.001153657148065775,-0.00016091825521510656,0.0007378496747949846,0.00768315431216489,-0.002822310922910337,-0.05460106997143316,-0.04128151773191664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.0010556289456460784,-0.013326974841563598,0.003484618333370789,-0.001766455523345781,0.00028753889967565927,0.001669135375515275,0.0068923650131277395,-0.003302606496474017,-0.05784148853434167,-0.03581276621507562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,0.00089755055697068,-0.013312294496142347,0.003055834109368532,-0.00270091097963893,0.00029631299493105434,0.0014942749395318651,0.004822040462623472,-0.0021632392453434673,-0.05577281163924415,-0.03738901905148572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,0.0001167661988216908,-0.012595955386109976,0.002831276755618012,-0.0006567917375460914,0.0005301912938771047,0.0011375700131706563,0.006580321646254997,-0.0034825122842322208,-0.057242213920082746,-0.037990914973551816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,0.000694730583092441,-0.016938123417937236,0.003573042325999425,-0.0026565153929202457,-0.001072313115000725,0.0023714615793331804,0.008148293038425238,-0.004024009016220983,-0.06377556798898656,-0.027093261287588134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,0.0012634542195693306,-0.017655119461857754,0.0014153548524431562,-0.0038515293986901,-0.0006543730126450897,0.002888132285164749,0.007735052131440329,-0.0051236320011641655,-0.06641575090587139,-0.02037385159455564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,-6.318003263162485e-05,-0.016626210794176744,0.00482619040929105,-0.004446358437771384,-0.00019910627409167945,0.0027597572751667195,0.00685766669638131,-0.004507967583511186,-0.06775825634112823,-0.021614797803694786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,0.004811621541562291,-0.019838401956240766,0.0032975239533445107,-0.002504119279429965,-0.0003946091947348228,0.002350769966192867,0.006705340457189341,-0.00758965861376213,-0.0978369723317092,0.010226242817614388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,0.002638120725750924,-0.01873401179909706,0.00302637178612792,-0.00473832412906315,-0.0001017273573771769,0.0006804428541142,0.009697656767523807,-0.007826695497269215,-0.09450565233016793,0.009091555821182935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,0.003868559365687164,-0.020689962389676467,0.0031133312602405956,-0.002352421886247138,-0.0003475637086059733,0.0025001618565748574,0.008560941909318385,-0.007471732845448927,-0.09926595755812265,0.011312381829256596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,0.0029118277812781547,-0.019030685389171475,0.004697785944394442,-0.0037136670420675187,-0.0012684426877809616,0.0036319013684988017,0.008467967852788128,-0.005244285138728825,-0.11201634611934422,0.020791680543966917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,0.0029272533013768817,-0.021027449848859202,0.004316296221121496,-0.005150428229699965,-0.00035341265732827525,0.003717567629140357,0.008667972094338871,-0.004929665213693742,-0.11310206142456636,0.02416166524200336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,0.0038572264397921767,-0.01836603209376335,0.0024794058987627865,-0.00417536597860896,4.7243591397999516e-05,0.0030533849285996474,0.009071879920590184,-0.005567145509564358,-0.1146482957996752,0.023475435716302496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,0.004665108909425529,-0.018854890818019276,0.0039115106670752796,-0.005971836525460951,-0.000698823783060779,0.004600090055685975,0.008635472637479718,-0.0045157790507959275,-0.11927504970732589,0.026731934709393463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
