Treatments,Time,DF_OD,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,sample_51,sample_52,sample_53,sample_54,sample_55,sample_56,sample_57,sample_58,sample_59,sample_60,sample_61,sample_62,sample_63,sample_64,sample_65,sample_66,sample_67,sample_68,sample_69,sample_70,sample_71,sample_72,sample_73,sample_74,sample_75,sample_76,sample_77,sample_78,sample_79,sample_80,sample_81,sample_82,sample_83,sample_84,sample_85,sample_86,sample_87,sample_88,sample_89,sample_90,sample_91,sample_92,sample_93,sample_94,sample_95,sample_96,sample_97,sample_98,sample_99,sample_100
DF_7,6,0.050488,0.03870641,0.03899345,0.039694723,0.039426975,0.03842408,0.037699353,0.040560115,0.043156408,0.039652467,0.040744748,0.038001426,0.036723003,0.041673433,0.03888247,0.041540954,0.039146304,0.03803499,0.036521066,0.043552082,0.03565903,0.035979506,0.03971425,0.043169636,0.038747646,0.03818955,0.038990468,0.036121164,0.03822726,0.038692832,0.040555492,0.039794587,0.040949292,0.038122684,0.040644694,0.040612586,0.040202968,0.038640767,0.034532968,0.039196394,0.039612286,0.036642756,0.041109793,0.040311158,0.0387935,0.038823623,0.037046764,0.040862978,0.04233583,0.039724443,0.039335392,0.04029644,0.041005194,0.04090037,0.044155613,0.039496165,0.040703475,0.042943288,0.038621455,0.03706241,0.03686621,0.04175539,0.037495166,0.039422277,0.03670962,0.03856024,0.03993547,0.042533617,0.03971107,0.040974244,0.036985908,0.038898434,0.042447954,0.041720875,0.04157693,0.035251524,0.035110068,0.035450388,0.04473008,0.041312873,0.03708623,0.040709462,0.040924817,0.04356948,0.042088814,0.04204799,0.041303005,0.034954153,0.04059506,0.043373715,0.034024026,0.038343262,0.03634536,0.03852358,0.038162623,0.038396757,0.040343516,0.039588857,0.039779175,0.04100791,0.04228429
DF_7,9,0.03697433333333334,0.038707204,0.03899494,0.03969535,0.03942765,0.038425233,0.037701182,0.040561184,0.04315731,0.03965307,0.040745664,0.03800276,0.0367251,0.04167436,0.038883664,0.041542362,0.039148852,0.038035657,0.03652225,0.04355297,0.035660554,0.035983123,0.03971545,0.043170545,0.038748443,0.03819041,0.038991705,0.036123168,0.038228054,0.038693838,0.040556155,0.03979565,0.04095014,0.03812371,0.04064636,0.04061388,0.040204063,0.038642526,0.03453498,0.03919813,0.039613493,0.03664371,0.041111574,0.04031238,0.038794648,0.03882564,0.0370478,0.040864017,0.04233708,0.03972564,0.03933642,0.04029727,0.0410063,0.0409016,0.04415659,0.03949724,0.040704448,0.04294417,0.03862268,0.03706551,0.036867,0.041756257,0.037497234,0.039424535,0.03671073,0.038561694,0.039936326,0.04253446,0.039713245,0.040975157,0.036987644,0.038899623,0.042448852,0.041723,0.04157749,0.035253353,0.035112724,0.03545173,0.04473067,0.04131326,0.03708724,0.040710673,0.040925562,0.043570768,0.042089414,0.042048834,0.041304044,0.03495624,0.040596142,0.043374177,0.03402674,0.03834397,0.036347922,0.038524527,0.03816424,0.03839814,0.040344726,0.039589986,0.039780434,0.041008905,0.04228508
DF_7,12,0.052555,0.038707204,0.038994927,0.039695356,0.03942764,0.038425203,0.037701227,0.04056118,0.043157313,0.039653126,0.04074574,0.03800281,0.036725093,0.041674405,0.038883664,0.04154239,0.03914881,0.038035657,0.036522213,0.04355293,0.035660557,0.03598315,0.039715435,0.043170568,0.038748425,0.038190413,0.03899171,0.03612318,0.03822804,0.038693815,0.040556137,0.03979563,0.04095015,0.03812367,0.040646374,0.04061388,0.040204056,0.03864252,0.034535006,0.0391981,0.039613508,0.036643725,0.041111555,0.04031236,0.038794663,0.03882568,0.037047893,0.040864013,0.042337056,0.039725643,0.039336424,0.04029727,0.041006297,0.04090158,0.0441566,0.039497256,0.04070443,0.04294416,0.038622636,0.037065532,0.03686702,0.0417563,0.03749724,0.039424535,0.03671075,0.038561672,0.039936338,0.042534478,0.039713245,0.04097515,0.03698766,0.0388996,0.042448856,0.041723005,0.041577484,0.03525336,0.035112746,0.035451774,0.044730697,0.04131325,0.037087213,0.040710654,0.0409255,0.043570813,0.04208937,0.042048823,0.04130404,0.03495626,0.04059615,0.043374166,0.034026742,0.038343977,0.036347896,0.03852453,0.03816425,0.038398143,0.040344745,0.039589986,0.03978043,0.04100888,0.04228506
DF_7,24,0.04285666666666666,0.038707156,0.038994964,0.03969537,0.039427646,0.03842524,0.03770121,0.040561195,0.043157328,0.03965311,0.040745683,0.0380028,0.036725093,0.041674383,0.03888366,0.041542318,0.03914883,0.038035657,0.036522213,0.043552987,0.035660587,0.03598312,0.039715454,0.04317058,0.03874845,0.038190436,0.038991693,0.036123175,0.03822805,0.03869385,0.04055619,0.039795622,0.04095016,0.038123693,0.040646352,0.04061382,0.040204033,0.038642496,0.034535024,0.039198153,0.03961349,0.03664372,0.041111533,0.040312406,0.03879465,0.03882567,0.037047897,0.04086401,0.042337086,0.039725635,0.039336395,0.04029727,0.041006308,0.04090159,0.0441566,0.039497267,0.04070443,0.042944178,0.038622692,0.037065525,0.036866996,0.041756332,0.037497252,0.039424546,0.036710724,0.03856171,0.039936323,0.042534478,0.03971322,0.040975146,0.03698763,0.03889964,0.04244886,0.04172302,0.041577496,0.035253365,0.03511274,0.035451744,0.044730697,0.04131329,0.037087254,0.040710665,0.04092551,0.043570787,0.042089418,0.042048797,0.041304037,0.03495627,0.04059614,0.043374173,0.034026742,0.03834397,0.03634793,0.038524535,0.038164254,0.038398147,0.04034473,0.039590005,0.039780434,0.041008886,0.04228507
DF_8,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
DF_8,3,0.031251,0.036842298,0.030130412,0.030834379,0.03241274,0.034129463,0.028300986,0.030022284,0.02774718,0.03354492,0.030813625,0.031459562,0.032805506,0.030656785,0.026173973,0.027971381,0.027548565,0.028472971,0.030984567,0.03586894,0.034575477,0.032458745,0.03041063,0.030665874,0.029682416,0.030115185,0.031006092,0.032276005,0.030891549,0.028452998,0.025893673,0.036152203,0.02805111,0.032569554,0.029421806,0.02678365,0.02840417,0.032731544,0.036158465,0.030793438,0.031656723,0.023606509,0.029737873,0.025727214,0.03377752,0.029068192,0.028115492,0.03326925,0.026825951,0.029177343,0.036128882,0.032482438,0.03378318,0.0273772,0.025677541,0.028680434,0.034086853,0.031271324,0.03228108,0.03433958,0.028986637,0.03313022,0.027734978,0.032615766,0.03388295,0.026026236,0.034299836,0.03090558,0.025378974,0.03563195,0.02646358,0.03676627,0.032610647,0.03165212,0.03718813,0.032919843,0.028616462,0.028859567,0.03132761,0.030652847,0.029693253,0.025248125,0.028352417,0.030602088,0.025826566,0.02858297,0.030454997,0.027755762,0.03130077,0.032390118,0.03233354,0.033466604,0.034156226,0.03367708,0.031971525,0.031058418,0.028849114,0.03190382,0.02735306,0.036469705,0.03433303
DF_8,6,0.040154,0.04214008,0.03512404,0.035389937,0.038306303,0.04118217,0.03383085,0.03493388,0.03302582,0.03844318,0.035880435,0.037894152,0.038110957,0.03601683,0.031525556,0.033491306,0.032346476,0.03345578,0.036775198,0.042056013,0.040587675,0.03872704,0.03531457,0.035193965,0.034491643,0.035823893,0.037344072,0.03773919,0.03622658,0.032914624,0.03104962,0.042089257,0.03317984,0.03857214,0.0347681,0.032388236,0.035296485,0.036311105,0.0428128,0.035909086,0.0372852,0.027885731,0.033981524,0.031067697,0.041550774,0.033397842,0.03269828,0.039355222,0.0313374,0.03442904,0.04188226,0.038923085,0.040550355,0.03330658,0.029961918,0.033673514,0.039894335,0.036431093,0.03859134,0.04037619,0.03370202,0.038051352,0.03337343,0.03826638,0.038486335,0.031285405,0.03974282,0.03536007,0.029958677,0.04229224,0.03107191,0.04156607,0.03934941,0.0373251,0.042717785,0.038934693,0.03386474,0.03377596,0.037093636,0.03602582,0.03509168,0.029424516,0.03383812,0.035929367,0.02984895,0.03383681,0.03685409,0.0318601,0.03677921,0.037952345,0.038362112,0.039183076,0.039205264,0.03968692,0.037562065,0.03635022,0.03364597,0.037308216,0.03138212,0.042618044,0.040173106
DF_8,9,0.036179333333333334,0.042435385,0.03554169,0.03571694,0.038804475,0.04183729,0.03444703,0.03533868,0.033614825,0.038744792,0.03630051,0.03854484,0.03849378,0.036488604,0.032231085,0.034118995,0.03283328,0.033944998,0.03731366,0.04250278,0.041013975,0.0392867,0.035721723,0.035527363,0.034896687,0.036377404,0.03799189,0.03816265,0.036671083,0.033312008,0.03171734,0.042475395,0.033715375,0.03907732,0.035279512,0.033101674,0.03625122,0.036484737,0.043296583,0.03633256,0.03776105,0.028475963,0.03429181,0.031789932,0.04235333,0.033753768,0.033118397,0.039850075,0.031788114,0.034937948,0.042236034,0.039516095,0.041130994,0.03409375,0.030427681,0.034152586,0.040326666,0.036841456,0.039161235,0.040827867,0.03412526,0.03836903,0.03405481,0.038710695,0.038752984,0.031964067,0.04010166,0.035675958,0.030503437,0.04277315,0.031574827,0.04180334,0.039991993,0.037812576,0.043023277,0.03943566,0.03441118,0.034227245,0.037600033,0.036497783,0.035611946,0.029877758,0.03443689,0.03638961,0.030254008,0.03436511,0.037536472,0.032212377,0.03723469,0.038382582,0.038891234,0.039602846,0.03952741,0.04015778,0.038019538,0.03677856,0.03409032,0.03774066,0.03172664,0.04302192,0.04058522
DF_8,12,0.03188666666666667,0.04245073,0.03557225,0.035737984,0.03884244,0.041893568,0.034507126,0.035367727,0.033672385,0.03876122,0.0363326,0.038604356,0.038518384,0.036525752,0.03231172,0.034181096,0.03287612,0.03398789,0.03735827,0.042533748,0.041040096,0.039330687,0.035752803,0.035550006,0.03492706,0.036424227,0.038050216,0.038192034,0.03670293,0.03334472,0.031792164,0.04249874,0.03376448,0.039115366,0.035322297,0.03317803,0.03636326,0.036492568,0.043327928,0.036364194,0.037796777,0.028546752,0.034312025,0.03187302,0.042427003,0.033781145,0.03315239,0.039885573,0.031826887,0.034981806,0.04225559,0.039564505,0.041173495,0.034186486,0.030471865,0.03419306,0.040356614,0.036870573,0.039206304,0.040858593,0.034159888,0.038387246,0.034127172,0.03874142,0.038766976,0.032037985,0.040122766,0.03569654,0.030558595,0.04280274,0.03162306,0.041814078,0.0400458,0.037849974,0.043038554,0.03947323,0.034462813,0.03426353,0.037638728,0.036534715,0.03565684,0.029919805,0.034494143,0.036424536,0.030290248,0.034411125,0.037599415,0.032239866,0.037267555,0.03841169,0.03893314,0.039629865,0.039546467,0.04019125,0.03805293,0.036808416,0.034128033,0.03777174,0.031752612,0.043045998,0.040610682
DF_8,24,0.026799,0.042451713,0.035574798,0.035739522,0.038845908,0.0418997,0.03451401,0.035370033,0.033679,0.038762216,0.036335483,0.03861119,0.03852019,0.0365291,0.032322675,0.034188334,0.032880295,0.033992328,0.037362654,0.042536482,0.041041862,0.039334722,0.035755582,0.035551827,0.034929603,0.03642878,0.038056444,0.038194463,0.036705427,0.03334788,0.031802088,0.042500477,0.033769727,0.039118815,0.0353264,0.033187326,0.03637917,0.03649295,0.04333027,0.03636695,0.03779989,0.028556602,0.034313466,0.03188427,0.042435523,0.03378366,0.03315554,0.039888494,0.03183063,0.034986287,0.042256877,0.03956922,0.04117695,0.034200307,0.030476581,0.03419696,0.0403592,0.03687293,0.039210483,0.040861107,0.03416322,0.038388383,0.03413634,0.03874377,0.038767796,0.032047104,0.040124185,0.035698082,0.03056484,0.04280478,0.031628385,0.04181464,0.04005113,0.037853327,0.04303944,0.03947657,0.034468994,0.034266856,0.03764211,0.036538072,0.035661448,0.0299241,0.034500543,0.036427543,0.030293945,0.034415714,0.037606258,0.032242417,0.0372702,0.038413957,0.038937114,0.03963184,0.03954777,0.040194143,0.03805577,0.036810715,0.034131885,0.037774317,0.03175481,0.043047685,0.04061251
DF_9,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
DF_9,3,0.030137666666666663,0.07132662,0.07412954,0.067276,0.07736443,0.082028955,0.07348888,0.060855452,0.07782171,0.06924291,0.07387517,0.066371284,0.07133059,0.07440837,0.073411494,0.06360579,0.07026721,0.07500409,0.07680283,0.06930579,0.074226,0.07294373,0.081895515,0.07612253,0.07532772,0.07146188,0.071602084,0.073849544,0.06696792,0.07064598,0.064751245,0.069048494,0.074752375,0.07602761,0.06669278,0.07651107,0.06772217,0.06993028,0.06817092,0.07443557,0.06961799,0.07147337,0.077288516,0.06919902,0.07200692,0.08524748,0.07549207,0.081251256,0.06837948,0.071236916,0.06893245,0.07078354,0.070314646,0.07249467,0.08402715,0.06439553,0.075035155,0.07126125,0.0816497,0.07887958,0.06791417,0.07624129,0.06297224,0.07287449,0.064295866,0.08764933,0.064374655,0.06991172,0.06514889,0.07088722,0.06889175,0.069334015,0.063302904,0.06709582,0.07470883,0.076213665,0.0766116,0.07676339,0.07272034,0.07277801,0.07575129,0.070511736,0.06935604,0.07875073,0.070529416,0.071157984,0.07864922,0.07555983,0.076795466,0.061713424,0.059040833,0.07601229,0.074220955,0.066384874,0.07802893,0.076024085,0.07143459,0.064481296,0.06898543,0.07802927,0.065528326
DF_9,6,0.057960333333333336,0.08291667,0.089692086,0.0837933,0.090136595,0.095073946,0.08837066,0.08231495,0.09025114,0.08425901,0.08659021,0.0765212,0.08898359,0.08565319,0.0922348,0.07792558,0.079168804,0.08849525,0.08979678,0.08027069,0.0835235,0.08448012,0.09700636,0.09078505,0.08613699,0.081189305,0.08201687,0.09003611,0.078677416,0.08536166,0.08386278,0.0850791,0.08850768,0.08956536,0.07730336,0.09654758,0.0801809,0.082655504,0.083093144,0.08957718,0.08141733,0.08325186,0.09080829,0.08591597,0.086885385,0.09519445,0.08822792,0.09037588,0.08290064,0.08300343,0.07802926,0.08285276,0.08165224,0.08576906,0.095572054,0.08175423,0.09094372,0.08783082,0.09231114,0.08696393,0.08071749,0.08741468,0.0734151,0.085146114,0.07601138,0.10184882,0.078450136,0.080120236,0.07365719,0.083466,0.08492308,0.08234785,0.07554679,0.08491929,0.08418719,0.08843844,0.086399734,0.08642999,0.084277846,0.08706392,0.087694764,0.08216193,0.08135258,0.09148239,0.08251721,0.08709965,0.0911719,0.08590348,0.100576974,0.07216876,0.074647725,0.09286707,0.088355996,0.08240695,0.09457892,0.08643331,0.0806198,0.076107115,0.08291443,0.089032955,0.07624514
DF_9,9,0.035543333333333336,0.083294384,0.09034325,0.08467742,0.09054417,0.09545241,0.088963,0.084100984,0.090613894,0.084915906,0.087002546,0.0768556,0.08985116,0.08596005,0.09317414,0.07865316,0.07938219,0.088961035,0.09017712,0.08061008,0.083746575,0.08483713,0.09752142,0.09132803,0.08644274,0.08146194,0.08231563,0.0907102,0.079118386,0.085988514,0.08512688,0.08584876,0.08898825,0.09003305,0.07765406,0.09756187,0.0806718,0.08310373,0.08379527,0.09020681,0.08183834,0.08363121,0.09122753,0.08672294,0.08750968,0.09538533,0.08864486,0.090546206,0.0835742,0.08340874,0.078273974,0.08326576,0.08199863,0.08624608,0.09582943,0.08280746,0.09158211,0.08860329,0.09257404,0.08710694,0.08121276,0.087706566,0.07379867,0.08553394,0.076477736,0.10223647,0.07915088,0.080418386,0.073901355,0.08391891,0.085714996,0.08286876,0.07608925,0.08594467,0.08441512,0.08882319,0.08662214,0.0866514,0.084644966,0.08764063,0.088033795,0.08255101,0.08181126,0.09185927,0.082924806,0.08782449,0.09154774,0.08617742,0.1019261,0.0725738,0.07566554,0.093603216,0.08885304,0.08327348,0.095220104,0.08669076,0.080837354,0.07654892,0.08348504,0.08931069,0.07661576
DF_9,12,0.03713333333333333,0.08330857,0.09037502,0.08472968,0.09056048,0.09546649,0.088989854,0.08424332,0.09062637,0.08494652,0.08701761,0.07686828,0.08989644,0.08596917,0.09322486,0.07869264,0.07938769,0.08897979,0.090189055,0.08062129,0.08375299,0.08485,0.097543895,0.09135185,0.0864537,0.08147134,0.0823256,0.09074163,0.079137184,0.08601903,0.08521471,0.0858888,0.08900748,0.09005282,0.077666745,0.0976203,0.080693774,0.08312051,0.08383381,0.09023903,0.08185593,0.08364481,0.09124191,0.08676268,0.087540016,0.095390044,0.08866146,0.09054997,0.08361096,0.08342579,0.078281485,0.083281845,0.08200984,0.08626551,0.09583617,0.08287525,0.091611005,0.08864334,0.092582636,0.087109946,0.081233606,0.087715365,0.07381376,0.08554735,0.076498106,0.10225009,0.07918957,0.08042832,0.073909454,0.083937496,0.08575903,0.08289341,0.076115735,0.08600775,0.08442166,0.088838436,0.08662799,0.08665736,0.084658906,0.08766891,0.08804459,0.08256593,0.08183335,0.091872655,0.08294043,0.08786104,0.09156254,0.08618658,0.102006726,0.0725909,0.07573365,0.09364175,0.088872075,0.08332623,0.09524828,0.086697996,0.08084286,0.07656643,0.08351018,0.089318775,0.07662967
DF_9,24,0.034112333333333335,0.08330935,0.0903775,0.084734574,0.09056166,0.095467314,0.088991724,0.08426055,0.090627044,0.08494865,0.08701845,0.076869026,0.08989989,0.08596955,0.093229145,0.078695714,0.07938788,0.08898096,0.09018956,0.08062173,0.083753265,0.084850684,0.09754564,0.091353476,0.086454265,0.08147187,0.0823261,0.09074403,0.079138294,0.086021416,0.085224666,0.08589196,0.08900869,0.090054214,0.077667385,0.09762592,0.08069532,0.083121404,0.08383743,0.09024199,0.081857055,0.083645515,0.09124261,0.08676542,0.0875424,0.09539003,0.08866255,0.09055005,0.0836143,0.08342695,0.07828169,0.083282776,0.082010336,0.0862667,0.095836386,0.08288217,0.09161295,0.08864666,0.09258323,0.087110035,0.08123487,0.08771577,0.07381461,0.085548036,0.076499425,0.102250926,0.07919293,0.080428824,0.07390984,0.08393862,0.08576294,0.082895264,0.07611764,0.08601383,0.08442194,0.08883945,0.08662822,0.08665759,0.08465973,0.08767127,0.08804508,0.08256679,0.08183524,0.09187341,0.0829413,0.08786387,0.091563605,0.08618709,0.10201453,0.07259192,0.07574042,0.09364522,0.08887315,0.08333152,0.0952502,0.08669828,0.08084306,0.076567374,0.08351181,0.08931909,0.07663033
