Treatments,Time,BC_OD,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,sample_51,sample_52,sample_53,sample_54,sample_55,sample_56,sample_57,sample_58,sample_59,sample_60,sample_61,sample_62,sample_63,sample_64,sample_65,sample_66,sample_67,sample_68,sample_69,sample_70,sample_71,sample_72,sample_73,sample_74,sample_75,sample_76,sample_77,sample_78,sample_79,sample_80,sample_81,sample_82,sample_83,sample_84,sample_85,sample_86,sample_87,sample_88,sample_89,sample_90,sample_91,sample_92,sample_93,sample_94,sample_95,sample_96,sample_97,sample_98,sample_99,sample_100
BC_7,6,0.052554666666666666,0.046474054,0.047483485,0.047569145,0.045063112,0.048937157,0.044105645,0.04491559,0.05225527,0.04480938,0.048963085,0.047497515,0.04528071,0.047922794,0.050516196,0.04546915,0.04831354,0.04806829,0.04404013,0.045597915,0.04561498,0.04687461,0.050601624,0.041753292,0.04557001,0.05042667,0.05217549,0.05431999,0.045497943,0.046664655,0.04350096,0.050649174,0.050776545,0.047216214,0.046006903,0.04837002,0.049136758,0.047898058,0.047602873,0.049042948,0.04762109,0.04534363,0.0487408,0.044728994,0.045621205,0.047091335,0.04506875,0.04888953,0.04611595,0.047509,0.047420997,0.047771785,0.044334963,0.053527404,0.048106205,0.048008885,0.042368814,0.050762773,0.048269995,0.053060286,0.04971389,0.049973786,0.04729504,0.0503026,0.050603814,0.051173728,0.046416745,0.051069804,0.045986056,0.051200166,0.045416985,0.047957174,0.047879927,0.04979365,0.042997867,0.04555364,0.04933885,0.043959755,0.046116427,0.051748224,0.04751694,0.048780926,0.050200984,0.046971753,0.05188247,0.04381347,0.051247,0.046142932,0.04995268,0.043390878,0.044498194,0.045587495,0.048154283,0.045050506,0.053059753,0.047888704,0.050501972,0.048614405,0.045955125,0.04651366,0.049804483
BC_7,9,0.09834266666666668,0.096266754,0.09924685,0.09956607,0.09196535,0.103436455,0.089233965,0.09174211,0.113375485,0.091301195,0.10350056,0.09962163,0.09269514,0.10013883,0.10830623,0.0933807,0.101373576,0.10108328,0.08908742,0.0936471,0.093798034,0.097294845,0.108272925,0.08269384,0.09349952,0.107833885,0.11359894,0.11939634,0.09334014,0.09671952,0.08738245,0.108802035,0.10934873,0.09864516,0.09453658,0.10156854,0.103775024,0.10086006,0.09915163,0.10375322,0.09981415,0.092973106,0.102933064,0.09110946,0.09393979,0.09810028,0.092335284,0.10331489,0.09545843,0.09945188,0.0988895,0.1001854,0.08996938,0.11734095,0.10069527,0.10061146,0.08418014,0.10883744,0.10142264,0.11596635,0.10575075,0.10636384,0.09840031,0.1079776,0.10837676,0.110010564,0.0961643,0.109879196,0.09484784,0.110522546,0.09321565,0.10091021,0.1002116,0.10643469,0.08652741,0.09364284,0.104152165,0.08887658,0.095154405,0.1120085,0.09993622,0.1030823,0.10740354,0.09773654,0.11233691,0.088411346,0.11056186,0.09539133,0.10683557,0.0872305,0.0907247,0.09375749,0.100891866,0.092239425,0.11639327,0.10064454,0.10847189,0.10256511,0.094897136,0.09651735,0.10601299
BC_7,12,0.18753466666666666,0.18748075,0.19441046,0.19543192,0.17678575,0.20356932,0.17065307,0.17711839,0.2262981,0.1755506,0.20366065,0.19671804,0.17887117,0.19475567,0.21543203,0.18102637,0.19792356,0.19911458,0.17048857,0.1811865,0.18195862,0.18923172,0.21409501,0.15634818,0.1805704,0.21345852,0.22888473,0.23888898,0.18041264,0.18807779,0.16594051,0.21699776,0.21898426,0.19382013,0.18198127,0.198488,0.20326094,0.19982406,0.1923092,0.20430698,0.19641308,0.179908,0.2027553,0.1752782,0.18280832,0.1918013,0.17911194,0.20337553,0.18663573,0.19544074,0.19285157,0.1969513,0.17264809,0.2358126,0.19609338,0.19675934,0.15871948,0.21573909,0.19878964,0.2328825,0.2088894,0.20959389,0.1912294,0.21605985,0.21475421,0.2181579,0.18752165,0.21864699,0.18424347,0.22123292,0.18058981,0.19939266,0.1957599,0.2124185,0.16637182,0.18169925,0.20318316,0.17008628,0.18463817,0.22390139,0.1985834,0.20322862,0.21354312,0.19091056,0.22431338,0.16883619,0.22087161,0.18585752,0.21300997,0.16625199,0.17557122,0.18203141,0.19677307,0.1787104,0.23579527,0.19850346,0.21673419,0.20193987,0.18494833,0.18863113,0.20945597
BC_7,24,2.686487,0.7641553,0.7766137,0.7882033,0.7161909,0.77310544,0.7095137,0.7496416,0.7983489,0.7248398,0.77148724,0.833908,0.7353339,0.7219489,0.80793995,0.76155883,0.7370919,0.79950076,0.71604717,0.74412555,0.76188344,0.74496615,0.77010953,0.7098651,0.73268896,0.77962476,0.8587428,0.78475046,0.7402315,0.7489899,0.68135667,0.8225571,0.8474017,0.8052862,0.70148474,0.7414896,0.74033874,0.8466691,0.71234,0.7743931,0.80445653,0.75256586,0.7829914,0.7309143,0.7845077,0.774083,0.77924955,0.7755419,0.8032699,0.7981715,0.74912065,0.79347515,0.72562855,0.81931466,0.7260031,0.7534423,0.66905147,0.7818322,0.76172525,0.82202435,0.78010154,0.7606687,0.73031163,0.85285467,0.7826446,0.77742547,0.77466744,0.79980636,0.76030326,0.83506465,0.75859934,0.8247847,0.7493597,0.8470441,0.791196,0.7653966,0.71460885,0.7185924,0.7492457,0.81575215,0.8839716,0.7878387,0.8116441,0.7708916,0.80672234,0.7086729,0.8211592,0.7768091,0.83617973,0.7085413,0.78162175,0.76865923,0.7339187,0.77085876,0.8778321,0.8134045,0.8380144,0.78295964,0.7847387,0.7876952,0.7797466
BC_8,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
BC_8,3,0.020916333333333332,0.021333577,0.021812702,0.021638284,0.021854838,0.021324059,0.021960137,0.021855252,0.021380253,0.022312788,0.021457037,0.022212584,0.021817654,0.02101269,0.022509195,0.021654712,0.021704476,0.021989532,0.02121909,0.02193246,0.021381913,0.022268243,0.022050811,0.021816123,0.022209497,0.02190823,0.021687144,0.02127457,0.021744922,0.021955688,0.020846268,0.021555062,0.022081384,0.021404322,0.021680888,0.021239063,0.022208408,0.021619132,0.021090014,0.021613477,0.021445526,0.021447372,0.020824678,0.02135251,0.021087607,0.021058587,0.02181738,0.022495128,0.021750059,0.021744663,0.02174685,0.021631462,0.021692632,0.02163972,0.021376887,0.02179703,0.021460744,0.021851908,0.02108542,0.022400655,0.021932859,0.021273097,0.02215828,0.021860035,0.021924168,0.021259954,0.021058895,0.022093467,0.021320008,0.021889025,0.022297615,0.021499906,0.02150595,0.023018006,0.022600401,0.020909175,0.021314023,0.02225525,0.021268392,0.02101881,0.021340474,0.021224428,0.021198375,0.02168727,0.021269493,0.021392478,0.021526733,0.02243653,0.021907095,0.021232469,0.021413637,0.021010552,0.021185866,0.021671245,0.021050325,0.02150828,0.021968355,0.021523567,0.0214521,0.021785352,0.019998375
BC_8,6,0.037610000000000005,0.04534741,0.04739547,0.046621174,0.04760134,0.045313235,0.048047066,0.047561336,0.045553755,0.049572427,0.045860946,0.049127366,0.04743841,0.043999027,0.050472867,0.04674655,0.04694833,0.04817218,0.044862106,0.047933646,0.04555135,0.0493877,0.048409007,0.04743612,0.04912372,0.04780457,0.046833694,0.045107324,0.047117822,0.048025146,0.043313194,0.046288602,0.048534982,0.045637894,0.046831124,0.044963166,0.04908824,0.046570845,0.044350307,0.046542656,0.045820113,0.0458203,0.043189187,0.045449853,0.044325497,0.04417329,0.047397394,0.05034917,0.04711244,0.047105517,0.047112122,0.04660058,0.04688648,0.04661067,0.045546286,0.04730586,0.045898866,0.04758165,0.04431156,0.050005615,0.047924295,0.04508954,0.048846826,0.047602784,0.047863718,0.045008015,0.04419789,0.04857869,0.04532517,0.04771443,0.04951982,0.046067584,0.04609782,0.05273003,0.050846215,0.043545034,0.045246553,0.049338505,0.045058776,0.044032894,0.04535491,0.044909805,0.04476991,0.046829913,0.045034733,0.045592602,0.046176862,0.050113756,0.047788735,0.044912245,0.045694277,0.044019096,0.044713262,0.04678579,0.044175416,0.046059437,0.04806235,0.046161,0.04586376,0.047259364,0.039891805
BC_8,9,0.056847666666666664,0.095658444,0.10212788,0.09953427,0.10292052,0.09558486,0.1042852,0.102553815,0.09635265,0.109098986,0.097213194,0.10763301,0.10238774,0.09146372,0.11221815,0.10024064,0.10081372,0.10467106,0.09413141,0.103960626,0.09629313,0.108567975,0.10525721,0.10240528,0.107679345,0.10340954,0.10022334,0.094958365,0.101326816,0.104200184,0.089382514,0.098614834,0.10561887,0.09651778,0.10035186,0.09453866,0.10738474,0.09955268,0.09270262,0.099441394,0.09712959,0.09708788,0.08882076,0.09610194,0.0925462,0.091909654,0.10202995,0.111446425,0.10115391,0.101224124,0.101229206,0.09951754,0.10055545,0.09940807,0.09636666,0.10171762,0.097455114,0.10281745,0.09247725,0.11077721,0.103867054,0.09483973,0.10648017,0.10280463,0.103541605,0.09444367,0.09211043,0.10570691,0.09578208,0.103081815,0.109012984,0.09799745,0.098117605,0.119493864,0.11324254,0.089941934,0.095243916,0.108455606,0.09468424,0.09161281,0.09556341,0.09441738,0.09381707,0.100187235,0.094453946,0.096402936,0.09831354,0.11082592,0.10329632,0.094254084,0.096787475,0.09168072,0.09361906,0.100186,0.09211251,0.097728476,0.10421627,0.09825043,0.09735369,0.10159164,0.07917384
BC_8,12,0.084511,0.19862048,0.2162253,0.2084824,0.21908528,0.19858263,0.2225251,0.21687624,0.20073023,0.2352711,0.20255648,0.2310897,0.21755731,0.18733126,0.24491988,0.21193984,0.21317159,0.22350815,0.19444485,0.2218296,0.20031708,0.23415346,0.22423586,0.21773057,0.23151721,0.21961705,0.21043523,0.19697265,0.21444789,0.22221433,0.18191914,0.20662703,0.22501118,0.20069858,0.2114609,0.19598494,0.22978196,0.20940764,0.19137381,0.208994,0.20254737,0.20222925,0.17959142,0.20041585,0.19057389,0.18808903,0.21543796,0.24084076,0.21319804,0.21384898,0.21378346,0.20867434,0.21215558,0.20768696,0.20095001,0.21448174,0.20381032,0.21859786,0.19026658,0.2413502,0.22124775,0.19634913,0.22665943,0.21815772,0.21969005,0.19460793,0.18921277,0.22498725,0.19989355,0.21851851,0.23547298,0.20533895,0.20578879,0.26439148,0.24672504,0.18270154,0.1970261,0.23408628,0.19564584,0.18793954,0.19779514,0.19587488,0.193469,0.21021816,0.19429086,0.2005192,0.20605978,0.23988508,0.21898992,0.19461516,0.20187879,0.18864504,0.19283336,0.21089876,0.18955782,0.20342432,0.221737,0.20582277,0.20357926,0.21424688,0.15559083
BC_8,24,0.444298,1.9664608,2.1421914,1.9318676,2.331142,2.0029557,2.2844412,2.0403726,2.0425692,2.2663922,1.94874,2.208961,2.3008006,1.8381886,2.5500484,2.3175442,2.2414596,2.274409,1.9083773,2.3263078,1.9800702,2.332976,2.0930455,2.3345883,2.274563,2.1460936,1.9655688,2.0049102,2.22199,2.2638772,1.8063333,2.0476737,2.058018,1.9347953,2.1178842,2.0292854,2.0797515,2.1271746,2.0631022,2.097609,1.9956037,1.9479355,1.6055299,2.1299634,1.9558574,1.7545453,2.0263278,2.1317706,2.03667,2.1417153,2.1232376,1.9807612,2.1565928,1.8407259,2.0891292,1.9974194,2.096761,2.2757378,1.9227935,2.6401358,2.2437224,1.9282577,1.9468567,2.1769636,2.0868602,1.771371,1.8941933,2.009872,2.2181733,2.0945659,2.3619337,2.126022,2.1612265,2.4696152,2.3344765,1.6662848,1.8483499,2.3876193,1.8597714,1.893407,1.8380108,2.083461,1.869234,1.9405069,1.7052884,1.9612215,2.0999086,2.2648797,2.075185,1.8754233,2.047744,2.0348647,1.8403133,2.0878966,1.9809453,1.8525437,2.1445982,2.082204,2.1051598,2.01674,1.5714853
BC_9,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
BC_9,3,0.013285,0.10942175,0.0764961,0.09762513,0.075406484,0.099945135,0.07053223,0.07030988,0.038148604,0.121782675,0.09423965,0.06785908,0.08066447,0.09126108,0.09297665,0.08152112,0.10587165,0.090830036,0.06362781,0.06775671,0.09677748,0.080104634,0.07748887,0.07585369,0.088749826,0.08276493,0.08870763,0.11336803,0.094951496,0.09145811,0.090006635,0.094684735,0.09912612,0.11556232,0.06474943,0.06181501,0.068424456,0.07839584,0.07575052,0.07527686,0.08402825,0.10851084,0.10608413,0.056015883,0.09719953,0.10959733,0.08323741,0.103437595,0.071147725,0.07140643,0.108268864,0.07105996,0.075548075,0.07711444,0.09852016,0.08507742,0.07494962,0.10823045,0.0469392,0.072386205,0.0874064,0.08453136,0.09782383,0.09895288,0.08348289,0.08067504,0.110632904,0.10440479,0.10207427,0.07662082,0.0644475,0.10851546,0.09062204,0.067329615,0.06348591,0.068934135,0.091728956,0.07879564,0.10537994,0.062137045,0.084028415,0.058518555,0.07531914,0.074233696,0.12508214,0.104696766,0.11529202,0.07670865,0.095506266,0.089039244,0.059966277,0.10519759,0.061805464,0.0101180095,0.10913506,0.07991791,0.08795613,0.1131429,0.09536913,0.105763175,0.08919733
BC_9,6,0.037769000000000004,0.23454292,0.131784,0.18181686,0.19690065,0.2306145,0.15370847,0.10753477,0.083235286,0.27764788,0.20216969,0.15716654,0.1823221,0.16437145,0.19726022,0.17662145,0.19676472,0.26362482,0.10653417,0.11536406,0.18484625,0.13385674,0.1752382,0.16775468,0.1771986,0.21757838,0.16948105,0.21257512,0.19795878,0.15662503,0.17756432,0.19593604,0.19402811,0.26312354,0.123105444,0.091552235,0.10064821,0.13551824,0.19251223,0.1374492,0.16699424,0.27487692,0.19128524,0.13814445,0.29020882,0.29058385,0.19783075,0.23207283,0.22320503,0.14544486,0.25316572,0.13141699,0.13673039,0.11859933,0.27931988,0.16320072,0.12445786,0.20891507,0.111754596,0.1349231,0.21946073,0.21603505,0.17903908,0.14324631,0.15890218,0.12950449,0.17223677,0.18768632,0.18396917,0.13511783,0.094405375,0.18953143,0.19820721,0.12313154,0.10339682,0.09358575,0.1947716,0.15811402,0.15881748,0.092953704,0.18100956,0.11239773,0.12639797,0.16779737,0.25758943,0.19259161,0.25632337,0.14524648,0.19153601,0.15611012,0.14433828,0.3295503,0.102086484,0.010237286,0.22186206,0.13942958,0.17836006,0.31936377,0.20824437,0.21068458,0.22090709
BC_9,9,0.08308033333333333,0.2498741,0.1380804,0.19049881,0.23219319,0.25131282,0.1718221,0.11090485,0.107738756,0.2967196,0.21799159,0.18049599,0.20245388,0.17190957,0.21244165,0.19362661,0.2052554,0.31171158,0.11221711,0.12146171,0.19456744,0.13920726,0.1956357,0.1865577,0.18914713,0.25261673,0.17937079,0.22131923,0.21204922,0.16254058,0.18888912,0.2096139,0.20478761,0.2822717,0.1335247,0.09439898,0.1033146,0.14188978,0.22442211,0.14579307,0.17884527,0.303462,0.19868246,0.17042778,0.34200513,0.32404795,0.22200409,0.2505572,0.29296055,0.15912186,0.27456716,0.14038604,0.14473197,0.12202039,0.32261193,0.17335011,0.12970524,0.2189065,0.14269045,0.14417729,0.24866441,0.24747886,0.1870605,0.14551054,0.168749,0.13382581,0.17571428,0.1949971,0.19139326,0.1421713,0.097034164,0.19587664,0.21542576,0.1317642,0.10831079,0.09510593,0.21004483,0.17063944,0.16171029,0.09598052,0.19750756,0.12364534,0.1319335,0.18841192,0.2703932,0.20071235,0.27382645,0.15504566,0.20353574,0.16277514,0.17277752,0.38885656,0.107418805,0.010357828,0.23426351,0.14606982,0.19113328,0.3604997,0.22516502,0.22214495,0.24853526
BC_9,12,0.17274866666666666,0.25075364,0.13849786,0.1909803,0.23618692,0.25274202,0.17365146,0.111104906,0.11420854,0.2977469,0.21907815,0.18316615,0.20423324,0.17234191,0.21348833,0.19504039,0.20568301,0.31639177,0.112668484,0.12192218,0.19513074,0.13952678,0.19753598,0.18831368,0.18995899,0.25612897,0.18000703,0.22173105,0.21297789,0.1628547,0.18963479,0.21051073,0.2054127,0.2833674,0.13451035,0.09458339,0.10346478,0.14230211,0.22790682,0.14640895,0.17970115,0.30541337,0.19903922,0.17573348,0.3467252,0.3263986,0.22417063,0.2517467,0.30352882,0.16037191,0.27592564,0.14111044,0.14531264,0.12220411,0.32631016,0.17404023,0.13004102,0.2194213,0.14917412,0.14491577,0.25126392,0.25045612,0.18749432,0.1455904,0.16942707,0.13406454,0.17584048,0.19535483,0.19176736,0.14265537,0.0971919,0.19616134,0.21669313,0.13249853,0.10868356,0.09517501,0.21111643,0.17163114,0.16181426,0.096179724,0.19881918,0.124880016,0.13229196,0.19044292,0.2709954,0.201121,0.27480748,0.15578896,0.20428619,0.16315383,0.1768541,0.39392614,0.107847795,0.01047972,0.23493703,0.14649563,0.1920274,0.36343032,0.22633265,0.22277512,0.2508976
BC_9,24,1.0910556666666666,0.25080383,0.13852607,0.19100747,0.2366108,0.25283867,0.17383319,0.111117095,0.11586448,0.29780108,0.21915206,0.18346174,0.20438716,0.17236732,0.21355993,0.19515634,0.20570466,0.3168113,0.11270529,0.12195783,0.19516368,0.13954619,0.19770901,0.18847437,0.19001414,0.2564612,0.18004806,0.22175041,0.21303882,0.16287167,0.18968381,0.21056926,0.20544922,0.28342897,0.13460456,0.09459576,0.103473455,0.14232926,0.22826695,0.14645503,0.17976303,0.30554196,0.19905685,0.17654881,0.3471208,0.3265566,0.22435865,0.25182208,0.30490753,0.16048591,0.27601013,0.14116968,0.14535518,0.12221427,0.3266055,0.1740874,0.13006301,0.21944794,0.15044665,0.14497535,0.2514853,0.25072438,0.18751806,0.14559333,0.16947411,0.13407803,0.17584512,0.19537248,0.19178645,0.14268899,0.097201735,0.19617458,0.21678518,0.13256201,0.10871263,0.095178254,0.21119107,0.17170937,0.16181809,0.09619328,0.19892237,0.12501676,0.13231567,0.19063815,0.2710237,0.20114163,0.27486184,0.15584593,0.20433311,0.16317572,0.17740856,0.3943221,0.107883364,0.010980315,0.2349735,0.14652349,0.19208993,0.3636278,0.22641225,0.22280979,0.2510919
