Treatments,Time,AC_OD,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49,sample_50,sample_51,sample_52,sample_53,sample_54,sample_55,sample_56,sample_57,sample_58,sample_59,sample_60,sample_61,sample_62,sample_63,sample_64,sample_65,sample_66,sample_67,sample_68,sample_69,sample_70,sample_71,sample_72,sample_73,sample_74,sample_75,sample_76,sample_77,sample_78,sample_79,sample_80,sample_81,sample_82,sample_83,sample_84,sample_85,sample_86,sample_87,sample_88,sample_89,sample_90,sample_91,sample_92,sample_93,sample_94,sample_95,sample_96,sample_97,sample_98,sample_99,sample_100
AC_7,6,0.20756699999999997,0.34004614,0.38619795,0.33894482,0.34544584,0.37218648,0.34782493,0.3646856,0.35900328,0.35723442,0.35161215,0.35076013,0.31357068,0.36773115,0.35595998,0.34055188,0.37900376,0.3834394,0.3686269,0.34974167,0.34951913,0.3683525,0.36156833,0.3622043,0.3647417,0.36480987,0.35060596,0.3340917,0.3751035,0.3392301,0.35156536,0.38862196,0.36125472,0.34299535,0.36140987,0.33730704,0.35595962,0.34072086,0.3525113,0.34459183,0.33442053,0.3778657,0.32841617,0.34714139,0.3392919,0.34867588,0.35072118,0.34907705,0.3501536,0.36737785,0.36079767,0.33944806,0.3538795,0.34627238,0.3345373,0.34979546,0.3392122,0.3644991,0.34612545,0.34286213,0.35893306,0.35060906,0.36863765,0.35362875,0.3842084,0.34563756,0.36152527,0.3766242,0.32021818,0.34275928,0.35937765,0.3666126,0.38296935,0.32808504,0.37718657,0.37122464,0.34788537,0.37283102,0.34271428,0.35622934,0.35882038,0.35217386,0.3343381,0.35048676,0.3595154,0.3394609,0.35595605,0.37506843,0.34787038,0.33947244,0.34271064,0.35214257,0.3550484,0.35405502,0.3673855,0.35391086,0.3738981,0.3596489,0.35576037,0.37478015,0.3622451
AC_7,9,1.5320846666666668,1.5239552,1.7575802,1.5128012,1.5503302,1.6893994,1.5787408,1.6509901,1.6315842,1.6249057,1.5905904,1.5821528,1.3972646,1.6713744,1.6063,1.520796,1.7235402,1.7312278,1.6720504,1.5699042,1.5733355,1.6803625,1.6317046,1.6392117,1.6502044,1.6508183,1.5789064,1.4916549,1.7147579,1.5260261,1.58958,1.7861538,1.6361053,1.5330377,1.6324996,1.5211889,1.6053193,1.549561,1.5924337,1.5515655,1.5054735,1.7123215,1.4726598,1.5646099,1.5210032,1.5746279,1.5676262,1.5792243,1.5867938,1.6820589,1.6236435,1.5139873,1.6049007,1.5507913,1.4941853,1.5876061,1.5240375,1.6528809,1.5455998,1.5418935,1.6203275,1.5731999,1.6661075,1.5901734,1.7385173,1.5411855,1.6401515,1.7064523,1.4101789,1.5374792,1.6249161,1.6628339,1.7430325,1.4712662,1.7065609,1.6806318,1.5644721,1.6963907,1.5323633,1.6150976,1.6144183,1.5945058,1.5055168,1.6009057,1.6181593,1.5189025,1.6066484,1.6942484,1.5602635,1.5285734,1.5369396,1.5851518,1.6242615,1.5977745,1.6641074,1.609048,1.7094604,1.6152583,1.6134009,1.6986489,1.632771
AC_7,12,4.4561676666666665,3.6483495,3.962879,3.594034,3.6915863,3.8841312,3.7956772,3.8190749,3.848278,3.8556437,3.7851174,3.7498906,3.5117395,3.8750765,3.7756534,3.6104984,3.9151175,3.8730314,3.8570695,3.7022974,3.7320962,3.9120638,3.7858746,3.81309,3.8066907,3.8332584,3.7302685,3.5929976,3.950228,3.6796534,3.7535744,4.061128,3.8137836,3.6418822,3.8099442,3.692557,3.760932,3.7977133,3.7614927,3.718152,3.6790795,3.8751853,3.6208577,3.7232008,3.6577375,3.7754147,3.6566834,3.769063,3.810611,3.9553668,3.7660608,3.5987232,3.7932017,3.66769,3.613975,3.8022144,3.6535475,3.8337195,3.634087,3.690573,3.785619,3.7079132,3.8424366,3.7237642,3.8845675,3.628475,3.8481116,3.8843029,3.4280202,3.670009,3.7834811,3.8586924,3.9618607,3.586498,3.8628793,3.8476613,3.7072597,3.903524,3.650177,3.8222613,3.7574584,3.7812011,3.6626878,3.8492217,3.7401407,3.6370544,3.760616,3.857869,3.6783583,3.692463,3.6705415,3.7492301,3.8837302,3.764398,3.845873,3.8106725,3.9512496,3.7536702,3.8280694,3.8833337,3.8049767
AC_7,24,5.097042666666667,5.1926603,5.280999,5.064578,5.261128,5.2693763,5.343019,5.1893835,5.3263617,5.3751416,5.3293395,5.2630444,5.26963,5.273374,5.268716,5.10041,5.221556,5.1548085,5.232365,5.2088337,5.2731814,5.320543,5.1940494,5.2228794,5.1476426,5.27553,5.219206,5.1644244,5.3006215,5.2419124,5.1760015,5.3845267,5.2213826,5.195428,5.2955317,5.2603936,5.2111397,5.4415007,5.229524,5.303421,5.328922,5.1641297,5.2954617,5.227912,5.2582407,5.421693,5.0881753,5.2944555,5.4445176,5.4323854,5.207575,5.108334,5.2257237,5.183451,5.2775536,5.3355384,5.1418667,5.211309,5.106733,5.2311625,5.241417,5.2367826,5.284559,5.1686687,5.128735,5.1466613,5.3350635,5.237813,5.08768,5.2175517,5.1633406,5.286491,5.340784,5.09197,5.167136,5.195044,5.207619,5.272297,5.2378983,5.3400097,5.2150674,5.2599053,5.2190204,5.333428,5.09283,5.2076907,5.1795254,5.241811,5.146053,5.272688,5.232894,5.31147,5.3583565,5.249254,5.2500587,5.228453,5.3251114,5.244446,5.374181,5.2609944,5.334469
AC_8,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
AC_8,3,0.04969300000000001,0.08260558,0.08463606,0.08394387,0.08750507,0.08281857,0.08525324,0.08272102,0.08269383,0.08183402,0.0881518,0.08585019,0.082834944,0.083228976,0.08355894,0.08316705,0.08189946,0.08325369,0.08531625,0.08292667,0.08195305,0.086601965,0.080582954,0.083391026,0.082097605,0.085433155,0.081422724,0.081714615,0.083736666,0.08203824,0.0822063,0.08597057,0.08477429,0.08379686,0.08266652,0.08562265,0.0879741,0.08241357,0.08587973,0.08341307,0.08457876,0.08304738,0.084456556,0.08370818,0.08457785,0.08358489,0.086617194,0.085417986,0.0814394,0.08220948,0.08395625,0.08343882,0.08608412,0.084168985,0.081607305,0.083542414,0.08534704,0.083739005,0.08290562,0.085423835,0.087841555,0.08420063,0.086812764,0.082404114,0.08332888,0.08401681,0.08241106,0.08413168,0.08589435,0.08255021,0.08067103,0.084254555,0.08445963,0.08198276,0.085923366,0.081660494,0.08307736,0.08133376,0.08501044,0.080977924,0.08573723,0.082152694,0.080944516,0.0829126,0.083094165,0.08318189,0.0819085,0.08567529,0.08412934,0.081321135,0.08501297,0.082892396,0.085537724,0.08198599,0.08674194,0.08485036,0.085190915,0.08278206,0.08442102,0.08305139,0.08235474
AC_8,6,0.33809466666666665,0.61887735,0.6457732,0.6370382,0.6851594,0.61906695,0.6557101,0.618788,0.619162,0.60771656,0.69520754,0.6619883,0.62163454,0.62831056,0.63017595,0.6266465,0.6073214,0.62590533,0.6556712,0.62329763,0.6077981,0.67316,0.58963233,0.6291863,0.61141473,0.6581367,0.60136807,0.6057089,0.6330279,0.61150956,0.6130334,0.6645845,0.64663374,0.63410723,0.6174667,0.659747,0.6913515,0.6145235,0.66141635,0.62914336,0.6439504,0.62376606,0.64267665,0.6331919,0.64414036,0.6309822,0.67202157,0.6552893,0.6036386,0.61236167,0.63710314,0.6303291,0.66553146,0.63817316,0.6064002,0.6313591,0.6560689,0.63314915,0.6213386,0.65620744,0.68998194,0.63920474,0.677345,0.6139464,0.62738484,0.63696414,0.61511755,0.6378968,0.66620916,0.6173806,0.59261876,0.63962424,0.64413315,0.6092009,0.6633536,0.6055374,0.6249575,0.6008304,0.6497924,0.59581214,0.66106206,0.6112246,0.5959379,0.6238116,0.62293464,0.6239925,0.60778105,0.65942115,0.6395806,0.5996622,0.6510208,0.6221607,0.6590379,0.60961545,0.67446005,0.6489486,0.6542114,0.6194278,0.6423015,0.6241353,0.615919
AC_8,9,2.230990333333333,2.75061,2.8369443,2.8186922,2.967477,2.6985056,2.9009001,2.7177913,2.7348685,2.6963968,3.0187435,2.8854246,2.7571795,2.8051977,2.7609847,2.785015,2.6682494,2.7450268,2.8825996,2.771709,2.6645367,2.9393604,2.5971692,2.782449,2.7100916,2.9075372,2.65433,2.680465,2.7816427,2.7304802,2.722194,2.9113648,2.8189428,2.7909884,2.7030928,2.8951247,2.9823618,2.7021031,2.8614523,2.7737567,2.8080878,2.7473774,2.812635,2.7944038,2.8118584,2.7747848,2.9076185,2.844152,2.7049627,2.7048542,2.8170972,2.7987769,2.9025095,2.783269,2.7246869,2.7939878,2.8820622,2.7823386,2.730548,2.865321,2.985508,2.798154,2.9774933,2.6886559,2.7565627,2.798257,2.7154186,2.7872818,2.9720898,2.7312438,2.646728,2.7963364,2.8453338,2.6910012,2.8943539,2.6907303,2.7691498,2.6656458,2.8266182,2.6405468,2.8935995,2.6923935,2.6523335,2.7859268,2.7166193,2.7201788,2.676462,2.8732708,2.8290663,2.6394987,2.8542047,2.7529507,2.900119,2.6995587,2.9299407,2.852706,2.8823516,2.7172074,2.8128922,2.7555795,2.7503939
AC_8,12,4.957929666666666,4.703338,4.7338905,4.755957,4.815102,4.5465527,4.8487697,4.613502,4.6567674,4.653051,4.8579707,4.744174,4.7169437,4.804047,4.636213,4.7584567,4.55214,4.637113,4.7776947,4.768253,4.5338197,4.8226643,4.4888115,4.7104964,4.651893,4.826318,4.56994,4.611177,4.6908875,4.718207,4.6740046,4.7978787,4.672837,4.69213,4.5780025,4.7980103,4.792104,4.6064563,4.670824,4.689816,4.655554,4.671183,4.6865506,4.7359533,4.667718,4.6732645,4.723417,4.6688333,4.711625,4.6322556,4.7541156,4.755179,4.755911,4.633989,4.7584558,4.7395754,4.773123,4.6798635,4.622628,4.7221637,4.801394,4.660653,4.886833,4.5511956,4.6436434,4.7060905,4.6331515,4.651675,4.9703484,4.6561522,4.62618,4.673785,4.761529,4.6092043,4.774356,4.6497645,4.720476,4.6165338,4.65679,4.583033,4.7812138,4.603078,4.615441,4.774846,4.5516844,4.5897117,4.5782266,4.7226343,4.760608,4.542378,4.7267003,4.6961637,4.8158507,4.6392727,4.79666,4.74821,4.7910833,4.5866365,4.6924763,4.6775546,4.7375107
AC_8,24,5.086549333333333,5.236639,5.2277384,5.2722025,5.287821,5.0624695,5.356604,5.148876,5.1864796,5.2160854,5.2936673,5.2154713,5.2678013,5.363945,5.1403475,5.310504,5.0778584,5.161935,5.252297,5.3591566,5.053767,5.3038087,5.0356383,5.2291746,5.2011485,5.29986,5.119752,5.1553683,5.219832,5.276977,5.2149105,5.274498,5.1573696,5.19283,5.102839,5.290416,5.2280416,5.1473527,5.1262593,5.217496,5.1336193,5.2242937,5.1780615,5.280501,5.152504,5.1807256,5.17227,5.1329236,5.280444,5.1792164,5.27465,5.2805367,5.213841,5.124605,5.3499227,5.2755165,5.249495,5.192214,5.138402,5.1885395,5.2310257,5.14223,5.356407,5.061178,5.1501946,5.2293243,5.165993,5.14931,5.4761024,5.1808624,5.1955013,5.182085,5.2486076,5.1438127,5.274024,5.2079473,5.2635546,5.1829963,5.1205983,5.1534643,5.2687645,5.1485066,5.184322,5.3179555,5.03529,5.1273212,5.114938,5.185946,5.264889,5.100566,5.197628,5.2412224,5.311327,5.190032,5.2900743,5.2318964,5.2729864,5.086001,5.1895776,5.2051797,5.2870255
AC_9,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
AC_9,3,0.038405,0.06988659,0.067869306,0.069897816,0.06907536,0.06985142,0.06711562,0.067469046,0.067345634,0.06985261,0.06731766,0.06762072,0.06654354,0.068012096,0.06819878,0.06897751,0.06652831,0.066567585,0.06972191,0.068368256,0.068735644,0.06742462,0.06529213,0.069758974,0.0664539,0.06581658,0.071942054,0.066407196,0.068490855,0.06494562,0.06646794,0.06709731,0.0663752,0.068427466,0.06639863,0.06926262,0.06763128,0.06808878,0.069245666,0.066962376,0.068651594,0.06902279,0.06673253,0.067727245,0.06976085,0.065366745,0.07062483,0.06948257,0.06671439,0.067155205,0.070192814,0.06893899,0.06961575,0.071135215,0.06633773,0.06830841,0.06837396,0.06672892,0.06786966,0.067325994,0.06863142,0.0702236,0.069164135,0.06902082,0.06968253,0.0699738,0.068620674,0.067803636,0.06572518,0.06992233,0.066806115,0.06446223,0.06858257,0.06923328,0.06720725,0.06781122,0.06788292,0.06962686,0.0686003,0.06639115,0.067516856,0.07049812,0.06733223,0.06803863,0.0670027,0.0659781,0.066526115,0.068947785,0.0687283,0.067729436,0.065988,0.06667498,0.06705157,0.06732792,0.06936908,0.06871587,0.06678517,0.06890137,0.070123695,0.06864141,0.06822703
AC_9,6,0.3870626666666667,0.46124834,0.43588772,0.45963314,0.45118248,0.45867562,0.42701858,0.4311418,0.4288909,0.4589089,0.4292647,0.4330239,0.4199163,0.43707275,0.43927115,0.44889313,0.41872302,0.42028803,0.45897877,0.44192466,0.44622797,0.42984554,0.40498412,0.45812777,0.41834137,0.41093087,0.48621452,0.41853213,0.44286013,0.40030354,0.41840744,0.4261715,0.4163997,0.44317502,0.41788468,0.45206094,0.43344712,0.43832165,0.45153713,0.423858,0.4452407,0.44944412,0.4231126,0.4332501,0.45841083,0.40604413,0.46906012,0.45511332,0.42200568,0.4267861,0.46466476,0.4487874,0.4561817,0.47537568,0.41774213,0.44089302,0.4422969,0.42177117,0.4351244,0.42883825,0.44484082,0.46335047,0.45164648,0.44928595,0.4582416,0.4624395,0.4451461,0.43490177,0.41083437,0.46023092,0.42228898,0.3950535,0.44422534,0.45119688,0.42836526,0.4347195,0.4357985,0.45746824,0.44481915,0.41837683,0.43203896,0.46787587,0.42798093,0.43818784,0.42503005,0.41311932,0.41970593,0.44929183,0.44571808,0.4334817,0.41368318,0.4203351,0.42569298,0.42885566,0.45308462,0.44475946,0.4232967,0.44809902,0.4630018,0.44539267,0.43957326
AC_9,9,2.8599413333333334,2.2092316,2.0666168,2.1661801,2.1576724,2.1530714,2.0305989,2.0446134,2.0160847,2.15984,2.0340104,2.0540254,1.989464,2.0642242,2.0772307,2.1248953,1.9582701,1.9920377,2.1878066,2.09747,2.1185355,2.0247486,1.9076786,2.162952,1.9659573,1.932017,2.3125997,1.9820318,2.0861726,1.873701,1.9692693,2.0120924,1.9400107,2.1148286,1.9723477,2.137209,2.0695794,2.0739186,2.1254184,1.9852514,2.1107268,2.1243405,2.0277402,2.0368683,2.1682465,1.9176078,2.221507,2.1561472,1.9988192,2.0137813,2.2182984,2.1346931,2.150302,2.250863,1.9809462,2.083603,2.1078577,1.986802,2.044509,2.0235631,2.1080992,2.1793356,2.144346,2.1226263,2.1809144,2.2122383,2.117047,2.0594332,1.9547081,2.1711564,1.9825583,1.8543743,2.1057115,2.1198857,2.0415802,2.0505044,2.0638437,2.1768284,2.110488,1.9791305,2.058835,2.2213202,1.998429,2.0886526,2.0026064,1.9512435,1.9869728,2.1389759,2.1032608,2.0428882,1.9625868,1.9646472,2.0114586,2.0266862,2.1357265,2.0839849,2.0161774,2.123003,2.1940582,2.1191711,2.073829
AC_9,12,4.959837,4.5967784,4.390909,4.4541855,4.5440035,4.4124513,4.4175754,4.3745885,4.280743,4.4411335,4.3610663,4.3767166,4.3610377,4.3805194,4.4261312,4.4520807,4.204978,4.354682,4.5177,4.4359913,4.4730086,4.328432,4.2308035,4.4651814,4.2426047,4.226022,4.6311045,4.30701,4.335994,4.184718,4.294459,4.336966,4.192194,4.4878855,4.313247,4.4740915,4.4898763,4.377176,4.4158506,4.250481,4.427271,4.417138,4.5004106,4.3237643,4.4741693,4.2646337,4.543523,4.480629,4.3493824,4.335916,4.585856,4.5141478,4.4440784,4.5651183,4.332792,4.3739243,4.4839797,4.2785597,4.290252,4.3422112,4.4465384,4.460053,4.462601,4.4270706,4.510388,4.565482,4.4634714,4.3903995,4.3551006,4.4432216,4.2584796,4.192811,4.452222,4.3969893,4.434067,4.3352103,4.40264,4.5116754,4.422374,4.275285,4.445982,4.54516,4.229072,4.487964,4.289933,4.2921886,4.3409886,4.4817266,4.39006,4.347484,4.328763,4.2104917,4.3493705,4.3786793,4.4467173,4.335799,4.4112635,4.445753,4.5158424,4.476902,4.3751397
AC_9,24,4.986069666666666,5.4662137,5.3069663,5.304048,5.448371,5.2556324,5.4178925,5.3061094,5.1961255,5.2889833,5.3006907,5.296068,5.3848124,5.3045077,5.3808,5.3519354,5.148392,5.35701,5.3682513,5.3586345,5.392302,5.274885,5.265092,5.328609,5.1981535,5.2225103,5.4266653,5.2708635,5.1817913,5.270609,5.302084,5.299356,5.177756,5.4125447,5.321889,5.381364,5.483105,5.267947,5.2973185,5.1926203,5.3075185,5.280193,5.578197,5.2519026,5.332807,5.3136444,5.387454,5.35132,5.3455963,5.29797,5.449446,5.446898,5.305848,5.3869157,5.323433,5.2601767,5.4141273,5.2291074,5.1637697,5.299664,5.3668685,5.3043585,5.326724,5.3104296,5.3644357,5.41638,5.3633966,5.3273716,5.411209,5.274031,5.202311,5.3151884,5.378835,5.2726793,5.42104,5.234496,5.3455653,5.3676925,5.3039513,5.2108207,5.4195166,5.3822956,5.134245,5.459701,5.2244678,5.3116584,5.3438034,5.3703637,5.2685494,5.2752337,5.3525186,5.1469774,5.3335342,5.367372,5.3387437,5.212367,5.4121833,5.3269367,5.370006,5.388557,5.2807956
