Experiments,BT_OD<--AC_OD,BT_OD<--BA_OD,BT_OD<--BC_OD,BT_OD<--BL_OD,BT_OD<--BT_OD,BT_OD<--BV_OD,BT_OD<--CC_OD,BT_OD<--DF_OD,BT_OD<--parc-_OD,BT_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BC_pH7_1,-0.048488079092019916,-0.014427835633370863,-0.008950715938421042,-0.03261419741639301,-0.15197678506617315,-0.014517697622068225,-0.005186249706084312,0.08496045562317192,0.010622500471325345,0.04530153240988274,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BC_pH7_2,-0.04848878955104104,-0.031849785001300604,-0.010660565841295145,-0.043028045584569165,-0.12225141827179038,-0.00963692477762537,-0.002303049425877953,0.06475816677466198,0.013735152901676689,0.054448187488900575,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BC_pH8_0,-0.05545949395381561,-0.014891067431510788,-0.006729032546281812,-0.04396041018280971,-0.14123721905619552,-0.011278456197646647,-0.006954992226243988,0.07190732883653887,0.019284145147337218,0.054042126749561194,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,-0.04569587180573169,-0.018475080293238813,-0.006033578685120394,-0.04727539167152312,-0.15244133850255895,-0.005692239848329969,0.00019594618058560925,0.06381467298199625,0.011053568677490824,0.0652722422098336,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,-0.07439251890669211,-0.003828945591154955,-0.006693469370188916,-0.04463597961438253,-0.11942007916635308,-0.004543220214950648,-0.006159567285288608,0.04989098002142069,0.017627004350980982,0.056878725224498494,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,-0.08537701144429814,-0.016535863039164763,-0.0066751723639343055,-0.04054415762181515,-0.11138174333326194,0.0001787206838312336,-0.0021635106135078743,0.05300524202215932,0.018967744967211847,0.055248678870215694,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,-0.060818257478632676,-0.0022823948127663023,-0.006838138124136172,-0.03879673136863858,-0.1345417591907165,-0.008345089066449717,-0.007845805988889995,0.059846228417818975,0.013734750864298447,0.0506101254084269,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,-0.058262232815968276,-0.010342037166549783,-0.006189932346586947,-0.03497659983093162,-0.13343463313381143,-0.006407988189679126,-0.0074081320058473395,0.06668953747852989,0.01148659729257064,0.04356835001917637,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.03131138253835557,-0.014229750022008684,0.001990195030710943,0.010917934012072892,-0.08706874832996858,-0.0019380866614696764,0.0035608257175139763,0.026855263923618783,0.010190301155266557,-0.05424362419193367,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.037718158387376556,-0.02335374049174235,0.0050527042474435725,0.00987584557100807,-0.07918691192834601,-0.000664960592580229,8.652163831436426e-05,0.05689574506032565,0.009545326745137573,-0.07580944349462894,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.03731345137115567,-0.016110364863163106,0.004009802892966116,0.010430609250198243,-0.07851709392529145,-0.0037521545443197947,0.00024406892004544584,0.04070472868280891,0.011724484177589738,-0.06669770085212327,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.03439226396462839,-0.018989648423157632,0.0034598688289280174,0.011100766048564215,-0.08456179053704861,-0.004726634413692289,-0.00017966456103907775,0.03907484037376455,0.014184910975113188,-0.0602474559592488,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,-0.03763926450709771,-0.009906532774760345,0.00438150629704899,0.011476145187068897,-0.07546596348974044,-0.001089988177561239,-0.0006835425651186834,0.030714164354393014,0.01245401192011069,-0.06951760814241739,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,-0.04310776222011317,-0.014453192161315158,0.004587373637148866,0.012546070134267215,-0.09033805617273014,-0.008270880772286784,0.0032134362328392653,0.04590563578369177,0.018105629597912017,-0.0634653260546696,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,-0.04336864865121795,-0.019276062547755633,0.008145216922883105,0.01531645788689671,-0.17293459043615378,-0.0017581214616075127,0.007902183616331418,0.05205661368799273,0.01827532284204727,0.00036455622307308527,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,-0.041530505656062255,-0.0250144682796267,0.015528195096260829,0.015150424888681463,-0.17276533698966806,-0.0014329114329555738,0.0016191835219607393,0.051115517256902936,0.014456422176293055,0.007596407287308707,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,-0.02852448970160406,-0.03808989672982335,0.004279448518570027,0.015028615079658192,-0.165499389795384,-0.0007397039961474747,0.004325306612147908,0.05512194026160337,0.013057386588062282,0.005763710883000628,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,-0.05742832364777669,-0.013718488976237887,0.0101255863852313,0.01600564019430591,-0.2445417427676527,-0.006478441372594755,0.0012485482760340681,0.05692219707912402,0.02528896351851036,0.07729898967861157,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,-0.058127936819649256,-0.021312427337726817,0.007121908605989559,0.017523047306129472,-0.21650020659779728,-0.007835799850037564,-0.00577606968095769,0.06554364832199139,0.019233535874392027,0.0648532285452213,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,-0.051374003573563747,-0.02251237091345145,0.00516839970976276,0.016395959181549114,-0.23012604099738865,-0.008938069496425272,-0.002446605312718966,0.07708703613414876,0.014995650182194687,0.0664729731457065,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,-0.06563904958635405,-0.01929943608423776,0.002691007590366769,0.020213190549174725,-0.25753762316687606,-0.0005923660285770874,0.000947047751599355,0.0794358980404618,0.018141209805870192,0.08636304884217677,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,-0.08091863876411123,-0.006173358584713679,-0.0024332175889740836,0.017036769134599884,-0.22887061993874921,0.0004507855900927706,-0.0031647231391347596,0.06512267417638846,0.016794793960111944,0.08687846301751131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,-0.0689385152130347,-0.014737207363359631,0.00527038847217741,0.021316234867452932,-0.2448460576885744,0.0015648947336265573,-0.005225783989602781,0.066751450555723,0.02650071264123139,0.077066810813368,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,-0.06905326428539728,-0.01383702816725101,0.005046795513480901,0.018694680922705195,-0.21051999706005595,0.0013959450068195237,-0.004794888814263366,0.058207457799302496,0.018958837362006313,0.06062439040159401,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,-0.07258734463673573,-0.01418476025371448,0.008063095840423003,0.018005457573529823,-0.22868350996878808,-0.011472921670697954,-0.008899084902166024,0.07870479410109311,0.02391980764537078,0.07185739435741435,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,-0.08003106104351741,-0.021061223836251253,0.0011100495276648692,0.017983974258455902,-0.222863471681333,-0.0066119262549783194,-0.004151712894723142,0.08278473348458014,0.015002280358711017,0.08256128590473016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,-0.05417101495615815,-0.005686034490556821,0.0024497167652715794,-0.034777610591086375,0.09187533541582525,0.004044022748408756,-0.0028352273281906583,0.044211771980778365,0.01631548586605198,-0.1967035175149288,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,-0.05552114441909866,-0.014521472307893886,0.01372285898774862,-0.0418052041824178,0.09868459961620038,0.001441365562622316,-0.0014078542822971926,0.049949059820045584,0.02098190781943824,-0.20680118758717303,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,-0.04698586662320177,-0.021463159362218626,0.010160643849521879,-0.039669787771797374,0.10112898969779843,-0.006425504628366426,-0.005293516500488573,0.05789271260652206,0.019307261210785288,-0.20392884309180886,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,-0.05120186633146975,-0.02480674556598229,0.010625279018574433,-0.04177871596311098,0.09655134664362543,0.0013794350283949277,-0.0016587826354510086,0.04546425051217818,0.02186874273779761,-0.18699176091093414,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,-0.049418588653409284,-0.018201996643784576,0.006678927958659503,-0.048656162555208035,0.09422378802510063,0.0007524507660823673,-0.003921130417603183,0.052043427327323866,0.023445244282079135,-0.20790896366471837,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,-0.050632861184928095,-0.023732267336960395,0.009360146794022754,-0.04403045020450877,0.10055574723559878,0.003815407787611628,-0.004084290156910272,0.044835490052912215,0.021283000447463406,-0.198594319314048,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,-0.0686178075352117,-0.0323280334116324,0.03172569831732012,-0.07655450637128366,0.22260485804234834,0.03271161630729457,0.03529453403640377,0.0836443691401054,0.04232425246043535,0.030974219976924355,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,-0.08207099460915705,-0.027869711866116396,0.032877921003281414,-0.07633751901777705,0.2611966877442825,0.02648543891881632,0.004904056083532457,0.11145735266031294,0.047166907148557195,0.10257609683352159,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,-0.08551015861514631,-0.014333721652586501,0.033208156482154576,-0.06772927107532385,0.25818427747803857,0.0327203780129228,0.019151990373780875,0.08915460862543274,0.041587591843841525,0.09648611716399695,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,-0.146018663529995,0.003852744407182479,0.03633398255211827,-0.09816190201586676,0.29306237926301754,0.0071996067942160635,-0.012272190459315557,0.14272311512684532,0.057593149132216755,0.2001018408858015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,-0.14979427578251647,0.02567148482265032,0.03422505123641988,-0.09806637588483483,0.28567070441239556,0.01998232063472919,-0.018919187417334827,0.12829775663862084,0.05482092485641655,0.20140705886357668,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,-0.1432416014233604,0.028102739521140323,0.023115171044862447,-0.09028415458803268,0.2892887055967002,0.0032364738548336463,-0.019558652721993305,0.13534746188893107,0.0479433624673149,0.20957537388408792,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,-0.17660671994494997,0.027046784169202587,0.020654467513744272,-0.11482727377209813,0.24434933153143065,0.0066536666606755385,-0.03136036019266138,0.11992419259339249,0.05108071127946934,0.15981733888266209,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,-0.1849283905205843,0.01686694047454258,0.017762495744366034,-0.11587427193582384,0.23787351353620384,0.012833320579855985,-0.023795187173451745,0.11994643520766302,0.0500916325904267,0.1495354741593094,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,-0.17806727209958528,0.01609810568776954,0.02118380046125664,-0.101563969651723,0.24233978992085092,0.007194212904483401,-0.03069933776460264,0.12102660626294495,0.04758630455512068,0.13313831837949058,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,-0.19067692572979825,0.005440395260837092,0.02498452259774279,-0.10341436514489191,0.21490803103003162,0.012779985994262536,-0.026288976822372363,0.10642392315699355,0.04367153017052814,0.1092448234944807,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,-0.19919026662332376,0.015886562033556408,0.022192898312705035,-0.11580398238122303,0.22044353465873587,0.00520506309811026,-0.03307517638996892,0.12040452178203216,0.0516285472176969,0.09760863854570069,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,-0.18551495173500607,0.018399732055385476,0.016881899580602412,-0.11641161551820521,0.2123946111584487,0.008855649945123686,-0.036669357132126115,0.11583453324744886,0.04485559224697723,0.10050951751799368,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,-0.026442376979343266,-0.016278630498715717,-0.0028172336484346056,-0.014418384138818663,-0.06100741376897886,-0.0033276999968549475,-2.360745414119588e-05,0.04949835834761514,0.007621605331078174,-0.06808168913035288,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,-0.029396211623173688,-0.01666001475355386,1.4582947706398487e-05,-0.025858030650845687,-0.06899489170385768,-0.0035356812442288456,-0.0004081039219770729,0.046350666163894154,0.013424419057757956,-0.05021380597745757,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,-0.02892306301864269,-0.014376343174675555,0.003330433974042535,-0.020235595327154125,-0.06034168738365662,-0.003327699983897417,0.0007423525176051549,0.03132362003114236,0.007950925676799989,-0.0514200149970534,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,-0.04110119226105187,-0.018468947187875923,0.0005121932844833831,-0.019994990499487716,-0.05890684369951487,-0.003201949213752928,-0.003292673786332748,0.04864627966313097,0.014372051478485052,-0.053840999410528216,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,-0.036135453845009845,-0.017952217953482077,0.0023678078496342765,-0.01964453243974434,-0.0667630419558238,-0.002362757732119897,0.0020829141737245386,0.043831574578729014,0.008745950957274306,-0.049447315504531505,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,-0.02727635102326293,-0.017995624636380894,0.00158726624759805,-0.027736048250378148,-0.06086566304565285,-0.002795376811662445,0.0038202018898142428,0.047730754932145715,0.00817523320529448,-0.05992146432885658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,-0.05434457292233634,-0.033623473547884954,0.00888956155911412,-0.02368527514009696,-0.08181234220022579,-0.007739778666797539,-0.0031643742229789476,0.07055151033741625,0.011798127407370055,-0.022146454458732315,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,-0.036468610386364154,-0.023848529325838645,0.0029222793638220305,-0.027580678826197982,-0.13124470291922438,-0.006700864700681491,0.002892605862377782,0.06585572006707281,0.012324861165986438,0.006570847494851636,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,-0.041333475919116444,-0.02847626483574023,0.01133649666044537,-0.02713340620469788,-0.1061822420850639,-0.006504248310609357,-0.0018036222237202777,0.054110683159619255,0.008404336585663258,0.0023046701188887604,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,-0.07741657803159045,-0.026601110816649766,8.014778444624368e-05,-0.04452191527446976,-0.13522014845648542,-0.008043395688595334,0.0017343271940784633,0.0840471830615855,0.021413160413098722,0.0492512580881948,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,-0.07304561251855415,-0.008437345248201616,0.0008564065777413229,-0.03825992095162687,-0.14607105993584782,-0.009269498125042604,-0.006406825965310894,0.07204345133378293,0.020661478793329517,0.05265185446680889,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,-0.06419999558681055,-0.026462832147498495,-0.0075639144529628995,-0.030717846973110804,-0.14984895128898487,-0.009269185278402722,-0.008279271516948938,0.0860498473637373,0.017751985824383473,0.057263092165003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,-0.059310195238491424,-0.017680041471334257,0.004731971938365504,-0.03842634692585662,-0.1496593453417249,-0.004921538407468926,-0.003518056542531625,0.06742331702403886,0.014755273810790283,0.05132788844933005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,-0.0668408243963495,-0.02324290717769737,0.00456736658618826,-0.04444882626321328,-0.15451458068888477,-0.004743377857072197,-0.00047242026411644473,0.08122445333911024,0.009037991975555604,0.06415605219323997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,-0.04466473453354252,-0.012202634998273263,0.0030456339385684433,-0.041097629702164094,-0.14469198822529747,-0.004769266526741179,-0.006086865022738015,0.05731172167999752,0.017342880777812205,0.040535810389758446,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,-0.07317215323589904,-0.011869295018360667,-0.0005813595012802141,-0.04721331029300293,-0.1435447622471206,-0.005371386978127388,-0.0053577053380887115,0.07079591165397964,0.020803634967128545,0.060233354604114664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,-0.06829103234244266,-0.015640903443057574,-0.0016066776147193227,-0.03518472270594668,-0.1312126608464219,-0.0050056278073917285,-0.010883351356276999,0.06771908655195781,0.017388746218917814,0.04744007150966512,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.05652926686321102,-0.01417261702879129,-0.0036222870402928924,-0.04749180406898908,-0.12229676081495282,-0.005490778897605508,-0.006327355025822055,0.04940906533445029,0.01811389335674112,0.05313083837173231,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.025510722904911506,-0.01987777074717957,0.003924866633935142,-0.018757338586222864,-0.055993949211324036,-0.0013120196794119206,0.0011541068270478575,0.03186763703863582,0.006485856572651996,-0.05725773757566576,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.02984864782987405,-0.01531977751535242,0.0008910226194268988,-0.020317544408507,-0.06439392242155484,0.0017644828934546414,0.00131897923091184,0.03931375134898269,0.008640421361298018,-0.05732583691123064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,-0.031238279526486345,-0.01899580399303332,0.007488162831362823,-0.02473946431105065,-0.06400175901474026,-0.0029049118154722696,0.0014838516347758172,0.04573909422423205,0.01132467013338338,-0.059432631795416045,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.020711745204727933,-0.027948336740955707,0.004049335477630729,-0.0190652620917915,-0.07162808596399488,-0.0009481560515806727,0.0008763344513009459,0.03558633390814067,0.010049180869903905,-0.04553667028637036,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.03089217115315082,-0.022944551361724737,0.000635618690158362,-0.024251230054170535,-0.08765587830551617,0.0011715145733045508,-0.0010821193233942184,0.05536562496776005,0.00632581166477631,-0.03194969133048763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.036732289182508114,-0.02270814875424232,0.0009606566523080292,-0.019526740017792456,-0.07447651062606143,0.0009628491103649152,-0.0009640767814024627,0.04970760928588392,0.007469846178656043,-0.03997026768229577,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.04591815904329491,-0.033158689326323244,0.011242173527691352,-0.029419910489864965,-0.15729563047987938,-0.0005560704462392176,0.0040583421071262475,0.07141023141898863,0.007275626904371644,0.03708501419497896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.029194025395883477,-0.024775881722731426,0.00712331485043725,-0.027672581705872133,-0.17031058931480283,0.003910860942433711,0.003369022547469844,0.07070782719220482,0.008828745225606408,0.022736235748693018,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,-0.025410915721693766,-0.035178981287728825,0.008226562649740471,-0.02913535786995097,-0.15456608369744024,-0.0019706226026882287,0.0034185648916046315,0.058062065821141,0.009109698127064365,0.032167998057506655,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.06234252512353757,-0.010261227681261042,0.005228873804899984,-0.039570583044753777,-0.17959431547165397,-0.00048164006504837335,0.003656015413529848,0.07177970316382531,0.01545652298985616,0.06085210417437812,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.05026054492908651,-0.02229550617382578,0.0031371777638307063,-0.029097663490101698,-0.173443228089777,-0.0045407291139354525,0.0034476392659480177,0.0660368205661602,0.01826366522146956,0.05347529734687312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.04755167562717003,-0.01662592325076137,0.0008157493603294296,-0.04300551382257887,-0.18292989915520277,0.00039900970361802965,0.0035875360339718046,0.07756907932946218,0.012071371242484972,0.06039319455340181,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.08529026929046148,-0.012809568154828055,-0.000985691580597473,-0.03650395314290147,-0.1320680242408391,-0.006638021991871622,0.004618196217748137,0.07423716104265465,0.020442641130851022,0.03972045837780056,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.08349606519443509,-0.007363318097170283,0.004471471417371345,-0.04271801868656083,-0.1532527258093266,-0.008186132894504978,0.006268536055298607,0.07602735016171049,0.020990749994778762,0.0519810811482856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.06208069709028402,-0.01230589685799635,0.005773865885465687,-0.04313413928505843,-0.15769602683170336,-0.0022022892330246764,0.005164781502326548,0.07213728178535468,0.01883821155875921,0.04022783693371583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.06090341668150834,-0.016935890970508693,0.004212194503811389,-0.02648209177443514,-0.12650622766869865,-0.004770653784356037,0.004795142170851648,0.05930848195015089,0.015081933604796293,0.01692345674210431,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.08423391342932439,-0.004737136468048328,0.001814930716367518,-0.03958834785461912,-0.1305549855603148,-0.003772279153496999,0.004812905334098187,0.05768006548528439,0.021443843301790565,0.041857845759343204,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.08663300489277943,-0.01889062165768574,0.007887379631562082,-0.031248552728363358,-0.12936544952468707,-0.003679821758085616,0.007132653126736055,0.06883787340039145,0.01606248637418384,0.03461998639628291,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.025470782317950028,-0.027335935701494632,0.00738596907472643,-0.016592378062398536,-0.044293470398887355,0.0012601054178388862,0.002225063875641514,-0.007342925497290232,0.00957974421265333,-0.03469246244219982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.026685398670480302,-0.011058135466326188,0.003397879474593892,-0.018536503028489,-0.05191986577139924,0.0013908228593999925,0.005857702128022263,-0.006569985971259679,0.004691164178935731,-0.03584475041954251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.019530986466080598,-0.02615602439087208,0.006462371941534395,-0.014407595186696747,-0.05013909851889248,0.004080201782610104,0.002589990855194631,-0.006183516208244409,0.006444333602633815,-0.03843674807546094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.031805373616111667,-0.014045245216592495,0.01002623730926248,-0.023504074510672813,-0.047492384100535336,0.004087050481820884,0.006447754005456103,-0.005126895048129171,0.007538717195553626,-0.04140285798510455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
