Experiments,BT_OD<--AC_OD,BT_OD<--BA_OD,BT_OD<--BC_OD,BT_OD<--BL_OD,BT_OD<--BT_OD,BT_OD<--BV_OD,BT_OD<--CC_OD,BT_OD<--DF_OD,BT_OD<--parc-_OD,BT_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BA_pH4_0,-0.03263570217577659,-0.004706610478460786,0.0037890635847883367,-0.021327592670188644,-0.05848451856159321,-0.008564624474991272,-0.0013004197921279957,0.03899824658773192,0.009081884637151077,-0.06012679828897766,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139574737368786
BA_pH4_1,-0.03229515348034708,-0.0041528916245569345,0.0013294459182931026,-0.020075366140302753,-0.06470693115995305,-0.0035058447532355765,-0.0019041414607478214,0.025846310792409854,0.00939771226850217,-0.045210212206306014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048452299554619434
BA_pH4_2,-0.03970616067597723,-0.004983469983157906,0.00795935061092124,-0.01867672986654646,-0.06499967749068591,-0.0020988252042266316,0.0021000434871277112,0.02659990222517239,0.012125178938326629,-0.053596683968182485,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018744598294293093
BA_pH5_0,-0.05072980934551552,-0.004033932617825009,0.004384636035917893,-0.026441527333353525,-0.06772516320459543,-0.0017517534477393272,0.004299811566572475,0.04691754538039476,0.008247112539880306,-0.048443991830167565,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0511412745403946
BA_pH5_1,-0.033746119455798806,-0.0023252963533867952,0.0057468547012009055,-0.02262215190364614,-0.07318841916266018,0.004111732127873794,0.0010669213124429417,0.031191753865746054,0.00509989472349053,-0.05061224148446774,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024466462930343342
BA_pH5_2,-0.042504714230156455,-0.004918825097544036,0.0021246863010784853,-0.016065960683576436,-0.07010436709565314,-0.0018874235034150903,-0.0019283229890077007,0.04743549865022626,0.01532830829003259,-0.06275595127442933,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03934321135483189
BA_pH6_0,-0.05976311538449447,-0.005358839357352775,0.000634659460705259,-0.03304538983568226,-0.12318692877321787,-0.010710715807407444,0.0025297238175635782,0.07145844326395055,0.022300591703261374,-0.00013550071977078696,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687666300212
BA_pH6_1,-0.05098598406488155,-0.006701773758167801,0.007078690090338173,-0.030939081295636363,-0.13499507944727232,0.0004893897206563037,-0.004007477655439918,0.046912686551070726,0.01729571292257828,0.020575845304309674,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567404454245
BA_pH6_2,-0.04981386569288114,-0.0068516118435756,-0.0012249049349971443,-0.032731613279927685,-0.12328870004488396,0.001170041474878142,-0.0002786497549032356,0.04414853824909939,0.01805150918217133,0.01554218501257508,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393160174653
BA_pH7_0,-0.07067749251328084,-0.01600042395293712,-0.00018967193956284415,-0.04858694101785027,-0.12875692838357516,-0.009103888713997664,-0.013963066386058926,0.07242848588396673,0.024149901764467355,0.05542295338343019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47615668850189524
BA_pH7_1,-0.05806616115059865,-0.01491067480943773,0.0032268665694510173,-0.042420884842134035,-0.1325537267096503,0.0008560435137832945,-0.010054284769474809,0.061988350785458876,0.019806684173805558,0.036850715363398186,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683981394347
BA_pH7_2,-0.0627698609986059,-0.01598302686020084,-0.0006493229635626718,-0.04468645615624669,-0.10313440455690671,0.0038271033980519244,-0.016736649753039946,0.043156966071413914,0.01863529118263851,0.04306328900401359,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48110253833913064
BA_pH8_0,-0.093143165648267,-0.011840008304494876,0.000458534446180514,-0.04157280557383986,-0.12460867718995916,-0.004744019764273064,-0.007361046564765272,0.06808139507213362,0.030868302889411222,0.04858441900542897,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936980952847
BA_pH8_1,-0.06306887926776772,-0.0126337169483304,0.0010833521357373058,-0.04178761163969403,-0.10543751277819116,-0.003950577899611188,-0.014570679962635039,0.05995105788435624,0.013297612980494034,0.031839883863197076,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698583743298
BA_pH8_2,-0.0787040086041974,-0.012588599471618302,0.003821775718470633,-0.051185688124159766,-0.141949219238418,-0.007588264288623692,-0.0030293171196851976,0.07268449198981021,0.026429138996678855,0.05683261850929777,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64407134594908
BA_pH9_0,-0.09805588096461218,-0.008595970127245651,0.003998246002213463,-0.03725197723135352,-0.11717030909236358,-0.0020576026193473668,-0.0059520116586076165,0.07296256810831633,0.014202745976736368,0.04264311984424357,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859295671521
BA_pH9_1,-0.06351005908952137,-0.008468007014497464,0.0035509637929499126,-0.03907609294978496,-0.12864026575855425,-0.0019714761541589428,-0.005688155346509552,0.05484100256601106,0.019834163900991176,0.03385085442062953,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741257491587475
BA_pH9_2,-0.07869685775600374,-0.008400999084115027,0.004266408998924104,-0.03692085810370095,-0.12476030292313384,-0.003491435029098521,-0.002211842750725537,0.061685765467422174,0.018187947736891072,0.035065101811095414,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74752624576109
BC_pH4_0,-0.024835770183809742,-0.018792312653613797,-0.003371942726004383,-0.015105364804925477,-0.05521433918250968,-0.0005422905581476896,0.00015041353383466252,0.030237997344128135,0.010807934111470116,-0.05861139613628873,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BC_pH4_1,-0.018315337868609834,-0.015448435563999026,-0.00289023662228947,-0.01403311688169513,-0.05602052585910195,-0.0024286074703559284,0.00156747428943282,0.02419038489197745,0.0034235363024408398,-0.05532220718673551,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BC_pH4_2,-0.02939615994732341,-0.01653579385080577,-0.003612795777861838,-0.018640776598502117,-0.06596138498867335,-0.00559190478965478,-0.0012986466223778895,0.0454489183385411,0.012114067463528203,-0.051802595035861376,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BC_pH5_0,-0.033202690012024146,-0.014280966446613485,-0.003464452067956976,-0.019920685065748248,-0.0625666423421353,-0.0014370566270435626,-0.000983260060943984,0.041322737866607694,0.009980863620648565,-0.05072492074018912,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BC_pH5_1,-0.015807190322438658,-0.01702573708845707,-0.0036149498820304874,-0.017842621752668337,-0.0595483809750041,-0.0009626329161793644,0.00013909721706548744,0.035172670169369036,0.008172550380796841,-0.06395987624342998,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BC_pH5_2,-0.03957491922516214,-0.011423283880171565,-0.004016928096585299,-0.023655050721869846,-0.05099803518665872,-0.004662302996882279,-0.0011235834370650639,0.03684798410486268,0.017147569002421655,-0.05381852087058613,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BC_pH6_0,-0.03298477436982743,-0.01950425543255456,-0.010946093811451089,-0.0322182622462835,-0.09375709951936226,-0.00010849716890927361,0.0032604871678125614,0.042952946501622055,0.01144832117321051,-0.0034198436469001607,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BC_pH6_1,-0.03975797550266852,-0.020896398237622953,-0.008501860133736674,-0.018799071720112925,-0.12427349853572318,0.004572200321632883,-0.0005687333080593647,0.05033515518490711,0.010078234498429558,0.012534876820104924,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BC_pH6_2,-0.03223170197123419,-0.02655969007102692,-0.007071804822948964,-0.026387919766990394,-0.11504963421364033,-0.006450771809677069,0.00010958623809173154,0.05417993789255296,0.01861625005734032,0.005568677814191452,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BC_pH7_0,-0.06654968182171654,-0.017471694541366208,-0.007823326499808736,-0.03808765021800672,-0.14033288000596933,-0.006240358833709486,-0.00326737909577787,0.06373621854121271,0.02198542798180943,0.058774252557600645,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
