Experiments,BC_OD<--AC_OD,BC_OD<--BA_OD,BC_OD<--BC_OD,BC_OD<--BL_OD,BC_OD<--BT_OD,BC_OD<--BV_OD,BC_OD<--CC_OD,BC_OD<--DF_OD,BC_OD<--parc-_OD,BC_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BV_pH9_1,-0.02512253720313311,-0.03517961324718983,-0.0578049599363104,-0.01966818520556326,8.19515372100083e-05,-0.0013654843296693712,-0.004548446490712787,0.034670132275508796,-0.0022437980933033893,0.012830628491938112,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.01530570175012817,-0.03715756636922774,-0.08291879200579033,-0.019832646986064708,-0.0035732654579307722,-0.0015172048107437444,-0.0055995251724253545,0.04273731643900923,-0.0039123996816899445,0.028729472942650318,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.011770677697723326,-0.025776943086606,-0.031173992448526876,-0.012599441010666932,-0.0008766412605410035,-0.001076991086744743,0.001744172676749851,0.02108870410562858,0.002646460408425849,-0.040554962713757275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.01126390348310056,-0.03363263305924508,-0.03669355884518312,-0.008223774000678375,-0.00034275233745574893,0.002491122372448445,0.0020712050536404493,0.0264736345588513,-0.00096314494376597,-0.03826650742927323,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,-0.013339016839213994,-0.01867347061310125,-0.04488834162445171,-0.00901244249842737,0.00035651774672062613,-0.0014487916652275161,0.001308129507562389,0.02583367372822502,-0.00027525937427645106,-0.03821131048157163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.013587567286322946,-0.025162104348773542,-0.04502643772117469,-0.017032378439022146,0.00039758115682912904,0.0037518573552370086,0.0020650593320960587,0.026552581723941416,-0.0027482868309902098,-0.02756061705558197,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.009028990165047024,-0.03530077019139477,-0.04937601362071607,-0.017622508246289643,0.0022720149094643803,-0.0005434010453198259,0.0019848170844109165,0.027780627856112045,0.004756248765017676,-0.023272337459999574,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.0031920967834151302,-0.041375708920152285,-0.04722320559556069,-0.012757436268679473,-0.0007370210698117383,0.004015894514387069,0.0018486603964930001,0.025548398028249326,-0.002384647056460378,-0.0220931492810664,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.004285364994860213,-0.035461108940451035,-0.09581014791584533,-0.011816341527130294,0.002132986612294032,0.006360223861816138,0.003712829144104667,0.026230247837045924,-0.0027358043987465923,0.013322168208010817,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.008863596218111724,-0.042145978612420344,-0.09355886131687008,-0.01929626931800791,0.00045699625397506053,0.003740503511027149,0.0035433240817940763,0.032693175046664226,0.003663737568194453,0.021416656889993207,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,-0.011746141364716965,-0.041644450521663476,-0.090696698712266,-0.014269923070526639,-0.0013997095871878698,0.005561166962851649,0.0040271799655064305,0.03394699302056562,-0.0035161250473364518,0.02138739624101183,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.005415435807536478,-0.04486114461622809,-0.1015444184726347,-0.02278510308460049,-0.00017359926972700045,-0.004674633880672246,0.0023817984241506327,0.04387503106956897,-0.001742247955306714,0.03658944198132857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.008117183242803035,-0.04349346934615269,-0.09094997472413209,-0.024217284017282986,-0.001622828697056875,0.0014682337220596245,0.002958187091609707,0.037487087646580264,0.0012394046572887397,0.026897514796127443,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.02293429114734349,-0.049520128262431726,-0.0963359768478119,-0.02015892294114051,0.008204712087045546,0.0006601114992214291,0.0028837320402912486,0.047262238691682404,0.0008063514838400097,0.030781861282885074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.021441252310962784,-0.03434150657090157,-0.07046739352300115,-0.02147201919037363,-0.004981656477827092,0.0012593193060677992,0.001853183469046717,0.041824709416731554,-0.0020157552737256742,0.01143205904118393,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.03268419229142044,-0.03385277081442916,-0.08661412071112708,-0.021598956243175534,0.005887383770035658,0.0019678272760432704,0.002071205053640449,0.03930148508237755,-0.0014402099002314636,0.02861203659973715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.02339476380659186,-0.03329611178811478,-0.09150819866877535,-0.026115765079208045,-0.0020625987519388607,0.0046027543849271255,0.0011991187152655231,0.04574615856227668,-1.4285354510619885e-07,0.02647923717194278,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.01857880934586992,-0.031199038402865763,-0.08107570032872587,-0.02526116997651432,-0.0026760123427147452,0.0008881728059571732,0.00152615109215612,0.031907134109541116,-0.0017770958529866238,0.027896056066712614,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.02339184349321801,-0.030755694809815153,-0.06399041992328736,-0.026058932142737114,0.0006972777179401865,0.0015874414032568105,0.001744172676749852,0.03033296844233637,-0.001154754467956397,0.012639472272409044,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.016346288488610927,-0.03427468407413233,-0.08198169379616559,-0.028792608825732823,0.0005343492410105214,-0.0003961892118272584,0.0021802158459373147,0.03422943022911964,-0.0038068836700657117,0.030304040636705307,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.004899382992931035,-0.020902532760215843,-0.033437808525303134,-0.016968969458147236,-0.00026896366768557154,0.006819639610855475,-0.00021277255662109564,-0.001687909105549686,-0.003186260458567868,-0.023605353961820185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.006037739333899126,-0.02616056125773035,-0.02920964710576379,-0.015926610926247163,-0.0022215285848664204,0.005254784377048844,0.0011821124038618534,-0.0015824147864528322,-0.0028374586108586043,-0.020811249403202017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.010378468480447066,-0.0220052064307358,-0.031884759730942874,-0.013156170822356062,-0.0007981565400310192,0.004755973979506803,-0.0017709652561208478,-0.0014769204673559758,-0.0018706718330150048,-0.019764967847453508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.00909167745029149,-0.019084049285106035,-0.03229553322753181,-0.014968107109484468,-2.2273831393408188e-05,0.0055126732150497645,0.0016542428229813987,-0.001371426148259121,-0.0003322634975547364,-0.028351898272724253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,-0.011901415006622024,-0.020625881358333254,-0.028963441037289477,-0.013827879874278668,-0.0005593071213882908,0.0036064611018999768,0.0012126233412519739,-0.001687909105549686,-0.0038109326718941965,-0.02179263214378253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,-0.008426397403945097,-0.02229052311862292,-0.03041562852166269,-0.014691732355757903,0.002696377625283987,0.004253417582291624,-0.00012601144773804568,-0.0016879091055496869,0.0012896589076389444,-0.028951565710746724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,-0.00785295970413996,-0.030770469320857002,-0.04092241256133371,-0.016738120947519076,-0.003345850161884142,0.003220226908831493,-0.001355956940223342,-0.0025162383460480228,-0.00213170568904151,0.004063173385094042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,-0.009506731290856133,-0.019637023053415442,-0.04584102674508871,-0.018585718186653177,-0.001513392248231432,0.007687003473224847,-0.007588776918533054,-0.0059107923961204,-0.002595007782397061,0.005141153034308683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,-0.00045488239954347143,-0.027813343886771924,-0.04887766555113638,-0.016949714182511625,-0.003246636436037396,0.004773192878650583,0.0013935077822078824,-0.004390808039385338,-0.003917212623940861,0.001133250344706619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,-0.011044603255779847,-0.02577622656588969,-0.05025824751380994,-0.02315034955901944,-0.00022630966389956743,0.002207993573468665,-0.0029384086005713643,-0.003778378516435622,-0.001354368410032727,0.017968585121890774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,-0.007363081537187097,-0.026245964307176028,-0.04859181336572637,-0.026363025615396708,-0.0013493146115671028,0.005073533440413682,-0.003869323506951333,-0.004590093772048532,-0.0038616226402961675,0.018810392584165798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,0.0004286205995342001,-0.0296543327751367,-0.043461795024897734,-0.03037533305747354,-0.0033255317305093232,0.0013985233235618343,0.003394352455178033,-0.0045900012552738175,-0.00546685368956431,0.013302037647884827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,-0.003610479753950368,-0.03634372790870459,-0.04516099897253772,-0.03227915199716454,-0.0035137956605657285,0.0071214032594276505,0.0013631856101362597,-0.004806968032017997,-0.002034700794712356,0.020914922136327493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,-0.007062110084554424,-0.029221814600345883,-0.05700736788303955,-0.024066955643179625,0.0016738571761095006,0.00141560565032389,-0.0016923835452484046,-0.003711399546136027,-0.001112443148765874,0.0224346995110745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,-0.006780440110875213,-0.03036702561313691,-0.04422114685015833,-0.02320343955703404,-0.0010689079032643984,0.00014628875352766283,-0.0020305457500659906,-0.004733338420805722,-0.003639557915537252,0.0175478012535883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,-0.01376587090446897,-0.029090440686306222,-0.05137609451847232,-0.020695359656668227,-0.0005343924948702686,0.006066008404545162,0.00016303165937247457,-0.0013714261482591207,-0.002386924237336801,0.014641156157721645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,-0.013391255305513092,-0.0295086085650584,-0.04994511742144823,-0.02276837764064903,-6.294080744618967e-05,0.006729565358356289,-0.0037861777696272603,-0.0018988977437433983,-0.004049846596367979,0.02033134334437225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,-0.012736401493134706,-0.02719054458419913,-0.05128257679388574,-0.01877183205407599,-0.003514448169456875,0.0042956276351343034,0.0005217008487037978,-0.0018988977437433983,-0.0019732738998921,0.014200334140787951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,0.028011248678616856,0.03823018661173788,0.093110314026151,0.022798119465941968,0.00933754128606423,0.002654611620566121,-0.0014979881339746988,-0.03685478629625362,-0.005161313602457873,-0.19860219559591744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,0.02490418163816566,0.05462668372723072,0.08972942726605615,0.015260138182860353,0.009993339637699338,-0.000586422565190689,-0.005169869491263579,-0.04998475309299385,-0.00410862866627133,-0.18151692677937123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,0.020790127279317897,0.048170846078706815,0.08166816845212292,0.024346857900204865,0.004343440579655381,-0.005594880075558371,-0.0028345915189255835,-0.045224124653183886,-0.003522871599897092,-0.16825299454286044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,0.029630754121943662,0.05140880929549102,0.08489725852142205,0.03745920463424662,0.002957681396409219,0.003642687148050125,-0.001949271172609019,-0.06143976180125837,-0.005372774954075396,-0.18550431609639653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,0.007645244770075962,0.046366582571164425,0.11448104392575183,0.01464891337668119,-0.008308349531953746,-0.0036357694653713175,-0.026003321177609593,-0.06977434155247778,-0.0067291005474069835,-0.1670412133553106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,0.007427561104945515,0.030607923967358862,0.1074401992186904,0.017959543319176076,0.0033547982200980157,0.0001290677811788488,-0.015908082402918647,-0.06180189919212591,-0.006543984609129636,-0.18101543952103544,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,-0.00031957753002643646,0.061896169300636524,0.09727183865950159,0.021836968537258073,0.003354414264145108,0.0025857618564496866,-0.03195821962278822,-0.07475342549059702,-0.006217538189628852,-0.17204670389871232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,0.027510790105747144,0.031133675651381858,0.1024961375947232,0.023104380425875603,0.00686926006946875,-0.009837102106083993,-0.013323265271990195,-0.07346897919054912,-0.00782933536593033,-0.18500587402640475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,0.003999477041804271,0.11863572830091353,0.17291207586779545,0.04709707476360643,0.018556019377125352,-0.027367998991647498,-0.0001758278420437983,-0.13744716538845195,-0.014324689572272098,-0.04653374677281015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,0.028303037225876154,0.1416479471196299,0.19237557836362856,0.07002961822178051,5.5174725535124056e-05,-0.03521909430785024,-0.008348861910078836,-0.14584274999473398,-0.012002606510144218,-0.003414540998637676,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,0.004908358179356734,0.13454893507387328,0.18525585705819334,0.06358835542169604,0.005497110456876129,-0.014518801349660633,0.006924593066391737,-0.14663735192431054,-0.016763658654754585,-0.014506885558366774,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,0.015650462827280807,0.10898387602165989,0.1895167417079211,0.05797045704463254,0.009849844965273923,-0.019787383822967172,0.006076701495634475,-0.10886453354812185,-0.014061118011241373,-0.03789168791602489,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,0.017980440532707642,0.22238533844604438,0.25961800478236835,0.05658550099024306,0.007500883544916696,-0.039371408860644566,0.007798463064043405,-0.1825322182881443,-0.01835998543902584,0.122610839838567,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,0.04767092544423498,0.2294177473498428,0.27527928973669596,0.08841603424885998,0.012343127199489138,-0.047160697618256434,0.0020955710663743622,-0.22817784419688192,-0.020517984395441804,0.09957091434332341,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,-0.0030665688184292332,0.1757484690618256,0.2802124655991794,0.11974898636665035,0.0024404954699718344,-0.031194979631058554,0.0019498575559776757,-0.19975135522044218,-0.015897345155801466,0.1278430936161591,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,0.003022519291742984,0.23207445195997542,0.2524012387138994,0.08988686019797687,0.010480463550142614,-0.02258464385957822,0.01290275366247996,-0.21260737604583085,-0.024083266923932933,0.11654011829715713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,0.08832601210507363,0.18421660124769676,0.26046806570466446,0.1265370974851691,0.0010018706370307012,-0.037347505534796606,0.027556920658958997,-0.21209291917798306,-0.011368500562789647,0.13559554364856172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,0.09376958795377746,0.15070956175418002,0.3092077138728422,0.10988342129989809,0.010515669325123666,-0.029525775332813663,0.026503891868759753,-0.22615481942406163,-0.011598180461189031,0.14943529004150105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,0.04574081320801507,0.18088195879498256,0.30375324100741874,0.10281433579390464,0.01734795677111202,-0.019711581805477982,0.025153610803510824,-0.22851887052959718,-0.010205535569592665,0.1672765452090813,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,0.07248694719503754,0.15639645233426405,0.23763780258433978,0.14284633043343606,0.02125916175706231,-0.006855057965478161,0.021661770444201377,-0.21993084867039453,-0.009131416524557966,0.1646735663582449,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,0.060754325253807986,0.12163289027693479,0.3468637491714047,0.13916732548695543,0.009608897657498072,-0.004052073085761578,0.03953084112185499,-0.2001055032095831,-0.009778687354663142,0.1470551151604108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,0.09913122909224552,0.12621486467187823,0.27463267824734033,0.11493358807071392,0.017773660006730467,-0.030985444502338134,0.04544838482595008,-0.16589702236749554,-0.002859960792829161,0.18157786339359436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,0.09424971645616964,0.14347207901432457,0.25480751967138576,0.11339597520944865,0.019763135258918225,-0.013934599243752331,0.01858550554708294,-0.15276112795200036,-0.0037711438131721193,0.18861193535120593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,0.10697348056442064,0.20586497117481806,0.2518570683734572,0.12365917029750087,0.003971263213973977,-0.008484249683501924,0.026037788706953106,-0.22696818539791772,-0.006056865996316725,0.18283990680199605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
