Experiments,BL_OD<--AC_OD,BL_OD<--BA_OD,BL_OD<--BC_OD,BL_OD<--BL_OD,BL_OD<--BT_OD,BL_OD<--BV_OD,BL_OD<--CC_OD,BL_OD<--DF_OD,BL_OD<--parc-_OD,BL_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
7comm11parcaTc_3,0.2178537785460282,-0.34695817961883935,0.02927509089850861,0.2546777636080009,-0.13506867895753163,0.0757890478088318,0.03953580269347067,0.00575110255457137,-0.43243938454669795,0.023170967596056663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5477367110758552
7comm11parcaTc_4,0.2232492098649559,-0.33037391025249085,0.019727528825321278,0.24230195802312507,-0.14910188441974634,0.04263746593754902,0.10500256576696819,-0.023747049629607272,-0.42059356739461107,0.0224849938609354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5477367110758552
8comm11parcaTc_1,0.17855183249379952,-0.2341103450925615,0.0056890111193870704,0.2766788878887082,-0.07783365816566284,0.06905260747055644,0.05227731455724848,-0.03652521550695857,-0.3596515156280088,-0.008449307423813838,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8453285927693228
8comm11parcaTc_2,0.130560339934638,-0.24526357028066456,0.015745402231569516,0.3173766687593382,-0.05059797187740712,0.04595588720646565,0.06010879373906746,-0.037129361277608124,-0.3122432005174621,-0.05883337620524283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8453285927693228
8comm11parcaTc_3,0.13660919635232702,-0.19068824227656353,0.020329271786967692,0.2360664663265419,-0.06614196652141602,0.05222799101844431,0.05671659987946242,-0.010675970588041388,-0.28781572486516904,-0.08094800939985917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8453285927693228
8comm11parcaTc_4,0.10622161246228798,-0.21654189254116743,0.008479914139227374,0.2371569268105795,-0.022636441044590394,0.038731301434581054,0.03766133846715093,-0.033286398058028334,-0.24811852171207258,-0.04198822824527387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8453285927693228
parc-_pH4_0,-0.038324466982208524,0.040189123071892104,-0.005798313935165821,-0.06823377454855846,0.014177097385830204,-0.014883486960569155,-0.01185757898685077,-0.004654820938392179,-0.018963884336711923,-0.02597028258459075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0032572508755295392
parc-_pH4_1,-0.034355402070543044,0.04520045931734468,0.0006994746066629885,-0.06890899276239393,0.014300362717198286,-0.016782773804810386,-0.017079415299079345,-0.0030064460250508523,-0.020797021191405217,-0.03359063430000907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.004437627208196163
parc-_pH4_2,-0.03738663713164304,0.04386953435959699,-0.002821805831854759,-0.07410801496680663,0.01992524605325383,-0.014123913685021841,-0.011364856042048855,-0.0034349532141957594,-0.022527962046796867,-0.032347008434893645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0011803763326671925
parc-_pH5_0,-0.03403046829180549,0.04360751930988678,-0.0020954698069102083,-0.08631899432886553,0.01780770510637566,-0.021107422583938936,-0.012901404273655753,-0.007886438973086038,-0.01777488160190051,-0.013620514534413814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08114687964645667
parc-_pH5_1,-0.029097630922561103,0.038405266450313134,-0.0010783728884290094,-0.0771257771033308,0.022068349975768637,-0.022780543251529985,-0.017158759559464196,-0.007614664172996645,-0.03236172694793862,-0.007576530239666285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11230826956373989
parc-_pH5_2,-0.03203965777936189,0.04261491468905106,-0.0007713187117453494,-0.07679236391478259,0.013444001618772745,-0.020219161875707947,-0.009441586067981046,-0.007679314352571967,-0.027144027504179137,-0.016291874388799723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09911694942295314
parc-_pH6_0,-0.06319875217933692,0.0682637461979428,-0.0047186134561248445,-0.13340558213060313,0.027826793974913337,-0.014893807886249345,-0.03082222331841679,0.0012316894231607072,-0.02580021691913514,0.041196577527114885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2884225051673924
parc-_pH6_1,-0.07109715408605077,0.06484713962180136,0.0013260266856978768,-0.14165172610148466,0.02132280025955128,-0.01879194004704123,-0.022449422106146807,0.00235535812685671,-0.041974989098861167,0.07179351816358773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.29127362738877827
parc-_pH6_2,-0.07467746161531819,0.07438788296897773,0.0003650686242010249,-0.15589283330892417,0.02590534443076214,-0.01465337088574534,-0.016178130958148317,-0.005689980485679014,-0.03129755620318262,0.06341066688137209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2957269459022493
parc-_pH7_0,-0.05839213097791959,0.06825831287742959,-0.008518200637367754,-0.08863777991789189,0.0225266317087833,-0.027652186683743547,-0.029185011413596244,-0.0027007164972145934,-0.032627873978699026,0.022608567232913934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5922068579302491
parc-_pH7_1,-0.05416072426120872,0.048652847044007935,-0.005556998122483491,-0.11525045067962746,0.04157476371397143,-0.02583891111426056,-0.024637754764002956,-0.0036513228512004667,-0.0341007439452021,0.0386489246453604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5480973412378645
parc-_pH7_2,-0.06681113789951348,0.06725713389642213,-0.005513226355061586,-0.11776764960554631,0.022818049158010147,-0.01835808659377305,-0.03506598355815462,0.0026158788176658355,-0.0354617057007778,0.051966357499603995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5469120935714209
parc-_pH8_0,-0.06589422650756718,0.0671235381876645,-0.009692315435765882,-0.05809502471076404,0.028539717203087126,-0.018162981135689694,-0.025791423106971,-0.0029432746978557646,-0.04532335988893781,-0.004081038586471391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8455353071301549
parc-_pH8_1,-0.0464795268756216,0.0728808107615813,-0.005561403523644676,-0.08985505868842746,0.0275682872954918,-0.02167270016937476,-0.02932822792912307,0.0014876155919678815,-0.031041766589750414,-0.012318418160404847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8378107178569503
parc-_pH8_2,-0.04324017463535394,0.05905223919483632,-0.002934296940169905,-0.06958506645877724,0.02202995869331062,-0.0222439764658718,-0.021425697206641017,-0.0010316413017394757,-0.027693612680001096,-0.027248121021396444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8442380625189879
parc-_pH9_0,-0.02905108762459587,0.06032023414726491,-0.0024130556416576327,-0.07093437171095736,0.017821613270789387,-0.016625472503592788,-0.014318599163190178,0.0037547078036257757,-0.04342855408544774,-0.03944580277954433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.003926186226973
parc-_pH9_1,-0.059200087369055215,0.05292793436137879,-0.0018749473632677734,-0.053323535892869464,0.029973747567476144,-0.019711444303393368,-0.017687377042501517,0.0017836373311507965,-0.03996828923811731,-0.02724002633810691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9964236708955914
