Experiments,BL_OD<--AC_OD,BL_OD<--BA_OD,BL_OD<--BC_OD,BL_OD<--BL_OD,BL_OD<--BT_OD,BL_OD<--BV_OD,BL_OD<--CC_OD,BL_OD<--DF_OD,BL_OD<--parc-_OD,BL_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
parc-_pH9_2,-0.05227629385645623,0.06349917793241532,-0.0059371237849573716,-0.05993984159365621,0.02222621673070218,-0.0239067757907121,-0.014759048304884979,-0.002707962094522689,-0.026956739591272635,-0.03356198061945969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9996501428774356
AC_pH4_0,0.014260493244813838,0.05004432588005842,-0.012572533412148122,-0.1192506638315061,0.02862374269767948,-0.019609051332201647,-0.018084112255955524,-0.006317781793034595,0.023202668609826452,-0.07461746594909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
AC_pH4_1,0.02027211753246577,0.06985598030702576,-0.011743908588491054,-0.1346532923890197,0.028602521298858135,-0.026342263391808327,-0.029198686605238392,0.0003371130845145026,0.03315175659954548,-0.08460172364083324,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
AC_pH4_2,0.016718318663213567,0.03442976216421179,-0.0073139077659858335,-0.09929410637153878,0.027490714189151066,-0.027151536856494518,-0.020069169869403474,0.0014043890077458775,0.030688161099248604,-0.09122301013411387,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
AC_pH5_0,0.018726701389836228,0.06542969296564874,-0.011187387846572245,-0.14454488128585663,0.032613734407755335,-0.034990226592382656,-0.02314513988630927,-0.00460782140331424,0.0291208855929258,-0.0617359460145235,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
AC_pH5_1,0.019464242199192877,0.034055727520228736,-0.003936171187492816,-0.10701560576810787,0.016411336145323255,-0.027420093435794112,-0.019743472729688103,-0.0011197861162540732,0.01792430399714605,-0.06294085862034042,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
AC_pH5_2,0.021883694536012147,0.05960375784774838,-0.008521429096227107,-0.12874561511385046,0.03227843999457749,-0.02136441003855156,-0.016203834996761184,0.003762846891160892,0.0333214219627173,-0.11033524998909104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
AC_pH6_0,0.023474491844358656,0.061280259660890575,-0.007899849870768577,-0.23067488131153843,0.03929345632376879,-0.039938718866880815,-0.021523448670201974,-0.019700909376792287,0.03849401312839726,0.02287520740343177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
AC_pH6_1,0.025683052692076432,0.07471375163968488,-0.012457739249195748,-0.26285383155569436,0.03253051305189729,-0.04257328559765997,-0.026812560106425187,-0.016788761209210627,0.03655189383208104,0.05768659143830123,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
AC_pH6_2,0.024339146899140397,0.055952535070802854,-0.009186673842208542,-0.24219283117548282,0.03433306728368221,-0.049166555121217086,-0.03113571545271122,-0.010724612260642254,0.04217707121825737,0.05128419196314137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
AC_pH7_0,0.037995922513630084,0.08648510685919422,-0.0245365107861226,-0.3241627871998302,0.05100151003864794,-0.06782647694582523,-0.04211531193117085,-0.006695737594981558,0.04760382512017435,0.10793007394865804,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
AC_pH7_1,0.03350155397277812,0.10736973589853101,-0.024350047882484356,-0.3238417351845166,0.04116678894861885,-0.05129828186462754,-0.04543170738560348,0.005730551323327035,0.04020084536836846,0.08263191041010232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
AC_pH7_2,0.038043808833412504,0.1044529902238561,-0.011341542807286201,-0.35816655054688457,0.04784231544107846,-0.05870546752101055,-0.058902553478660795,-0.005945061521361704,0.05419323625124019,0.114208446841525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
AC_pH8_0,0.04287317843864793,0.11045432703002639,-0.030229894802298235,-0.2976329006052212,0.052050912184235854,-0.055822189157909666,-0.039412413098565906,-0.006703758137705537,0.04335608039213263,0.04674628262448569,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
AC_pH8_1,0.0468974368241818,0.1173148467067791,-0.026983334707987045,-0.33800047815574896,0.050383776497581724,-0.05487684382287705,-0.06161674962176579,0.014679707479865656,0.04445118714285933,0.07343007847180834,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
AC_pH8_2,0.04886034110965936,0.13028688797484275,-0.021067436183600324,-0.3184382751746022,0.05225773413787071,-0.051072653242913275,-0.055792328279627414,0.0011068725108128528,0.040980097142088674,0.03855838340261708,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
AC_pH9_0,0.044757772755363724,0.11649203708314379,-0.019950882179419635,-0.3189958552416899,0.04764329310587568,-0.043019318469678575,-0.033337697919620116,0.00891382042966459,0.02997169132060979,0.03320476777365674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
AC_pH9_1,0.038890953779868453,0.11671575530391673,-0.024190202249295044,-0.3101911828731713,0.05115783150834233,-0.06170717119846655,-0.04499685088172555,0.0052375165834699,0.04148598572077311,0.05327698533544721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
AC_pH9_2,0.03694114133067753,0.11892517368349695,-0.020669555341743907,-0.31024418348608473,0.04423651660752038,-0.05771108317877288,-0.047849878565124834,0.0064046820771435035,0.047073817517932354,0.048572994323204395,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BA_pH4_0,-0.030591291243858315,-0.006036986781527165,-0.002697105664435936,-0.06995791277564736,0.021142281606469467,-0.01870018830603879,-0.01604012378450969,-0.0073771387456065965,0.011936647913054276,-0.015998570505205704,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139574737368786
BA_pH4_1,-0.040548144632788455,-0.004492407687332319,-0.003885886704387223,-0.06975301944610218,0.02543722231953364,-0.017635271843603775,-0.014654397406493836,-0.00561521979129833,0.023761929151318646,-0.02693519259924474,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048452299554619434
BA_pH4_2,-0.030330094156948765,-0.004789585310803806,-0.004041350199638502,-0.08841802359234699,0.021853223562078628,-0.017616225718723042,-0.015341210717983212,0.0022167284025446225,0.01553383049190692,-0.013387681070067312,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018744598294293093
BA_pH5_0,-0.04029295408045468,-0.003815639859632305,-0.0007542197058058302,-0.07771860549388368,0.021845538222595398,-0.015168214787769578,-0.013460118944716196,-0.005214793966354237,0.01980293186786382,-0.019544294752666485,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0511412745403946
BA_pH5_1,-0.032595185456473545,-0.004904573420467584,-0.006559349495269682,-0.06626256062041805,0.013715352419277902,-0.0166535301324304,-0.018873502007159204,-0.0007883384394580899,0.019358364929161643,-0.02075706607702633,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024466462930343342
BA_pH5_2,-0.049065034136824,-0.003119410621407239,-0.010316325481171191,-0.05886009883864417,0.02078793030232191,-0.01819305446565799,-0.011769345699526045,-0.004573409444773974,0.01903573925566414,-0.018247379157287268,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03934321135483189
BA_pH6_0,-0.05150243175013559,-0.010903108550802522,-0.0032062887076450427,-0.08091670613088035,0.025637284471127,-0.034263045730312226,-0.01739552191013227,-0.009972576018746782,0.02151779944320088,0.02668420659702109,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687666300212
BA_pH6_1,-0.07579491082416927,-0.011651343471654085,-0.008228894388708082,-0.0774450198289655,0.023692504872122537,-0.018300927626373975,-0.022664082794571695,-0.007646221689798912,0.01884696295565885,0.044871544509154294,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567404454245
BA_pH6_2,-0.08150264636329982,-0.0133246343129355,-0.008519579453150863,-0.07092498738399666,0.03347622225384997,-0.034861090336318894,-0.024203653542891793,-0.009087252326957557,0.021561343410740726,0.05306588976765458,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393160174653
BA_pH7_0,-0.08614695185795425,-0.009844170831467791,-0.015734641623237858,-0.07384389432835514,0.03164578217122218,-0.031226307129406404,-0.021028835333721792,0.006911703676957152,0.02769272085846118,0.03725420545908096,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47615668850189524
BA_pH7_1,-0.0830746865928497,-0.009628071094984593,0.005500032296404239,-0.08011921611290589,0.03208562874923581,-0.020790451160105673,-0.012900264753109734,-0.015187162968289593,0.024106629356417966,0.025687173740209446,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683981394347
BA_pH7_2,-0.06356255080631892,-0.008997700706772183,2.1332071527190988e-05,-0.06300362706670293,0.025661738893908003,-0.040350401294215216,-0.012324928954324644,-0.009706352386704609,0.01950661974027753,0.01843548222201998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48110253833913064
BA_pH8_0,-0.06484609842178939,-0.005665908919080443,-0.010904294775555963,-0.059761705792549524,0.020136304954471797,-0.01198598809621256,-0.020190074511844177,-0.0005139035148465111,0.016167285988998158,0.0032439948011027723,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936980952847
BA_pH8_1,-0.06532298805920972,-0.005880576916362928,-0.00644110163754743,-0.052172632282194875,0.025406495905278815,-0.03227422843160836,-0.023578893823306194,-0.0021285852032673098,0.02014313673641047,0.007928985424501744,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698583743298
BA_pH8_2,-0.05871119292371947,-0.005661121292606644,-0.009541639303383618,-0.0703078022238839,0.02268542200002981,-0.024494011970641823,-0.01692933985153618,0.0004304006189593803,0.0254557010701493,0.0027531955893272926,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64407134594908
BA_pH9_0,-0.05638074783162902,-0.00603931574879781,-0.015112580680490836,-0.06112464488767411,0.02978562187241471,-0.017944405232353706,-0.014602402872203483,-0.004640806301942339,0.017594025487323167,-0.005855132192373278,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859295671521
BA_pH9_1,-0.04573018086061854,-0.006254045929273832,-0.010919565135289145,-0.0670582494329985,0.024658090852443942,-0.022933654551920684,-0.02197589303609794,-0.008846454104084684,0.02575162603641334,-0.001012062125879785,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741257491587475
BA_pH9_2,-0.03495655141973301,-0.005679962150752544,-0.014623860115104395,-0.06663136151983685,0.02889483545056504,-0.03206797532737255,-0.028862234169779268,-0.00574523913147657,0.030188166657867638,-0.004836206561683314,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74752624576109
BC_pH4_0,-0.042467777697855355,0.045449017960902144,-0.0002913682810638267,-0.08153162000781815,0.024362897542507755,-0.021144902874189225,-0.01721997480070137,-0.004302741562866645,0.02471538030258986,-0.061889287608716155,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BC_pH4_1,-0.04408482814612596,0.06804555252356374,-0.0002481277675732318,-0.10162329223654837,0.025004012924011637,-0.029564941748976704,-0.021896051998533637,-0.010723656296082166,0.030708701484229252,-0.04993775529867928,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BC_pH4_2,-0.035988479390254485,0.05904119834870748,-0.0002883449261603149,-0.09582655473571755,0.021117406319421918,-0.028263379185581982,-0.025811526688301688,-0.005953151239487141,0.020575679619999038,-0.0429232343820774,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BC_pH5_0,-0.06264685202389955,0.051397974407705285,-0.0005246499893458003,-0.09252243574303778,0.020650690880644577,-0.008225167803466321,-0.011237992918847693,-0.008637094187104833,0.01737709052010399,-0.03995195157906932,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BC_pH5_1,-0.04521869922785654,0.030559106580103225,-0.0003586265963056815,-0.07823524676911209,0.03007281142813356,-0.021583446178828243,-0.022241680713613397,-0.006573475025513248,0.032257636902124985,-0.05299875928574929,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BC_pH5_2,-0.05057914121319418,0.033254175427491255,-0.0006722740893778601,-0.06682195809224377,0.019392185525806703,-0.022380824992838114,-0.01831835562282282,0.00014130380854982338,0.016400313347416078,-0.0447358010288166,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BC_pH6_0,-0.06276501860874503,0.06356570360453231,-0.0030356065086696448,-0.13607234010148958,0.027298704199492936,-0.024094995806074656,-0.020007848395439592,-0.012894163360090366,0.02718935583839598,0.006495833643104718,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BC_pH6_1,-0.06842057011859573,0.0545634740072748,-0.003202284516199777,-0.13643873146573166,0.027533537397242097,-0.030033497965854146,-0.016518988408472227,-0.013327830871567132,0.0303379146795234,0.021186601485571138,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BC_pH6_2,-0.06968749159218177,0.05495983595433443,-0.003990448544854703,-0.11818792359620012,0.0401664730137133,-0.031536408933689405,-0.03175568620552835,-0.025192542049385935,0.023670823292239854,0.027232995307801856,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BC_pH7_0,-0.1142479776809721,0.09011058203835527,0.0005835191840710847,-0.16977422376568227,0.03106561084034974,-0.038137998040360596,-0.0366360468538883,-0.02029324396310941,0.040061180287081256,0.08294821130273781,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BC_pH7_1,-0.07973798310951045,0.09185237319249173,0.002609674334526061,-0.1680213927906817,0.031040384736236024,-0.04617156345073295,-0.05430141257729544,0.014448780628812058,0.025444834600810123,0.048515917910262926,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BC_pH7_2,-0.11768216633845283,0.10360447127533995,0.0015987136571303658,-0.18751469901884377,0.040374787270860836,-0.04553432188928128,-0.035406720112685273,0.0031381671584170836,0.03253972642852559,0.07056166323630707,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BC_pH8_0,-0.10510892307628758,0.10390371164833398,0.0025615017634371073,-0.16330200583431062,0.04229319930319553,-0.044821941460604246,-0.044525663187403405,0.01485054321060686,0.03431350944725716,0.025515695049063015,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,-0.06942828151316421,0.07457040056262325,0.00046521747241849357,-0.16397826574175908,0.039150766034651056,-0.04308273115195334,-0.025633786003631743,-0.003680947124553116,0.039401375890668965,0.017895876623933077,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,-0.08962194864476182,0.07868511466187952,0.0006356006666370042,-0.1508250945656682,0.04413674435618779,-0.04139168060708629,-0.03298320220823845,-0.0034306093030001816,0.04064094868529102,0.019833751609548922,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,-0.09669498189797866,0.08500104164907142,0.000687929191019223,-0.13157680270666985,0.03554026153910419,-0.036094347078191195,-0.026222737182903542,-0.0029067203823639003,0.028830735623512585,0.009115248270656752,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,-0.11571628058329227,0.09547895803885618,0.0005719731942467076,-0.1359759234580333,0.03282426339493174,-0.044600533617093506,-0.03477434345399556,0.008427022708093989,0.03659503996858131,0.0228494443088446,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,-0.09348625000444767,0.07912951506755275,0.00046606768732485574,-0.13803936719651452,0.049388372485080496,-0.045506952976726966,-0.026764656813086377,-0.0010613352700096106,0.030888352117541693,0.010665882372337837,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.07539565397021564,0.06415537816998751,-0.00406309855373009,0.17841647927527837,0.029733939611798387,-0.03790046004092563,-0.029468827886992812,-0.005618455289336651,0.027658065431953767,-0.13046818352425876,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.07754483497580109,0.06517980140512405,-0.0037068832220266733,0.18986530458311673,0.03307608073172361,-0.027468928181282846,-0.030557478976476465,-0.001676828793209531,0.023771526609425962,-0.15406186138563177,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.0855664581922895,0.0748126298075785,-0.005361758027549671,0.1852136792210133,0.02925268363126594,-0.04139411950686379,-0.04041581513562603,-0.002963576388909766,0.031061660426709315,-0.1278777073769142,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.10392851528549647,0.06441573784970071,-0.004886643143532713,0.19287980855402087,0.038382758038199474,-0.03836594811802647,-0.028138242648185593,0.0022009334340691573,0.02759251619486706,-0.10588610154495619,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,-0.07641251327429453,0.06318087451362416,-0.006663076370630577,0.17631411373615266,0.0338204899802804,-0.027395540950010004,-0.02920489657346321,-0.004154020429629349,0.020820919259896743,-0.13734783377943807,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,-0.0838231221906355,0.06394463285398873,-0.004177311568966376,0.1823885337652072,0.029928793226085278,-0.034215599073340056,-0.032865613800190055,-0.005806915761255054,0.023653100571473653,-0.11292502368476404,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,-0.13832399304267823,0.11586727331190005,0.006609968959313373,0.2777208018618757,0.05930473951379888,-0.042481663808550514,-0.03435576027988091,0.009210968488098487,0.04185276450994222,0.06742624410590076,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,-0.17039761609235854,0.131693035983683,0.01677744280870842,0.3158287058471014,0.06298527331698849,-0.04330971725689974,-0.04815002306931369,0.017240063148834132,0.05380201876001513,0.1419985126452925,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
