Experiments,pH<--AC_OD,pH<--BA_OD,pH<--BC_OD,pH<--BL_OD,pH<--BT_OD,pH<--BV_OD,pH<--CC_OD,pH<--DF_OD,pH<--parc-_OD,pH<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
7comm11parcaTc_3,-0.23251405097139277,0.30209290139863026,0.08052179911538312,-0.041350887261493066,0.05353755564388374,-0.03820230983116705,-0.12009355402430118,0.03626399100069765,0.1091363725163367,0.17464505183631956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5477367110758552
7comm11parcaTc_4,-0.2190027547271356,0.2692638403169163,0.08329246394012285,-0.024548303285694656,0.056603022131906905,-0.014949173059152525,-0.13073176158916042,0.023165090805648457,0.10427883656533521,0.17666560842777074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5477367110758552
8comm11parcaTc_1,-0.2522250063879334,0.2907885590155163,0.0894910552919559,-0.01108734722694625,0.072237102718133,-0.04986191124452844,-0.1183233369975958,0.015438183561453342,0.07972221290692687,0.3538383120598029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8453285927693228
8comm11parcaTc_2,-0.21112109787114294,0.2716052904797961,0.07974952198241068,-0.04798338015766249,0.05268127884310873,-0.03702825374172434,-0.12620373182241681,0.029261307205356985,0.07187152847809637,0.3871853601940624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8453285927693228
8comm11parcaTc_3,-0.22815086721888042,0.2953503835889632,0.08284870866929059,-0.038316784722973465,0.0555481860074012,-0.04127485521218698,-0.11805636207532622,0.027625631528866025,0.0736142169497907,0.3608295660749402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8453285927693228
8comm11parcaTc_4,-0.21654135680554998,0.2885216672872395,0.09497134001682633,-0.031282929102687734,0.06599678282099572,-0.03530671479666361,-0.1345331318862736,0.034769113463876025,0.06408251156868496,0.33934054092301613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8453285927693228
parc-_pH4_0,0.023533612820117365,-0.05516527841272562,-0.013890859036827864,0.019565866884330044,-0.010828171788674335,0.002489482807400433,0.026942694601805303,-0.0034888494452056736,-0.04563285155545758,-0.2974583121988437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0032572508755295392
parc-_pH4_1,0.02076101372666332,-0.04733015876749288,-0.01613429989584762,0.013244720682015888,-0.011681638341397045,-0.0018620198236211445,0.027631125613723117,0.0032856794147063818,-0.04101494445263045,-0.3007288119933851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.004437627208196163
parc-_pH4_2,0.017860038704036373,-0.048844681604886815,-0.014216693136031211,0.023870727598829113,-0.010692373423472698,-0.001108669367335412,0.02859641464265144,-0.006919352149023958,-0.047357695348074914,-0.29509249641438545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0011803763326671925
parc-_pH5_0,0.03489020422020037,-0.07133601401811063,-0.02163855486346976,0.026384670327053127,-0.004757640711639239,-0.01014206629408443,0.028793691663962343,-0.012019916094191698,-0.05516742341625304,-0.2392324703429704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08114687964645667
parc-_pH5_1,0.045084278814332655,-0.0672179276990178,-0.021667926520433117,0.022919529028560797,-0.014586174816864982,-0.019818547089462693,0.023763743976697966,-0.019780598252849748,-0.047975033481159945,-0.20606611344639378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.11230826956373989
parc-_pH5_2,0.03499430384891837,-0.06385491397636739,-0.021687729207231957,0.022108831080081673,-0.01100707719264471,-0.015850565888635492,0.030365360439147636,-0.02128513965836686,-0.044212086564334833,-0.22290842299876001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09911694942295314
parc-_pH6_0,0.05613126156284756,-0.07786122056129187,-0.04343093704756189,0.018050650985020657,-0.018710986834991235,-0.015480205611852193,0.032420372666548125,-0.015339414872553048,-0.12140300370428872,-0.09718333951157075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2884225051673924
parc-_pH6_1,0.05658364639657992,-0.0739803154385932,-0.045049860042560376,0.013451869980958497,-0.0215934972797075,-0.01655858204902514,0.03437122621047108,-0.019055726574328934,-0.12767811066430546,-0.08381904402666766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.29127362738877827
parc-_pH6_2,0.054333502523115154,-0.08160812814112592,-0.04393641561593698,0.021299785331053585,-0.023937070476620095,-0.01879693396794408,0.03558254846412202,-0.011666796286792859,-0.12941090493827415,-0.08600286787294824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2957269459022493
parc-_pH7_0,0.10493852182088986,-0.09242704211045867,-0.02672089740876919,0.04225513444484577,-0.03192856329533715,0.008478889343855175,0.05739995530846973,-0.013118737369937744,-0.17823532327604683,0.27578596728246496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5922068579302491
parc-_pH7_1,0.09833549155651225,-0.09089937521306717,-0.029157444140671392,0.0520044845966217,-0.033028839357683186,0.014303340404901815,0.05979071775775238,-0.01024919168699695,-0.18021433860225516,0.22809241636615735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5480973412378645
parc-_pH7_2,0.08943943553887633,-0.0973590254864615,-0.02787293269258479,0.04639764168421213,-0.030733376054660134,0.01804713812535223,0.057913660398967864,0.005653294493322786,-0.18733190364406807,0.23349247672878537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5469120935714209
parc-_pH8_0,0.0914296401648418,-0.10417582269191093,-0.020847863137074145,0.017695225120076662,-0.02861990085762482,0.026142212129805407,0.05606509935191789,0.010004340981983623,-0.1998537623469272,0.45440898736371943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8455353071301549
parc-_pH8_1,0.09027009709130808,-0.10663601222488542,-0.02173945890334636,0.02136687573288444,-0.03215089013233133,0.02588964350845503,0.06294222922266822,0.002767802051713933,-0.19814559822254205,0.4532121650947501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8378107178569503
parc-_pH8_2,0.09665145498012072,-0.11145634416895715,-0.019495705958941716,0.026288919145160395,-0.025437252098775433,0.02511975856011977,0.05296686521366885,0.0016753414694381796,-0.1999024183060165,0.45508687592394975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8442380625189879
parc-_pH9_0,0.09390879288882663,-0.11501586097333093,-0.017581600882112997,0.016506127201668587,-0.021836647947683273,0.03099273443950907,0.06323554530172892,0.007328060970682172,-0.22543260684884756,0.5615653344664885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.003926186226973
parc-_pH9_1,0.0941974810535169,-0.12121193652324702,-0.014088244708659858,0.02762628531974297,-0.030489060462492962,0.03000688166398071,0.057537330157406946,0.008826192884665468,-0.22510588161161416,0.5620863297678855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9964236708955914
parc-_pH9_2,0.08693623444713328,-0.11179973377805691,-0.017930417875556836,0.011772418146871988,-0.025420567930230634,0.027124854357022304,0.059300451548365156,0.01335670169685845,-0.2232850701418584,0.5711731231641834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9996501428774356
AC_pH4_0,-0.08257620573853666,-0.04248281063349999,-0.00168628816776302,0.0142025544696852,-0.007601807954842629,0.01973016250554635,0.03830853354104834,-0.0016613358850388453,0.004223452547322148,-0.29105406447030285,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
AC_pH4_1,-0.08001447668218097,-0.04496219922990902,-0.014273930881172426,0.015513744010873463,-0.005865973360512564,0.020082834129748137,0.04177164347275442,-0.006463742755839361,0.004559053747874239,-0.2791808062969991,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
AC_pH4_2,-0.08155811102736901,-0.044634576258452054,-0.008230660766687088,0.016604227156418818,0.001498681853484853,0.013651586574218843,0.04053272373002508,-0.01217757572379449,0.0047565078889222215,-0.2781082875143899,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
AC_pH5_0,-0.08421890245183655,-0.04036137774424708,-0.00972979234774476,0.013989557916217525,-0.004815614162741795,0.010702510215342046,0.040921880182526675,0.004037730223296775,0.0034511157190022265,-0.2608976790179377,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
AC_pH5_1,-0.08063469923951702,-0.05064324351837454,-0.003315041741437239,0.015412606044631943,-0.004777640986215809,0.013570702014409986,0.0410330534669692,-0.0054823594240714715,0.004508712146755146,-0.2635320720279023,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
AC_pH5_2,-0.08351986144547874,-0.04517272929863438,-0.010486163942386273,0.014930673384148139,0.0003070292152140427,0.01831765522694459,0.046058438872189626,-0.006796157386801821,-0.00022330747269418244,-0.26458850909186454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
AC_pH6_0,-0.09168040572382186,-0.014149888306856161,-0.009645300577192205,0.01713798135438043,0.008002892888920464,0.016808981818511436,0.0402063102307527,-0.016941712027334657,0.010405188998126468,-0.14116460240567513,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
AC_pH6_1,-0.07386266133302578,-0.01618497687675382,-0.013600344010021371,0.017971312308117094,0.011762309631575714,0.019670575469246377,0.05083916598526032,-0.003864562385108164,0.009593025068550008,-0.10808334212750195,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
AC_pH6_2,-0.08336327518538936,-0.01833810908153005,-0.018551136829444898,0.014085045784063955,0.018947621004898912,0.024506651218980557,0.04580069186570854,-0.009460044063465756,0.01151336029333913,-0.10353198748972753,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
AC_pH7_0,-0.23896127346984067,-0.05092494531251167,-0.002667887012433745,0.028816357661524548,0.016555288838951486,0.055931055244544274,0.10039097640177476,-0.035682275355996,0.03514515088061275,0.09782177542781699,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
AC_pH7_1,-0.2425400678991623,-0.0519820642179769,-0.0040872767794391425,0.026833634806553958,0.012458495994138985,0.04513314349657815,0.11640158090497489,-0.018496565592839666,0.027086105217914214,0.10194951576140265,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
AC_pH7_2,-0.24272147483070908,-0.07018799038684884,0.0027317088826194964,0.028007091172039505,0.0063933696889359,0.0639419664118601,0.09540258175895913,-0.010007482261761388,0.030772972040526255,0.10721733006608225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
AC_pH8_0,-0.23017168083997525,-0.08788159475378367,0.0017672890530008305,0.03146628522759545,0.008100869955252051,0.07881459203184298,0.10733204793508935,-0.00630480091208997,0.040229475122431045,0.26589025167181435,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
AC_pH8_1,-0.22429627387258017,-0.07827527403021638,0.005350577999716219,0.033804802887303656,0.009785126003072318,0.07081048260645373,0.10473500409689931,-0.00932640741214803,0.0293403848187755,0.2953915561541266,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
AC_pH8_2,-0.22807216431702604,-0.08159383279959793,0.011415541859586598,0.030969836404142168,-0.0008040027806292411,0.06498016317253527,0.12082125999519355,-0.010835326284818037,0.03700863533126919,0.2959563911082628,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
AC_pH9_0,-0.21479115358027429,-0.09948348313974942,0.004326459277907146,0.03602706975910974,0.003553268354710026,0.07193601958777598,0.10088278457279441,0.00642454776831943,0.036954859517028794,0.387561208622773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
AC_pH9_1,-0.21335367124770646,-0.09085382568771423,0.012302889127446252,0.03567025834856475,0.001164090899831569,0.07278240760140445,0.10576679016827889,-0.01872088677857233,0.042999758519556217,0.3987751641699477,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
AC_pH9_2,-0.20906038696027326,-0.08927888736209791,0.015381105385072844,0.03971126140540709,0.0031486333210183235,0.05342674538250204,0.1064667538124258,-0.011925834950221616,0.04517100098502377,0.40113747514136444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BA_pH4_0,0.03303766484331825,-0.0004480255022645007,-0.019558756842237457,0.013695305620684575,0.00022144548513967165,-0.0017598478083053367,0.02212258504298718,-0.04572846591067702,-0.000772059051238973,-0.36583857226144995,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139574737368786
BA_pH4_1,0.02485466355214949,-0.00344246581520723,-0.014805857829911562,0.015805623973517317,0.0021913893229287625,0.0026420207475514493,0.02136199098080397,-0.0421985645333062,-0.0002650739536013335,-0.3696186048561788,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048452299554619434
BA_pH4_2,0.02817373991417498,0.004785379636222904,-0.012978680708000201,0.01417443140693333,0.0021714840302972734,-0.0032406558719990054,0.022827081248650075,-0.04212606491763955,-0.0032877660105409857,-0.37299496956088624,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018744598294293093
BA_pH5_0,0.04466261106178813,0.012421744213156085,-0.020681649716975902,0.00890502848945882,0.0014392056947816986,-0.019977664061538544,0.0177407885674873,-0.059940692937082575,0.0016481366915547231,-0.31051652008505626,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0511412745403946
BA_pH5_1,0.0293851174487044,0.0024071844667196284,-0.015110844619896105,0.015480573072867545,0.0013720859004103631,-0.001030877146707929,0.01770159635125943,-0.055265971847364426,0.00019975372630616435,-0.3416772080358603,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024466462930343342
BA_pH5_2,0.03271144341110534,0.0108661108966107,-0.01330800480411753,0.015255090799182646,0.002252626309738212,0.00018256511701189988,0.019068198867304167,-0.0617666324859728,-0.00020479160644438013,-0.33899072964797206,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03934321135483189
BA_pH6_0,0.0860896960799785,0.055178020219116115,-0.03709873002022504,0.017503837534104994,-0.014812365351649726,-0.00036847696032213384,0.021849687066253117,-0.06468577575667397,-0.0085076533978724,-0.1362647317884409,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687666300212
BA_pH6_1,0.07634174001686601,0.040961911668596064,-0.03929872352386946,0.02477293826720637,-0.012178359661737206,0.0025423788716611674,0.02657654638037732,-0.06474366091110784,-0.006313490830361846,-0.12004552625443625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567404454245
BA_pH6_2,0.087805821729581,0.041665474712524735,-0.041575682036902595,0.02010213990493313,-0.014187303938619463,0.005053197030463939,0.025045931311729164,-0.07103362433936285,-0.0008228432711051909,-0.1284592868209533,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393160174653
BA_pH7_0,0.05626071457872573,-0.08635035889952078,-0.029998497023530645,0.03855781571129742,-0.014443163524341312,0.01228133079312418,0.058256438964896885,-0.06211558353641758,-0.01358447961833167,0.13032132354605458,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47615668850189524
BA_pH7_1,0.05821669615562194,-0.07666980320668737,-0.027169050575922365,0.035487056101631886,-0.022099413909827885,0.016404050484947526,0.057877553067291566,-0.06262954478192591,-0.015636646185556186,0.13191931217746888,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683981394347
BA_pH7_2,0.05714519297380163,-0.08835265286914681,-0.037081592752719716,0.03549548403643396,-0.01640418267039501,0.01637064968357267,0.05811441220424097,-0.057447986698345,-0.016766861996249015,0.14338630206073108,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48110253833913064
BA_pH8_0,0.05109450070268433,-0.079660425019329,-0.03537291100734602,0.02411793246055426,-0.013410022762482586,0.009945051253813769,0.04473024361564411,-0.04312703768196314,-0.01114577725529671,0.3081582087634698,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936980952847
BA_pH8_1,0.034392524657204084,-0.053614614212318605,-0.024575104061514134,0.019926246852492502,-0.002494393208104625,0.008383672208241792,0.043736882890048255,-0.03238724000751973,-0.014634066065368451,0.3337664835179307,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698583743298
BA_pH8_2,0.04763153611074972,-0.06284815364233824,-0.025735922452548278,0.02532403932884335,-0.011018177317860334,0.009148065280169246,0.0394650028006214,-0.03900145912542939,-0.010174594552296664,0.344855009868903,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64407134594908
BA_pH9_0,0.0388803034259573,-0.02125493103233369,-0.02049657339554117,0.029669736682882777,0.0024220831514052653,0.009862050993934918,0.04560907611380451,-0.02702009163310995,-0.00927660741883776,0.4597316044390852,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859295671521
BA_pH9_1,0.0453266557265559,-0.018905223102673226,-0.019349948916908197,0.027461763361225945,-0.004061796777760209,0.01015405717346331,0.054322269826965495,-0.03246928516694386,-0.005614351991402059,0.4802931919450993,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741257491587475
BA_pH9_2,0.03334131589240352,-0.008349895365536205,-0.022001975281568973,0.03282057100502045,0.003549328620505069,0.009073279550218067,0.04399056029303566,-0.023735154020073645,-0.005288865580021041,0.49223751419264355,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74752624576109
BC_pH4_0,0.02442273173400241,-0.05720117451137175,-0.023592404951543914,0.013425867038414535,-0.0019364677013262435,0.0023260469953327117,0.03388704200639672,0.007733833609229841,-8.412554050269337e-05,-0.36019812817239905,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BC_pH4_1,0.023112711347639564,-0.04328731336995312,-0.022088679243688996,0.014153089956582881,-0.0049894191340907725,0.002264096805744843,0.0227425822534639,-0.0025278268058014984,0.0019398081197362874,-0.3525560787700765,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BC_pH4_2,0.024087822563622296,-0.05091985665990607,-0.024761691193865707,0.016399401282972615,0.004843368142357342,0.008609558454026348,0.024992922640041163,0.00499467993641029,-0.0020096496225375225,-0.3675280258666886,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BC_pH5_0,0.024135738999947243,-0.05246484255823105,-0.028978025143885092,0.0067034955841043685,-0.004000621067926934,0.00030471733973726255,0.024704982913706618,0.009466627600562312,0.003836903529970539,-0.3398347442637644,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BC_pH5_1,0.030844769394430135,-0.06160373284198017,-0.025630343938651292,0.010546649491981315,0.005097016813638422,0.004351271227326085,0.028434363649753124,0.00016133894900912098,-0.00024563724094111,-0.35540810368874143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BC_pH5_2,0.02939275388808355,-0.05666778138312312,-0.028672111698466802,0.00626601913457979,-0.006081534340653727,0.007757889261550232,0.03172083273853945,-0.0013252605805578468,-0.002815062153436564,-0.3398038245437909,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BC_pH6_0,0.0488103633430665,-0.09220661340281368,0.008244735801025577,0.004625435449668891,-0.009216991578755168,0.016237281241008775,0.039454389364337164,0.007252887456637353,-0.013221299672580282,-0.15683768418091143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BC_pH6_1,0.04730510697173683,-0.0854387869272867,0.004566095766165976,0.009220318722174223,-0.006473472971145225,0.01941584098760201,0.04517992152791954,0.003535564346643887,-0.01888324194952198,-0.12537747734995638,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BC_pH6_2,0.04645520681029428,-0.07885423283781048,0.006836905592809556,0.011340154833767723,-0.005238606833407416,0.010842835442365509,0.039876255618165365,0.011511063690742718,-0.013850737259439793,-0.13601071519210287,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BC_pH7_0,0.0741844843238916,-0.0664986409838109,-0.07326462550169749,0.032513697717500754,0.01465935440086153,0.029490265081758088,0.061980433367678674,0.01567339671289791,-0.0035809062032595923,0.16744360345132325,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BC_pH7_1,0.07705598463830741,-0.07049339506937109,-0.07516265152751105,0.03647043143115614,0.009979059237014993,0.03766391603681056,0.06721731273376425,0.00564911918714642,-0.0014259020433477667,0.17571620053733175,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BC_pH7_2,0.08571839187213263,-0.07377835999850345,-0.07267850820784985,0.032884477062717736,0.015215383188232137,0.03590484561479609,0.06926194342987045,-0.0021422532192714883,-0.0019351457796343056,0.17230074616068086,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BC_pH8_0,0.08558411603631534,-0.08479900456722017,-0.06399126763900986,0.026765047549067635,0.01382640238284418,0.032539660503844846,0.07669385704900258,0.024900617229387807,0.006920685717917002,0.33803422350679396,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,0.08321214051350304,-0.06995908893563825,-0.0628607369084721,0.02732148156865783,0.013566029086385094,0.03628490237114223,0.07246436548135851,0.008720782617026046,0.00727513542641763,0.35906683681289786,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,0.09710932562775584,-0.08855203654293133,-0.06322359943843407,0.023794498463039816,0.012919548850344574,0.04222068631778593,0.07102039492162673,0.008624006231193948,0.006979634015132543,0.36587475719902174,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,0.08516648083844261,-0.09177242042901726,-0.06020517833692872,0.029661748492685353,0.003587489977640958,0.039557006276496075,0.07156114243051927,0.013660823931188682,0.012125959140451057,0.43838309437522427,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,0.0742408415561785,-0.07943913437021168,-0.06035709557649883,0.03341080110925046,0.007733808631968243,0.03492324967990102,0.0658842199838356,0.019367840813229915,0.007481773988870168,0.4478716252825181,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,0.08536842343842854,-0.08759013639763,-0.059607651039310136,0.03329170847473585,0.005995085966651856,0.038353702908624776,0.06998732491112922,0.011582454689980853,0.00818517728830161,0.45047005750643815,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,0.03461888916466546,-0.03888187292882281,-0.000666290471411268,-0.027538888460916032,0.006331630522466226,0.0076817715904958905,0.0319924339911212,-0.02993470797477209,0.007994242145315456,-0.33514363792360485,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,0.04069787825660211,-0.03844000458636361,-0.0030348057307950866,-0.024967155842029524,0.001955112385685036,0.011091900121258652,0.02956624698055827,-0.0305099693151272,0.00989827308641827,-0.3387669038424348,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,0.034306969063599466,-0.03730625352781752,-0.0005166070276628386,-0.029924588590536438,0.00458361195076419,0.008887123020122883,0.0333209925946658,-0.02462057170984538,0.012319234630659865,-0.34287249966727,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,0.04203388924588976,-0.03911544172822133,-0.0062891212049061875,-0.02645095165009085,-0.0018637908679311683,0.008889952846195391,0.032889468371058286,-0.03324586793942296,0.009734926060975898,-0.2980922796941646,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,0.03184055165347197,-0.04267339221728237,-1.2320221766186627e-05,-0.02671831477595412,0.0022614134208339743,0.01474098334898767,0.03460092893275229,-0.04048325748709232,0.011140695217510925,-0.3079786531351831,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,0.041631851457869226,-0.044496109807944835,-0.004886019868047345,-0.024137386639157075,0.0007566037093815665,0.012787532009508298,0.03352276254121376,-0.035063675288110975,0.009242999740754779,-0.3000081863894087,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,0.05834721839379357,-0.056852006380162814,-0.010156177126842999,-0.027660147947785648,0.0033455569880164225,0.006384302355025125,0.029453785388689976,-0.029255642628540163,0.009215492215007545,-0.17901309117917782,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
