Experiments,AC_OD<--AC_OD,AC_OD<--BA_OD,AC_OD<--BC_OD,AC_OD<--BL_OD,AC_OD<--BT_OD,AC_OD<--BV_OD,AC_OD<--CC_OD,AC_OD<--DF_OD,AC_OD<--parc-_OD,AC_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BC_pH5_0,-0.037697405037672625,-0.01385094322588133,-0.006086228049319725,-0.005544621273875236,-0.0015449401331336593,0.011653246510287986,0.009294744903302713,0.011619620204943677,0.0027344747648938837,-0.026779825185304106,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BC_pH5_1,-0.03328053443328194,-0.011703099786587384,-0.005325449543154759,-0.0022488662147003673,-0.0011235595332539587,0.006747253645697365,0.00440922371071318,0.01055384294980246,0.0038930632481756424,-0.02812375281977913,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BC_pH5_2,-0.029465095329543816,-0.01213044150368027,-0.0068470065554846905,-0.0055357434859742306,-0.0008629703230184051,0.006761783800371315,0.0058654426993883175,0.01129246450636698,0.004400327101997708,-0.02968063952482265,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BC_pH6_0,-0.0420021396972563,-0.00943702753633261,-0.007932454344371091,-0.0069882267146654745,0.0007318659061970924,0.0065498053428271535,0.007937831779860934,0.015925302766263486,0.0014069970389423165,-0.022393833628815158,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BC_pH6_1,-0.04129516208625358,-0.016783871010917682,-0.009573865756392479,-0.0047126231148191125,-2.9049463894055913e-05,0.006420382536623788,0.005994344130158424,0.01965050347149372,0.002147272391163785,-0.01801981072872877,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BC_pH6_2,-0.04647002868678257,-0.015115052518313347,-0.009382089580530707,-0.008328129582754943,-0.0033553446829319017,0.008527663466723068,0.010530872259127059,0.019531557730034642,0.004225501672405264,-0.016366829504461392,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BC_pH7_0,-0.08282689813848422,-0.020016453743952767,-0.008890296570632769,-0.009960109735636609,0.0011421619209906323,0.011127509740383727,0.020658103755634764,0.0210982089392517,0.00655127076027186,0.00491462632851756,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BC_pH7_1,-0.09079773670467345,-0.015790127276078515,-0.00892516132930051,-0.008475297655424346,0.006493088434571806,0.0006430180970093471,0.014162544161081314,0.029510258779577584,0.00555375812980144,0.01142377832337566,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BC_pH7_2,-0.08300648615574059,-0.02090381678679715,-0.008906520109461703,-0.008974433887911878,0.01105319204537765,0.016082917401648085,0.01613046729694242,0.012962862442692982,0.0074056977033615115,0.001954240858878778,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BC_pH8_0,-0.09660871500230353,-0.017676576176739258,-0.009960654011887057,-0.010545944929446865,-0.0002619243056877799,0.012403106984236967,0.012829650593516621,0.024387707851179264,0.0053816307238910505,0.023849838703222895,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,-0.09923020987892929,-0.027907251961853195,-0.009856771933643716,-0.014312503154834977,0.004433700403441554,0.014988046139478678,0.01288366026042596,0.027215409601188227,0.010598707074380442,0.02498533424637888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,-0.1012354825809598,-0.01801279163392989,-0.010062299267105435,-0.012706640464780126,0.0051628622072546395,0.011650171300963215,0.012342226764430173,0.023995555786658896,0.00587520382164613,0.026789314474748537,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,-0.10010766314909508,-0.024707808308303353,-0.010085150683703631,-0.017068951081322586,-0.000282757389156714,0.0111965025783233,0.014571578714834605,0.029771927873725474,0.0067336774131526115,0.033776764856732415,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,-0.11050759688991567,-0.022441561217217344,-0.010375742734126423,-0.01210278342599454,0.005810728777685892,0.011022788108043049,0.009860159576587056,0.024565310073287598,0.010940628267176771,0.037026190307477246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,-0.11278265821221078,-0.023149168436294013,-0.011464175883194679,-0.01356552738534368,0.005038718736690024,0.0084861226444659,0.01373984850457181,0.03054039894076793,0.007674866568135179,0.03927969499450663,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.05740071003851684,-0.013958278424713921,0.008849391176000886,0.010518772206876593,0.00458460391215656,0.008770926593114499,0.00821059861422881,0.011836985184446622,0.007394752084561017,-0.04500891788660184,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.06526964059180539,-0.014336514202472955,0.010561063953715822,0.0115014485075422,0.0002309743169209223,0.010567239547229327,0.01353337489716385,0.011894498895043914,0.0062804544150181435,-0.04116477614025706,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.05687167812948641,-0.014247197894298513,0.008343397584622322,0.011171394032628642,0.0007009641988121939,0.010761599359305008,0.00915610754457505,0.011063477839140788,0.005702271484162497,-0.04198221242136282,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.06368975025642176,-0.018484181036119877,0.009328842914622763,0.01023463781761087,0.00223985698883948,0.014372762822262616,0.012188774195054302,0.016508250421156053,0.008299647253816541,-0.04720071752272223,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,-0.06679810091691171,-0.016071900202204347,0.007354191420194896,0.01049222533469615,0.004003414489004923,0.010710227662778416,0.01503560445068971,0.010624778839233129,0.008398573570277379,-0.03995089119705168,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,-0.05151283614985321,-0.010003119302184685,0.007281384037240693,0.010774081041631493,0.0009748920409575748,0.0036720273368384525,0.01249339819116437,0.008087738634127636,0.0034384595505569287,-0.04140790193787087,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,-0.06662916152697544,-0.017411939069304775,0.007490886304041614,0.010574713689477551,0.00034356659521227255,0.008844381771657776,0.009237661253175012,0.014794472702171485,0.007256465217341548,-0.03070292351524467,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,-0.07833570382355348,-0.028322861597913765,0.007575222964843978,0.009821160487506702,0.008000344287442123,0.008124903701245783,0.014798694248108759,0.020372140414041024,0.005979211924840575,-0.02421498974218317,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,-0.07610775220005409,-0.015877135366849274,0.008321073319277039,0.010120710889282434,0.002344595652235591,0.011572701320376083,0.010392247844973338,0.012424521541789819,0.004771569764808469,-0.02416440992413656,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,-0.14590327505832135,-0.02643461993854979,0.015037632960340256,0.014658919556633286,0.011216742453043875,0.010364526016232762,0.010596959825767124,0.03309333441860002,0.013472580198684464,0.007695323165668093,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,-0.16108076287352524,-0.030420041761320574,0.01595747650641462,0.014980894443781478,0.013332469588064628,0.015225882604718207,0.020631682929461416,0.024799832839356818,0.015797214397917626,0.014573474923229732,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,-0.16487344001136395,-0.02133034510780936,0.014660784381887188,0.014808568160818977,0.015127389588109828,0.012055259340483205,0.0211244797139712,0.018751079077306002,0.01844180669797504,0.01503254148947156,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,-0.16023440747967235,-0.029922456475703626,0.014955365708016833,0.01438360848180626,0.001328421192972556,0.018157231498347675,0.017754516862332825,0.027253466282525795,0.011422780708450342,0.028699595939529973,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,-0.18301359307830745,-0.0246582660905045,0.015022046616219961,0.015736730911809466,-0.0004758955262925309,0.015745405078582145,0.017469975289119328,0.04168721193852633,0.012561321671566237,0.033723185930563046,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,-0.18583380648299413,-0.023284595699413966,0.017105252551643746,0.016188120987752214,0.0034093172184151157,0.014829693922530043,0.018140283361401242,0.03069665168938429,0.015999721730856797,0.03654748358966216,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,-0.20295142609302125,-0.023604121669802972,0.016999807932778544,0.01459296687141709,0.007770586191960003,0.011452669987212054,0.013234091861092527,0.046153292746647555,0.016040119467222173,0.04411013395566008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,-0.19067777917922837,-0.01939677535191826,0.010853545929750671,0.01571338765971039,0.008411101740987402,0.009872104632465734,0.013025092333555222,0.03106157544352438,0.01786895597434562,0.04706691429504881,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,-0.1904426932772217,-0.01708352922745373,0.014885218154800971,0.015052757470504101,0.009802158369642237,0.01250334016492833,0.013771916563096254,0.020671770894980953,0.012690582435740073,0.051946601461133224,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,-0.02944227093263813,-0.010220892843992814,0.0036171929003751798,-0.0036547351191225266,-0.0065228581266558675,0.006628588345711647,0.006316155428471773,0.004267264751960402,0.0031931560680918064,-0.03038348025277904,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,-0.04178042275912088,-0.012912360258076506,0.007078931744655838,-0.0032810577021344855,-0.007024616475986395,0.008326664272209872,0.010810656416351379,0.005123899238912956,0.003321726336751295,-0.02586530014062705,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,-0.03633960333207379,-0.014897011217215787,0.004576193980224756,-0.005772055476579979,-0.008028133122817329,0.00709983784057524,0.0069478771689793365,0.01070071677474872,0.004463689782373282,-0.024953391903444477,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,-0.03519211693140476,-0.01929208388633054,0.007616351460633071,-0.003306381248909494,-0.008529891498062919,0.0064613898811133,0.008898664680512057,0.011707505368344164,0.0030563825579441105,-0.02762169886704372,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,-0.03436097672290128,-0.012737724448999631,0.004580764305656371,-0.006155259223735851,-0.007024616450071334,0.008393269218504428,0.00742488687777001,0.008958609560909476,0.0045545649139777464,-0.029835397782533066,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,-0.03209726347709479,-0.015934850890999254,0.005955981145734373,-0.004388852002828017,-0.007526374773486799,0.008145162746634172,0.0069012440514305395,0.007801351113163907,0.001995416928244673,-0.027053694880527,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,-0.03825672242142585,-0.013221696427334912,0.004232001682014569,-0.007069604361186856,-0.010423284513146978,0.003336374594465545,0.006551902187259301,0.013626056404217428,0.004936533931480801,-0.019913441284519173,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,-0.04015317642494389,-0.017377420670312383,0.005024400329136329,-0.003986294919058032,-0.01090556026152942,0.00794719393648531,0.005069048982923445,0.013182593598637894,0.003877544370682342,-0.01888020559011594,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,-0.043031494743798075,-0.020180617331162744,0.005630662295481434,-0.004460564186067684,-0.011287079683464502,0.00872916903670715,0.008746419845391875,0.01689919881684625,0.004228908774321493,-0.02147647945291322,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,-0.06373334368123959,-0.029863297101920067,0.012224966736267441,-0.01076299447242333,-0.012557069396843076,0.014919267951146417,0.01097195555172537,0.011933515188486682,0.005265706317580265,0.0053994135007910124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,-0.06867774836233131,-0.021979539156284023,0.013519108439593214,-0.006154343565197095,-0.013400779301705567,0.01414544017256602,0.01362966819787803,0.009012509168166183,0.0038916323965658304,-0.00018782763215510816,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,-0.07523731878270273,-0.02050470955507911,0.007919947419153608,-0.009510498027438702,-0.012555530897301173,0.0065736381158880575,0.015113833530441574,0.019893850876909237,0.006451960223848404,0.005652946917259175,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,-0.09710337321395461,-0.021385410823251884,0.010149536380625289,-0.01335655997628751,-0.011912082168071164,0.01653441152656856,0.014169159356666646,0.01551737416859554,0.006902566189351287,0.024282501966732997,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,-0.0928729622422353,-0.023648192284871705,0.012407812445384003,-0.011364934088095377,-0.011982518010165378,0.0103983022240193,0.011846020451706393,0.02231693055480719,0.006036839630940686,0.02066082464774018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,-0.10327626481976196,-0.020357833047923834,0.01217476586446814,-0.011201819037289723,-0.012305660856806708,0.011520244505094448,0.01278190193940764,0.023506532172146048,0.0069113336357733484,0.024044922946587853,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,-0.11225388903494762,-0.02378437652212122,0.013675771635835585,-0.013117156406135666,-0.0120170291804749,0.00974467075875272,0.012395374831622058,0.022781169451773168,0.007630063018397146,0.038743525045397485,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,-0.1105672206859226,-0.0310922222390123,0.012423678212191746,-0.015426265422416768,-0.012873955002945402,0.014830862895950026,0.013532981909811496,0.028867165501350944,0.00799681125451689,0.03610628337801798,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,-0.10389075186589493,-0.025679209378102558,0.011770400560420492,-0.01219977934399377,-0.011914714461435438,0.013199843032204587,0.010617587640881538,0.018725172278025875,0.0068641255099488345,0.036305449399287294,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,-0.034865536746447504,-0.016825588570664757,0.009240353054002576,-0.006538003470910631,-0.00013065981152264957,-0.003101433298510055,0.0096351226500195,0.011410420057566269,0.0018104350550667105,-0.02683698558936948,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,-0.029762552641332148,-0.013470943071272062,0.0074937442090848225,-0.008881657442644885,-0.0011256935755195835,-0.0031014332985100533,0.006528108949246615,0.013060817660196969,0.006635892849577508,-0.033578160052066264,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,-0.04746727498977081,-0.010200787270846575,0.007074966268694919,-0.005726496891483017,0.002224054289576799,-0.003578576882896217,0.006178163819662904,0.013110503408571951,0.008465046736857164,-0.026281474896747134,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,-0.04057473801886257,-0.014286347577429335,0.001742504368657652,-0.004913751356627631,0.002784302876047467,-0.0035785768828962175,0.0061176291836992575,0.018879354576701708,0.004460724477210769,-0.026832978048402335,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,-0.03937495931173148,-0.011487922517825728,0.007474666759371757,-0.007967629248033401,0.0008982506426780119,-0.002385717921930811,0.006974972799096418,0.016321587662981907,0.003213927509344143,-0.02986905290542738,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,-0.037756631060139,-0.011513206916658773,0.009245571737056191,-0.0064307577665085386,0.0013506481958472213,-0.003340005090703137,0.009454673078397046,0.011694237670820692,0.004904804521280787,-0.03381121102396561,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,-0.042246899175579146,-0.02001340997607811,0.009732009619474413,-0.009374047691083475,-0.0004814461051769879,-0.0057256821283827655,0.007829580669817718,0.019437655906962316,0.005219343649628369,-0.02057898134479056,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,-0.045920888418736656,-0.021779032858169598,0.0042760180568565485,-0.00519260859845773,0.0038330714096841607,-0.008442344944114269,0.006366664093473684,0.02121310866883268,0.0068710407242178915,-0.01742690547328928,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,-0.043553519629589886,-0.016743982853772845,0.005280138322192691,-0.0031481195435575818,-0.0021214155577447113,-0.006812908652683964,0.008159964834542378,0.015679308015691198,0.005459635121666867,-0.018400977354334748,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,-0.08915971189251415,-0.02669864053635493,0.01767738580379797,-0.008183794664623946,0.0013680194415476021,-0.006335564923027287,0.017007151340012964,0.025338120554452358,0.006906370353763519,0.005878788109706795,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,-0.07503646422177553,-0.02112476796397696,0.01088402390965949,-0.012255558473584447,0.004795963221594044,-0.006118906111173007,0.014584383221100205,0.017153126723740413,0.005697090800689614,0.005219232601963954,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,-0.08806159004569056,-0.0364147391024491,0.011752572445117909,-0.01040311839269555,0.006430082829750102,-0.006142224381151408,0.01968583186521478,0.03183725696866928,0.009285007595368053,0.005829043762515419,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,-0.10544468124761532,-0.020979534008580707,0.009788641388649525,-0.011403592021568964,0.0018867166113594295,-0.004531597676484483,0.01131416826306478,0.03334826535180859,0.006787461575282656,0.023032274354735153,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,-0.10586876401272803,-0.03048418928423654,0.011002729619326801,-0.008865774319223736,2.831771969795156e-05,-0.0044700738560894265,0.007521610488386259,0.03890356625227825,0.007898197622726793,0.028132501999321192,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,-0.11237398847451678,-0.03600351715217466,0.018756225868735623,-0.013486938489520033,0.0033550651387675955,-0.005192837157975072,0.012567871041272,0.02740608971242024,0.011178127922441649,0.03759202415204566,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,-0.11456166553594495,-0.019921241629382837,0.012536984280399654,-0.015332496775233228,0.002417070128671501,-0.0057962941864262455,0.011166779481522416,0.03609370176234971,0.00629270161299602,0.03090258233411157,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,-0.12046085408686294,-0.017690441004284057,0.01243209925196741,-0.012910321090856327,0.00491790606599787,-0.005969440107760221,0.011247598873856277,0.02497483418039654,0.008486657754882523,0.0387700838725204,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.12052099133639231,-0.02768642653913602,0.012574871203497701,-0.014322304745083274,0.0034228137151702575,-0.0061287716646557305,0.010450380687480387,0.04127345542544904,0.009346893024833308,0.03538820279357226,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.025562898263983103,-0.01209566765991242,0.007526298777564713,-0.0033277304535326764,0.0029110403796252992,0.007571325574232183,-0.009531855194464972,0.006297805602459805,0.002438273365082948,-0.03242846852897302,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.027545660392421744,-0.010256329275991604,0.0032097369594418475,-0.004859931039745392,0.0005969276343998703,0.004771944971188254,-0.008260941168536309,0.007446521860749825,0.00264656828959351,-0.023950714240579506,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,-0.025086930718110956,-0.013284455225195575,0.006761359965995603,-0.0043527362236510155,0.0012723165977260348,0.009058963622411955,-0.010802769220393636,0.004184171354965023,0.0028813182837937185,-0.026833114839442396,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.036150574248446074,-0.017600223679581414,0.008547484745150028,-0.004247755379132602,-0.0003638165541317149,0.009277108690660932,-0.011218988140640047,0.012871745798898781,0.0032830488892353097,-0.02059990652391444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.03322796135816885,-0.015913929555403144,0.005069739614491877,-0.0012645509029212208,0.00023912438879842378,0.007692064663962177,-0.008838098697040392,0.010663879921902781,0.0035707352958295655,-0.024192879773352455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.032907964836644085,-0.016247955955888915,0.005810277335669682,-0.0020276853231632193,-8.468158219171598e-05,0.008478064342685365,-0.01123419262630784,0.01258324640924516,0.003761313711495503,-0.024332298074403534,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.04623083237882542,-0.02525557232291802,0.007228949325888054,-0.0046108887457977175,0.00010198792361694803,0.00904838960131873,-0.016163606216078215,0.01924489115243373,0.0071466362411561225,-0.006711830982695452,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.039923401197985466,-0.0222993803963713,0.006983759952304155,-0.005083670930370041,0.0027681667762606043,0.005476622059941289,-0.01682597740836765,0.015267157859128456,0.0036317438292114623,-0.006196896945652753,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,-0.05334081312398549,-0.015933461080750694,0.007190083770648293,-0.003663636269452779,0.0012881946515129962,0.0072902083996197456,-0.01689335438220397,0.015771009726044925,0.0058358096153191905,-0.003745917708653471,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.0776506268783756,-0.04124253371325524,0.012384442065073095,-0.014977396106266458,0.003907583151822505,0.017962053039151687,-0.014808458452639369,0.022753835712438043,0.011163818479880041,0.024305406117244906,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.08040580116212369,-0.0242217682901284,0.017768702808281647,-0.011190383074724156,0.0007336159180039939,0.015790815107200457,-0.01562467692986778,0.02229687715354173,0.00603085511242566,0.01261988695548928,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.06842334628915007,-0.04018159706793401,0.014409270638033102,-0.015458563260086206,0.005199172519471334,0.014183763748277794,-0.01550028668797534,0.023187320115773576,0.011143097151880678,0.015239292729807934,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.11553203552151503,-0.025626488668115243,0.01443961047769889,-0.009253173076912112,0.006334635221763796,0.01256945374057345,-0.013216637450715767,0.014491108510157337,0.006589807821032792,0.05300184254413066,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.1295808251299288,-0.02997411273257888,0.0116941454326329,-0.012032911430882372,0.00846753841670959,0.017745946589047493,-0.012568606112314307,0.03207540287757697,0.009798902352542981,0.048172643207337544,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.12903614938421096,-0.034280822771074984,0.019090344105725708,-0.012206836956674641,0.008109446872511635,0.01437900507255741,-0.012990204173585639,0.02463283286794373,0.011865145186691182,0.0542353627782153,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.13711588614984702,-0.024742290180014528,0.014823755479377252,-0.02260638225013795,0.010351901192056095,0.015756811318190202,-0.011832486442897626,0.02449536975959073,0.014057271289436712,0.06061005935720775,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
