Experiments,AC_OD<--AC_OD,AC_OD<--BA_OD,AC_OD<--BC_OD,AC_OD<--BL_OD,AC_OD<--BT_OD,AC_OD<--BV_OD,AC_OD<--CC_OD,AC_OD<--DF_OD,AC_OD<--parc-_OD,AC_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
CC_pH9_1,-0.1404021304457084,-0.026396963137971317,0.014797097412140477,-0.020396132636005457,0.009860838826583779,0.01352289974365545,-0.012289695558340651,0.029570438134605474,0.013984839538841146,0.061546931551850356,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.14217877714692245,-0.025170755136920055,0.011912122930845493,-0.021191957374305834,0.0057372621122909655,0.010379982069134711,-0.011088320846142974,0.031910914626458425,0.015228471435282543,0.068259180928378,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.029670742942911128,-0.01512364399012016,0.006448321253385234,-0.005839881368953249,-0.0006177225206857141,0.011312862741558448,0.009728961378012017,-0.010335151266468605,0.00198198144202647,-0.024086864381704643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.03033411336981733,-0.012957872213876764,0.009409141472500304,-0.00458188716646122,-0.000866627604093241,0.007577769307662611,0.007198331232952037,-0.01351519788574913,0.002233075693897579,-0.020364499649275905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.02761539543614439,-0.016592109969452668,0.007390425266778989,-0.0029159195235242017,-0.0015876737949640852,0.011154672276714572,0.007676904459038508,-0.014310209501696666,0.0028147180427027783,-0.0222172913165844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.0319047352137125,-0.01226273225215466,0.009858654844372169,-0.003700840018041756,-0.0010897997782930075,0.010818661184090635,0.007223688521139,-0.013515197911664192,0.0017350790131351226,-0.02336465705834005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,-0.034602961072131344,-0.0122397894055947,0.00793968677196814,-0.0018153211944129156,-0.0004549111280104392,0.007578972080803436,0.005601324327290059,-0.008745127879083155,0.0005727319354596346,-0.020036483288783095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,-0.03331901639375998,-0.015513007723442886,0.00616901410014733,-0.00579532184354637,-0.0008336470130345093,0.011879203402153822,0.007652626968920232,-0.014310209423951479,0.0024303921069140015,-0.014561913559294266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,-0.037256789531396786,-0.016941079510294874,0.01094471913964852,-0.004026735454149868,-0.00047339195628529025,0.012520620226860046,0.00933008353671302,-0.014668474822588583,0.002399216561537722,-0.018030048310756684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,-0.028835890741775873,-0.017430548522135488,0.010898689729687962,-0.009461497144530649,-0.001832166778976502,0.012026254503947233,0.009813181913417318,-0.01689958332997301,0.002621178858630035,-0.017101494890192283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,-0.03700800583576379,-0.015226377744389617,0.011062738634645939,-0.004943282215491587,-0.00068167829481156,0.012422996514841264,0.007738454646390418,-0.015936905819436777,0.0026013848703840504,-0.016231201158269593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,-0.045777375579852134,-0.024773450945706467,0.011866103749236337,-0.006734329037692236,0.0009693637214924974,0.016109430994028628,0.010058004668225413,-0.02149199279268151,0.0010960286272608713,0.002476336636944958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,-0.04629159587394932,-0.02820854641983042,0.014008479926573196,-0.0054155586384560745,-0.00035985052099694306,0.01565874143625083,0.010486562096554299,-0.02015637907159069,0.002856028501106345,0.001220238592637622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,-0.044962053883658794,-0.02543941757439271,0.0118001702071532,-0.008687362975400426,0.00015315147197764845,0.014220840738195439,0.014709769777305749,-0.019888992090911967,0.0008758175243502078,0.0010161971592384832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,-0.06650852122546536,-0.023228372720920515,0.013162808534891705,-0.00733850268404121,-0.0005029159962483066,0.016647325326567108,0.011581336912577567,-0.019516301595646397,0.002769859578946362,0.016731407467437828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,-0.06477419141032127,-0.023530633886871127,0.012618665413364124,-0.009429894125332005,-0.002617414818833704,0.020340651877872325,0.00946226978269608,-0.020667657850553155,0.005075557240001533,0.017320771376075954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,-0.0652332440374986,-0.021916568943339848,0.014226689879661024,-0.012563311261651309,0.0013898370836092078,0.017138557471334935,0.009174489432378957,-0.020660489614567033,0.003605713784370733,0.01863644980380068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,-0.07103582768660525,-0.024235125269902787,0.008522986337218597,-0.010962429333316242,-0.0015463864025862318,0.01890668215311092,0.010776878498170687,-0.020481940750842507,0.002813794011978999,0.031039491780102256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,-0.08032813561027465,-0.020462899753904865,0.009827525552524174,-0.014286069374369537,0.0011125091754871886,0.015065668014728504,0.011890769466433835,-0.020091405692307846,0.005628406381153543,0.035441752707828636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,-0.08045090242410487,-0.02082451184320709,0.010700267733115219,-0.009954189068597298,0.00019601185684618822,0.01870810375103484,0.012894565778905931,-0.019076288135155384,0.00453116643525984,0.02707389951400135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,0.08874393499253885,0.040200972003133405,-0.020185150682278306,0.007350539676845076,-0.008298329110054866,-0.02316666192172662,-0.02846769795955523,-0.01942517096419697,0.0037076702276649678,-0.0966619826642715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,0.08383496141304139,0.04941235945114622,-0.025679950731927942,0.023031816288180976,-0.00855676876300055,-0.027976111022998452,-0.03676487381853487,-0.03577771056281484,0.004226735209965188,-0.08195233386495841,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,0.08408448569314636,0.04747429073504778,-0.025520046379255205,0.015063658630394421,-0.013469584574517997,-0.03418576033381015,-0.039178872032333965,-0.026784199181458225,0.005950568300550399,-0.06963641727424187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,0.07553578088626912,0.03892179044530444,-0.02454119511272596,0.020758940412298494,-0.01180254983189313,-0.02460923698609289,-0.0344041206298963,-0.027055336040971073,0.006579243955404863,-0.07558519349959884,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,0.1063520083544047,0.03804908760701833,-0.017120210943014726,0.023940235875222992,-0.0077020509460050115,-0.02801944962986137,-0.040069276948014015,-0.07080752303904812,0.007505080060142537,-0.06832977716203618,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,0.10762662291040882,0.03273888948333004,-0.030808433203593538,0.025135531331533973,-0.010750626840669174,-0.021528800168763032,-0.039105385034952464,-0.03490919475646122,0.008053431629162765,-0.09265391175189745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,0.09083283216409062,0.038620626940999346,-0.02900903085165698,0.01634087914519984,-0.014602339199703674,-0.024682364863869936,-0.04426481047888165,-0.03194079595253518,0.006632384874898454,-0.06412925818044207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,0.09534684729802864,0.05370547366530998,-0.035423609837889676,0.02018570510103651,-0.008280607622278774,-0.03450232001912334,-0.043812495560749704,-0.03292166493509126,0.004541205298965393,-0.07504040998285232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,0.10453962381281284,0.037897333122141996,-0.04031720785667066,0.030237246544464774,-0.013826722345598367,-0.01604579533733751,-0.04735173859997937,-0.07202165959807842,0.001285457151091615,-0.08203632230182058,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,0.09682340230144884,0.05789668987464646,-0.0367829762885104,0.027960421206510603,-0.013011211563387642,-0.03523714492340452,-0.04849618760140046,-0.1005123604396763,0.0003157442856741995,-0.0629479216946208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,0.11334761855880847,0.05139957891696172,-0.03244059642047986,0.008835478966002883,-0.026399789109178208,-0.03491018820715986,-0.05308287160876004,-0.07246052104655816,0.00026321841322857355,-0.07567230803001188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,0.10539217266051666,0.03308643629207558,-0.04488015085620726,0.021548828730440662,-0.01792138189077377,-0.037728092902056545,-0.049106650388111246,-0.06628271127038673,-0.00022574767632328974,-0.06491570199637312,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,0.1252626359171194,0.13978062221537463,-0.07446891451011535,0.05506736194633919,-0.02827703650392915,-0.05325065592384855,-0.08525494708639123,-0.12251873618882635,0.009998708772270576,-0.0012798637054536642,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,0.15812778501568928,0.1021359069613011,-0.07537721037540748,0.05469171381515005,-0.02673916319628125,-0.05371217453609343,-0.0886588726905377,-0.11302683040013776,0.014614992442986242,0.0004267565517321856,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,0.09421221235686024,0.1349222303975535,-0.06193904101686634,0.050643930717006985,-0.02553552720695734,-0.028592595621619532,-0.06647757299244401,-0.1573362673187386,0.016093371573673642,0.014951002664216187,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,0.1450431567495284,0.11357679978984854,-0.05261942497738029,0.04961208934369295,-0.024507094613559866,-0.051917115148642785,-0.07099817220931466,-0.14188575140322032,0.007880652733147144,-0.0032433967114142734,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,0.1933788562355482,0.11242907434216014,-0.05880847107781014,0.06584391192735538,-0.013350389329311634,-0.0528690472520564,-0.056716727049130444,-0.1399692378776229,0.01915028374642134,0.08062055261076792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,0.21947635551347677,0.11228260900663294,-0.06709371067097654,0.07365086328400217,-0.0377205968680589,-0.05608945985365173,-0.05505183237402335,-0.1534846744313836,0.02531027280928001,0.12227409158873817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,0.18451500263389034,0.13235061863680245,-0.06779344198658413,0.07752054567084364,-0.014809870246959764,-0.060205356917627476,-0.05404034425221058,-0.1412497339948364,0.020135403510345068,0.11017643036239817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,0.1994320164572285,0.1105570565698587,-0.07393209834461628,0.07685444107360165,-0.01988639094097458,-0.046835170875748865,-0.04377875795021005,-0.15652517482314418,0.018567220678795945,0.11620007143396398,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,0.24233743553252318,0.12015554071768468,-0.07013713516942834,0.07728612059970263,-0.024351155978182097,-0.05329594642895719,-0.04027256418991347,-0.1360056499407991,0.025972716703039155,0.15767460771876832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,0.2267157452488723,0.13144048140748682,-0.06897357794901597,0.08614943146867597,-0.026099474080230882,-0.049862415482816495,-0.04732236825091681,-0.13998203520379635,0.02791194696303295,0.17522822615245112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,0.25282759672111793,0.12253072209008359,-0.07971451410294876,0.10029138795059658,-0.022052619356824,-0.043755467904974574,-0.038545899617931145,-0.1691131419931417,0.02722824095545904,0.1694836462110929,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,0.21458235465961953,0.12006946518531313,-0.07392777989901926,0.0876953982497039,-0.032922532344641896,-0.0507071149640757,-0.035327861718833446,-0.13462489210231152,0.03330848575448213,0.1865905144502935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
