Experiments,BA_OD<--AC_OD,BA_OD<--BA_OD,BA_OD<--BC_OD,BA_OD<--BL_OD,BA_OD<--BT_OD,BA_OD<--BV_OD,BA_OD<--CC_OD,BA_OD<--DF_OD,BA_OD<--parc-_OD,BA_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
parc-_pH8_0,-0.08346708769545606,-0.07429226578739674,0.009640334406462699,-0.020319926437476408,0.03721780347840293,-0.016791394879312617,-0.004846214757341406,0.03733769811122961,-0.06570680398089081,0.019938014552969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8455353071301549
parc-_pH8_1,-0.07683261215929749,-0.06917907030281165,0.007106583526600963,-0.028971424165141327,0.032627972945085036,-0.015951741713544597,-0.01067396420499553,0.02886201655006279,-0.05660461422460883,0.028327013259024723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8378107178569503
parc-_pH8_2,-0.054756585265631263,-0.08213025714716186,0.01142799248271014,-0.021591682030778866,0.029647345022176915,-0.010998319158249573,-0.007324535444216886,0.02341946620170189,-0.058873254011344654,0.009889986217021942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8442380625189879
parc-_pH9_0,-0.05247677711526986,-0.06508772716331093,0.0037105039871581248,-0.022663855789958137,0.02707346470054725,-0.014741253588024692,-0.007295899037271739,0.02202721261054925,-0.05472324159725205,0.0028877325032068304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.003926186226973
parc-_pH9_1,-0.061601536496663875,-0.08789282025526399,0.007146466234293966,-0.022541011123229628,0.031196328958739406,-0.009910188559442756,-0.0063606430063753066,0.020210879298493908,-0.04957569986986724,0.018038384329689582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9964236708955914
parc-_pH9_2,-0.07721876788965389,-0.09164073739119846,0.009582447230653915,-0.0216948947828749,0.036078590033170974,-0.011151215604142005,-0.010488006485545119,0.03376095968096154,-0.050964717017081766,0.022446506956349244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9996501428774356
AC_pH4_0,0.025529645610924644,-0.13456659432095677,0.007363704002421838,-0.015394181252011788,0.02671621704231138,-0.022161585401905617,-0.005858536603982037,0.03191276241174859,0.033973253516723284,-0.10880452139869981,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
AC_pH4_1,0.03607642284068076,-0.14129954558351762,0.00617775657335701,-0.021053502389594265,0.035488109593482114,-0.015443251876403453,-0.001973182145992049,0.025831849256773353,0.03508712500333786,-0.1201816215042187,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
AC_pH4_2,0.04029029308291881,-0.13579261616925176,0.005086340083052282,-0.023666673517259568,0.03748395169558732,-0.018762959487250323,-0.0011725421735773933,0.0333291368526609,0.04221613879599,-0.14030090942169013,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
AC_pH5_0,0.02803597062907141,-0.1813458718983052,0.011728312260592762,-0.019995935440225446,0.032572643380288195,-0.011924078476655742,0.0019248717845134079,0.027028437567793804,0.03542234623237798,-0.08473653692023263,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
AC_pH5_1,0.04059531728129672,-0.17199451766260287,0.010937555552986651,-0.019146050737117937,0.03428060612438812,-0.017511012482902277,-0.000362504977408958,0.033085348946244826,0.035038621775482004,-0.10621320052477332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
AC_pH5_2,0.03901620141918893,-0.15370168330957704,0.005526735955930275,-0.016734114605933426,0.04288395632058382,-0.014750231140009734,-0.004883199598964146,0.021581484346610048,0.040019185711508205,-0.12024817191469278,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
AC_pH6_0,0.04458472078261167,-0.2861168309722258,0.00891938179731369,-0.020978029661042542,0.04684332353265389,-0.016832890268415213,-0.0037430503575698183,0.035998456575300375,0.04065446856877079,-0.01061938737559578,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
AC_pH6_1,0.05000375840731937,-0.3225106055548657,0.013679937112104634,-0.032831925677702475,0.04745496953230189,-0.02514704719995675,-0.0060347501909279325,0.05318294883908135,0.044717584223203044,0.016195295232793557,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
AC_pH6_2,0.04807502901829455,-0.3096423757659353,0.016526935034957918,-0.017751331379556135,0.051574248813254675,-0.023289911802858113,-0.005786856067083453,0.035778082501467155,0.048879502051226466,-0.005653158290230713,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
AC_pH7_0,0.0627139641903341,-0.4121782232675216,0.010391174746758268,-0.0434885798022151,0.049139456029819416,-0.025932986665031188,-0.002810278357533013,0.06770176928814339,0.04972572331843169,0.08344814038633006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
AC_pH7_1,0.06131336861330528,-0.3978831801101889,0.00839093300311462,-0.04412168424252582,0.05908533232529524,-0.030804136862735386,-0.01359779428933626,0.06539525974946826,0.05550350166695275,0.07542855994370969,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
AC_pH7_2,0.06129591804483662,-0.43014849679787526,0.010284159837857533,-0.04189900147850099,0.0518901630110391,-0.029216690698395605,-0.01209517691203434,0.05970121959305328,0.05534686965139015,0.11355119869274936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
AC_pH8_0,0.062184208271134155,-0.4455657392910317,0.0068628561172796336,-0.04230917582207401,0.056602902130588224,-0.028756264182536493,-0.015264186846983168,0.06423186547811266,0.06976251159673151,0.11096118717656835,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
AC_pH8_1,0.07426902054525587,-0.43665244461644603,0.006243576614753062,-0.043792184469006644,0.06860754256906068,-0.03720883980069471,-0.021550149639015616,0.07222210586637907,0.061837969655575954,0.09473356718845345,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
AC_pH8_2,0.06647887882736067,-0.466660030397546,0.004810746883082652,-0.045146555495650866,0.05658986039459705,-0.029147428368096768,-0.017918753916316713,0.10799085688250869,0.06213317130246888,0.09957941866115382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
AC_pH9_0,0.07511718511905356,-0.4432330618426203,0.009371126771135174,-0.04027373153311402,0.04803638489997906,-0.029532030548738403,-0.008612529259660965,0.06915774101310448,0.06533088314954354,0.09334819688907138,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
AC_pH9_1,0.061974667840353825,-0.4191119367443025,0.009897956246429165,-0.037152585393708686,0.05086249652116195,-0.02339723364328561,-0.01326207136006459,0.06172873609577831,0.05754840637678685,0.08962172641621337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
AC_pH9_2,0.0688290403953389,-0.4475455493706723,0.006577154651446185,-0.03666020965932504,0.04914827313112178,-0.031175357591684744,-0.01428667065323047,0.08898397605947178,0.05873923618508421,0.09610027125996091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BA_pH4_0,-0.11806445745751257,0.13936719266373834,0.012861000362621703,-0.03657684356136167,0.0410128715618149,-0.01780350542667768,-0.018661513212744306,0.04047260591760276,0.03790901061228436,-0.22947112502125294,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139574737368786
BA_pH4_1,-0.10817720579793269,0.14028691061731915,0.01474560097345839,-0.03502283872793549,0.0349557722594751,-0.015529714719918762,-0.019708676667803005,0.03856430957498758,0.041472071584152136,-0.23832197896812277,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048452299554619434
BA_pH4_2,-0.11736264534780509,0.13310755716960712,0.01338968468910974,-0.030137459062363797,0.04473825702443719,-0.015653788407697624,-0.01685840109444182,0.03833640300952223,0.04000346975401044,-0.23492494074384812,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018744598294293093
BA_pH5_0,-0.12789708471330613,0.1439671261155087,0.006495724758538218,-0.03707841552308073,0.045286804508903745,-0.023624726325759415,-0.026316488761778768,0.04976378587519994,0.03910307982936503,-0.16693690285410567,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0511412745403946
BA_pH5_1,-0.1296427115668421,0.13639769846087568,0.014029978386571872,-0.026426442076816513,0.04267815373918933,-0.02161707719302048,-0.01717319980344695,0.03786922833274888,0.03555015884582764,-0.1946849641252471,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024466462930343342
BA_pH5_2,-0.13633555634514147,0.15407340007307738,0.016972221026763958,-0.034288291206340415,0.03737877100868069,-0.021778252375838553,-0.026866278600595567,0.050223298323057254,0.045443642533829674,-0.1931626250359999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03934321135483189
BA_pH6_0,-0.20208009866106766,0.2917701303100456,0.033663583303113365,-0.05337603011694939,0.061995539668461545,-0.018898039680460225,-0.026705417621718793,0.10377483705868541,0.0687454153459681,0.07416250741757127,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687666300212
BA_pH6_1,-0.2233059386576971,0.309937251612706,0.037490437304520084,-0.053889406524274666,0.06971511728332742,-0.027806702282927608,-0.033367087879096695,0.10342235532710733,0.0708958708098077,0.11332881950084923,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567404454245
BA_pH6_2,-0.208281265715866,0.31416820742675794,0.024976435518297167,-0.050258627561447416,0.06538540724421973,-0.023723636795969102,-0.037764106396099784,0.10972165407450953,0.059813577976563684,0.11227244450265303,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393160174653
BA_pH7_0,-0.31792876573117523,0.2940769120119512,0.022467786349842086,-0.07370117619390723,0.10430144617091056,-0.04053373704623916,-0.0657322795421857,0.1107179468845868,0.07330823535828486,0.1813362756136643,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47615668850189524
BA_pH7_1,-0.3300782999525899,0.29851770373709174,0.02246646780358709,-0.07457932513693105,0.11430397644234094,-0.04434723475219116,-0.07027347471241072,0.1174830398587105,0.08729099674798224,0.16421668280482934,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683981394347
BA_pH7_2,-0.3429692576509778,0.2886995349735346,0.02168151851905429,-0.07560627189586344,0.11174064150889935,-0.04658296894201117,-0.06038365445140261,0.12204462693599252,0.08878515092251091,0.17822236697634927,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48110253833913064
BA_pH8_0,-0.3382566429407375,0.2617007417239897,0.015440255761470473,-0.06629437805031954,0.09662004784235487,-0.04624171697089204,-0.06594203347745149,0.10786585409113246,0.0753423427482662,0.11630273470007207,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936980952847
BA_pH8_1,-0.347338450178504,0.25549461385883065,0.014754212013567261,-0.06593658362879702,0.09906363245423722,-0.050305203030128844,-0.06839890820338675,0.11047523802713206,0.07618168866504792,0.11782139953954711,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698583743298
BA_pH8_2,-0.35913589108654337,0.25239284756228975,0.009129914067199697,-0.0682804825683327,0.09719520644730201,-0.050581545418371315,-0.05765768286488627,0.1276008927878802,0.07622624799528198,0.11359670410985533,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64407134594908
BA_pH9_0,-0.35182025699592795,0.23961859131312874,0.016093319206620042,-0.05579602905994524,0.08866464555830413,-0.046019295027236576,-0.0578571726333188,0.10017507365054411,0.07475514018017314,0.08360970424326215,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859295671521
BA_pH9_1,-0.3551140349301631,0.23779537035476253,0.012027260048881825,-0.06737538193959904,0.08891011930759186,-0.052573743946850306,-0.052704579211447555,0.10360531937816869,0.07679681783704004,0.0921375303674975,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741257491587475
BA_pH9_2,-0.3653276886507546,0.23705339268416806,0.012885459066247168,-0.06611415496743893,0.08897988565590072,-0.04681934313200739,-0.05467819223990259,0.10093657720510081,0.07864169033325238,0.0923180929668572,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74752624576109
BC_pH4_0,-0.05453724004247265,-0.08826772823686835,-0.0032468338731838327,-0.018399661928415297,0.0330050877910917,-0.017406002164048993,-0.0014804424037751977,0.03360439728459587,0.030468060699817928,-0.07502947351287888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BC_pH4_1,-0.07563499495711015,-0.08368788600291895,-0.002925987614561684,-0.01625728194075434,0.03566761487528033,-0.015019294051048548,-0.005586656508562358,0.033566940613090984,0.03392395325976869,-0.065336247842111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BC_pH4_2,-0.05353639133841447,-0.09138320662000259,-0.0029497849455346233,-0.0204503479267916,0.031644233936524914,-0.009614297669866812,-0.0043851863657650755,0.03166200356476981,0.030558948014741363,-0.07283581095221249,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BC_pH5_0,-0.06252054179006296,-0.08498371431199106,-0.0033567750696902694,-0.016626608631695093,0.0232337748915281,-0.014966848612479542,-0.00039413830346387327,0.02710822715545478,0.034778991109975003,-0.06356220713290182,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BC_pH5_1,-0.055916403769313006,-0.10397936860585343,-0.0032393897219520564,-0.012326601768803335,0.039096019634086154,-0.014949098696689244,-0.005481607417535522,0.027299366597410123,0.029892581424311455,-0.06168533425778149,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BC_pH5_2,-0.07097437882714945,-0.08758528761646668,-0.0030732157000381024,-0.015333604938148157,0.024404397963181782,-0.007084886312646711,-0.006425064856429467,0.036004484076376846,0.02529077313030544,-0.05651305417489747,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BC_pH6_0,-0.06939749392397376,-0.14310326125067857,-0.006103096157312394,-0.017875758829810053,0.029229834457130528,-0.01516179712570232,-0.0033451909547590735,0.029681419295299313,0.03364705410826466,0.0011384539508625217,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BC_pH6_1,-0.092609193265924,-0.15353177092078588,-0.006296994886968446,-0.030921985558031682,0.0382286508316579,-0.018570218028743625,-0.003483928260595903,0.05502354472713626,0.03933406208034442,0.011537997471573557,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BC_pH6_2,-0.08005199857623033,-0.1384367148902105,-0.006751274103703708,-0.025591068853340726,0.03410189251779862,-0.0096658022183439,-0.007549952745599593,0.030801376527094325,0.022493254514816013,0.019360451843265607,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BC_pH7_0,-0.119037306830287,-0.17675544181352726,-0.004910437626683195,-0.033376665946258155,0.04385724338986304,-0.022394200012735704,-0.01502587757113836,0.058055163875384175,0.04767436750071205,0.06062331475398462,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BC_pH7_1,-0.08903963740348168,-0.1971815704764879,-0.004770495522281398,-0.031512619345246455,0.04860427131066504,-0.018897315527757873,-0.01121966858920844,0.04793866114528931,0.041143743774813155,0.05364479034572193,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BC_pH7_2,-0.09492336118350857,-0.17224451990393194,-0.0049048280780730055,-0.030134187318870558,0.03354033980923502,-0.01798673256178913,-0.007165161812596999,0.052180425258272364,0.0330241816426101,0.047324007884801726,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
