Experiments,BA_OD<--AC_OD,BA_OD<--BA_OD,BA_OD<--BC_OD,BA_OD<--BL_OD,BA_OD<--BT_OD,BA_OD<--BV_OD,BA_OD<--CC_OD,BA_OD<--DF_OD,BA_OD<--parc-_OD,BA_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BC_pH8_0,-0.13105826357055617,-0.1497073375312206,-0.004230035536963008,-0.028352572202844463,0.037321520457449166,-0.018331002165441923,-0.008876665113898724,0.03902738105586689,0.04104952445172745,0.06186761411473805,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,-0.10928554975144239,-0.19364063586148886,-0.004212981086710225,-0.029675849078466064,0.047378521822392945,-0.019494855359358628,-0.012988928793727058,0.05527682347142177,0.04105655603596699,0.06429706336201532,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,-0.12090853410732487,-0.17698264678940176,-0.0036068685741528204,-0.03143643439220994,0.04737166313211555,-0.016452414691448213,-0.013665497783247549,0.04497986601503647,0.046035802229914984,0.0633752298006869,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,-0.1170157408017827,-0.15796675234790084,-0.0032747521704953675,-0.02941827809600079,0.0491773967768835,-0.018276669745859894,-0.01009062240305154,0.042406264652052654,0.03172123806470115,0.05144808133983094,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,-0.1073587822339133,-0.16725521425919046,-0.003717797638281531,-0.02819224404738001,0.04562193318796546,-0.016337460552382724,-0.012251937462259894,0.04173174956408532,0.03972334977077402,0.0467465672067002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,-0.1329410653156431,-0.17139934552185562,-0.003451660116729532,-0.02879581813821974,0.04401188226254737,-0.022011797538270123,-0.009726171350997426,0.058198852853282655,0.032676647671538855,0.07214863942288187,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.06140838137544368,-0.08952708841665934,0.007438663028828476,0.009450744885303402,0.027377161168209877,-0.012300256228317387,-0.003302264853340131,0.029851899260412092,0.023810333353669742,-0.0926806517439368,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.07141563409048578,-0.10834983742350474,0.009103608947733169,0.008481172281114951,0.04032586638775208,-0.013839971211779377,-0.007868687934849577,0.0424235603140424,0.03741867112562709,-0.09756858888527621,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.06251948408539529,-0.1082508019438904,0.011771222503612868,0.007198787942204784,0.029013506253452403,-0.012253446536867515,-0.003390961404403917,0.025269049896818142,0.03734311285388211,-0.08547082596903911,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.060830854430956684,-0.10285270700960057,0.008198967173533592,0.009265596240596924,0.023764372540070956,-0.008978742516559102,-0.002526822404369067,0.02257375678938368,0.023911146110166676,-0.07381455296893484,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,-0.06236322477459906,-0.11724402520967564,0.008185599526471419,0.0079203636466485,0.02874990514682038,-0.013675456758102642,-0.0027229252643883235,0.04075291571166852,0.03611511869922929,-0.08700811169798606,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,-0.07919323156385318,-0.10713312021011243,0.013445376664724036,0.009021597856898671,0.026316453714085652,-0.00899237634776079,-0.004930642870781217,0.030619906395997678,0.026680749845893487,-0.0671245545408,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,-0.0856513808319426,-0.19399762549397093,0.011489710474953703,0.010141105903717484,0.03825356202523993,-0.013701023333908423,-0.008307856927909278,0.04318525620857659,0.03293110414043717,0.00436730677018995,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,-0.08847699600717294,-0.20192684510074885,0.010123173950806905,0.010715177930567574,0.04103103814241679,-0.01268338297372279,-0.00840709333267549,0.03767070745482393,0.03268626327585915,0.017978116731442832,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,-0.08326307664422884,-0.2095980846379762,0.009984051380306481,0.010373309728406046,0.040836264631994384,-0.014022278795423712,-0.010161631231236715,0.039729924823117,0.03560240493682415,0.019229275527531692,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,-0.1090970117525886,-0.2546540954563281,0.010905744132140406,0.010734707541439844,0.05858277460965125,-0.017032326231508153,-0.01175867400739504,0.05639128127661736,0.03515425764510165,0.05948350175324342,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,-0.12136718796242187,-0.22176927041991254,0.00962301308451139,0.012532026363617697,0.045728108222069956,-0.022091211084600375,-0.0140538650540554,0.05435234673078294,0.03522612098928379,0.060530078641098474,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,-0.10791978750296907,-0.27365151349212163,0.010924973305638717,0.012345402062587118,0.06765578195857613,-0.022131696406589903,-0.023459550407917598,0.059624539834001795,0.04349380800581497,0.07182820162128493,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,-0.11232313397380968,-0.2149628422368804,0.012055185953074175,0.011336469712626673,0.04189439720028768,-0.014909455460374773,-0.021634584076540626,0.04716139333403629,0.03441365629758524,0.05567907289885308,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,-0.12509191564972633,-0.2123807663591984,0.009321502401776932,0.010335900750335147,0.036383257857321404,-0.021605955921113494,-0.00942272598490767,0.05669702253425899,0.0388844143745044,0.05558942594201021,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,-0.13390078779229006,-0.2275495457560148,0.007771713924796682,0.01026637166576541,0.059574257760592116,-0.0196527290870638,-0.01925902888421779,0.06701359683242827,0.038210028484463684,0.05623628256356587,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,-0.1495687341042187,-0.21144705959393278,0.005889194578580231,0.008713360143744424,0.04949618295887889,-0.021469082987016955,-0.016287455353885892,0.059655529706050536,0.052722406767956594,0.061005820469201916,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,-0.12718475524417086,-0.19900136905924776,0.005539250023986981,0.007582678908239237,0.04525319113922508,-0.019626414826868673,-0.013360360638117014,0.05810437513677323,0.04308408648099588,0.03831947697974416,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,-0.110821940259927,-0.2416921193946315,0.006917443118341589,0.012655450376155578,0.05375189953038226,-0.013313883092740304,-0.013708758989106055,0.04854307797453974,0.045244734013534106,0.0511342565059338,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,-0.046705331934373005,-0.06630347093486266,0.010435344875668698,-0.01931429412134964,-0.007089892478416795,-0.007408148102948199,-0.0005916091929311347,0.015072629194220774,0.023854145649010724,-0.06323921015000214,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,-0.04296158785891274,-0.08589499074965712,0.009049380667831584,-0.01913189568516353,-0.007963669607820719,-0.010245098229497674,-0.0023024883032169057,0.027351391883971905,0.023782834520806432,-0.05297371226322392,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,-0.03015856206255114,-0.08803037449555552,0.0096386069520984,-0.01668098721896177,-0.0058326792061004955,-0.010953369858148303,-0.0009748558910644589,0.02204437520759909,0.024434397031107676,-0.06477638523215833,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,-0.04158973646957589,-0.0791493791260797,0.01269935332238674,-0.018124293457392762,-0.004970222170586172,-0.010040619252654523,-0.004923945258007104,0.017624158315036612,0.02037733743372171,-0.053192489021660204,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,-0.06314578541837958,-0.07252969053857353,0.006869112377905325,-0.017393014001781525,-0.006379072411876658,-0.006323919420980889,-0.0035955865859337473,0.025575555254421803,0.028208891315304713,-0.05257632673029665,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,-0.05521890544858962,-0.07926561480630999,0.01099308355832877,-0.022119627305023048,-0.006757742023176474,-0.01156542376898553,-0.0025462376666457774,0.02511018155304634,0.028000802909550464,-0.04792035349523243,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,-0.0656448953728313,-0.1257864881169213,0.008176907320385394,-0.022653806314844153,-0.008065268591694215,-0.007525924368073111,-0.004630456749835739,0.03476653739324083,0.024913918141113676,0.005159640687963235,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,-0.06500659713035692,-0.1391894654694783,0.0123841358381121,-0.02073386565660653,-0.008755401139673982,-0.014064375322474084,-0.005990048721432688,0.03482430912392294,0.022822292873069,0.022419174384811644,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,-0.07041840838511354,-0.13927269164553802,0.014864568809128323,-0.027996444575812508,-0.009009272326593815,-0.014911508777219317,-0.0012350739068959086,0.03660729628542194,0.03526732443791369,0.014814369186111115,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,-0.09928537518109964,-0.12586928409564754,0.009317504865643766,-0.02660872438355633,-0.01197366838869841,-0.016020614359851762,-0.006125745706098242,0.03695657822020028,0.02821302620127149,0.05010646869064026,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,-0.08756465587198088,-0.14283846439793707,0.014127924174232321,-0.02781898715897747,-0.012393589499204057,-0.014550143868217003,-0.008597647680536566,0.04242509994898801,0.04154170214805914,0.03437892688762235,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,-0.08243041660798629,-0.1459235819923165,0.006424428347660146,-0.024829921833360972,-0.012400998771190644,-0.009158257106723992,-0.008102229358223469,0.0342957581822639,0.027939500562522722,0.05289588330556518,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,-0.09589921289488024,-0.1293713777083094,0.01163074769079685,-0.027651098850790572,-0.010885541737079623,-0.011610645654246854,-0.011116864906381006,0.03767271249676529,0.03044011236370905,0.045501328244319426,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,-0.09930493100667777,-0.143335334940449,0.009810656468667413,-0.024839428284245988,-0.011745696469493538,-0.014716514407292656,-0.0028874559554716837,0.038206799974584066,0.03947558828993984,0.04804647537029307,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,-0.10835690162347061,-0.15565234074531042,0.00965252466742759,-0.02473678778128131,-0.010357963455759964,-0.01513503242769967,-0.008329098913008754,0.04561104062458742,0.04443792943883201,0.06157678934543028,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,-0.10362897840530975,-0.1326596241104214,0.012684755433836703,-0.024384590290162874,-0.010341920904491262,-0.012495273363816995,-0.007331858264363331,0.033060736739603074,0.039134650165620066,0.04467226250987986,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,-0.08903253393085755,-0.13254051551951665,0.010698046907782553,-0.023203147959935923,-0.010028203440749128,-0.013204478749438473,-0.005939519645079324,0.029982153772497955,0.03364323302455571,0.03833513056130513,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,-0.10562606880441308,-0.12455730293593979,0.010065613168737159,-0.022452600941709856,-0.00996212428678637,-0.0165445351495367,-0.010622025003413794,0.03337624111658205,0.02874137899473957,0.05629158292937538,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,-0.06066368812857115,-0.10333872454807812,0.006687675804385671,-0.02147550009110052,0.03300539659093256,0.0021244934266028198,-0.00720853327814004,0.03090658598619958,0.021757338722438915,-0.06308488562865104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,-0.05782165886429341,-0.08006218846644396,0.006357793952135936,-0.014208847627691604,0.02426324641979906,0.0015786582061453976,-0.004856512709318297,0.02310982478458596,0.023837193720366648,-0.08348734998427655,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,-0.06394157750532031,-0.09421900492242498,0.009867229195230675,-0.022663685922389452,0.021691668927669522,0.002075286301905693,-0.002799534124686667,0.03660978120387249,0.029645647537773073,-0.07755565126547995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,-0.05749499252470939,-0.1273307034859191,0.012952278334971354,-0.021244423042011,0.03562178637022557,0.0034283858602461585,-0.012060644505950424,0.03125572187178161,0.03463797925768987,-0.06105522861785214,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,-0.07138527624147094,-0.10169780729257542,0.009078439438472623,-0.020663671060262817,0.028736378464685835,0.0020290446791635898,-0.002865737846688085,0.030442187803109054,0.024391262213820996,-0.05935466122368107,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,-0.05831884055843819,-0.12298862916133975,0.008421725628330658,-0.020404023375038223,0.03192442581300502,0.002862488369092993,-0.003419751069791941,0.035737000004104943,0.026131266755578312,-0.06123550338265689,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,-0.08911878960612027,-0.1787067137237476,0.011994558035031607,-0.017613623652445235,0.039962063292446344,0.0021728006337323907,-0.0076872658421811855,0.04398759156870452,0.037250085968686196,-0.0035305479217482634,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,-0.08611855351568563,-0.18441148486636252,0.0060896556119879935,-0.021657568105374992,0.04438706377440172,0.0018798144477541058,-0.007656707825220148,0.03404225904413539,0.03284951090974653,0.019306169268877606,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,-0.10441256719843847,-0.17601140479759672,0.01612416623241228,-0.029210782187140513,0.04051417368990571,0.002194749771252919,-0.011705782113029905,0.051918475011606575,0.0328563040851251,0.01644282645181469,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,-0.12569692409394875,-0.19731749379926397,0.005537517584212451,-0.025842495363853548,0.04750828457672311,0.004159075949826965,-0.010238403464950944,0.04755651705533914,0.0393266868915247,0.053717394220926196,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,-0.12813818527628543,-0.23203179588946315,0.004395834060142868,-0.03961329545987689,0.060982711078680085,0.004231284631659155,-0.02478796120894992,0.06828071329823655,0.04725650672679362,0.07813434751542365,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,-0.1268339539327375,-0.20345712256982276,0.007051745934168932,-0.028075733822972883,0.05148197225497468,0.00411522281801571,-0.018329934919981847,0.05683390214796298,0.034809903389085885,0.061114157658556226,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,-0.14196161221226924,-0.20369149836671094,0.0071674851247149965,-0.03240404869389274,0.058154102340340595,0.005367473895944978,-0.017159782028554574,0.05999187162550896,0.04820733558386564,0.05503883173527277,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,-0.13122335325278664,-0.2141460440915239,0.005940469478297492,-0.02867723281535765,0.061001516321431026,0.005365368242011118,-0.00677458761745821,0.05750184059790943,0.03632843683433274,0.053393745653979155,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,-0.1257640433829764,-0.2132656499873037,0.007436341213305362,-0.03057082844655151,0.04779837588334212,0.005882281368679325,-0.017140750615331147,0.0575241412586816,0.039378592409193516,0.06743169954694483,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,-0.12262565584529353,-0.20396834166072636,0.008526512615220699,-0.02721701653755229,0.06250259292109506,0.004921144056741309,-0.01796952512844101,0.05238745407484796,0.034169921939787656,0.047983076423406594,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,-0.12044405008382773,-0.21145514156345435,0.008437181522502847,-0.0328518076216721,0.0534805357116072,0.004865676444023846,-0.012034487280508746,0.04488686735458347,0.04628908025181811,0.057536304334745464,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.11263822091662366,-0.22445920917003045,0.004839839725552691,-0.021657736557333367,0.04621820891518955,0.005055213147855324,-0.015338896605307639,0.054337990987722004,0.03732955774373335,0.06502341208007671,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.05765691944843401,-0.08466285010637795,0.004661080842108831,-0.015745892344933492,0.02387324831246033,-0.010654802361260292,0.007164015675206546,0.03073154275669999,0.02438571034566216,-0.08338497416075806,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.05761877738101326,-0.09772740193926117,0.010497458312336515,-0.018563694706915518,0.02763052096185477,-0.012230589537192946,0.009797102026641368,0.029994502299181797,0.027972066376520232,-0.08104102690177765,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,-0.06291085532097063,-0.09734277185619528,0.00710916725999635,-0.017145400847429815,0.023151718196661574,-0.01439499728948526,0.008922761519156075,0.030896415576824675,0.03406283941443848,-0.0736387171426221,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.06410379256810182,-0.13434811951430597,0.012880776697850737,-0.0152299404354847,0.027579483279715405,-0.011055740970794273,0.011906205773677514,0.030734122215729683,0.024233416501918566,-0.0438862514698311,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.07023766594979425,-0.15270301808805567,0.01678969022615448,-0.015465061204588935,0.035104521299995806,-0.012459229085918358,0.012283344670482305,0.027892137138253965,0.03054702649297922,-0.03304158598913447,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.05811107420241055,-0.14055710859110826,0.012726814626189676,-0.019512857574483625,0.027301256950620717,-0.012983485725910768,0.012960494348536366,0.04149256659509693,0.017812032341633154,-0.04241847962545961,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.08086430771438324,-0.21957824813202026,0.01646377452446714,-0.031834961495807626,0.03433743964232828,-0.013456146009266381,0.012508943081711946,0.050427556808066105,0.02926456774544457,0.0414415410598335,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.09165180371912277,-0.21549119827863963,0.012882112735963383,-0.029988532779819287,0.03525169888025393,-0.016478879284113644,0.01266131820967016,0.052972440338167164,0.03642295115343902,0.042130052254575744,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,-0.07876001296240999,-0.22186648947551205,0.014505967716483966,-0.03362226679273273,0.03654375055561894,-0.015877781589717966,0.012621161782223247,0.049974021627365244,0.03137119545560816,0.043820613193447176,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.13781355313956736,-0.21814673504022805,0.0096913168951869,-0.0344148954141723,0.054719646266135194,-0.017753693690604498,0.016591184736108003,0.062202884875561894,0.03875467730929022,0.06487932618950373,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.10601046247164843,-0.2511325717717409,0.014376202594164913,-0.025649892614911435,0.04769303390108371,-0.017417024906076814,0.015938989045503345,0.05503006047447738,0.04337387657521861,0.06250794868430365,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.10684575902622029,-0.24069183113215417,0.005785599659480481,-0.03938287067186572,0.06853927977302153,-0.029264910877074883,0.015922847861505073,0.0468016781495965,0.041278631990046596,0.07656749378403892,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.1207581353932619,-0.19754774715346493,0.01019264023022159,-0.031690758106339235,0.04386779514019903,-0.019115867338588704,0.017114848952902394,0.05729996617559507,0.04228838759110026,0.03705902941201043,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.11617865770812269,-0.24565178158814494,0.01046306701053096,-0.03454091049892747,0.048336740711137006,-0.019933948976838072,0.018385250681768293,0.06262149332982042,0.04952223624710156,0.06568666986878151,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.11111428823079103,-0.21727350866665002,0.009980041651136194,-0.03207199228441585,0.05016197547316552,-0.02166775402815446,0.014294404205258774,0.06023563244339565,0.045558322016959606,0.0406073269304698,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.10927565129473803,-0.21713721388060106,0.008463078387405563,-0.027107771129711807,0.04961628351603514,-0.023516414229474637,0.015069003131888484,0.06128371077306244,0.042982861584295394,0.038332272232712614,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.1250584941252094,-0.23070666598318063,0.010363835783918269,-0.03319792686840114,0.06109335883803991,-0.01664452731690329,0.014577085281033879,0.056879193935057394,0.04040025367523018,0.06100404582431785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.11583915818644605,-0.19467131534186402,0.008416391423215035,-0.022170172049461503,0.04015236280858516,-0.018677615305489823,0.013906885428435127,0.048514556388330216,0.040058620505682804,0.039019603839387074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.06278757739083275,-0.09313029693601571,0.005929208933983161,-0.01089797538664678,0.02835495613920299,-0.007769197204514689,-0.0002783223500718265,-0.005638652324838483,0.030019877551366453,-0.045091856018356656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.06385428797210689,-0.08686980522116242,0.008412636305488972,-0.019015312828123573,0.01873365925462997,-0.003943085223436355,-0.0013898111693561124,-0.004899240554026937,0.022800876603502294,-0.03126546400639674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.06315339440560859,-0.09245031915362115,0.008211279572999995,-0.018442338646753976,0.027144246869113133,-0.008252903475709584,-0.0021210365920611056,-0.007494388623568027,0.0299630230082118,-0.034694005590256136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.07772402278188129,-0.07432851345156845,0.011696916454188203,-0.01899823769036195,0.027190993693859685,-0.00899649075515892,0.0013551638008135786,-0.010079597680950944,0.030854795908798336,-0.04226084404098599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,-0.06833974158553326,-0.06911378648779962,0.012240739628348657,-0.021733564513371047,0.021290222437971306,-0.009254598238545913,-0.0011651484927405504,-0.007630936854073534,0.03142293615509634,-0.04900595871245732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,-0.06599220316857099,-0.0889801446777647,0.009815601062677476,-0.009236021505101867,0.022239603678007484,-0.00940361350774765,0.0009715983571241705,-0.0077612668834626695,0.019041850806578345,-0.03198523901888858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,-0.0726538625140877,-0.09300679961138444,0.008290287176066115,-0.02491438608535606,0.027215009963382848,-0.010929677590889779,-0.0030200192397055415,-0.017223346094074454,0.024919243999149486,3.371517295422761e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
