Experiments,DF_OD<--AC_OD,DF_OD<--BA_OD,DF_OD<--BC_OD,DF_OD<--BL_OD,DF_OD<--BT_OD,DF_OD<--BV_OD,DF_OD<--CC_OD,DF_OD<--DF_OD,DF_OD<--parc-_OD,DF_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
AC_pH4_2,0.011533826702962754,0.019621183167657128,-0.004940318293545557,-0.028826807249823342,0.019573504863225892,-0.014773760209588904,-0.00832100650862507,-0.08414157847995346,0.03363866905803266,-0.061621174059160386,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
AC_pH5_0,0.009836583497083707,0.02056337949860355,-0.0021453219020496224,-0.03717812723763611,0.02428920673287433,-0.015591581243535744,-0.010290941579834276,-0.09164292727313614,0.024892795975117583,-0.04099052932275379,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
AC_pH5_1,0.011034010807457183,0.02544840688776711,-0.0059430992376545205,-0.037091297126658596,0.024640793955844384,-0.015901128591402715,-0.006533150556294812,-0.08038827465280239,0.03604405109001243,-0.0695677664519652,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
AC_pH5_2,0.01051266737606215,0.022051294470286892,-0.0049969085322126095,-0.03772292935977811,0.026792009882628923,-0.02004880710950364,-0.012331326127700184,-0.08189700401995495,0.026431472395425263,-0.04704792342432168,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
AC_pH6_0,0.0157045974355677,0.03239474139459755,-0.006661938185925068,-0.04476705099253551,0.03680993672622288,-0.02849256628719361,-0.01350326108057862,-0.15526621352071346,0.03900053555874722,0.006523763294453207,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
AC_pH6_1,0.017310324126611588,0.02848825079105471,-0.0014064650788255353,-0.04816238596387532,0.038050697453967906,-0.019481396712362764,-0.013069332957915637,-0.1761360326247371,0.034612288620808854,0.021536600251236687,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
AC_pH6_2,0.01734309720604316,0.034656061832995515,0.0034742223277040153,-0.048847463181161364,0.034218512111059994,-0.02701810201063105,-0.016276885361775104,-0.17070543730388515,0.03215992805102597,0.02273861259222031,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
AC_pH7_0,0.01764333709750487,0.04408117546335511,-0.010112668181891032,-0.057278398385514386,0.043419285589910074,-0.025107304711380726,-0.021081579374554366,-0.1997773909827937,0.037955121542124645,0.052000961073714755,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
AC_pH7_1,0.01726034112274647,0.045001390867907054,-0.00952920759987572,-0.06411849801307139,0.042888593740113404,-0.03623837385326625,-0.016274509156203786,-0.20779287212892722,0.049733178097268814,0.06081249622223169,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
AC_pH7_2,0.017242992594838153,0.051386588079773865,-0.009234799362071177,-0.062682890402882,0.03413959947293221,-0.02717588838027872,-0.018966403653764206,-0.19832302446436625,0.0419267499803201,0.05342962219501319,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
AC_pH8_0,0.019261207162686023,0.05062612775227297,-0.007770032560371834,-0.05817463647088279,0.03570327618847722,-0.035564522854983814,-0.017757149813291816,-0.18985883501560788,0.04049224811403649,0.044784863945906576,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
AC_pH8_1,0.019554197315288634,0.05823652462466904,-0.007253225870106533,-0.0669506182068068,0.03967560338747243,-0.029198895378605184,-0.020962739204582963,-0.20573701333254577,0.04105093495677348,0.053327780006372415,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
AC_pH8_2,0.02147367496205413,0.06408476370670226,-0.011266991168908448,-0.05331010043297126,0.044397033866008975,-0.035460278477681725,-0.02080226920545101,-0.20669752577724665,0.03831025493209777,0.04101398520981488,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
