Experiments,BV_OD<--AC_OD,BV_OD<--BA_OD,BV_OD<--BC_OD,BV_OD<--BL_OD,BV_OD<--BT_OD,BV_OD<--BV_OD,BV_OD<--CC_OD,BV_OD<--DF_OD,BV_OD<--parc-_OD,BV_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
AC_pH5_1,0.01958283810147448,-0.020216706488686412,-0.01403887983492535,-0.0047104635640330935,-0.0030234334026665805,-0.04385825105659339,0.003253219228075898,0.03259846065233907,0.007721736051304183,-0.03851741645849594,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
AC_pH5_2,0.018145319084920303,-0.01732078107802764,-0.011625333717092871,-0.0028925268198161025,-0.0001296791122497433,-0.040080385292353846,-0.0032517426821362717,0.03219415358591664,-0.0033231341664719852,-0.03292478657003654,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
AC_pH6_0,0.022734483076745395,-0.012742112472896338,-0.012775441349443533,-0.0013736039902205069,-0.0021885333060408414,-0.09379167976951144,0.00010003469965380128,0.05128247150260468,-0.002302326107721615,-0.010152189055376726,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
AC_pH6_1,0.014275437227004894,-0.020627513252522635,-0.014243142358634785,0.0013770019396653634,0.003913261276143399,-0.09637889061851994,0.0028488693839829895,0.0393541574968106,0.001745560027092047,0.006526362283317294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
AC_pH6_2,0.017823858925586814,-0.024109790236284234,-0.008103462530947897,0.0015654024578954859,0.0017580840833809057,-0.0860588943525015,0.0017579327215966971,0.03455344441286086,-0.0028612528879033493,0.0024657807491071846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
AC_pH7_0,0.02986737104213755,-0.022014236510933743,-0.007736710126552246,-0.002352592376587185,0.002516625391562348,-0.15291862181590302,-0.0016243491921087982,0.058819864993186095,-0.000715520101720874,0.03494927183886908,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
AC_pH7_1,0.030306860007669606,-0.019984520063938006,-0.012232265719415054,-0.001255990297169142,0.008642568487835966,-0.15774588577773266,0.010269004045783181,0.059460467345729164,-0.0011454754148650448,0.022476340555585915,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
AC_pH7_2,0.03027915157620673,-0.007212363596924624,-0.008641321749385932,-0.0103768497960561,0.003014114529056393,-0.14936682757476102,0.004229664359970586,0.05321853955397789,0.00015743970223095017,0.023489556204041705,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
AC_pH8_0,0.04016187756605769,-0.008519757704242415,-0.014312758494532953,-0.004601353972583361,0.005381131845364428,-0.18337934499889938,0.009313761156214323,0.06373963029447782,-0.002341417316347362,0.03334933513573006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
AC_pH8_1,0.04391874070967668,-0.011791989114945348,-0.011798633649216399,-0.006106125582414473,0.0031819786179972725,-0.1693007920569052,0.004933398040821369,0.04940415738676879,0.008512602164207591,0.027837766838138517,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
AC_pH8_2,0.043982636500149955,-0.010347020743090822,-0.016736523372971494,-0.0038276908542636944,0.009032280142621502,-0.17929307890651022,0.006584596558393019,0.054012374994142534,0.004432011820861828,0.030951517239091512,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
AC_pH9_0,0.04349815727940396,-0.009173189002777572,-0.008322327846013331,-0.010275435208788382,0.0008275834892107088,-0.18472951588544842,-0.001546469724777599,0.07539238946066926,0.00433111275465268,0.02878879712125205,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
AC_pH9_1,0.041110200805022645,-0.012210256281592275,-0.010699680378336619,-0.004432319177152666,0.002354269883716883,-0.16986323879748264,0.0024091758481834223,0.05565783093926376,0.00923333602026105,0.025231784351332037,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
AC_pH9_2,0.05204386685408003,-0.005198570463563438,-0.011679155297739354,-0.011224176676781926,0.00470635684935943,-0.16894419411966657,-0.00029669458734924516,0.058973545829725006,-0.0011260349538339224,0.021536159923138176,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BA_pH4_0,-0.01832986024167875,-0.009618231783742494,-0.007159432216911859,-0.0065835712922979964,0.0013583393623728469,-0.017370040949596013,-0.002203908638178331,0.018369800011505902,0.0006607429841128373,-0.020332734226451626,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139574737368786
BA_pH4_1,-0.016617938918264016,-0.006732762248619744,-0.010785146937300654,-0.00559724311971956,0.0006635659161712159,-0.02473931402696863,-0.0006691718030639968,0.02485227274586973,-0.0018261938606915266,-0.01975696479982656,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048452299554619434
BA_pH4_2,-0.02227482867913078,-0.006732762248619745,-0.00956830344527312,-0.004088012593109971,-5.66678235064392e-05,-0.023708506733503033,-0.0036208204271109858,0.027138403163736925,-0.0010000274006439285,-0.01729737090088589,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018744598294293093
BA_pH5_0,-0.02009329730462606,-0.006177444833776225,-0.014374572761032892,-0.005441603485859283,0.002861150057945886,-0.029223749275602732,-0.0006379490965248443,0.02727014850379656,0.004999911892430288,-0.020391491243170332,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0511412745403946
BA_pH5_1,-0.025734413811410572,-0.008175497016181118,-0.009820738906526695,-0.006762125701036142,0.0024512758365143896,-0.02357187217627854,-0.006216116320017886,0.03309580656902298,0.00362679363309365,-0.020102009098045527,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024466462930343342
BA_pH5_2,-0.016779412065592147,-0.008656408605368244,-0.010013657467763708,-0.0015267392628542755,-0.0009569508181479968,-0.03786106595405094,-0.0006595223218850472,0.037949149599096364,0.0007836374174803491,-0.023487927511779833,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03934321135483189
BA_pH6_0,-0.02485774356021505,-0.014681442146715911,-0.010733764535828453,-0.006722287360538284,0.002868635048279944,-0.05438051303605671,-0.002009545279180874,0.03542920344914107,0.003535099427580184,0.01034346100266861,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687666300212
BA_pH6_1,-0.030243304143052378,-0.018181414170109707,-0.014982476864293543,-0.005989645657575001,0.0012118328976161448,-0.06349251721540222,-0.0020951670379904296,0.04632498673183601,0.0029999630797006497,0.023238845388405024,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567404454245
BA_pH6_2,-0.021073144622066095,-0.018214105166818782,-0.006651562539779622,-0.006129549238425881,0.0010911048584334225,-0.06127832043632542,-0.005980685621540508,0.03942839393938852,0.0005957246296431712,0.017003247206625726,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393160174653
BA_pH7_0,-0.022958751361736137,-0.018948240668877313,-0.01409006145155138,-0.009039281877972512,0.00034167218265002174,-0.056129454380994585,-0.008379211590989775,0.04392478038901058,0.0047978704552287645,0.01927178119774908,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47615668850189524
BA_pH7_1,-0.022338881077163888,-0.015993580662685886,-0.010240396395042215,-0.01059920295647791,0.0032124014160312374,-0.05325991496565226,-0.005237968439722191,0.03291335482089577,0.0002388877356829843,0.02009640327087887,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683981394347
BA_pH7_2,-0.032359392946262076,-0.016717094584651607,-0.019200007472713686,-0.010758575703138892,0.006758072860336498,-0.04122118310172759,-0.0048490790834488425,0.03198488166818962,0.004146811933783084,0.021006669438768017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48110253833913064
BA_pH8_0,-0.029936671091608053,-0.015574111057364422,-0.01507903360032841,-0.008185149448235396,0.003856728120868944,-0.044795100077500816,-0.004164942368136152,0.035483918029652985,0.0036482891112404013,0.013537175390545442,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936980952847
BA_pH8_1,-0.0331237924842002,-0.013878266422644904,-0.014542115320168112,-0.00573287779222364,-0.00023019073814477687,-0.04869894394630809,-0.004826908621572606,0.04869846902888916,0.0014484525245168933,0.009677276780990802,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698583743298
BA_pH8_2,-0.030020439399244345,-0.014408077208892162,-0.006362091065991831,-0.01061200578737518,-0.0007331226365235843,-0.035083607499609176,-0.002992737629734303,0.02350902237443497,0.0033549255756256374,0.012139236286444506,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64407134594908
BA_pH9_0,-0.0282510274430008,-0.008656408605368244,-0.01610539198164707,-0.005743950266067099,0.003583061610874922,-0.038868170392740035,-0.004135551867277726,0.03380991494040126,0.0018884059118673847,0.001270220758717345,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859295671521
BA_pH9_1,-0.017086222767020046,-0.009618231783742494,-0.013225681178028817,-0.010473972276339066,0.002830283681092702,-0.042321355424254484,-0.009381120945124524,0.040508353425918714,0.0028387396406058386,-0.0052796893639732966,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741257491587475
BA_pH9_2,-0.02442314696943631,-0.007694585426993994,-0.009520402530046263,-0.008889268073860718,-0.0006024241076944319,-0.033572454264023055,-0.0037446562808168965,0.02702030042429333,0.004959805209351622,-0.004742064971638763,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74752624576109
BC_pH4_0,-0.012585161697200462,-0.010410131799543034,-0.0007540079918892482,-0.0036203465517610314,0.0024926594810803296,-0.028841922326499358,-0.0014577313585449822,0.020577309764516744,0.0015264407201143687,-0.028136005022198617,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BC_pH4_1,-0.012854466246360021,-0.013619960393432691,-0.0007540079918892491,-0.002993551815819481,0.0003440675524103898,-0.02311014606981822,-0.0004130694217494007,0.01684510144000144,0.0007023923301502408,-0.025355256230205955,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BC_pH4_2,-0.014597209664466591,-0.006894482749149849,-0.0007121186590065123,-0.006853644029520779,-0.0001443599192830545,-0.028667378383486163,-0.0016548667309562797,0.02179361400720866,0.0032573553389343237,-0.02673580606670483,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BC_pH5_0,-0.010215964737631703,-0.0169072026350414,-0.0007826608387024498,-0.0026278503858686796,-0.0022385477910385194,-0.03188259402735402,0.00038839786880366195,0.027908448799229837,-0.0028343266443065984,-0.02201659679655795,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BC_pH5_1,-0.01464750116893455,-0.00863913694072677,-0.0006283399932410412,-0.0031136026711243653,-0.0011962722662998283,-0.03420690921864108,-0.0022229359930624145,0.026925614658419205,0.0018159017262413442,-0.025295714933992085,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BC_pH5_2,-0.01180868669251061,-0.01613550830429987,-0.0014615756095103592,-0.002749546064549815,-0.0028704846812331163,-0.03543086655194993,0.00015558715059381457,0.03309457322785063,-0.0033702282579210797,-0.020632160964381432,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BC_pH6_0,-0.013639693969617717,-0.011811502779145604,-0.00633202668765317,-0.008786522993493988,0.0068957716392596125,-0.053729860299145414,-0.000501340821223414,0.03255036870301094,0.001351450290935842,-0.007205539879429599,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BC_pH6_1,-0.011429648585212617,-0.012702609069807375,-0.007228205132743588,-0.01215114895618804,0.0022510623101792897,-0.07587877841382898,-0.0017437687435227886,0.03816018572806016,0.0020980722080592234,0.017415941939486753,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BC_pH6_2,-0.005502013285117952,-0.017619101272733962,-0.0053573435723133726,-0.003668723177245778,-0.00045732922204162844,-0.06598610887425425,-0.0008249979348772247,0.03027529931627214,0.0007070307069174618,0.007224390734311032,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BC_pH7_0,-0.010502361982412962,-0.019684247313391256,0.00034994449466466923,-0.00979847883724648,0.001942015522281114,-0.10050565776901074,-0.0018064177526242065,0.05812389277164705,-0.006112012712527877,0.026784426843666515,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BC_pH7_1,-0.023918772101726216,-0.006828425664697652,0.0001982270213572862,-0.00770439471806521,0.005555690067374835,-0.09725131246220804,-0.0047472330466236745,0.055309308060728334,-0.0022923980952928905,0.020470414087581247,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
