Experiments,pH<--AC_OD,pH<--BA_OD,pH<--BC_OD,pH<--BL_OD,pH<--BT_OD,pH<--BV_OD,pH<--CC_OD,pH<--DF_OD,pH<--parc+_OD,pH<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
DF_pH6_2,0.04569013712522776,-0.1057930341371052,0.01754614790172681,-0.0025654796041224286,-0.010684243521612624,0.036081945095211274,0.06185102930535442,0.016402458409252373,-0.0011139843774878395,-0.15468711747423464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,0.06554616399595271,-0.08753337992760152,0.027472303878192023,0.030180233398695345,0.0037718715899340526,0.044474854797286835,0.08164855625885337,-0.04569834103564853,-0.0007967116165420282,0.17971594752257927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,0.06670998859988607,-0.07956614516918424,0.028503266031165486,0.016444511096924547,-0.0004448876724295095,0.0469608831786267,0.08311791963308401,-0.047424387951260034,0.00042999532883581553,0.19098452291977797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,0.0663369180764193,-0.08258041639204908,0.03389676357821926,0.01897911149198594,0.0024586468538188443,0.04628315588945281,0.07878372812805617,-0.0454577617606391,-0.000633407239194803,0.18632761064349956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,0.0698126322557421,-0.08251528046296343,0.026394661488416408,0.028606481740008224,0.000770117803274289,0.03969002638983985,0.07554098593071103,-0.056252083158039506,0.00427015683897164,0.32234697205864865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,0.06531466557279879,-0.07273393539144939,0.027142859079429642,0.02859541540155592,0.003254796954114805,0.041291278696254555,0.06698725620527632,-0.05735006289961544,0.0028170366714829875,0.3467479322729227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,0.06920080493001836,-0.08625432308196376,0.026822153359003703,0.02854509345296287,-0.00018864753534612925,0.0422920817574081,0.07307365079207914,-0.0564100326727266,0.004565615567338211,0.35252691651249063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,0.06312815769777998,-0.08124887679906,0.028632244222352044,0.034445023328551774,-5.601731979328484e-05,0.03991236032351204,0.07060777399526988,-0.05050495134099668,0.003976999691323096,0.4233723399132165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,0.06821769299390523,-0.08544224840143454,0.027503135784164724,0.0320455748450173,0.003571610047441473,0.04205463549203198,0.0667804201692343,-0.0521709496203972,0.005852266556542847,0.4347611611134009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,0.0680240103027419,-0.0764815099367305,0.01959399674978593,0.0351677189540604,0.004596928112694758,0.039444713289647,0.06882854438589318,-0.05011936820395612,0.006254854657403799,0.4335758013642677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,-0.06909354996907968,0.14314156766413993,0.004671577853353132,-0.06925252299998765,-0.018894389027162735,-0.04105115146659639,-0.09750460855338881,0.03472430022028478,0.0028134696396148757,-0.2449984302719974,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,-0.06259938488026028,0.1139142618506499,0.0046697322781319205,-0.06219309207456917,-0.0019851877686122192,-0.025198509769271245,-0.09248711347417986,0.03113934678228005,0.0023123461186237955,-0.2628848790515052,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,-0.08153913477759647,0.13757957666302503,-0.022013015285458258,-0.0607669537935568,-0.01249896024151341,-0.035185614776514156,-0.09696144139151208,0.04474266078242141,0.004127752401096667,-0.23271043100515793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,-0.07398573417864418,0.14881221392880314,-0.012908606335682717,-0.06656645276300283,-0.011180560015465899,-0.042702575202059466,-0.1048960503725254,0.021672400686403977,0.008049658473743048,-0.2213044513551437,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,-0.10704372745412197,0.1493044298943942,-0.012656500384859415,-0.06832624357112724,-0.007309578671727487,-0.02197910960925662,-0.11656279320302218,0.0377059599319878,0.005067118522913556,-0.2073398941747197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,-0.06582474058493973,0.1431934070643847,-0.016411847442226568,-0.05800913734604483,-0.010329976375012293,-0.019760099633232414,-0.1216664156390597,0.0027971435702689464,0.002744169980287552,-0.20985910247930364,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,-0.0847707103419563,0.169151382399318,-0.010507355082132247,-0.058832047861879275,-0.007244049395718,-0.021238663046742264,-0.11555221536966118,-0.01680325941790057,0.0031121821758215845,-0.2079423719774121,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,-0.082299728948299,0.12744777549463118,-0.008370681302217037,-0.0514677947346607,-0.016567173525691033,-0.04186238030376641,-0.11097673797251092,0.02937581898968505,0.003902934169315774,-0.20167067440064712,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,-0.15928550999287672,0.1866193385276457,0.02537176850049392,-0.031555893870637466,-0.0072767531807008,-0.013669147075194382,-0.10373539699079551,0.05591709760382125,0.011851893143485418,-0.044227260597374134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,-0.14569782818465127,0.1869387578891347,0.049158511680915305,-0.02828284908248031,0.00495386821501281,-0.012852304115405543,-0.10160100667211022,0.026296800220304214,0.019824622539884373,-0.0316396941665722,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,-0.14174138026231003,0.16568776794263848,0.02702322647137486,-0.02213167384023899,-0.0027057506419394285,-0.0041442265661190344,-0.10682506118941566,0.06316092861573334,0.017957245609520587,-0.03928062534931563,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,-0.13359366712686807,0.16093033989729438,0.04434473594569642,-0.03695120118234469,0.00046336170771848253,-0.006801731231743876,-0.09933402551014137,0.056212587853002816,0.014114869893730989,-0.04287429399626411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,-0.14044517981779314,0.21933258750597417,0.04688616889893361,-0.052366386706252446,0.027546234961761073,-0.045872187786128206,-0.14179411107431286,0.08341970740534042,0.004489301844783452,0.07229372564703228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,-0.13284864869535615,0.21206128513440495,0.02871771385002396,-0.048970431593935125,0.008924354174700767,-0.03247549319315865,-0.1477316655250995,0.10068644713691395,0.003031391432589805,0.08626776955454896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,-0.10260647699641796,0.17848990776373638,0.031130942597823306,-0.05707309498411155,0.0037449597049018595,-0.013215245547825875,-0.13093233641237023,0.07492460056977428,0.004990296509602802,0.08746661489667452,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,-0.11930316876134144,0.1791716214261301,0.03683656046490955,-0.0661516109465257,0.004956152692599139,-0.01782509574747604,-0.1301870058970931,0.09351715821772819,0.006028685449096179,0.08987687120376074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,-0.14438532140348911,0.2000554839699812,0.0031289745834858543,-0.05518619880890068,0.016727469051661694,-0.03843600634728435,-0.13508160067803185,0.09386395233399843,0.009190954229915916,0.21319605781008374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,-0.1203323372753094,0.20763726212084294,0.006711617199623065,-0.04951834610784833,0.021538004394944594,-0.059150277198008874,-0.12477324885032744,0.09495160851951527,0.006581893226374755,0.19573828054511025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,-0.1312174345933549,0.23020687808728085,0.00885999943008242,-0.050062232239414806,-0.002827254187963582,-0.04300977702940935,-0.13107564990368223,0.056576927259726364,0.005726623965184322,0.23767467660586464,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,-0.11196012225973863,0.22504259397802145,0.003834962044721061,-0.06300270239782076,-0.021280718505706474,-0.039417773332122874,-0.12771325598025451,0.0827092036531995,0.00795470170595723,0.2218203162158961,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,-0.1395115005646063,0.272122167143161,-0.002671992870290647,-0.0666996911637809,0.008031633497904174,-0.04894774755786942,-0.13196105225659577,0.05403861273970942,0.013788527098038931,0.27700905145834315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,-0.15425583448342006,0.20830409038973893,0.021296098207164077,-0.06089347411109053,0.015258459954967971,-0.03636557476757014,-0.1326107470075721,0.07223923999411257,0.00953228985647793,0.30032798002190564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,-0.12014385521978788,0.2217238267899856,0.002246164395271438,-0.06556493423717179,0.017919596928455274,-0.044683824337856934,-0.14725218818644467,0.041604529054754466,0.010116288788292724,0.3312761180718308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,-0.13771788881605734,0.2390517606229886,0.007949899358107995,-0.060764813169675025,0.003035986046914181,-0.0478854449376788,-0.12137157980028702,0.059224762300272356,0.011569263951286027,0.2895142035817971,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
