Experiments,DF_OD<--AC_OD,DF_OD<--BA_OD,DF_OD<--BC_OD,DF_OD<--BL_OD,DF_OD<--BT_OD,DF_OD<--BV_OD,DF_OD<--CC_OD,DF_OD<--DF_OD,DF_OD<--parc+_OD,DF_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
DF_pH7_2,-0.17740662067642682,0.055302245650926354,-0.008716097645785497,-0.10460746063810325,0.04303103121402471,-0.03988603966715543,-0.043434515185654166,0.0788379355163678,0.04872895628537822,0.06307632086231658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,-0.1861509404720172,0.049890713126439105,-0.010138017599997315,-0.1004238838637652,0.03870978526771068,-0.04511500062016041,-0.049495656880671555,0.06509152002956557,0.05739798817783595,0.027822754962936687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,-0.16904492631554607,0.06461646814871094,-0.012515498736630314,-0.08752193908490563,0.04206973520310029,-0.04811484404394161,-0.05023105287681454,0.06807062305186105,0.04453389793796386,0.02427617199395012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,-0.18297857559893438,0.06559003021406089,-0.010371776066072608,-0.0958744855662403,0.044214640847690716,-0.04388260694463616,-0.04501659539244746,0.06743430412657882,0.046915598435570374,0.030108101222178215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,-0.17594514880491344,0.06758880330654589,-0.007532595954835418,-0.09423323166921088,0.0363327018511684,-0.039790766240785945,-0.036365952166202274,0.06484490509590377,0.04700519515444403,0.014234723377486934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,-0.1674993248154288,0.06184001504889,-0.0063126310787123205,-0.09031324324400526,0.04196167205014955,-0.029983222196283542,-0.040398939316687386,0.06415548920631409,0.04663615278737702,-0.003947323821485044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,-0.17060262533957546,0.05938617812388617,-0.007971466757033184,-0.09122373059391975,0.043574444131682745,-0.03337778957965582,-0.03944072784451041,0.06276964648262313,0.05215597589702709,0.0008687307572235242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,0.0805063844213019,-0.02383953403519548,-0.014433340613284842,0.03291838030128375,-0.0461336839587792,0.02463718322794075,-0.023971428807986823,0.16017438314045251,0.056459858521171226,-0.3051714034670072,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,0.06940717322508927,0.02560952634105216,-0.02257446534283783,0.016752875131433424,-0.05797284282419995,0.026595737550245677,-0.015065424711160038,0.18030675604453547,0.05636776969484659,-0.33495093973920403,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,0.04716478275864018,-0.011177846115568404,-0.024079350880954573,0.041953984398556785,-0.03310791058222886,0.013328704573214055,0.0023983577914212066,0.15168663927880313,0.058503013567432115,-0.2999890163767598,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,0.06794831348502119,-0.002739053179064519,-0.020616810303991255,0.02485463112592698,-0.016912380615654195,0.01794768177134834,-0.017833209018344474,0.17417788917927635,0.055904741946445846,-0.3305869054437981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,0.09426533892102862,0.02001037390173777,-0.013594208648023397,0.0698880991436865,-0.06161846412426753,0.010698411548915121,-0.011785352288380919,0.23646867053178336,0.06431587112500615,-0.3513786211966173,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,0.058325810503700504,0.02915778222615304,-0.008386559241815751,0.027341240317277287,-0.04447887388584405,0.02161438527800466,-0.01095501103802868,0.2144792371275632,0.060764452121827885,-0.3588122461898171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,0.13450828399995104,-0.03810329637935629,-0.014977644285106131,0.06342702417108029,-0.07091665053821129,0.0195346717423071,-0.016114949326476325,0.22404710459644375,0.06132329057092249,-0.3353177964379607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,0.09680411341559629,-0.00471390915467687,-0.022640410553178055,0.04760613673407099,-0.04145469441362049,0.016186471338505336,0.00039276164834913863,0.16601577642333246,0.05608190133195855,-0.31543712146580216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,0.2337894241366051,-0.04429985874534951,-0.0028525589600853414,0.24117036669312608,-0.11424140861824805,0.05028796568674886,0.051833207688253856,0.35042107980698334,0.09664873196540967,0.04040249765891096,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,0.2984132843156873,-0.0045381601737893235,0.030207751127688795,0.2372355991520959,-0.1144237874577875,0.08485243398534215,0.0833567115437725,0.4057054325662877,0.11852140304025097,0.13373317813095834,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,0.2782114287320038,-0.03810265498154836,0.019417622100723845,0.25527116122777044,-0.09930964492909287,0.09506005271783341,0.07629048236038373,0.38297091555822166,0.11555899806644603,0.1530375302080875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,0.3184588416714383,-0.03953774252987428,0.03132981396563678,0.17596999545946068,-0.11612941047095733,0.07271734395752781,0.08853764086313864,0.4341702966262465,0.12227149111097278,0.14794816627774549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,0.5000257759962392,-0.24223877092418464,0.059153038383178085,0.24174168791783893,-0.17976947028513843,0.1241966662620721,0.05247356912526099,0.44926641905761266,0.13098379922625805,0.307965179555442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,0.36722468077812503,-0.2251833184354979,0.058131889969758356,0.2233983100124675,-0.12726465499109543,0.09228091472678858,0.06305141550043357,0.5822340178684049,0.13555275843033315,0.26918341520687805,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,0.3610257594465563,-0.20601570470177616,0.07463331342391348,0.21767802917115067,-0.14708134128023753,0.10365556463437237,0.06548272461994835,0.5413939018061629,0.13710079628812225,0.2916742050744917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,0.36764060628964856,-0.1628870436419612,0.060984416495522734,0.23959786155301593,-0.13579474137367112,0.11378592582500499,0.04514242633367364,0.5362828919664026,0.13220581647980473,0.2425890885552635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,0.41053247933964365,-0.22912580513111921,0.024417771066984416,0.23506730329569256,-0.11047147277904594,0.09476844972242476,0.047037167147449786,0.5185926168055639,0.12913881037222302,0.2106979646841469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,0.403297408349488,-0.2470852948822404,0.03896919465583303,0.2609480424937995,-0.13023631343051145,0.08875733040435158,0.08297138487191305,0.47388677500998183,0.1382474352646133,0.2002830288332442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,0.4189601142461533,-0.2545939786213895,0.05293232172403645,0.2145294805583747,-0.11216692746657393,0.0916686769655865,0.06777916389315022,0.49585564897112216,0.130082734198026,0.20313602609154974,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,0.35185299459034985,-0.21318455486031987,0.051182820362889236,0.21649812407467675,-0.12183644709703717,0.11602718936198429,0.08687925717590943,0.4832150045911903,0.1368963953301958,0.2042741745532207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,0.3605044696998338,-0.29503901670160504,0.061438454470556694,0.2213911071387322,-0.10607450598607891,0.12292423775986483,0.08888976459593877,0.4456060012851071,0.140678118340995,0.19917492601534595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,0.3223914230793067,-0.29375796480185307,0.037841310909260885,0.2770996892063514,-0.12960573903082506,0.1318550337008808,0.07702415350662627,0.4394611682046365,0.13894620765486485,0.22858852061888443,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,0.3240948477970518,-0.29389107525024727,0.05131448602708786,0.2746425168345804,-0.12479084904913022,0.10009718645202077,0.10350247079263561,0.4559812605899314,0.13914714407985623,0.19098095176012614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,0.3797630426077091,-0.19953558658938045,0.052333167948476644,0.2185260166470771,-0.12236537557257261,0.10183325444226682,0.0994224321906981,0.42403217981205027,0.13335682752015798,0.14276382649884273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
