Experiments,BV_OD<--AC_OD,BV_OD<--BA_OD,BV_OD<--BC_OD,BV_OD<--BL_OD,BV_OD<--BT_OD,BV_OD<--BV_OD,BV_OD<--CC_OD,BV_OD<--DF_OD,BV_OD<--parc+_OD,BV_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BC_pH7_2,-0.022853952316648284,-0.01954939705481672,0.0004611231386661527,-0.007834500655045977,-0.000920304824071734,-0.08940819371896595,-0.007060453720876704,0.05100774391837742,-0.0012606914835455619,0.027247158331877516,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BC_pH8_0,-0.01535621966316324,-0.00793346233099051,-0.00015428983646890396,-0.011854778347617907,0.0030759218966831324,-0.08268731964104205,-0.013479691008510795,0.033187485802513746,0.0007757170878998613,0.024255167856488537,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,-0.024933571184620903,-0.017198832464282925,-5.883418185555528e-05,-0.009085726151242852,-0.003532660828660363,-0.07292747873569963,-0.003178521386631157,0.04150345346971374,-0.0019498634018489847,0.021190566687399277,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,-0.02481510310190851,0.0020850417706305578,-3.983810382044839e-05,-0.007243310456852549,0.0029466358503407765,-0.085949468601738,0.004201306949329117,0.028543827140946765,-0.00465172101419581,0.01475116137982063,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,-0.031566405022192906,-0.004477410640405571,0.0031273007992169127,-0.004164074922547392,-0.001728344600971625,-0.08755742631609673,0.0013706744903617576,0.05734082061999842,-0.0060147236109427795,0.003498119479045271,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,-0.03343554502393565,-0.0020487893955863073,0.004058272156702434,-0.01401891632815418,0.0016597787039759368,-0.08519672227092087,-0.0026167894875549764,0.0424676593263512,0.0035896650612678195,0.015369918950549937,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,-0.026120640156871603,-0.0010429818790567956,-0.0006702292224635253,-0.01088275058964348,-0.0008714932583920336,-0.052547265348713026,-0.009189884037427282,0.037324227617000744,-0.0005082457706980077,-0.005662205524985555,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.009437939390621108,-0.0071669021341949695,-0.005858731654715602,0.008486434912875943,-0.0004539288754534451,-0.03843693904457209,-0.002000771224215303,0.022418297987188335,-0.004394074141088388,-0.03332691538066644,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.011892846878213075,-0.012104828430582647,-0.005864829753687524,0.008497170600230277,-0.001719246981260569,-0.03168763996284131,0.0004108058612631719,0.019041301403599588,-0.003025448904170291,-0.031825905789661664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.013269304460643425,-0.006161525451132786,-0.0032507795804058728,0.009691133325838524,-0.0017384803619073783,-0.03578070778440197,-0.0005181611985292124,0.023634702813123225,-0.00413582652847728,-0.03864251960878787,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.00897513867760806,-0.01519963534974048,-0.0038436020963379864,0.009091678663440373,0.0002946010790765287,-0.03395760110498448,-0.0014651149636863358,0.025373585673008597,-0.002813031429667836,-0.038677210628824385,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,-0.00835109545484833,-0.012851101904905038,-0.011319714943756875,0.007999399114886055,-0.0014386446986590392,-0.03644143860868137,-0.00014010001885016407,0.027927376554631022,0.005134220601504911,-0.04069036993015882,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,-0.006265331754541915,-0.011700026729630065,-0.009504778381518048,0.009839648395452809,0.0015572551066946726,-0.04476339615780212,-0.003005303635626383,0.025103212912850413,0.0011447628725158125,-0.032577511858923935,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,-0.01468488132905053,-0.015194599594839892,-0.004029105435247006,0.012584440943015657,-0.002090019363424053,-0.08864878490101549,0.001918599608799685,0.035307173844548345,-0.00041094608280969696,0.00507665336455988,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,-0.005456108625816262,-0.015433226605553345,-0.0014353914506247492,0.011058069499938384,-0.0006179635694412416,-0.11210897010143685,0.002271952815556331,0.03077364606256393,-0.0010817008566759208,0.021858224135459122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,-0.010764895621889635,-0.015081560631970999,-0.008758808371367987,0.01195958419824424,-0.0008606297261608026,-0.0930084743010609,-0.0013626520829680172,0.029891095982419073,-0.0020406974443113028,0.01985556938725969,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,-0.02244211542015166,2.8462205082178225e-05,-0.007204589990332074,0.015254990045467147,0.006167853658451983,-0.14050985276010697,-0.006515248231792254,0.05252723584477991,-0.0028651501699958155,0.035386945983273514,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,-0.016239688818181015,-0.014897660837387264,-0.014202863372376428,0.015089228593784828,0.00927696361368441,-0.10225598006084077,-0.003109579623636344,0.03522988165931209,-0.007408421107608338,0.02834665111792476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,-0.02176409061532468,-0.020077419383856265,-0.0017614933127618356,0.015267435495296246,-0.0015541151534442005,-0.11850288937900863,-0.003438376258329854,0.05457782406764834,-0.00492685226845028,0.03200850795347081,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,-0.02050011243954625,0.0007058203437001147,-0.009091508854180572,0.015674001474095426,0.0037323951976292796,-0.12770159894924446,-0.00021177243684297064,0.04589422967163441,0.0002501736058975042,0.021076903710263252,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,-0.024839213758342617,-0.0018231019037573235,-0.011545546107480062,0.017039828023508834,0.008605592838771966,-0.10303116833831627,0.002457099305465819,0.03897033457198869,-0.00663981068312474,0.010634517462154769,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,-0.025579561202624893,0.0061802317404552635,-0.005538344210337684,0.015481412331371203,-0.0013942015725795346,-0.11537624458053512,-0.0012166673882419014,0.0430969440570587,-0.0013470062609438004,0.015521968390347191,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,-0.027519106011351813,-0.01163896261997845,-0.013769616376122703,0.022327061868880105,0.004495439306103988,-0.10142842379965537,-0.0007924410461893555,0.04256478809508617,0.004140627955531946,0.011449164300954533,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,-0.02185891773916133,-0.0034235856937163546,-0.007847285128158072,0.020330873131752015,0.002452072801635319,-0.10115152433474102,-0.0014996319960640834,0.03905724088823341,-0.002631516615738688,0.006400805552611531,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,-0.02230582564016399,-0.007534897227002226,-0.005164619109431363,0.023021543160404855,0.002304207198929204,-0.10914348510660879,-0.01336158383394713,0.0425537505802577,0.000563710825922697,0.018895730562508106,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,-0.009166782897411156,-0.004377922565554794,-0.007238666604515973,-0.006091711326785709,-0.007376020871426747,-0.0237778582274104,-0.0004100710339844226,0.017017412804795996,-0.002744993631039625,-0.02600485505050291,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,-0.010829364188501367,-0.010857198514935114,-0.006970129394093934,-0.0053767603392834255,-0.007867755708487136,-0.019360897721236815,-6.064781109276001e-05,0.014625918035921842,-0.0035761463322231306,-0.019898486226473167,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,-0.009539014133219807,-0.013679149187291444,-0.007445146988915359,-0.0029833802410765835,-0.00835949041597221,-0.02684860422316453,-0.001786007233287977,0.0201575889646926,-0.002802041894148873,-0.01688622283506329,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,-0.013083548507774654,-0.012585973284895654,-0.008288894046259961,-0.005756669502057459,-0.007826234895897947,-0.0183802528557894,-0.0021919237142023836,0.023359037095518863,-0.0010339891286971776,-0.024383019658372453,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,-0.00980440910277969,-0.004250866081970542,-0.01074699928457646,-0.005449125805019361,-0.008851225149372349,-0.029087995624210206,-0.00015675201850092927,0.013165518712130902,-0.0012232707797185237,-0.013766344112708518,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,-0.021796957741531984,-0.0071246622114077875,-0.011512523161085402,-0.005582855243802719,-0.008359490441887274,-0.017164617365469103,-0.0022158760403323432,0.02314765689813572,-0.000539731996781801,-0.01902241230861324,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,-0.015671698469061243,-0.020433716095336105,-0.0036874393126724862,-0.0029951724527484697,-0.01512483938232712,-0.04307060479429429,-0.0007585610422994135,0.03405297020369249,-0.0010527490136092127,-0.001429659241162565,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,-0.011111910409982438,-0.015365653036202754,-0.008399255409755784,-0.004262878458299067,-0.016325037239686303,-0.054476727043157036,-0.001451739208043918,0.022492170994898874,0.0009780733222546788,0.01775148749068055,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,-0.010829690452665089,-0.012918868803459665,-0.0069757503505958164,-0.006036300520696069,-0.017536722586854646,-0.05153698924038072,-0.0012392850082529631,0.024992276178470444,-0.0038697077977754494,0.015779569688577043,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,-0.020564134056963352,-0.004200732895051654,-0.009935001920827701,-0.008411069890565196,-0.01484090774603512,-0.0648878504295388,-0.0024346129620528736,0.033875812001769305,0.001656713141533343,0.0195703165832421,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,-0.020411667025283627,-0.0009067209937569261,-0.011479787700404616,-0.011119536623844633,-0.01616675094417903,-0.06511539258629732,-0.004917928701185662,0.035061747070968804,0.0035394478313948803,0.02134512146894374,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,-0.011297835926727754,-0.011169573927460158,-0.015423527986783049,-0.002566987799642525,-0.018271827441842657,-0.051913742271616416,-0.00848440073552015,0.02520602004481075,-0.001074728626838845,0.02482513530989704,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,-0.015481811367461214,-0.0033180356876033805,-0.012457857293927153,-0.01063527657609919,-0.015304526067946264,-0.05875616475089411,-0.00241215446073076,0.03392226541941256,0.0012130536799035648,0.013059038101574001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,-0.025090560847083512,-0.007164101132961071,-0.008874693056973427,-0.007381450997098631,-0.014332000616451963,-0.04489783361999561,-0.003230152862834867,0.027351152468067793,0.0038467466636844293,0.00960142481646946,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,-0.019969851415118443,-0.004971300776561966,-0.014515617921057605,-0.01132170893251896,-0.013657576010926908,-0.04086660359945635,-0.00362277241828649,0.03190869467575913,-0.004263697159679039,0.011108964223657614,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,-0.02606698706746102,0.00036928657644792843,-0.011669074384414632,-0.011150026835258238,-0.006884286267601924,-0.036341733233193334,-0.0017526128033742965,0.024550894113743435,-0.0021085638030553643,0.0008816348688433991,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,-0.019299799253273263,-0.001685171632663063,-0.01195923222026423,-0.00989595724593686,-0.008359490441887274,-0.03887008996923333,-0.005610069413062024,0.026571833776796,-8.752983994782056e-05,-0.0009759634251341869,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,-0.023669530715307457,-0.00012003970453920566,-0.010335412911827796,-0.006993076165166236,-0.006884286267601924,-0.03983055774567892,-0.004393532001615866,0.02998386282676264,-0.0010100955422967686,-0.006918801009735985,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,-0.022663420293196714,-0.004574759997144019,-0.005940225432302965,-0.009208408783837826,0.005061454195934146,0.06842641018938436,-0.00602417715359479,0.028859966633153017,-0.001845450883569276,-0.1222628576081732,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,-0.024898686430862415,-0.011555943983485514,-0.009054094866201606,-0.005021237528720952,0.002767610289763822,0.06888296158579381,-0.0044180953425719685,0.032773784520509455,0.004635442370629829,-0.12428320945017844,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,-0.024076011282715783,-0.01550893941084328,-0.012477885714489158,-0.007343867310201342,0.007430457322372367,0.06818903650683553,-0.005681813164492665,0.03205290808585352,0.00391245252898206,-0.11666780621521979,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,-0.021522431186116915,-0.01663730419402861,-0.009323874600029185,-0.012940915956404866,0.002680772091059581,0.05615459378160859,-0.004557435540887325,0.030906858809859213,0.0024271803588161002,-0.13142801838198115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,-0.02637979485479224,-0.009640264067717869,-0.012310121999446137,-0.0140021140322737,0.007262444517413233,0.06806252439060938,-1.5462942259466912e-05,0.03556617746656031,0.006129761342688099,-0.12484461892821382,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,-0.02583212249932567,-0.009536537436322995,-0.007600374998038879,-0.006199267359409969,0.004687763231846951,0.06932504471836853,-0.003947314659700447,0.030931594165285004,0.0047147549976311294,-0.12671500907988165,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,-0.014417204790060287,0.004159301487607475,0.014551584804025684,-0.020687337047015524,0.035097754726834275,0.18391789413948098,0.0037171661934774854,0.06842091008210961,0.017696905264873865,0.06647028144732442,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,-0.0204336824954447,0.013447461725091158,0.008789348251631725,-0.016206872748899388,0.039908638065275934,0.2226079340024001,-0.0028660613723585117,0.08412725381937848,0.02509034403154383,0.15040683322768333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,-0.01827790858305019,0.01619927271309754,0.011172203645110125,-0.00443454918573084,0.034921893134065296,0.22242061593812765,-0.0029549791939232654,0.08605201854006103,0.02668588031447775,0.13909674499183894,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,-0.06389455298953892,0.03243740622500848,-0.0162770737276372,-0.02671479794419491,0.03819336821588324,0.20888064361460826,-0.037672582396670505,0.09940900417267468,0.02132009790926848,0.13335601335107958,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,-0.06752294304254264,0.03581995465489023,-0.023698054942221415,-0.023087030584195055,0.028577953867776246,0.21133896353978496,-0.029922402284067614,0.09360462562424009,0.022031261820103173,0.13715498945412594,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,-0.0634654812138204,0.033334179921885546,-0.011903167476715602,-0.024646724269563405,0.03513282650089621,0.21532541833615493,-0.03639615211109429,0.08852776868066388,0.017769964649544466,0.13152214178046134,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,-0.09362771755529808,0.026597320989746112,-0.0186222790653372,-0.030118055508836467,0.036379976778939054,0.1884220037508108,-0.026577672460116445,0.08874930047693298,0.021922721476091644,0.07832862300109932,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,-0.09551100038194461,0.025547319748641356,-0.00906925553192749,-0.02830225073671698,0.028527781936825945,0.17624550048423843,-0.04584306279764228,0.08983057839087331,0.01825351030808753,0.07449495826645387,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,-0.10456156754684029,0.029872168019292468,-0.01470789332307227,-0.03346449977677802,0.03575093492764333,0.17547303996089367,-0.04011170430331612,0.08771570640454149,0.01852621314034838,0.0763273114476191,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,-0.10399061096690435,0.004417479848691625,-0.025424720243874776,-0.04593572836733707,0.012871002867898865,0.10910069029697259,-0.045139074604553374,0.06364653123380698,0.007957638220699585,-0.04767467671904065,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,-0.1267365327157566,0.022931394837999153,-0.022670055007278592,-0.050521876033516995,0.01939895659624397,0.10416658421411461,-0.041409216976886536,0.06423693469361115,0.016594340262691614,-0.05616199888147251,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.1336278512282297,0.030357673086387947,-0.018859611478350736,-0.04601080806541215,0.009410327191505096,0.11143208494531395,-0.04447131733248091,0.06918162970236788,0.011340628656680169,-0.05892422410578507,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.010192536883785025,-0.017461144585243383,-0.004653538532717073,-0.0008846922409113335,0.0013120064313482986,-0.03390986818010393,0.006177504749401756,0.023143646297976373,-0.005424775066583054,-0.02827807082470669,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.022499367408454422,-0.010128877685688762,-0.003730311103813026,-0.005939529423561431,0.0016902846519065943,-0.04549988858037345,0.01111950854892316,0.03600161497602644,0.000548766809313192,-0.031733669619602355,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,-0.011958021954025906,-0.005946484095538439,-0.007076908979240968,-0.001332852624397239,0.0028237314453429503,-0.03925751948283742,0.008648506649162458,0.023178903438029405,-0.005297416743376982,-0.033953406488441897,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.007329557555849136,-0.009821436895341004,-0.005168859419291435,-0.0008561848006818601,-0.002466990687357991,-0.04176260391412222,0.0076971480703872195,0.023709180877220046,-0.002616362307706605,-0.03155580220258105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.01205857409771694,-0.009609788805246352,-0.004827569121413904,-0.0050158461487001685,-0.00046009261606504056,-0.04715300708037357,0.00934004593802535,0.026607050176547912,-0.0025582097187314347,-0.024435477361649922,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.011166923722535695,-0.015428033398626292,-0.005090680042605686,-1.6948521623144612e-05,0.003462710866866552,-0.03308512131946728,0.005725119641941526,0.021938065983274066,-0.004275982999040381,-0.032233675589137104,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.008322985117202218,-0.00640148121499173,-0.008832028790012648,-0.0033037536688472913,3.9411263297498605e-07,-0.11195513755447516,0.010657305853522344,0.03669028855414817,-0.00775877549879901,0.02905470448870049,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.012954297601852727,-0.01507318088501368,-0.009334157425910232,-0.008740854761360781,-0.0006092451480419732,-0.09941216762906506,0.010441090931063114,0.03701861229765674,-0.002547171424831385,0.031039902812031946,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,-0.019346203781542892,-0.0003892543747940148,-0.0053836199001449595,-0.006133458472626366,0.0069210085074376815,-0.11510353282539416,0.011932168991669361,0.030297243670034023,-0.007563390660950023,0.03459757001098731,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.010342727052857693,-0.021248723091962546,-0.010563917300137487,-0.008537885689217109,0.006221789726177636,-0.11600610101231086,0.016941801814929297,0.040710902782561995,0.003780026026879962,0.028873364843995025,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.00945633746035721,-0.013622377456327817,-0.009823114380199949,-0.006762323415352274,0.0007691333370040306,-0.13580342519218502,0.02005304282774096,0.046381119804497314,0.002414139483690908,0.03567867361616505,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.00686071950699324,-0.008590273385786492,-0.005666888632771113,-0.0036794685054084538,0.0008865368483669093,-0.13671629324676865,0.020071156679288202,0.04887459780575464,-0.003052400324250695,0.02456228343324493,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.017540270523370607,-0.0073027079155587645,-0.0041408475427685875,-0.007614080908343845,0.002355976427054923,-0.11245357538006552,0.020660320604624957,0.04652694427408278,0.007808813513459069,0.0015279586155615423,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.01934519459614936,-0.005135747568641343,-0.01084957265416565,-0.007655623443424701,0.00474069835415677,-0.08598465489243845,0.016224111396333445,0.0467474598708846,-0.005923093645630971,-0.0029898519607503764,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.0314938972554291,-0.000383413604906073,-0.008862106664430184,-0.011998293512379347,0.012909685721539933,-0.09355164012588235,0.022654330976631328,0.043146804501504994,-4.109543626722982e-05,-0.002551843435706003,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.01655562400169994,-0.006205155455061923,-0.004019872217803546,-0.011773846176979335,0.008810901519558998,-0.06500552034612907,0.009266257124102634,0.028963900562375782,0.0011400482706401655,-0.01479255847065993,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.018754395494318527,-0.007297795630343582,-0.00839392863902385,-0.005654337429846434,0.0008827905873160655,-0.05077698707337613,0.007413005699282107,0.029656412195333316,0.003635466212568724,-0.020881699386012295,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.017096444072161352,-0.008421076535368744,-0.005019078281627076,-0.0031305247994706676,0.0008250520649649539,-0.05162086856349007,0.012355009498803513,0.039812153473132,-0.00710479766940293,-0.030770893950703676,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.006037374376116885,-0.008196443380868956,-0.005043690856141241,-0.0016166821741701465,-0.0017170730322275465,-0.017251239670440555,-0.0006677150374035472,-0.008367208942123082,-0.005548157300800086,-0.015725884238338986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.007322378625040467,-0.005791350095330372,-0.0038140750834313422,-0.0073213469706799655,-0.003003438769880196,-0.01850404595105869,9.652844225258896e-05,-0.007321307892384736,-0.006216112301158517,-0.010973940882426888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.005791710102930663,-0.010723216641775292,-0.002817625424460224,-0.0014025751744275504,-0.0018158580111744616,-0.011202952171797332,-0.0020247734747017208,-0.006798357302727907,-0.0083223604362296,-0.019272039385674438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.009547766753188941,-0.007178639739994769,-0.004751622539580515,-0.0016098245585580233,-0.0020371537724428847,-0.012351494387763996,0.0010418552071180033,-0.008356904011705649,-0.006537823117459598,-0.018842094818373088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
