Experiments,BT_OD<--AC_OD,BT_OD<--BA_OD,BT_OD<--BC_OD,BT_OD<--BL_OD,BT_OD<--BT_OD,BT_OD<--BV_OD,BT_OD<--CC_OD,BT_OD<--DF_OD,BT_OD<--parc+_OD,BT_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
7comm11parc_3,0.187995366595645,0.057077652805525306,0.03222598728075946,0.0927962849420779,0.2595043049258706,0.037231642910198336,0.048878272116062764,-0.001958353252797996,-0.41442752335139593,0.17339984333041403,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5477367110758552
7comm11parc_4,0.1172275459932406,0.028926253482982844,0.033386131954257894,0.071457941697546,0.214604506008732,0.026188949677769243,0.05576732741425869,0.04841093876581315,-0.27868856533410274,0.15544244864186188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5477367110758552
8comm11parc_1,0.16771319453098366,-0.054483455305959556,0.03830787186571599,0.09266848767662184,0.1995001543226206,0.040376281976173434,0.0395017676136416,-0.058771277629243945,-0.40641824279891575,0.16081082991607817,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8453285927693228
8comm11parc_2,0.2007950174885437,0.001514022803419963,0.0076550714746522535,0.08474066165377103,0.21879696655856518,0.03951150716808827,0.02225460676192913,-0.12451395818680201,-0.3756623892805985,0.14411410572614683,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8453285927693228
8comm11parc_3,0.18747001037548258,-0.0731732218431147,0.0199469892838565,0.08342805111578303,0.1586596012856487,0.0517301822376802,0.03624913243738853,-0.03609004235381017,-0.3528357137531124,0.14382062338191373,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8453285927693228
8comm11parc_4,0.19667666677365325,-0.0533464155546592,0.035112052878526895,0.11269370503015001,0.2164096644391183,0.043802934513103374,0.04526812930611649,-0.02307160913417845,-0.4503754183407064,0.09603590225659149,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8453285927693228
parc+_pH4_0,-0.011430963155530069,-0.01489159174546923,0.003237226133882675,-0.0146846637978097,-0.042863702350701006,-0.005979923282992902,-0.0017049723393891168,0.025774761429056527,-0.022974655633873263,-0.03188109534509156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0032572508755295392
parc+_pH4_1,-0.02568167509733821,-0.01007777308680765,4.022788337391389e-05,-0.013099909370319674,-0.0193126330073194,-0.0031081730356116,5.3638291099798126e-05,0.02390539116408352,-0.033454631026631786,-0.036664043017865515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.004437627208196163
parc+_pH4_2,-0.009715395388598351,-0.015383978332797792,0.0022738910670918613,-0.011678901164711493,-0.032573477382285755,-0.002048341229396021,-0.0025768661318832766,0.02058486691088942,-0.02705221377799045,-0.03922916355279639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0011803763326671925
parc+_pH5_0,-0.01744676810770255,-0.013932992093184073,-0.00014874557316627224,-0.011335846901587817,-0.032363544103851456,-0.00470807219814995,-0.0018573661676972448,0.017380353009085293,-0.02941156197157082,-0.023575034957257622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08114687964645667
parc+_pH5_1,-0.01765966365012624,-0.009466960685449128,-0.0020642873118429076,-0.007822231179022272,-0.04795574530088546,-0.0030806835068632717,-0.0017982170562786247,0.018454972643850615,-0.02819954524079904,-0.017807219130918383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11230826956373989
parc+_pH5_2,-0.02483801206675075,-0.009155191367735033,-0.0008383015423770179,-0.009648713294983558,-0.03117299873543823,-0.002427541624309251,-0.00029624247376847416,0.01888088364923454,-0.031779928478695776,-0.026123533128234358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09911694942295314
parc+_pH6_0,-0.020354245097538377,-0.01491012285767204,-0.002630005862320895,-0.018224143377383765,-0.06889300648244503,-0.005714932109796157,0.002495309831979482,0.02607242377819089,-0.04142600157946025,0.02618514327251393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2884225051673924
parc+_pH6_1,-0.02321049278460281,-0.017240905031237916,-0.0013134334416574106,-0.01709334944253382,-0.05839164270492998,-0.0019105298661262445,-0.0020337296054577054,0.016339072947916776,-0.044609557225206944,0.032064986552476235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29127362738877827
parc+_pH6_2,-0.02210830434873376,-0.011415385491133707,0.007652148883182393,-0.01548365112475079,-0.06138318465293748,-0.004672357541630448,-0.009991565651422285,0.030184475859910572,-0.060613047497589945,0.030431292974592544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2957269459022493
parc+_pH7_0,-0.026136524983803207,-0.015003116392611484,-0.0015334245279107399,-0.024274024340202628,-0.06472076003338492,-0.005700933810363967,-0.004965059148836072,0.03315917417103344,-0.04817515963324063,0.03995024963626234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5922068579302491
parc+_pH7_1,-0.029197891924287317,-0.015600043039404501,0.00300447485672877,-0.015574111323398735,-0.056614197782321796,-0.003590100564305548,-0.010205607689390687,0.024283374019129115,-0.04480545758269728,0.0308999824617058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5480973412378645
parc+_pH7_2,-0.02868319257263742,-0.00932862801234359,6.324780780983953e-05,-0.020096061734644618,-0.07126755036980563,0.0010865168186390542,-0.007379175868168797,0.020900324035800343,-0.05253055095206946,0.049835492322504844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5469120935714209
parc+_pH8_0,-0.044188324986025686,-0.007153466169155489,0.0010137801238781089,-0.021842656263109786,-0.06138408932510924,-0.0036284849217728416,-0.0031508884842143103,0.03211660370858305,-0.0381596011498376,0.028977547335519417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8455353071301549
parc+_pH8_1,-0.03794839992349886,-0.013084405593817003,0.0017441910262341095,-0.023128406922940322,-0.0641158105313535,-0.003420865972242926,-0.0036636284054459424,0.034710117364909664,-0.04066605387761703,0.03217368377271392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8378107178569503
parc+_pH8_2,-0.030219005028636243,-0.007412958297999984,0.003049757395587538,-0.019358276742227048,-0.05403472370873004,-0.004027699106980276,-0.004222950790603847,0.021299510542100865,-0.04864810674552523,0.02617487204362355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8442380625189879
parc+_pH9_0,-0.031319782072678215,-0.014719932035583515,0.0005810202154047466,-0.023506609612225508,-0.0399366024148691,-0.00379012326568203,-0.0025867358398745243,0.016505451211908266,-0.04092096047313965,0.022294695223681625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.003926186226973
parc+_pH9_1,-0.03685273867019493,-0.009680613882070328,-0.0012929175575466247,-0.01845169676913191,-0.04696948897721165,-0.005474728206172585,-0.004908103869984978,0.03917272616177798,-0.05084802935527557,0.017906012062752698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9964236708955914
parc+_pH9_2,-0.05111418059986571,-0.011113781811183561,0.0010786269629455133,-0.017819556199500094,-0.045357272877843816,-0.004423148454693349,-0.004199917507762817,0.03304101970897096,-0.04328396620066918,0.025792598387064488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9996501428774356
AC_pH4_0,0.009753791007577728,-0.025933356705810068,0.005147392766793138,-0.019010193494917907,-0.07885381014491229,-0.0019757305085659036,0.0012141214076267636,0.027513964217682575,0.027125028110635666,-0.062380785076959946,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
AC_pH4_1,0.007502916159675173,-0.02269418308956792,0.0024203094232665453,-0.015524431211549951,-0.09509318128754585,0.0015452623569771008,0.005184272484165496,0.031714697932703026,0.01584673999687252,-0.048301982195723965,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
AC_pH4_2,0.009753791007577723,-0.024000229361750506,0.0013296399370807668,-0.021434266261311005,-0.07409285718858565,-0.004543415937856162,-0.0007379585095559756,0.04419066525692039,0.023018008527224475,-0.07088295687577159,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
AC_pH5_0,0.01308837558021364,-0.028729309530361836,0.0031067764101064084,-0.020919897706531312,-0.07774522477882387,-0.0010169240743245758,0.004312579765025039,0.04175697984396601,0.023449850695653134,-0.07470278527891344,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
AC_pH5_1,0.011642101572259615,-0.024544089537356862,0.007767446339737786,-0.018643396114930506,-0.07384525927087371,0.004054787849157077,0.0035447401964389114,0.031210737821403083,0.014515034526019642,-0.07310168190758028,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
AC_pH5_2,0.013993617696687584,-0.023734510381017683,0.003994839080487904,-0.018280285452695,-0.0837397686948838,-0.004551737897867417,0.0019506978954229044,0.04281955789612686,0.017701800194285487,-0.067553788925845,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
AC_pH6_0,0.012805695147860964,-0.04310498992851733,0.007369163505247106,-0.015249441143570712,-0.14561227372402083,0.00185464884215237,0.005930202249640033,0.042964036500931765,0.032593377984898246,-0.016949998063197275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
AC_pH6_1,0.015635031101739284,-0.05028866361280013,0.008202183021272976,-0.017154879920670517,-0.17294658518092626,-0.0018243194237837323,0.003227087178308033,0.055180837706581734,0.03132969612417662,0.01124003555625677,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
AC_pH6_2,0.014487989469957744,-0.047048530733293806,0.008905140331176961,-0.026679498519667465,-0.15478707315137044,0.0010388768156585505,0.003022114892449717,0.051478144767410736,0.027565987713877922,0.004617271283034074,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
AC_pH7_0,0.02245265673117146,-0.025755081053661262,-0.0015318288520464445,-0.03178557249393476,-0.2530786315151288,-0.0018457709509960318,-0.0003411827248561645,0.07388050611029665,0.035809668913362146,0.06479565672697904,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
AC_pH7_1,0.02134551770661189,-0.030775162655576737,0.01094173777504298,-0.03339891326330279,-0.2539357768768526,-0.012351686568606803,0.0021485326107105475,0.07231608080475227,0.030229170025407287,0.07608092133259484,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
AC_pH7_2,0.02308457713209741,-0.04911788135220337,0.0028758910314544382,-0.03399114635165618,-0.2545772512607357,0.0003272893455932374,0.0007429715021229949,0.10603089184662244,0.027297314854905653,0.0599277647519889,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
AC_pH8_0,0.024797170994317417,-0.03489609020053531,0.012574960533934443,-0.03387688081144639,-0.26741007284848434,-0.005341223764597721,-0.0033647023177827175,0.0746421848986622,0.039976904998007025,0.07549817143898943,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
AC_pH8_1,0.02415819353302537,-0.031051782097303023,0.008374546120024244,-0.033262692433781924,-0.2687898719436286,-0.008057507693403115,-0.001906058964441002,0.07411750653576431,0.036255127190733726,0.0827629627821886,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
AC_pH8_2,0.0283827676822472,-0.02924765089081357,0.006683459282326311,-0.04250067113271064,-0.2642095781162219,-0.011669361298984807,0.001797491791860564,0.08256002988969988,0.028030015789782214,0.08277391966108394,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
AC_pH9_0,0.03136901999013904,-0.028956680628268613,0.0075753949321401524,-0.04594916387461124,-0.26860668019776274,-0.012727620519454716,-0.0033646460812862804,0.07547697665959435,0.03924205206577545,0.08854176910249922,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
AC_pH9_1,0.02995893328734067,-0.025191474673743153,-0.00395381472134234,-0.04379839077551404,-0.26947484869469446,-0.005513426300300205,-0.0023132361728779,0.07094111810235874,0.04449688574785123,0.08744867574241334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
AC_pH9_2,0.028303190187510593,-0.03778999252690245,0.0058477476737259565,-0.03861877836287021,-0.2690013710273753,-0.003097987886234793,-0.001974141831793219,0.07499309081705692,0.04245290707796812,0.08148575869712818,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BA_pH4_0,-0.03701981039231887,-0.004152891598641871,0.0037496012941245784,-0.02652184904148073,-0.06509293377804368,-0.001222049346517609,0.003091699882693914,0.03380567268346962,0.014981166959092344,-0.039018185725435604,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139574737368786
BA_pH4_1,-0.031497181537763576,-0.003876032184647475,0.007183796226087471,-0.017908553167691698,-0.06317304374326183,-0.001204079513478538,-0.0019138583706934803,0.02648020351346096,0.010327293660653675,-0.041818123979736936,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048452299554619434
BA_pH4_2,-0.04075358454947886,-0.004706610517333382,-0.005551328441614042,-0.022989987053948897,-0.047999507461310084,-0.00233487838514797,0.0011861142018081059,0.039302476383340744,0.02600287872852514,-0.05955515203754539,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018744598294293093
BA_pH5_0,-0.03906587207244466,-0.005849137287586925,0.0012604763818418853,-0.025047185037528043,-0.06781270847979773,-0.008010346666788277,-0.0015101974024234915,0.040993597640291514,0.026214635419132916,-0.03857284149823144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0511412745403946
BA_pH5_1,-0.03362649553192213,-0.004191052090862522,0.004360762998947632,-0.021272436456511844,-0.06183210497560062,0.00034972840231721963,-0.003594257183899375,0.027202118066868387,0.018585186365829863,-0.04338102865498513,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024466462930343342
BA_pH5_2,-0.03125384942385489,-0.004049459885319937,0.0048406680171256475,-0.019329483789270338,-0.07688925492253318,-0.005617618781473973,9.605041462118476e-05,0.02599102805409095,0.028523932667449122,-0.03971159141389249,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03934321135483189
BA_pH6_0,-0.04673724933729872,-0.0051906847305919785,0.0035383841083587507,-0.02788306165587805,-0.1248988049752686,-0.0020870573146511673,-0.0052460007183253755,0.0440515201524629,0.02983768190743159,0.017215693500702796,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687666300212
BA_pH6_1,-0.050567504089811574,-0.006738885607084501,0.00773978006661586,-0.028180878483892776,-0.124294324774781,0.0023394282830312236,-0.007749604425271567,0.053593249572845905,0.018725436596685775,0.017733723798604762,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567404454245
BA_pH6_2,-0.039930679293794805,-0.0067636400752741355,-0.0017268983807171815,-0.02904900216942896,-0.12595813237535564,-0.0016104982991743328,0.0005983692423804947,0.03949299139537566,0.029400591367207792,0.018147319525723227,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393160174653
BA_pH7_0,-0.07945176877040902,-0.017070719138111753,-0.0022637727184464103,-0.03844525208899184,-0.11368821571095156,-0.0053183143885563245,-0.008958589871940408,0.0699811132244118,0.022901052897796034,0.05491488746164934,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47615668850189524
BA_pH7_1,-0.06709090139230955,-0.02024999211339847,0.0011075831208702022,-0.03674459674699313,-0.13923762960582156,-0.005769776648072443,-0.004153116812686558,0.06484563807308998,0.028959450022843863,0.06093376300905063,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683981394347
BA_pH7_2,-0.06520956892236743,-0.013846302473026772,-0.0011727762278979233,-0.03613577856257072,-0.14349915109817746,-0.009998898355128323,-0.004697044806190486,0.058000060467292454,0.03451938311407424,0.06464049780093457,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48110253833913064
BA_pH8_0,-0.0594092376331758,-0.011155978156172709,0.0013678960506196916,-0.03215100917762712,-0.12963921133570536,-0.007533494489793867,-0.007192492108265668,0.05303387369454391,0.023930558847749358,0.051349515244769654,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936980952847
BA_pH8_1,-0.0837712075140165,-0.011380526982247828,-0.00022046105774200503,-0.03728571133242677,-0.13505476379767065,-0.00043892402809275305,-0.005879346819432532,0.0569615026616046,0.04399124831933042,0.0556786114876361,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698583743298
BA_pH8_2,-0.08161515371671513,-0.012588599471618297,0.0030589841654443226,-0.041980418246644356,-0.09790523917738185,-0.00284131727748267,-0.002429606465055889,0.050741382946017315,0.0188122035720912,0.049348184608287465,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64407134594908
BA_pH9_0,-0.0745613479318664,-0.011269813665877218,-0.003939475113445001,-0.035471682173159456,-0.1394772983220932,-0.006769665018857819,-0.002712462177581111,0.061359289643233235,0.04452240380701487,0.050920471719911556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859295671521
BA_pH9_1,-0.061855422682736236,-0.010568246911077396,4.4269332783701724e-05,-0.02946633436210939,-0.11419664156602938,-0.005118148032899784,-0.004376357912450381,0.04745553658708284,0.02038353603900127,0.04029823044537688,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741257491587475
BA_pH9_2,-0.07515533614539259,-0.009620938263833522,0.0008118589590910992,-0.038631855947086985,-0.12734317921547458,-0.011975205759720308,-0.010932032755454594,0.05861637630479654,0.04335465683986473,0.05347607692015237,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74752624576109
BC_pH4_0,-0.02281450280818441,-0.020939470705697717,-0.004094501881576751,-0.012999099609442056,-0.06336958179736267,-0.003383629591933088,-0.0008411188814384125,0.038729268050874066,0.017661590159506253,-0.045348531162042335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BC_pH4_1,-0.019550236710347238,-0.012603127828637218,-0.003131089674146927,-0.01853289939544123,-0.05477075832308796,-0.0032584500365445135,-0.0005399234447142345,0.029294341953835738,0.014778292150560604,-0.049085728046079365,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BC_pH4_2,-0.01741705282125622,-0.01855460394113122,-0.003371942726004383,-0.018365093203787892,-0.05828287141620304,-0.0033827370018495806,0.0009426090728653521,0.03767312555816835,0.020703590931978242,-0.05734460400134001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BC_pH5_0,-0.03968258355136799,-0.017914010106140504,-0.00392560053292824,-0.018682193603042675,-0.04503282215932142,-0.0059700961937399,-0.004073622843615061,0.04426178941847353,0.010465974120180244,-0.03684641375489857,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BC_pH5_1,-0.01596672291705466,-0.01835126264101785,-0.002515138275921345,-0.015068119959298359,-0.06186718997403815,-0.0027046519471332427,-0.0003385824317355515,0.03539728223710604,0.013171189686931347,-0.04915638205696545,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BC_pH5_2,-0.04154174339066705,-0.014699830319529969,-0.004524492128630695,-0.014164990764313745,-0.05427455906574007,-0.0012344806752694036,0.0015089824712713788,0.03331025317533995,0.022894460560510994,-0.04467317831095145,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BC_pH6_0,-0.038023959703986414,-0.02619230141235596,-0.00969844605328272,-0.01204853524737384,-0.07878919518795675,0.002507254544686041,0.0004707861956937822,0.03579108100850135,0.010456822327864558,-0.001873084724192386,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BC_pH6_1,-0.03685227545869091,-0.02303426504317347,-0.0076131881514321185,-0.028237437869867564,-0.0993788071308771,0.002818477589475073,0.0007442544601128815,0.04507248928041562,0.021125729050608756,0.007955445890800786,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BC_pH6_2,-0.024446455703683843,-0.03714438158978262,-0.00799111560108545,-0.019213487285634743,-0.10606664025933359,0.0036717932649037765,0.0027025962576432082,0.04535185375068661,0.02040528707246742,0.005330972454470136,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BC_pH7_0,-0.04453028109876196,-0.020672802392636302,-0.007252399923036926,-0.024530933692079527,-0.1445516741316279,-0.002343898528134045,-0.006097208527929109,0.05392514287271416,0.0281328968796879,0.05052157909730855,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BC_pH7_1,-0.05356078081521326,-0.0184383611727263,-0.011224779768887421,-0.032317704231599756,-0.1230987550407324,-0.01220985470926794,-0.010088304446038343,0.05454889413556489,0.026147532678492694,0.06284253402916795,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BC_pH7_2,-0.05318130228465991,-0.01561363684600624,-0.009522577919389888,-0.037503190972113416,-0.1282440178078073,-0.0074861025127946675,-0.0009414863381939742,0.0637897189611407,0.022125798771967714,0.04917721852498209,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BC_pH8_0,-0.05782004577694866,-0.015615657737033198,-0.006559116495773198,-0.030934953254485576,-0.11957390875110159,-0.006255446309223768,-0.002575941992032787,0.048332132838423504,0.020755507049515197,0.05284785365301145,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,-0.0574577902344501,-0.010205424131987535,-0.0070214956699182155,-0.036937466515835536,-0.1295153574477476,-0.0023933645805505922,-0.004524755541073239,0.05262543111128489,0.019641082220832284,0.05838956292333972,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,-0.052422982118416415,-0.01759423453543011,-0.006693469370188923,-0.033830774851224335,-0.137372293060281,-0.00210477418873621,-0.007204954572953282,0.06536883658101864,0.013788772225582403,0.06066629644645297,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,-0.055557435785177266,-0.0145362732399498,-0.007486281057657756,-0.04127567490583043,-0.10954173944991731,-0.008686683274319639,-0.0032728762618954394,0.055004089450180205,0.022481503665001817,0.045471792206694575,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,-0.04801462965713733,-0.025849154164569208,-0.007162767606989847,-0.03822331740136218,-0.1184505242894849,-0.002361070728536853,-0.003803796773452473,0.061257270624982596,0.018331329589304717,0.04687708212811824,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
