Experiments,AC_OD<--AC_OD,AC_OD<--BA_OD,AC_OD<--BC_OD,AC_OD<--BL_OD,AC_OD<--BT_OD,AC_OD<--BV_OD,AC_OD<--CC_OD,AC_OD<--DF_OD,AC_OD<--parc+_OD,AC_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BC_pH8_2,-0.0915185424134783,-0.02418933294713497,-0.01062516211491564,-0.011327176800240644,0.005506377778947353,0.011431884148522562,0.010159876471304376,0.026544499047424473,0.010330830878861575,0.021565947621736827,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,-0.11042233491235452,-0.025568497611776642,-0.01168858837822209,-0.012222555948664312,0.004116843592213548,0.012449340269617413,0.013473008853261885,0.02846646656646676,0.013144611649863103,0.036130907430273036,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,-0.10400198238213429,-0.014276666846936162,-0.01146026934294597,-0.013391467431641144,0.005472025497128135,0.01098376506696577,0.010068269478886028,0.023189580022640856,0.010488008597622746,0.030807939649600047,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,-0.09393785047466338,-0.01777354558038971,-0.010921131187806955,-0.01461304587190566,0.002833019737964092,0.010783393962875656,0.00924394961608493,0.025107478855744655,0.005684832159591757,0.031472101517669535,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.053381852860683976,-0.014695562365586345,0.01310697261082089,0.010846984622919043,0.005432492494583132,0.008251756580303544,0.012328225701399475,0.008697156622681931,0.008448291106716447,-0.05115526024090208,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.049191471942417,-0.01026776851195356,0.007771117345470451,0.009858752304445145,0.0006706701624004726,0.00963892415975747,0.007193406703679458,0.002436295968034993,0.005723006592496582,-0.03595372825537038,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.05992414870339892,-0.010465604157551475,0.008577697643119357,0.009527615519321483,0.0032574786585958114,0.00786560156747051,0.01166356009633645,0.009483905062079431,0.006794866768886214,-0.03890176792831525,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.05752012332982345,-0.014576745499735293,0.00865608986629092,0.011313986528826802,0.0032182220466758903,0.011387058716753254,0.012528222468884095,0.012244970607368844,0.006167430639590907,-0.04553990751828836,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,-0.06316426268252341,-0.012641232800872431,0.012118921736660212,0.011485711540216987,0.003892792398514956,0.010123840827980768,0.009446566004468044,0.011844781149664651,0.005607853066986021,-0.04083576694778774,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,-0.04915714496017797,-0.013490024171769619,0.008519623888575512,0.010774081041631493,0.00442554209543311,0.01092677378460117,0.0075194404808723424,0.005836082504171392,0.008809433548670748,-0.046284603782646025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,-0.06605540527273779,-0.009759114225921423,0.008914581282955148,0.00960872360221718,0.0018596109423948371,0.008747255943067694,0.010772488695447861,0.007853056772247605,0.005081136194260225,-0.02914312970379123,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,-0.08025923803772614,-0.01685241246676963,0.014596226285009284,0.010226885316812479,0.004536826591128889,0.01427065199807934,0.008773037875476094,0.010514551106354466,0.005575476181895836,-0.023502801075253796,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,-0.08125457105105335,-0.01467047018687362,0.008949397029760093,0.009701714256535408,0.004007324997497642,0.015112435906801539,0.010689707351443563,0.011243992114196655,0.006407271900578686,-0.02230759856655545,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,-0.13828180575824303,-0.021888773728000074,0.01893382979799872,0.013947178193408514,0.008584544950205346,0.019251136855910653,0.01455945968789899,0.020306415750604608,0.0064754421150554796,0.005991776661704415,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,-0.14701644752174614,-0.02461024648145489,0.016006134142694264,0.014843784399006675,0.004159902361748013,0.017302270468486387,0.021166968507611236,0.030632032533378713,0.01030442036850297,0.005090385748316414,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,-0.14583788925214958,-0.021708923129607795,0.011278475693062598,0.014274214476994854,0.006272265663289503,0.019050502066055075,0.017151411689170032,0.026472406949362023,0.00820398136811412,0.012722758686412938,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,-0.16941237375788074,-0.015938816276257452,0.018965715388564963,0.01438360848180626,0.009643141463722872,0.011416854346575942,0.013984928919893244,0.02323885157542385,0.007721849023971871,0.03387544470474772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,-0.18415881233532785,-0.019881400951872706,0.013726551267115967,0.014378302735478988,0.013554495854870131,0.015428906570634117,0.01219059413379949,0.017856499667724835,0.01877543344283881,0.046008633316858956,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,-0.1725191017807178,-0.016280753082879212,0.0151775123162762,0.015056688889213231,0.007809539106876955,0.010617077671315357,0.01185486808743166,0.02366067023380942,0.012061517096084096,0.04044118543357953,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,-0.1901680929035596,-0.017150054714925908,0.013978638877363305,0.01504108003948046,0.008999744067373482,0.014574118204738782,0.01679585361448319,0.03347074068110923,0.010327470027234243,0.04200970446447962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,-0.19775900880603686,-0.021820910824057845,0.019314440947187986,0.015937458030555563,0.011839778507533275,0.013457601438074005,0.013936742698044883,0.03478325904711433,0.01634467424257942,0.04184516900259516,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,-0.19485685405523884,-0.01840955395413482,0.016042779483225033,0.015278482258967732,0.016365529758774713,0.011036560010650884,0.00980175142702849,0.025120040129708206,0.017439736819461638,0.050060732042335944,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,-0.03098884865317656,-0.0129577669809046,0.003572495581339236,-0.0045524694997331385,-0.009533408093063727,0.00899481818889794,0.006673202977880189,0.011664833055566187,0.004504632102730482,-0.02949828701660685,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,-0.03406440934247297,-0.014952649211753969,0.006929977589651294,-0.0030648221723411397,-0.007526374799401865,0.009170826689704604,0.0071202064548497625,0.0064248416912944415,0.004547162201741467,-0.026705556874689857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,-0.034769852271546484,-0.011002667241770287,0.00840981732244077,-0.004184006834807603,-0.008529891472147857,0.006922880926209947,0.007402854017589402,0.009345491016688552,0.0057231286443445994,-0.031438552358228226,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,-0.02772039104576992,-0.0105061790784416,0.007121675694766253,-0.0018288979209635568,-0.009031649821478385,0.008280273993378101,0.006022047756806664,0.004512494873741399,0.0019233772676924,-0.030893549394348394,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,-0.03212803602704536,-0.01188533543406621,0.0069116361212471274,-0.003582473575421001,-0.008028133096902267,0.0075061014310821225,0.006523934374360935,0.009063634655397872,0.0017581454664468766,-0.028260272154989448,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,-0.03345216495025417,-0.01367733869863593,0.0052505167087782975,-0.0051180475108001545,-0.009031649795563323,0.007334198475531909,0.008640414565477683,0.010731872509679071,0.005180067481554073,-0.02797866723621669,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,-0.037553724913817386,-0.014784504265888874,0.0063027409399333215,-0.003362202882442785,-0.009976421727434445,0.008807155436471753,0.007618156192095382,0.0070861363313768225,0.004128044808040493,-0.020386178083717826,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,-0.04115881087501413,-0.016841424988663714,0.00923081568563762,-0.006009182529928892,-0.01097610261453234,0.00897400806941416,0.008314250056510387,0.00839090405922869,0.004620328694581985,-0.01666558124286973,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,-0.03519293449171212,-0.0156058515737886,0.007739393887636454,-0.004964423032234544,-0.011033717928373292,0.006137656603494416,0.0041593434855989805,0.00862949454428061,0.004220305566230545,-0.016210062746768415,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,-0.0776731078002764,-0.024047281299920186,0.01020427622386943,-0.007907109088871789,-0.012726507342380029,0.013359508969537588,0.014463833747026712,0.01967420100841833,0.009621374759337177,0.0029100129526594405,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,-0.06831714606641424,-0.020542066761333005,0.00715704908027597,-0.005641868555027506,-0.013062536023233248,0.009218214048963525,0.01101079473676889,0.019223876963167092,0.006983324606781421,0.0018495597998085232,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,-0.06107567828310573,-0.02001087462448555,0.011195095100480576,-0.008171668234078779,-0.012724712426247804,0.009218342153598432,0.009139626589806184,0.01403727280380933,0.004995420314371586,0.0012763783270898067,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,-0.09828732560348251,-0.022492666521474067,0.01392481530652098,-0.009559124073256615,-0.012655363627102068,0.011659735731132654,0.012180395963723245,0.017103687158745266,0.012291617557082492,0.023713432370644542,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,-0.10066898493825091,-0.021660891180129153,0.011272011038077914,-0.005671487181730893,-0.012093037153067792,0.010478160799197528,0.007847347798878735,0.017376777670629645,0.009818411079113899,0.031180896350870957,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,-0.09728134464472532,-0.025177536360595543,0.01335746928239646,-0.008451252114837585,-0.01263361203605714,0.014317471242469291,0.015202278818773184,0.016340684900465217,0.006985160650118539,0.025219884553681248,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,-0.10414427146639513,-0.018484000532847385,0.012625467280006927,-0.013066331634055016,-0.012207664277242576,0.0131376735072421,0.010442418222842009,0.01745662380171859,0.005131798909734125,0.036987490715539965,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,-0.10441854225714567,-0.01937583574458309,0.011519757360219958,-0.009186631164149101,-0.012302449167422623,0.013095249535272946,0.010406337793430554,0.0193979662867344,0.007775254343514859,0.030968094819589804,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,-0.10910075011784616,-0.017421167183505448,0.014764096067975394,-0.011644596031502535,-0.012195419228595232,0.014382367438596229,0.013925065469482672,0.015473660183665541,0.007796938320540865,0.031899009374496724,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,-0.036752254028359174,-0.016114860408655972,0.007353606496168219,-0.002737062827724478,0.0022218174535943115,-0.004294292259475458,0.005641536492368451,0.016970116313060984,0.006629533011304296,-0.031038935953832187,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,-0.031901257856060634,-0.010051907895375856,0.0034577712189892075,-0.003913698742247147,-0.0003945385551323062,-0.0035785768828962175,0.008381186419207121,0.012769116582753865,0.0050271662988740475,-0.03191605591255686,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,-0.029422483557592277,-0.011794702825338944,0.008659660234723402,-0.002595505523292915,2.1586683781250215e-05,-0.004294292259475459,0.005597927837592106,0.008440562797629315,0.004291158820623936,-0.031024707693444648,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,-0.0331693851073151,-0.010912273210351885,0.008309140325240468,-0.005402319935028968,-0.0016868765781755041,-0.0031014332985100533,0.006718108830568584,0.012524345120334105,0.004369783569937167,-0.029769885190155197,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,-0.03741488900359558,-0.010419596849900226,0.007039665863241837,-0.0033150776329895723,0.0023682391643524165,-0.003578576882896217,0.007274422796200152,0.011086836680769917,0.0038991061581865605,-0.029060925889922224,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,-0.03932207137346268,-0.011124191172420979,0.006642464324831962,-0.003117655070255632,0.00015152828686911077,-0.003817148675089298,0.009922599531710149,0.011754277275632257,0.006497994060425655,-0.02970859282690546,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,-0.03556556692589885,-0.013765014584945594,0.007406520722029003,-0.0025151036388200263,0.0013365068464823385,-0.005884702733677366,0.004650259866662647,0.01015262388340805,0.001672370748027511,-0.019608689821932625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,-0.0436143436882159,-0.017858608914134294,0.01047938759236232,-0.007006316510555538,0.001783012665160324,-0.00844234494411427,0.005685418322682381,0.017828164492612302,0.00795947490988866,-0.01893464048271594,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,-0.04199906540143749,-0.017895952986310356,0.009993120046413461,-0.0059186012945745305,0.0034773483694247593,-0.00813866608492706,0.005927900301049585,0.018351540363029294,0.006396764213948145,-0.02231518381477698,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,-0.0780927136848154,-0.027789911405871746,0.00992215893028871,-0.007479807347383188,0.0018488750477199962,-0.006147028544674746,0.019280058809596556,0.02622946368611377,0.006748319731458374,0.0033597894142503317,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,-0.08483358873459305,-0.031050195454255403,0.014945327388527597,-0.00524353655298119,0.007508681806857172,-0.006355814195197562,0.012566677119744863,0.02435211176619581,0.009898455209382201,0.00609108630567789,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,-0.08404004778227082,-0.03310716752772746,0.014487382959088553,-0.008469297761178536,0.004289712692084519,-0.006142224692132161,0.021227914057672027,0.020697227497787577,0.0056929803720634905,0.01324272445524516,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,-0.11264212724955187,-0.022520108593870766,0.013060042083911273,-0.00652813660385816,0.0032368946788103683,-0.004258582378211229,0.010944292291027046,0.039161217326055396,0.004872030986715918,0.02255368124855602,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,-0.10523935052201801,-0.019985120392040062,0.0148617520912186,-0.0174763400706908,0.004217323247829208,-0.004876904801830003,0.015260515609837095,0.02874227292349806,0.009407053973687735,0.022968001956849,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,-0.11175886469852662,-0.021016110657997748,0.013641069282008254,-0.0122018654320551,0.001097585231713627,-0.004506104604705521,0.02193681424726611,0.03088147498829209,0.00401088204720746,0.025794322987937414,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,-0.11756169054657217,-0.01950619109136903,0.010269143819485021,-0.013936658666833591,0.004739090283603772,-0.005840457467281302,0.010470114839465725,0.025702616518930257,0.011395922912203748,0.04214731158607679,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,-0.11218546383568774,-0.014835302185105237,0.011362658612754034,-0.010713231707720655,-0.0002954866267416787,-0.00583164319396019,0.01297840754137091,0.027521934536812103,0.006849917830980342,0.033027413610530944,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.11703008995755859,-0.0182230509104936,0.010808753201171108,-0.016413708941444102,0.006750916968221248,-0.006048569109128867,0.013800897901148895,0.027027797885239128,0.01141344446364952,0.03579281253659206,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.02944623323562353,-0.011327064293234244,0.005604416783089224,-0.0014899367644735004,0.0027694786696330367,0.007123426041849284,-0.005719113116678985,0.007366076727276263,0.004426107468164486,-0.031427953753458415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.02520640903678925,-0.01269598437392193,0.005945344589974569,-0.0022377402124845467,-2.908489626386561e-06,0.008475568689729858,-0.010167312207429302,0.007963316123122755,0.0043934216350317,-0.02858809219106384,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,-0.030942554839927215,-0.014509311969513477,0.006838337608977505,-0.00441626134450021,0.0017113280166750372,0.008207737155582595,-0.011438226233357966,0.009579671980894131,0.006322252640257711,-0.023473768488544485,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.03501850022569947,-0.013949093784651029,0.008594786226749418,-0.0062025160601605536,0.001853757269032624,0.009428315685819023,-0.011218988140640051,0.016989029811128323,0.003937227847459523,-0.026534814102494194,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.03903107918636954,-0.016408238231163955,0.008770354012756245,-0.0022437699770797856,0.0003073212844522105,0.009945439712508863,-0.01268970709779988,0.011689898209727333,0.003987451302616492,-0.016448465503104352,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.03152803568412428,-0.017469878713397873,0.009006728617393451,-0.003092919009859148,0.0003822541042514472,0.009440799183819607,-0.013166374724520287,0.008876021860734275,0.00647375353652498,-0.021043144781952322,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.04662153456360101,-0.020176992654476478,0.008035613651508868,-0.003117525046286376,0.0035929633401658224,0.00871697721597941,-0.01802132011755653,0.015371641817948091,0.0037669229377870973,-0.0036675420549252763,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.044732123509697304,-0.017337533277661903,0.008153483992361502,-0.001644826597817566,0.0005846993544179462,0.007017177113372346,-0.01745753915413566,0.01694478210709665,0.0046279360937035606,-0.008276851595095964,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,-0.049703323405397994,-0.024918787160321424,0.009890825359717659,-0.005975835529034552,0.004323934805781947,0.01016832867232354,-0.015917135917622106,0.018808232727258102,0.012611652165651323,-0.01140868719181289,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.09049928550810918,-0.025592765762754106,0.01626690713121839,-0.009762430819480316,0.0050504197374634146,0.010176575826885909,-0.014829897025357119,0.02113078143771576,0.0049127044674495005,0.031026194819613648,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.07380166406378798,-0.03268193339200123,0.015161793126684166,-0.0107335993712363,0.005619584935838763,0.015916990103281063,-0.015913009967492973,0.025242126852921817,0.008193841662419878,0.010875074639916424,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.061978126477612104,-0.025387056542803405,0.012656290801646916,-0.007927449442770167,0.00013573302199011177,0.015254102143580498,-0.016679987207702963,0.019955139851764492,0.004461708868975226,0.007388849509475023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.12589892969669209,-0.022207951864794545,0.014704836977888706,-0.010225920809999756,0.0029163671220126365,0.012767202211138995,-0.012983491809471791,0.023872046904719398,0.011812054118060552,0.05312299137368151,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.1263290136469447,-0.030955709332357285,0.01363254270799782,-0.012022184157825034,0.003980039829469245,0.013553340483618819,-0.013250907840936077,0.03242142423987388,0.010935461007706499,0.05591421108692884,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.1364418700256425,-0.03761720103414162,0.015161894522607324,-0.017273082509636876,0.011621551557403544,0.016004326042273774,-0.013454577637755347,0.03225658124717682,0.013574640694195814,0.06404694167006274,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.14242286471407048,-0.019300953339299428,0.010123151427377823,-0.012736359384396798,0.011206962884120318,0.016091995231159357,-0.012230061422223626,0.029535691778620955,0.00845281665739806,0.05915882525884587,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.1533373955523838,-0.02565379155556793,0.01723770844547645,-0.02245143759347822,0.01063412537717301,0.01586244398485059,-0.011126787688421163,0.036928431007849136,0.021375666678599695,0.05841024125399797,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.14286031312754624,-0.018402303722889524,0.014270539973740993,-0.014527984791151853,0.006475830089462842,0.016936143256076,-0.011480230896369268,0.022900697135406985,0.008607684861382714,0.06595914174843094,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.030517390342834207,-0.012952394198788247,0.008224917523886847,-0.00650179414321547,1.0481496220049751e-05,0.009763220057863257,0.007461844473753288,-0.010335151266468607,0.004427366830084635,-0.021701898675249968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.03258771967790697,-0.01211681092562883,0.009154485660078735,-0.005616148180611754,-0.0008547521933265355,0.012111382518449553,0.007078538592094961,-0.011130162908331204,0.0027424480523104253,-0.020902058627942338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.030709601127259095,-0.014582535341058085,0.010140740163624288,-0.0028080632278452756,-0.00035486540230719943,0.010506465167778988,0.006945114113066509,-0.013515197859834065,0.003284974072290503,-0.02102782833349446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.030959918660962066,-0.017685504338663557,0.009621377796258615,-0.0043486358792237615,-0.0008262945565840471,0.011678311645012835,0.013178657580005087,-0.012720186269801592,0.0031346196341125866,-0.023193223698307647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,-0.03263460822241462,-0.00888999745897625,0.010203347664488395,-0.006395795157422189,-0.0008586889861718465,0.008678074043406094,0.006282243430614473,-0.007950116392710933,0.004080851698375266,-0.024636108897950336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,-0.032868138723399325,-0.013884459533121273,0.008017883959995665,-0.005643895218229812,-2.1740486440450886e-05,0.010209012021837027,0.008896327305423177,-0.013515197859834066,0.0027241321199614065,-0.016034721842278603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,-0.026983445118302887,-0.01812537836315839,0.009659237306079139,-0.005077240313200847,0.0010021107174132185,0.009851349046372849,0.005766140876904777,-0.015185159572764579,0.0028273336394973422,-0.015855746934919254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,-0.032026116697360635,-0.013765942987216555,0.00965728053904098,-0.006358926364261171,0.0003213935410198964,0.011076492950644182,0.0088447871496496,-0.016622446443399653,0.0029007436594237455,-0.016148060820996762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,-0.03414101868381966,-0.015107425874018149,0.010350707283486488,-0.004127713176219361,-8.769027240898314e-06,0.01320438250899315,0.006689931589948095,-0.015601425541807773,0.0028059934209222377,-0.0161854579737005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
