Experiments,parc+_OD<--AC_OD,parc+_OD<--BA_OD,parc+_OD<--BC_OD,parc+_OD<--BL_OD,parc+_OD<--BT_OD,parc+_OD<--BV_OD,parc+_OD<--CC_OD,parc+_OD<--DF_OD,parc+_OD<--parc+_OD,parc+_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
DF_pH5_2,0.0022682051004275037,-0.011724347786410991,0.006446122519024039,-0.0027094272637496817,-0.00026975327535815757,0.0016881279517774988,0.005878181629206823,-0.004488918413610561,-0.06641526060745769,-0.03911803716226764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,0.001909812983611356,-0.0167019137966892,0.008921791397682998,-0.001918796006104221,0.00017950872526220705,0.004695737758732363,0.00772043765725001,-0.006437824982339922,-0.09154199719752956,-0.015271864262935905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,0.002611802429284737,-0.016312721336017487,0.0082229167919444,-0.0030045534330217726,0.00037000261085188993,0.006769797048814921,0.008700377840710722,-0.005579036198880363,-0.10427597708190263,-0.005947717949748037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,0.0046654723681833436,-0.01668015037379835,0.007806443189797195,-0.004825755555344667,-0.000264631171265373,0.005473868077539879,0.009380022049274135,-0.007272271781187991,-0.09920707521555217,-0.007521030865609646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,0.003932822162042493,-0.01629929100041804,0.010131762743644092,-0.004481595868001814,-0.0012567711232796975,0.005627093569416069,0.009630977611826814,-0.0027848475960933652,-0.12705790010969278,0.01411264215960451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,0.00569068808108568,-0.01647999434529439,0.009005417383235433,-0.005289791349483573,-0.000690552535588325,0.005831597546196502,0.010600072943969915,-0.002870712613929873,-0.1268257458831953,0.01258391301107148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,0.004274184954879075,-0.01638625590535609,0.00880779649414446,-0.00449105847141017,-0.0005936734572700819,0.006546691375906056,0.009000260661477627,-0.003065781143048536,-0.12454257061462039,0.012005299120817499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,0.005570830639613711,-0.015818241295283256,0.008728802999400573,-0.006841379441320896,-0.0004305430744653168,0.005669790794667993,0.009183797159272693,-0.0026476533289836804,-0.1313045964033707,0.019444082672505275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,0.0028872794188235106,-0.014352080306929095,0.009526499788398327,-0.005899571585266489,-0.0006536314928013338,0.005952803980073205,0.009489353085341658,-0.0019763803967963096,-0.13252224154608405,0.019102859777276927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,0.004746573936680086,-0.014895610958337782,0.009374005114254746,-0.007032491712142594,-0.0008464696193518844,0.006825226908144747,0.008634934158104918,-0.0027054835580613305,-0.13412230761316807,0.021576514065913537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,0.004906564199406169,-0.016089989656339516,0.009142909482445404,-0.005766682699322699,-0.0009408560864951297,0.00581036344980416,0.010128748392605262,-0.001792163652894289,-0.13635490592245175,0.02251090346147185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,0.004364163036579672,-0.015347883960475093,0.008145593427445577,-0.008027733962820926,-8.336658387080364e-05,0.0067769663149248,0.008590937781593075,-0.0017505553607707438,-0.13477025269652188,0.023657024941690596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,0.004787984321946683,-0.013689197624183217,0.007503769175837866,-0.006172308761464514,-0.000940456915160885,0.0059936644898160646,0.00845611422282198,-0.0019253250049508137,-0.134599268577345,0.022139915394718233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,-0.0019991998876566475,0.014944129767625236,-0.0033708379563430076,0.001998316043097039,-0.0008605724394969324,-0.0025739297870060675,-0.0066544830491361414,-0.004017672010737917,-0.06335928633161213,-0.042551573626697065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,-0.002298117555353952,0.012796059799907,-0.0034336336653517626,0.002674923607188722,-0.0006194121325793474,-0.001324148487461649,-0.006662280256657496,-0.0034360198401238613,-0.06687076352860617,-0.039271717141179927,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,-0.002697519336057745,0.015025483672709568,-0.002872678768699583,0.0016460124549010512,-0.00022258702503598224,-0.0029806440453166547,-0.006601000292145686,-0.0050909564352553845,-0.06371273673260988,-0.040938482663553696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,-0.005667523119760598,0.01733597051676201,-0.005097996066121951,0.003952632732689381,0.0002690623765406404,-0.0018647438060978177,-0.006929775840886263,-0.0033789405161919806,-0.06753322925418616,-0.03953056608043287,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,-0.00444782053484865,0.016329511007213075,-0.004595386376199515,0.002032096922073676,-0.001586600857908311,-0.0024294090060436205,-0.005981066931525004,-0.006029065374446953,-0.06715270730140419,-0.03458466041023317,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,-0.003311514810699483,0.01731152458035428,-0.004590032192999902,0.002923795472344626,-3.1487646958102384e-05,-0.002078057966478493,-0.008344811868408452,-0.005208797289625458,-0.06697070789563918,-0.03814501965985351,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,-0.0036949710531727123,0.01650182674436465,-0.004413900164806324,0.004903480468884758,-0.0006242139362122707,-0.0038088455699060277,-0.007419322549324966,-0.0036396571929040154,-0.06680658020888983,-0.03944292581599691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,-0.0024033527740317836,0.014766369065188844,-0.00504281760395869,0.002600961555929287,-0.0005329733374326122,-0.002507159745563631,-0.005303964250437591,-0.0029203059054587212,-0.06813439799229737,-0.03896746814736853,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,-0.003908217338764151,0.01826044815390007,-0.008222873021403085,0.003433831844316877,-0.0005918322940883426,-0.003618144198604252,-0.008680838777319243,-0.008973723283928375,-0.08079493516975123,-0.015348825192321901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,-0.005291111274905828,0.01960774373263121,-0.0067270122014957915,0.003127230720027632,0.0006115105780570405,-0.0027596308598699768,-0.009594567897527113,-0.006060149465566098,-0.08883787533025378,-0.012521247279060925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,-0.0037509321777716926,0.021351392606030344,-0.007011012998612031,0.003373364099989766,-0.0003881170454880469,-0.003511136426873829,-0.008646669886682345,-0.007440656324767548,-0.08643410648988642,-0.01598723463390184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,-0.005101586743865325,0.019212951266571233,-0.008127869114927622,0.0049012013945890515,-0.0003771337882980048,-0.004061332866549493,-0.009278866906204948,-0.00535085847682279,-0.08539454873813235,-0.014867064786022122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,-0.00472908729930287,0.01921059134861697,-0.005868042396462483,0.005894839175693368,0.0009326897723519289,-0.004425253352231305,-0.010125811887176138,-0.005859746460033499,-0.11384966584003493,0.010374377713255261,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,-0.004625450665860073,0.01885121283323869,-0.006417821504823538,0.006874790637065536,0.000501402921002845,-0.005366299234978531,-0.01020578843096028,-0.008909721562395924,-0.10898664465579,0.009839210516732675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,-0.006631263389211636,0.01746015947150147,-0.007335383406151894,0.007014977773246556,0.0004533417134181313,-0.004077224023640154,-0.008564552896372651,-0.00395897877443096,-0.11184492697858289,0.009038741232260413,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,-0.0057535216698180085,0.018817397571452288,-0.006578996945982394,0.00635148008070562,0.0003637874741917074,-0.0054414355204157215,-0.008763988453732885,-0.006441818065941335,-0.11175482900570267,0.01075681525727977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,-0.005897457539711311,0.014814934539406199,-0.007269699120003243,0.007607288945304308,0.0009828182536622749,-0.004955816014629343,-0.00846778540507607,-0.004275258539811424,-0.12008778240207747,0.019103648004972423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,-0.007050747949144114,0.01842321902027597,-0.006954728635432929,0.008121319758179393,0.0008131572506997888,-0.0053941351126717465,-0.009335619852594705,-0.003395815583998743,-0.12294401096585006,0.019272252792573497,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,-0.006883573140139164,0.018089336352827758,-0.007485647739275641,0.007241054800865441,0.0005646300024312477,-0.0056177853566149,-0.01084074119510858,-0.003231784915146621,-0.12144693608031323,0.021166337992510074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,-0.005245963880873246,0.017265774507237514,-0.006258464787641298,0.006728831882710042,0.00013333164965328992,-0.0034960655527918223,-0.009685287119253821,-0.0036237836936893674,-0.12285185459515323,0.01858837246732867,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,-0.005430516394908014,0.015256214511135346,-0.006760903862507449,0.00880009804892799,0.0004722291425518372,-0.0053687350095614145,-0.009281269624505354,-0.0051383454579374075,-0.12342196874158542,0.0224280881104262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,-0.005514487943247609,0.016925631495921512,-0.0079196715435904,0.007846476631643977,0.0009189928031486002,-0.005774316421669462,-0.008254541566838388,-0.003586778919333998,-0.12344737492177797,0.02036096110778011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,-0.005447687328509662,0.016225920113856374,-0.007091874496444411,0.008568652189620161,0.00035932063732458194,-0.004436109655577203,-0.009052886988805691,-0.0038587291781669074,-0.12540522744150262,0.021693512870241766,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,-0.006566569254450177,0.016474551892151003,-0.006594225314000379,0.008927029311333014,0.0013999591800181771,-0.005435385660308857,-0.009921930335138156,-0.0031575139190839698,-0.12429763920605186,0.020726614183057906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
