Experiments,CC_OD<--AC_OD,CC_OD<--BA_OD,CC_OD<--BC_OD,CC_OD<--BL_OD,CC_OD<--BT_OD,CC_OD<--BV_OD,CC_OD<--CC_OD,CC_OD<--DF_OD,CC_OD<--wt_OD,CC_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
wt_pH9_0,-0.02044314251007998,0.004766498061362655,0.007869050464916812,-0.007954051948921837,0.006416723459412386,0.0005544368667609018,-0.031720827815639174,0.018469532519153765,-0.013381101839375966,-0.026541743690917344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.003926186226973
wt_pH9_1,-0.009766587763417349,0.0009865906752605483,0.006631572359069454,-0.009126642167001315,0.011219673452736889,-0.00018108011496698617,-0.03456537631795863,0.016699982226127764,-0.020300846744895632,-0.02356191203828253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9964236708955914
wt_pH9_2,-0.02408702857873362,0.0012707917233321655,0.0063923830681723425,-0.007770613745644525,0.014841214801215204,-0.003558996472831653,-0.0320919482590651,0.025951096108284496,-0.018622522509008973,-0.024289000697494685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9996501428774356
AC_pH4_0,0.014322832668928993,-0.010430478029277013,0.009460725619396924,-0.0013866690831744806,0.01006458616218246,-0.0006594648480455837,-0.04382157996833406,0.014222963962137047,0.009569608063801475,-0.06330714857651165,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
AC_pH4_1,0.013346463237767633,-0.007048423335097893,0.006369642441910082,-0.005000273389134394,0.006919545967273578,0.000571270084170544,-0.05185426515203131,0.014663594009445818,0.009886833783239126,-0.04981901408532514,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
AC_pH4_2,0.013356414856794088,-0.0110101490511316,0.008625482450158374,-0.006498278072205088,0.011254487402392956,-0.0010340349160580199,-0.045149169790700244,0.013486443110437982,0.01207566153561777,-0.057071483660205875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
AC_pH5_0,0.014820531080274478,-0.015610892918345555,0.009222241044550647,-0.007502919269179032,0.009850191929094169,-0.0023958923240475676,-0.05853499606778118,0.021903469341037717,0.004961320911635361,-0.03867768024803018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
AC_pH5_1,0.015094517953693865,-0.007518113724603925,0.004530347660183906,-0.007324219302719701,0.01104766044654357,1.2617282589655082e-05,-0.051651392513076246,0.021913426961324627,0.008799239875161615,-0.056868708693908275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
AC_pH5_2,0.013196112288405061,-0.009456176784537407,0.012571983080883715,-0.0034637354862997725,0.014784019496798029,-0.000759709592726405,-0.08341172959888357,0.019755049316698445,0.013883271133527157,-0.039063708070645346,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
AC_pH6_0,0.013736428679979363,-0.010375410870588181,0.011374230931573753,-0.008599257785118306,0.013224272870296691,0.00230763617184256,-0.112099533297081,0.016464821694560514,0.012052961623944017,-5.077388714594083e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
AC_pH6_1,0.00180659946864066,-0.01718058198012169,0.012948473031713585,-0.004800156506142863,0.013535699339219087,0.001492405830902736,-0.13458309910239893,0.0313431299162988,0.009714998451122288,0.023757906797868402,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
AC_pH6_2,0.013178699920358862,-0.018329883316714,0.010028453913982955,-0.012921412646082112,0.01500178454828489,0.0008828672312159577,-0.12623690741349256,0.020379573299306567,0.016764025821289778,0.01928817371807426,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
AC_pH7_0,0.021845956697412156,-0.003218032505626424,0.012467261144445968,-0.011485759018383836,0.017280077898227005,0.0006751085961561501,-0.20944937331824687,0.038980156096235,0.015866778780524015,0.05507319941094305,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
AC_pH7_1,0.02383475472583718,0.006832279452001272,0.013498768860919644,-0.012481348759636444,0.016361188958500222,-0.004008154565589904,-0.20465586609040068,0.04057220909744501,0.0161814654859937,0.041900076597584816,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
AC_pH7_2,0.02259430568017389,0.0040368764370720366,0.013130851967827133,-0.008753624642875208,0.0212998911340559,4.889515876446025e-05,-0.20653382626853115,0.03150532105385893,0.012879420974615797,0.047827263920588184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
AC_pH8_0,0.03243995785713196,0.00712204201076099,0.018128893201583597,-0.00891246379656798,0.03424439072973378,-0.0013546576680939473,-0.22561642897234335,0.030846772671515206,0.014435173971780943,0.036701694761362404,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
AC_pH8_1,0.035898367550386036,0.006909012746410044,0.014705682693241648,-0.009956842649313014,0.01943259133724496,-0.00676876268491311,-0.239673693895583,0.048293787603489256,0.01833442865061047,0.05086080396072129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
AC_pH8_2,0.038025902124202766,0.005903677447375074,0.014539207243967966,-0.013433011343560947,0.02347251445520669,0.0009450446252468151,-0.2501589121035827,0.05586000693182502,0.023374754802485843,0.039506190844062386,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
AC_pH9_0,0.03255685474237669,0.024818708142670596,0.010821300145825774,-0.014480077126367097,0.01584522129431286,-0.006249614907833542,-0.2466874379782087,0.048570862826081404,0.024253025616154722,0.04858653086753886,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
AC_pH9_1,0.046947103913711465,0.013915635022921894,0.01379278280266115,-0.01939620395069536,0.019395661482830413,-0.0032582258119288336,-0.23191305250415342,0.04246715659660328,0.023088238983739018,0.03299627988852318,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
AC_pH9_2,0.027489709011886423,0.009328554637487167,0.011397132030789459,-0.01378912535931348,0.021166363838634905,-0.005465275283153776,-0.1972381835074529,0.03419004815002984,0.017779925781828555,0.033176225808287114,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BA_pH4_0,-0.010738468889511476,-0.0033593046904096136,0.010588941543120081,-0.008772420355766686,0.006915326221825798,-0.0014875767937780385,-0.045328750108145986,0.010847562760944764,0.007330152408685536,-0.02796008853029217,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139574737368786
BA_pH4_1,-0.013791211723532206,-0.0028035763477015753,0.011778936893173048,-0.005086174983855175,0.007812890680405592,-0.0009736554622245226,-0.04398122900955218,0.007166923140580566,0.005569317878892077,-0.027656847635567507,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048452299554619434
BA_pH4_2,-0.011043909239056317,-0.0037436435132732868,0.008615086314612594,-0.007753537101873559,0.00877653476782143,-4.6100241901433443e-05,-0.047316463214203554,0.015387503591710294,0.007966587729549602,-0.032806685609317834,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018744598294293093
BA_pH5_0,-0.015328013325798449,0.0026910332039646466,0.011739265937054447,-0.010322592240737996,0.005988213106301491,-0.0009216055889492439,-0.06363699375216485,0.021683954904463308,0.005024621341701435,-0.018882509866506667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0511412745403946
BA_pH5_1,-0.01275516554915711,-0.001570471179793063,0.009725785129197428,-0.005410758959149699,0.012765741794896517,0.0007588540213992422,-0.06173897977300879,0.016992414967339164,0.003128157314722953,-0.023860204199774436,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024466462930343342
BA_pH5_2,-0.011189607654738688,3.7445749115684345e-05,0.011034765167809699,-0.004261250156180366,0.006721780528719332,0.0014846952245368265,-0.06078820207753503,0.008082256465542902,0.006174274825430274,-0.019260784506028437,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03934321135483189
BA_pH6_0,-0.02921627164271701,-0.0008543083594059169,0.022446742126637182,-0.01633253987078838,0.012512569485394203,0.0012919938994531077,-0.1208432929174286,0.024404854578391196,0.011989973878244988,0.03263565238889145,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687666300212
BA_pH6_1,-0.020824154584223164,-0.006235588691804722,0.014324609697290247,-0.014257706059345409,0.01619897398024635,0.0008319000619382651,-0.1197240331410633,0.029653536739414964,0.006197250931847679,0.03187058463237127,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567404454245
BA_pH6_2,-0.028648824238663786,-0.005404536808314533,0.015321775688182401,-0.013669761279091723,0.011558292756140554,-0.0014992741153211032,-0.11694126816921989,0.02928061930422226,0.012028355546923275,0.03600999488181475,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393160174653
BA_pH7_0,-0.03185518915066495,-0.008305504736288088,0.014763453450944762,-0.02205305131263626,0.018613229717897334,-0.00150117728282171,-0.10025407848768342,0.02385428285529918,0.01733620333768751,0.02743720500001118,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47615668850189524
BA_pH7_1,-0.03514295186908187,-0.01222228012898046,0.013338929597976735,-0.013950654969489927,0.016253540491705517,-0.0022042010591932283,-0.08704518437213467,0.024564542044156593,0.012259342482556465,0.022184291208243886,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683981394347
BA_pH7_2,-0.046389188124575535,-0.01065788326703984,0.010919027406438863,-0.015838949355074083,0.022460977563472543,-0.002553437435695819,-0.09395568475623249,0.028480326328224143,0.011290275556764201,0.03427990965039024,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48110253833913064
BA_pH8_0,-0.031151457258257208,-0.01041795594982155,0.009224131913835426,-0.014233026340421616,0.010033972758151915,0.0006874074658338475,-0.06281968532373079,0.029520346302356896,0.006279736123979091,0.0009119038747461589,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936980952847
BA_pH8_1,-0.0367917455339035,-0.009076441882745083,0.009066221872547076,-0.01475370415790087,0.011255001622738072,0.003260454964601315,-0.06955754132850257,0.03615870176733512,0.00758051247842124,0.0008939137640814117,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698583743298
BA_pH8_2,-0.034108478338255185,-0.009013976733321728,0.009404880345252385,-0.016076069820834243,0.014923885731107514,0.0024646621269335893,-0.05401427586107394,0.016192225617073154,0.012648547811474165,-0.004386027311683511,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64407134594908
BA_pH9_0,-0.04047287135648177,-0.006910145377902235,0.008821233649657147,-0.006065984304447698,0.014155445003112698,-0.008569664744781736,-0.05698448164489769,0.025364301586321192,0.011129103773071067,-0.002431563075287673,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859295671521
BA_pH9_1,-0.02437030618119499,-0.0064526035669057276,0.008712205785103951,-0.01355505524284166,0.02744172014680732,-0.012420179869918883,-0.06723494595321623,0.024066582658611564,0.0115186202623274,-0.009670664472100526,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741257491587475
BA_pH9_2,-0.029942104421940664,-0.0061803989650924575,0.009105910242373205,-0.013398988783642974,0.01498496494377437,-0.007494707722621766,-0.05118352764154501,0.02648434441698634,0.010126610703098221,-0.014466729204717052,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74752624576109
BC_pH4_0,-0.009519476974686688,-0.004722160599042621,-0.0023352150613968462,-0.005857333389677755,0.01081053660048739,-0.002918841004088197,-0.044384092638299434,0.020449679864307298,0.005174889732860838,-0.028662610325314426,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BC_pH4_1,-0.010570562067036719,-0.002302973727574167,-0.0023352150613968462,-0.002606679298813738,0.008070868977305034,-0.0037718565869347544,-0.03629876947789656,0.018593805859816948,0.007838735065989843,-0.03858197983739006,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BC_pH4_2,-0.008619631012274033,-0.0029337133044559176,-0.002874110844796118,-0.005474368061202214,0.012119822469793014,-0.0024304049660492195,-0.045315500081861,0.022042743246698672,0.005831660819239914,-0.03431112470287506,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BC_pH5_0,-0.005650569397105796,-0.008825014210407338,-0.003610886436299947,-0.005118580206459308,0.0035292200727955157,-0.001087056132256174,-0.04033702304546276,0.019957054560781333,0.0051397341536358,-0.025961505845998944,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BC_pH5_1,-0.008395636626924184,-0.0115532267870098,-0.0018690501486518139,-0.0021263027329848187,0.012121078207198046,-0.00016739584333465757,-0.039781959512594924,0.016025905747412018,0.006487730613747694,-0.03270576710772256,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BC_pH5_2,-0.007861622051619315,-0.008533042255566335,-0.0021509674200585675,-0.0034121527960119043,0.011469444069484976,0.0012188546642985037,-0.04195070074607983,0.018252092250622808,0.005496421149709141,-0.034492951496200554,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BC_pH6_0,-0.012838280076646934,-0.005298315041556792,-0.01041483424877262,-0.009408301333289432,0.008340580679030846,0.003910588521469871,-0.06011248085141667,0.008913507446565706,0.0036389291422117666,0.01130398187563633,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BC_pH6_1,-0.020749734166058024,-0.002334399883149434,-0.00751547502019726,-0.01191018921505336,0.01171282030571171,0.002501849861734588,-0.08888090956905535,0.017787562124329904,0.008320021137757148,0.029103829504658837,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BC_pH6_2,-0.012942467066459356,-0.007928301747179711,-0.007780697678478999,-0.010325493793327199,0.01126232309864186,0.002955053309636676,-0.08069309230696452,0.014761373480711056,0.009938486992563727,0.018788190891146254,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BC_pH7_0,-0.02024078077565798,0.005590444405856746,-0.0021862169098028025,-0.011067883830983189,0.013550711795535828,-0.000294554171800289,-0.11704145685557035,0.027790820937421492,0.0061344778604562515,0.03579981150034734,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BC_pH7_1,-0.027215997607487694,0.011441244510832529,-0.0024198165674612884,-0.01061062646604588,0.016685419739224015,0.0020599401145971023,-0.12346077200582097,0.024661264336445245,0.008363686281701792,0.03853103160078678,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BC_pH7_2,-0.03782347112205688,0.003502299476860335,-0.0017733470986232805,-0.01123291731736137,0.02479814897782331,-0.0013190679610504414,-0.12652651987716795,0.03391557768807219,0.012117041649965002,0.04237763158055833,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BC_pH8_0,-0.025660346646428755,0.008102038009092214,-0.00368715643973859,-0.007912074515555539,0.008836532492170354,-0.006963604714863164,-0.08991761673054578,0.026613604021309266,0.013283929304503228,0.015340070217726345,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,-0.0313625430184133,0.00686397922842804,-0.0038464610949766067,-0.01854509996564087,0.025970837821900523,-0.0005646246579556685,-0.09219689925013962,0.023676082980616592,0.01541402287022008,0.012626080150847603,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,-0.027406721936700792,0.004753229577985148,-0.0038474453490672878,-0.007398491315138727,0.017084269364334076,-0.004438297084087262,-0.08011053869834814,0.016835947205849074,0.009643185495540663,0.01292023793409538,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,-0.02925892741135929,0.008244141968189858,-0.003842987552609133,-0.008699993672375768,0.014776388346521266,-0.004382648362940097,-0.08264027288598616,0.02416004552526157,0.011469663037392108,0.00820996511960402,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,-0.038385779304814564,0.010606717744275278,-0.0037779575696660446,-0.011780300435164702,0.018271685331634688,-0.0016634964555218496,-0.06392232533868239,0.024834277244871885,0.006952872577062604,-0.003100317220365549,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,-0.02079667361513914,0.00327187544706723,-0.003940904782072682,-0.01596770824054661,0.013168568521049683,-0.0023379205181465845,-0.07653690741387315,0.029565812894345626,0.008551019374584861,0.0030582137324887777,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.01006801052484661,-0.0021714408365685646,0.008059152533684898,0.009301525151923949,0.007056268688655742,0.0019392591485065294,-0.049185075973079584,0.014923417411906566,0.003441556410702026,-0.04526127853167609,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.012947215073762217,-0.0047102737993649805,0.00919594007200035,0.007054515341904178,0.011063970800023524,0.0011342379396133448,-0.05517355402344432,0.01863422908896135,0.011130356335931499,-0.04734683311519052,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.01125988477425974,-0.006449135478292388,0.0135002657044274,0.00931956451993598,0.008680296993773914,-0.002872341527988243,-0.051594668221001935,0.014464968349278457,0.004963121902724,-0.04071681390192522,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.006823752235074569,-0.004100203549833563,0.009959341225811564,0.009699982072672123,0.010546465547269452,0.0013641556897504346,-0.051452575392272,0.01112874875128593,0.00897186368248304,-0.05125865222542021,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
