Experiments,CC_OD<--AC_OD,CC_OD<--BA_OD,CC_OD<--BC_OD,CC_OD<--BL_OD,CC_OD<--BT_OD,CC_OD<--BV_OD,CC_OD<--CC_OD,CC_OD<--DF_OD,CC_OD<--wt_OD,CC_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
8comm11wtaTc_2,0.05171998956539343,-0.03509947724260755,-0.007510702967208447,0.02818787718237297,-0.03238120360917453,0.002747415505278776,0.09826557154681169,-0.0506979243680025,-0.09877540832668864,-0.018420763719503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8453285927693228
8comm11wtaTc_3,0.05958264759513954,-0.039646411624170194,-0.010183052078861256,0.02852681757831622,-0.024648376509101816,0.007954755010559103,0.09211509299849199,-0.05874056632154741,-0.05463754946396321,-0.062287983618190754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8453285927693228
8comm11wtaTc_4,0.05520345506890998,-0.04485193901138542,-0.011074653439598318,0.032185511656874874,-0.028083707763631224,0.005492103997132053,0.10510977250766822,-0.05371463642516376,-0.06953741286506712,-0.052693120159067026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8453285927693228
wt_pH4_0,-0.011779010425240773,-0.009253185691878846,0.008787693589541089,-0.0035236316964880605,0.006271799671686377,0.0007644139661494166,-0.04117034978450924,0.016050526241204982,-0.008120556553603027,-0.019992325324210865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0032572508755295392
wt_pH4_1,-0.007021933867211413,0.0007754053136981706,0.006311960304915177,-0.0037083457105124935,0.007765711741268877,-0.0019171663322081047,-0.04090138328170566,0.011787854626258512,-0.012359695563082706,-0.022697033263874525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.004437627208196163
wt_pH4_2,-0.005043565490860086,-0.0035836947895080333,0.005678987458257164,-0.006820651422325602,0.005764250018856609,0.0020712052629855665,-0.03690137225107047,0.017230599209990188,-0.013441007681869213,-0.026919375600232536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0011803763326671925
wt_pH5_0,-0.011220220802655523,-0.005275056566739373,0.009143569612946444,-0.008770358017190238,0.008095144661720437,0.00012081526174291029,-0.03457890869396657,0.011847687155443608,-0.014487454643138971,-0.016839843790866844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.08114687964645667
wt_pH5_1,-0.007615771842715532,-0.008361029281361917,0.009006327991070148,-0.0068471608959826775,0.007442160336523436,0.0012588063483733854,-0.0428232251158308,0.019592366003350396,-0.015771541236798563,-0.017845558388887538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.11230826956373989
wt_pH5_2,-0.0040754964636922205,-0.007958493892852542,0.010430550028104335,-0.00915675695099787,0.007904910105280579,0.00016144392662681718,-0.04198869074512597,0.016970331664551454,-0.02140608012180209,-0.012846343983420295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09911694942295314
wt_pH6_0,-0.016648074849913624,-0.00673413360501518,0.01073475364453929,-0.00280403390152218,0.009352159330661854,0.002975426467095059,-0.09564202271695452,0.02445659465839803,-0.02691892630638271,0.039263631169704466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2884225051673924
wt_pH6_1,-0.006383131718991892,0.00856076985536872,0.01145778963210709,-0.017414913623006605,0.007916864773420537,0.0014395006089572505,-0.09077557572001671,0.014513713738820315,-0.032625456932658815,0.04134581317942914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.29127362738877827
wt_pH6_2,-0.015757263534013986,-0.0015885620083376433,0.014302944607182367,-0.015089465575140862,0.014656823132207375,0.0026087633843796883,-0.08486148750105793,0.019957609457550977,-0.03887077976524344,0.042676792714704315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2957269459022493
wt_pH7_0,-0.015839541440110898,0.011489405203813119,0.008046790237498025,-0.016634094247230048,0.008753772910643854,-0.00034232728745099884,-0.057641921308468624,0.02062029116154324,-0.02630608284775086,0.005889081184185393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5922068579302491
wt_pH7_1,-0.013391568382047924,0.008894924421936434,0.011541757596778154,-0.013376726678714318,0.010477839702659326,0.0009017300672586201,-0.07902437884390921,0.019034965192575172,-0.024752263955306254,0.01772909569665385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5480973412378645
wt_pH7_2,-0.009554698577140579,-0.0012443431733054624,0.01366724336808345,-0.011621002850234104,0.017711358818367287,0.0010829310451694971,-0.07957874059064678,0.01535295470850542,-0.029168327869189412,0.021387999595709795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5469120935714209
wt_pH8_0,-0.012590180922846268,0.004133343727925143,0.007766742219784011,-0.00863301325548926,0.013343409699053788,-0.00339537550690179,-0.035477862589709135,0.014490210501041833,-0.020371198001844077,-0.02123070190711271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8455353071301549
wt_pH8_1,-0.010578056759373082,0.0067039520438740285,0.007795569964826267,-0.011913889856786345,0.01174042489526429,0.001964991446533849,-0.0499647125231264,0.019213140870991123,-0.024474366655694725,-0.012451679859836789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8378107178569503
wt_pH8_2,-0.022390753667214484,0.009222657786651883,0.007321738958176551,-0.007623440952030133,0.013191654901425152,-0.0018300137101449868,-0.04508689434287828,0.021259860017073706,-0.017959916003898763,-0.018069519194541493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8442380625189879
