Experiments,pH<--AC_OD,pH<--BA_OD,pH<--BC_OD,pH<--BL_OD,pH<--BT_OD,pH<--BV_OD,pH<--CC_OD,pH<--DF_OD,pH<--wt_OD,pH<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
DF_pH7_0,0.06807941094202842,-0.10008887782935859,0.033580758363494397,0.022096309705596905,0.007662258672973383,0.04493955896438464,0.07791540450052077,-0.04121323112398387,0.008657460195700746,0.17916344405759282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,0.07327979269720936,-0.09430447467967222,0.03245872919731166,0.022487951623194894,-0.0005283185718176233,0.038323512747073955,0.08047062393115917,-0.04263297195991744,0.008751480776168729,0.1894203371659893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
DF_pH7_2,0.0700096315437037,-0.0969667732472653,0.03032238795543494,0.029858802730298572,0.0023870511863218515,0.04181470572786486,0.08399928164870846,-0.04518054490342088,0.0077507735740231344,0.1824100315335976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,0.0679846171888968,-0.08697384089150507,0.03118906628016544,0.03300231930840276,0.0005548871527223375,0.04123837998622787,0.07621651829017895,-0.05608026255408061,0.0010535027434968494,0.32249048225500665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,0.06972791762212696,-0.08815719960338392,0.024885676171144715,0.03153728856907589,0.0032011003241590973,0.042378269494713634,0.07304644044893593,-0.05260245560303978,0.005408499955969018,0.3446527040579722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,0.07095601670444011,-0.0949154734854465,0.0348059572433324,0.020124943380284577,-0.0006007648777702622,0.04393026829332761,0.07162575931895689,-0.05449538464293533,0.004443078365824798,0.36030991165615306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,0.07326538718831928,-0.09363692790998714,0.028834162603091927,0.03245906296307626,-0.0009517580829560811,0.04172074261566865,0.07345174994805585,-0.04764052960373786,0.0033264534442645054,0.4234477092333786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,0.07104555238767161,-0.08638225285417357,0.027065789806454087,0.03220884017403359,-0.003023292104025239,0.04052177587119133,0.06941658086912787,-0.048981370716963145,0.007951525446513426,0.4353611472856414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,0.07579587707781923,-0.10115567331566759,0.027630389212914143,0.033265390209043795,0.0006848097195767846,0.041036043534784204,0.0709953169297913,-0.043925475000363326,0.008020158485387976,0.43854985169742416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,-0.07050983128988227,0.1692583668839349,-0.014301039488257276,-0.06771351272807173,-0.017259390984216468,-0.03595658394467572,-0.10153069729957244,0.006059834113263558,0.0003687855107304835,-0.2218486688091703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,-0.0721242335770765,0.15156024885242397,-0.02093772015331879,-0.05981299584731459,-0.0028270582644187884,-0.023726224562396186,-0.0810315295268336,0.02497115591297978,-0.0006876409272460849,-0.26868548354862826,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,-0.062231395643042475,0.1543968049177657,-0.00895746242821864,-0.063654493075674,-0.0035785789974033815,-0.037325058651521165,-0.10770381337436645,0.03703320772589549,-0.0031467638893619867,-0.2580470108265138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,-0.07451859634207643,0.16699125394711029,-0.01390492004868777,-0.06008843683678171,-0.012436589376757975,-0.019739805168431733,-0.07942720041731777,-0.002360716807129594,0.0006832859519383156,-0.2581974334731374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,-0.09421900379835912,0.1688763995444321,-0.002792389858514069,-0.06683183248276298,0.010955742086567312,-0.020899038799107074,-0.12212676378209952,0.015202212628463035,-0.005368491128572956,-0.22992617527994771,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,-0.07359915429240335,0.13567411722291417,0.006870165025086505,-0.0667812182713786,0.005375730847210989,-0.0185145253509931,-0.12424510346725585,-0.010828733553543038,-0.0035409245858697767,-0.20152595358698266,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,-0.08569739868135558,0.15770784445025993,-0.006694156998849426,-0.07669821235958647,0.003915301307873882,-0.03029381384911098,-0.11737120665285901,0.015284755157063831,-0.003758066800301493,-0.20501115461649458,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,-0.06927241479492059,0.12461787736772192,0.019318698389536662,-0.06371634085055276,0.003393993568809136,-0.022611031989850424,-0.10739516531157753,0.000984735422484245,-0.006044047486198985,-0.22975394830674575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,-0.173074549616355,0.20487614165505635,0.02986142942276986,-0.029712604441396583,-0.01038050946982011,-0.020484092291444548,-0.11016560046407194,0.07040075609865395,0.00587448362180072,-0.045174319572422815,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,-0.13605324719506115,0.17013079811616438,0.03936172040179372,-0.018822771479254187,-0.012914896758840128,0.002314525543833555,-0.10551283461892084,0.07387126673255925,-0.007562405249184887,-0.035702278294155135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,-0.13693705142516152,0.15205390296309543,0.04895879992810281,-0.02873007544923735,0.0017430568146316937,-0.00856286091972953,-0.10372182252128485,0.06999393976091042,2.414544477409213e-06,-0.03578885403097323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,-0.16063870832243046,0.15905875069372685,0.0282733242918292,-0.025489791290753558,0.008546451833908971,-0.015420972449785995,-0.09312487076401062,0.08308361199886902,-0.0031705611741737146,-0.02259525980557437,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,-0.14369193609884895,0.2017333528269892,0.05646650549429267,-0.0586168652942971,0.015390712410697479,-0.015479199257071901,-0.13192269434990445,0.06147716264685858,-0.00373432161691396,0.09387814269279657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,-0.13216736880738447,0.19760977535387098,0.058110151720921634,-0.0632828451782141,0.011985862706990343,-0.02418553335835104,-0.1314737839292249,0.08842464497312902,-0.010867361231990485,0.08552017917775591,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,-0.13435483170916207,0.19044826806077492,0.047065309539599275,-0.05259805345502884,0.03090280404719321,-0.036210108622098745,-0.12011052053907646,0.07457486196380594,-0.011895606321809088,0.09110904401249212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,-0.11676846377875495,0.1800051821136604,0.047318206170330904,-0.06712246227766508,0.020894544830788737,-0.03070762436270067,-0.12219644727914232,0.08755391843454995,-0.009709977416078682,0.08966429054170201,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,-0.14537641772919377,0.22843710398625422,0.023874990718196275,-0.053318620171883845,0.021454043352733484,-0.057989917173981664,-0.12446526985048602,0.10433635024110907,-0.012271627458217353,0.18040412770179307,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,-0.12208847300109009,0.1940289904816967,0.03002309966913383,-0.057443536187967534,0.030260749853661516,-0.0346204902280284,-0.1235236423470728,0.06569891123425052,-0.01620852309319636,0.2152683690684321,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,-0.16006278443919578,0.21102518564333086,0.028970272241403236,-0.05535380083905616,0.0076032131262447535,-0.04641995504417495,-0.14515070711464986,0.14664016344058123,-0.00787002168433822,0.2034821909390714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,-0.14495310272211617,0.23786254574504237,0.023415048865844373,-0.054514493426389025,0.012672041572792378,-0.040873746710788944,-0.13691808627837376,0.08093494599685071,-0.011749474925353469,0.21412252529807713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,-0.1698225139081478,0.22135060497519118,0.03341977365314959,-0.06319661792691635,0.013393267970532186,-0.029173047877038314,-0.13656995897626747,0.0764375661532192,-0.004679589035070475,0.2960495213702646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,-0.1351127657682999,0.2586745578342158,0.007205477288883666,-0.05965895457517194,0.011238583291516361,-0.058174726660970795,-0.13452880465789988,0.06369368898155896,-0.00969565694827748,0.3012021281440621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,-0.14553780800217517,0.252161511109089,-0.0012159016177706117,-0.06914611426465539,0.019871935188446373,-0.050159681901821636,-0.11572578901182048,0.047958911059667216,-0.008135660329590667,0.319181318692863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,-0.13563565216796558,0.2394375657039168,0.017333303617880397,-0.0488735252464919,0.00031138106289765335,-0.030121334886745274,-0.13565167393373406,0.05770118934142852,-0.00922029753256103,0.2893361913509991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
