Experiments,DF_OD<--AC_OD,DF_OD<--BA_OD,DF_OD<--BC_OD,DF_OD<--BL_OD,DF_OD<--BT_OD,DF_OD<--BV_OD,DF_OD<--CC_OD,DF_OD<--DF_OD,DF_OD<--wt_OD,DF_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BC_pH5_2,-0.040158840485888976,0.012169010156522627,-0.0004372410800146001,-0.026017006431584774,0.018734744829328163,-0.01610859594591286,-0.008350375903689342,-0.06069789158909219,0.019954842912114183,-0.027545225238022594,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BC_pH6_0,-0.0509557182536177,0.019475915201980137,-0.0009070238471031179,-0.036162344369551416,0.018855511147690854,-0.01866104871682499,-0.014804522706114728,-0.08546566005634226,0.027304198913600138,0.012864112954424776,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BC_pH6_1,-0.05664176465052626,0.025803612797804507,-8.12208263770375e-05,-0.034289222890916064,0.017923538341470386,-0.014722638395817384,-0.007890084129960643,-0.10158168114721777,0.020165865499040352,0.022857017552723048,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BC_pH6_2,-0.06262032628545294,0.026208537441232933,0.00018441325944402963,-0.03942008377741212,0.025347771285020783,-0.02296182527166346,-0.0178263385431922,-0.09732695655816272,0.03218709167902885,0.027771140651210505,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BC_pH7_0,-0.07747788873703584,0.0371941932387974,-0.0008215635367061768,-0.036394290616330885,0.021515061430957005,-0.020595961783243265,-0.022708586417138573,-0.09019961838165055,0.030383216469832094,0.030648852487945036,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BC_pH7_1,-0.06320862502507542,0.026181078002504677,-0.0007345481670421081,-0.047605073584810566,0.025487296160148543,-0.01780376758588397,-0.013325251065518543,-0.10738217038952784,0.025505870791233107,0.04442860556037529,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BC_pH7_2,-0.07013936287035114,0.028186182149726412,-0.0008397756970447027,-0.03366584052534207,0.019557465920629707,-0.013061206852612287,-0.017075360287790716,-0.10374467663466931,0.026627362221479413,0.035698634386062626,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BC_pH8_0,-0.07592886932194233,0.04222608153586802,-8.731293937434275e-05,-0.04610090493508007,0.022442164906988967,-0.026852774066121684,-0.013761931997926344,-0.09493894964132622,0.029324848480198694,0.0352210702293593,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,-0.0749503109668908,0.03622411462275877,-0.000359538145687267,-0.042987217964685485,0.026583496707936992,-0.018494648829750392,-0.022699676454067234,-0.09612600579533885,0.026944766498130296,0.03740844239359318,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,-0.07006623433983844,0.03902358801144621,-0.0005136259224103847,-0.043116383086080144,0.02193658325659192,-0.0231116091945897,-0.013608256657810317,-0.08801547196734215,0.03165947923841684,0.017355352973808413,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,-0.06093520919589892,0.038512984912680535,-0.0004879446262898637,-0.04294645943071531,0.02290217850195325,-0.023484132085805354,-0.023695474746434582,-0.12138421619715903,0.03807888843119145,0.04498280513221803,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,-0.07168039881988712,0.04150215397548416,-0.0003852194418077874,-0.03285954140126705,0.023141681396442914,-0.022711905887269457,-0.02547438484819039,-0.08404788171467574,0.021139212607041654,0.02291970391636309,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,-0.07406407900802467,0.02814275876011538,-0.00043658203404882493,-0.026397180647953697,0.018219474299770336,-0.011720208253549493,-0.011019121481348643,-0.09290314248074658,0.018730041886801305,0.022991461760323982,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.025063616348349537,0.010818629384688713,0.0008913630635842032,0.013935608559328573,0.025232626842739785,-0.012548207430088,-0.005563147312597089,-0.10769391382518022,0.02004411078341629,-0.04851004076716693,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.03490150410358024,0.005772334269207455,-0.0004872365943763575,0.014559912357641303,0.02187204020178836,-0.02051556116536907,-0.003668154534762321,-0.09791711611754224,0.02914466641195442,-0.04231596702628811,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.04502467283898075,0.0032985886024392164,0.0034042187213249838,0.014713972010042356,0.0208427259536541,-0.00026820581892262257,-0.002379247666053149,-0.11553635227129512,0.024436198971841645,-0.03194381196537743,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.05148087768612997,0.00930333331875179,0.00012323336756747623,0.012077777359796604,0.023094577008615363,-0.015109870608734047,-0.0013640761375427251,-0.09075455949844229,0.02750918915090353,-0.04185531257611254,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,-0.027063202132349435,0.00740192389358645,0.0036050536337753998,0.013507371343996212,0.013457253989966014,-0.01800508868759093,-0.005052952743742778,-0.0933317452782522,0.029430568221470586,-0.05240576980878478,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,-0.05345505816781003,0.017452087395864978,-0.0038701830707166505,0.012667458679365072,0.025713057663777593,-0.0159303665128739,-0.008595912453273067,-0.09803381086691566,0.034745471027234326,-0.03914933148933493,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,-0.060839597978021784,0.019685791721162593,-0.0005760476446670039,0.011357377767562866,0.026192033792967372,-0.016158482004766873,-0.014006917752001599,-0.1273104117486788,0.02944597348246886,0.003753693592937098,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,-0.07584622900123182,0.016711203439728078,-0.0028605273689912714,0.010947716754415762,0.02488951399598432,-0.012726542215956293,-0.01924246809080891,-0.13208231884986163,0.028610144879506975,0.03314292138037474,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,-0.06935888234687888,0.02057143843692282,-0.0018137753771051118,0.010644148652968198,0.02493879271428222,-0.012509496780517309,-0.011841645336345486,-0.1358666203397772,0.021989880335395753,0.024789575365898403,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,-0.09927750988822916,0.04696951535408912,-0.012283557186955993,0.012662778866031893,0.0337444491652043,-0.020076135056822195,-0.021167257476759998,-0.15611990662696568,0.032422354451340174,0.05466868209774079,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,-0.0729455797066507,0.033476920456666004,-0.008004288223126665,0.012650475184554638,0.025188674437610994,-0.022794646787578646,-0.023811187983854964,-0.1517858721429239,0.037621479672582246,0.04194743879139423,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,-0.09345148337438053,0.0332032846659422,-0.010347762464181237,0.012647806192221845,0.035979998076091646,-0.02119176815385403,-0.016123906093771043,-0.15780333792061912,0.0376426400049873,0.050987941596819006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,-0.07961705176402693,0.03788096920789584,-0.00777069786482531,0.012623435291259187,0.03222690919819085,-0.019610499297471152,-0.023610344668445374,-0.14701067125991638,0.03444079777144868,0.03199056818919337,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,-0.09709676712427451,0.04192771354285272,-0.007118129702689858,0.012250772552645726,0.036368042339125405,-0.02118852135927781,-0.017798798409817008,-0.1424153221560561,0.038135655489952666,0.02847876950450565,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,-0.10545177254663858,0.05252899762081063,-0.008020644858479501,0.012144092703643052,0.02887933092596739,-0.02472310691747977,-0.03137871248566586,-0.15567592845986714,0.05139630051734655,0.051844858290708576,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,-0.06672193937327552,0.035808297823304705,-0.0025486250707636724,0.012050854861736298,0.02931447087746599,-0.018439057130852473,-0.019414813735562825,-0.15773341707723296,0.033028009446418816,0.026199640654351396,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,-0.09499118395149707,0.0570385055600301,-0.0072141907639477545,0.0108675017952919,0.0325821144927455,-0.027253790361725757,-0.02014716070955214,-0.13293894739092688,0.033411942270138995,0.020188621465602647,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,-0.07641299372457941,0.03905677597807801,-0.005227923283110493,0.010772006641263546,0.024631945816395072,-0.02524363478888636,-0.020816310888723183,-0.13894395533463227,0.030010697203485866,0.033716807174293886,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,-0.02618283452547115,0.014078244702971499,0.0007777080474340397,-0.01717017327475807,-0.00033385684956674833,-0.008571601850183113,-0.005613268894021925,-0.05249448417321495,0.010413681759458521,-0.04335999415944452,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,-0.0346736888360718,-0.0015414303638364962,0.0025769524924133106,-0.022525972309319867,-0.00030817555344623003,-0.004832606757788555,0.002597688355523607,-0.054593279811999074,0.018785095576034944,-0.033941160984661274,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,-0.03245087987702826,0.005797336762366088,-0.0016885393015716387,-0.01990537781106389,-0.0005136259224103836,-0.010193763451407784,-0.007336779460310935,-0.04919458441436292,0.020831820521017782,-0.03380218644990869,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,-0.03408576182373192,0.005032129318493866,-0.000785726642479067,-0.024220022738951703,-0.0008466572346894623,-0.012220482615673023,-0.004492519646883012,-0.05119038216121819,0.017518400316653047,-0.023165556062822754,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,-0.02839465806989566,0.006234175972640514,-0.004042320270901142,-0.01906106321708016,-0.00022874302190283003,-0.010925736174635265,-0.010129045727460283,-0.05269308629729179,0.012628260517249938,-0.021844362043168235,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,-0.04037102185189724,0.005693085226027863,0.0030103348843429404,-0.02606111593058576,-0.00039340429979821916,-0.0023959588615790647,-2.0982602044292596e-05,-0.053180222692696934,0.0231394216288691,-0.03787671402420687,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,-0.04530592311011709,0.015310274390098843,-0.00432763658301986,-0.026750517988010595,0.00021047010369922933,-0.01203249409146931,-0.010807136745880479,-0.08270528578401906,0.022034453085583185,0.0159172182092848,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,-0.0387750000036929,0.017261638215378575,-0.004697759679478149,-0.029294500729959948,0.0006577543460804482,-0.01646462286296098,-0.019226321014373195,-0.0922640777120124,0.025982033153590947,0.0283642688166836,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,-0.0394824574045513,0.018088508316356205,-0.004736502107394778,-0.0252350461434411,-0.0001279084060503081,-0.014425606636897379,-0.01166817592052014,-0.1005581743464522,0.026738545408715366,0.022950229882870037,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,-0.04765013098392799,0.021732534312683603,-0.007864179146354617,-0.022987814671967345,-0.0007927018209643976,-0.016789771482024506,-0.01449586916876876,-0.08958629654153534,0.015691708854359127,0.03428594378673513,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,-0.051909192936575935,0.022881422336010825,-0.006520208037741809,-0.03217230868890234,-0.0006865887149520536,-0.01737955532158199,-0.015485257542003757,-0.0755127671684908,0.01428127281691717,0.03404660445516525,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,-0.06193394629527694,0.03155616896955864,-0.006952522061765194,-0.03327803355358217,-0.0007899545197901515,-0.01210095467450826,-0.015245976686153717,-0.09412419946783264,0.02480874979949516,0.03960408957108207,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,-0.052773644195302664,0.02611557473145101,0.00018246798735597884,-0.035299900180619695,-2.4393330449642274e-05,-0.018135850551011773,-0.009292413394736208,-0.08660273980349302,0.02389990365375644,0.023474407359633753,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,-0.046742923316424295,0.03333339693429677,-0.0014927345773448118,-0.03736894227240396,-0.00043658203404882623,-0.02644921220029178,-0.01532268540042898,-0.08317256226163845,0.023806763910081075,0.025388894039003747,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,-0.046206203192148514,0.031365217806204514,-0.005311375513024956,-0.03379913854210272,-0.0004622633301693454,-0.02332898058807072,-0.017431817164887554,-0.09438566876818305,0.03197993238982948,0.02912370956138424,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,-0.05565388535675795,0.016214152304050714,-0.005737895528259484,-0.024871142825678642,-0.0003852194418077884,-0.010802458940964677,-0.013888362568357715,-0.0718453340135191,0.022148014238995054,0.016365545830972817,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,-0.05491779445953991,0.03816656412313813,-0.0030650393389489348,-0.03850677327941293,-0.00035953814568726825,-0.020457528957530207,-0.015876980846666777,-0.06740699492718863,0.02243959872456996,0.011527907411041469,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,-0.06141082299468311,0.03076342009655807,-0.0033430650619708986,-0.026065933273538296,-0.0003338568495667483,-0.013062311067529342,-0.012362383809750497,-0.07420952660234079,0.013650395193177721,0.017917497102981027,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,-0.040220575701931244,0.021060530656705732,0.0033857549403024747,-0.030087603291739592,0.012185691384517626,0.0009718670728413966,-0.010525530703041866,-0.06752405624350775,0.02021656123516352,-0.03791922684596932,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,-0.03610595318934192,0.009940040231398913,0.002462795337905054,-0.03230716876685619,0.015221418492172073,0.0007672634785589972,-0.009699064305295112,-0.07551224100524967,0.02618744206817254,-0.029411118480822316,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,-0.04311564659618812,0.007882800481241686,-0.0009874384267174678,-0.02387987735154836,0.01646810245578703,0.0007672634785589976,-0.0020794950134080383,-0.058870957736735764,0.016462928730508555,-0.041104266173813644,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,-0.045541522987186916,0.012323420195151931,-0.0017338989804620338,-0.023255534052200943,0.020510395240524542,0.0005758479950220708,-0.01004959166697834,-0.0769260684789523,0.025843977202539857,-0.030203610768784642,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,-0.03864288653368536,0.011459191771953004,-0.0013196538000003158,-0.022948699522277582,0.020301425450521965,0.0011032344530458053,-0.008153937676030659,-0.08489285864907763,0.01712494971959487,-0.0224873525292977,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,-0.04506957760485617,0.010491427656101145,-0.00365994939337606,-0.01987449975117393,0.0191402450317274,0.0007920740350433035,-0.006227261566597482,-0.06696279719471931,0.017292371466755867,-0.03437862039584181,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,-0.039741001488721894,0.01399541613200436,-0.006722659857376764,-0.0394682975469724,0.020736803120892985,-0.00012813753407934394,-0.007615922187333523,-0.10250220205472863,0.024569011965523597,0.008420401558927868,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,-0.05653940692543983,0.02946094754921354,-0.0032478790924600947,-0.04086181508782117,0.02208771208058233,0.0013575538021066958,-0.011192430792295413,-0.12205245752373466,0.0327203555761472,0.019810833299289576,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,-0.06016207014736922,0.024908710868786214,-0.0009313490419932049,-0.03739809406192406,0.023936321528061577,0.0011934986775336066,-0.011857159460044427,-0.1059241349897955,0.02545650030607762,0.012321188901753531,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,-0.08622740987526333,0.03836319402832054,-0.009970519228473956,-0.044532753106044695,0.023013262074926627,0.002187422559313154,-0.016174327676063,-0.11363131337191748,0.038387886444511625,0.04012797193682711,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,-0.07144632005497166,0.028725194824130634,-0.011449608995538693,-0.032942383733132616,0.02456515398362408,0.0020681361400562786,-0.01557220627108346,-0.12639128599477853,0.03202239917834168,0.04196433480343093,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,-0.08209139914616294,0.03727643013648365,-0.0033869032496991387,-0.04751127345406491,0.026121243931677026,0.0020667830822260484,-0.018305918875595798,-0.12577412391162437,0.0323283775118382,0.05082019614460676,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,-0.06281426218540771,0.03328318101556405,-0.0030075113961230172,-0.03346775534036368,0.01767203695748163,0.0019049564975759283,-0.01424012817118479,-0.11904445676375991,0.020064187286340674,0.031193164369982228,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,-0.06170697260486044,0.024766125419865486,-0.002709870947443922,-0.03432713782333809,0.02169132362889207,0.0012937117173619915,-0.016700630816428558,-0.11542415770823534,0.027443792321111837,0.027217229355288586,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,-0.07782839496174584,0.021688653891501222,-0.006373165557565899,-0.04192353604928307,0.02298622457229572,0.0014017602574566156,-0.01059412440204102,-0.10545066107874332,0.03332668287598568,0.03430997336364311,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,-0.09773418878083644,0.04801133873831966,-0.010449336208403109,-0.042580777184794784,0.022777332563115194,0.0005626598842765978,-0.022766383197968424,-0.10042337554628435,0.04149536752830381,0.03265078282874563,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,-0.07224862355900848,0.048159528002142904,-0.007866027099282847,-0.04516145159368929,0.027065020602034483,0.000818414377129596,-0.020014982119850488,-0.12158238316359726,0.03746551252901554,0.02490840455436188,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.0668868371002052,0.027146262234967692,-0.011107747308585955,-0.03872985499384611,0.015758060621826542,0.0007672634785589971,-0.014993772772343263,-0.09586934403232907,0.02989451981756998,0.025564862878426253,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.03700572067790706,0.0068524379833884855,0.00705403825349134,-0.019996935252262198,0.016885257745566574,-0.00931184711663619,0.002315268147250882,-0.07620948212950128,0.02482202554526536,-0.0438616287999827,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.022280237318381024,-0.0020160527235787845,0.001794168894057687,-0.0218706176041261,0.018496849870552185,-0.016729078315522363,0.002315268147250881,-0.056245634416523194,0.023786617925633552,-0.05570787076068962,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,-0.038493919498894524,0.011304667248674061,-0.0010116848965053982,-0.01550436353553896,0.014716137594178964,-0.01034110395480757,0.0027783217767010575,-0.06748363636434082,0.025673077466047328,-0.05009408213684092,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.03454526349092307,0.008888871651952682,-0.001596874708066817,-0.035219480022788054,0.01512149247462335,-0.015425911374066186,-0.004846386326395945,-0.06556178000958073,0.02300945009226384,-0.018280704588345856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.046782894309448174,0.013026495689283246,-0.003384875485106657,-0.033768663676860544,0.012242280525033887,-0.01074637075967115,-0.00023681468289831313,-0.06961750340040614,0.02398274198498415,-0.013170982186237105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.03623915058115254,0.006241343931659411,0.0007168866046096957,-0.0403053471672794,0.020149368630803143,-0.011027964803835617,-0.004106878213908359,-0.08181892594565517,0.025208020760961194,-0.007273939909494441,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.07255492451722208,0.03533439032733442,0.00019028467976528788,-0.05159139535997226,0.02981280466298694,-0.0202919856718053,0.005719656374143518,-0.1403695522297336,0.03854485630341198,0.0467492791297643,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.05884185979547708,0.020833133331135567,-0.004840714238260105,-0.03106638524843299,0.020999020137216738,-0.01083036149325578,0.004757354123436888,-0.13601612744771915,0.022307284765917323,0.04424206956411186,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,-0.06254553443711738,0.02310866829979679,-0.001709373719666316,-0.04227050672082799,0.028409693863080895,-0.02194057196378708,0.005574019188466278,-0.1434485377176948,0.03531781595686208,0.051047740949560765,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.058890843906480334,0.04680988352907741,-0.006193352098698202,-0.043225872856767274,0.025203197715075117,-0.01686225382530171,0.005291088741758596,-0.14714842808635337,0.027530432884459912,0.03902956065276395,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.07017554996778137,0.027814717402924665,-0.007918006599597311,-0.03881792289407357,0.023363016341691422,-0.017854443866273627,0.005557795886112298,-0.13283222719379095,0.03650986744657807,0.045896167142883595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.0903704760061658,0.059058975451018514,-0.007459413282897163,-0.044461872224574504,0.02753999633633572,-0.025632936390845667,0.005548151401074037,-0.12392903017609017,0.02979040773342485,0.04145961085739343,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.05217287941633359,0.029519563466310506,-0.002115768380463123,-0.03195769623245882,0.02624197200588558,-0.021149184590448504,0.00163914119095906,-0.09791415584800041,0.021008579410288643,-0.00155615790706614,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.08294267417943997,0.033696298809803044,-0.010296262978859572,-0.038693707381253654,0.030297264612239336,-0.01794194846697475,0.0021826134103795788,-0.09381619008015032,0.033314670719530266,0.015743348831715798,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.06356259782191205,0.030652257012932206,-0.005989686530893265,-0.04418299287071694,0.023061488606035706,-0.0134666238789973,0.0027121719653191794,-0.09056693155642437,0.026025806033740873,0.006860522739589213,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.06350859638951395,0.0363261952980057,-0.006603117070120312,-0.040076430467483784,0.02648502378684023,-0.022567934371207066,0.0023152681472508817,-0.08060881477497193,0.027532071778955666,-0.007750252886958741,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.049775633886456484,0.02577227378668993,-0.006407138358639636,-0.035681730686970385,0.02281260260745235,-0.014652147228303165,0.002932672986517782,-0.09958274879209374,0.025011270655238116,0.0011139919738406708,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
