Experiments,BT_OD<--AC_OD,BT_OD<--BA_OD,BT_OD<--BC_OD,BT_OD<--BL_OD,BT_OD<--BT_OD,BT_OD<--BV_OD,BT_OD<--CC_OD,BT_OD<--DF_OD,BT_OD<--wt_OD,BT_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BC_pH7_2,-0.03245297320227584,-0.02063297729392577,-0.010091571880342513,-0.029694737664869297,-0.13407013803275059,0.0008035548288456131,-0.0067589715609083995,0.049380525015294545,0.024618020615661925,0.04643598899002308,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BC_pH8_0,-0.04958172091303149,-0.020971205300125095,-0.006729032546281812,-0.035344312102128954,-0.12709386850707233,-0.004965946646204785,-0.0003691262249713362,0.05885866205086526,0.02682683993637077,0.04690643136875461,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,-0.06755142604567757,-0.016167392276996827,-0.0068568428391185795,-0.03940843043585672,-0.11336920653753309,-0.0006664993047066367,-0.0015425608720144482,0.051859674603759266,0.029185072707579196,0.05205433207867748,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,-0.0685878994376601,-0.015500409065583804,-0.007352811757313169,-0.0387387626911716,-0.11939517221089613,-0.009350065523151147,0.0030562489467632504,0.062294198317534265,0.025181159970917456,0.055930234501948166,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,-0.05276447714346906,-0.015432902580410567,-0.007324059318913066,-0.028122432848195666,-0.11576383882971565,-0.0011217821739695,-0.006555745615421431,0.05718844076598306,0.01963600890467996,0.037797508101464955,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,-0.054853439619562225,-0.01483090008386289,-0.00700045286556301,-0.03275072235290123,-0.10015520082179293,-0.0024495194508167713,-0.004676655472013289,0.03490811639850069,0.021848121739761993,0.047497372031211856,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,-0.062137481022990604,-0.01832700068677735,-0.007490556654317871,-0.040457496296452435,-0.13695187604095296,-0.0008414904663906165,-0.0036580523781721353,0.07691660169127357,0.019168551079119026,0.06131552161122471,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.028787669460086717,-0.0171784648578614,0.002371158317622282,0.009298325638570215,-0.0721804980636048,-0.0018410154239719976,-0.0020195530727505693,0.038876895990384665,0.02282060398963158,-0.06382306442474542,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.022733821748229476,-0.016784793379433127,0.008073141473628904,0.007735192925142858,-0.06094115626147908,0.0021610228873222407,0.005915457550436258,0.00620923064649105,0.008313744543525186,-0.050411299698905135,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.0383076121520413,-0.02395469610822265,0.004002248668314321,0.00883351998768099,-0.0692652584903914,-0.0015646768725760618,0.004425366580000389,0.02952762069767747,0.03185161095153055,-0.05801140432347262,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.025209371523283744,-0.02130595870113567,0.004729622961224421,0.011100766048564215,-0.0809457577380311,0.00024875486350577585,0.0017629902113390989,0.03223044797494683,0.01773942832430096,-0.05281420348293107,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,-0.02919333906236874,-0.02096985550941494,0.010098321503028272,0.011029310858120091,-0.07973865895714288,0.0016140765457859495,0.004941694291875413,0.04431148320881894,0.01883124298740016,-0.07338755729446267,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,-0.02784426743812535,-0.02475816295239265,0.004377824541019356,0.009726679021411617,-0.07455780276178343,0.0007400273264426241,0.0037830571522531288,0.03249410311853431,0.020982776849085224,-0.05740751639332461,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,-0.03450365255262864,-0.026819031355578612,-0.0008913919752787646,0.01647576498880011,-0.15889591468579098,0.006431191219624295,0.004208979274389213,0.052343420792249566,0.022587855786247092,0.006599497032635238,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,-0.036583655699277705,-0.021758914159651362,0.004681098243302629,0.015274584141924334,-0.16608633921036248,0.0027607299510956453,0.0012452644150218238,0.05056334311749948,0.021270883231950193,0.016169724544996152,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,-0.03369058326048696,-0.01938743677476178,0.009517746908873644,0.01493178572222267,-0.17377176564348784,0.0024934218744949803,0.007165548967035568,0.04315043067883539,0.023166886295556376,0.013960683860451633,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,-0.05640853005461395,-0.02344081658060135,0.0074366103991380175,0.016375338060619395,-0.20997493696196576,0.0033201739916820868,-0.003351031736592239,0.06007477595875768,0.03230582758824787,0.061199308273827906,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,-0.0666607642299293,-0.006331686431380068,0.0037900324692220796,0.01714905881241936,-0.2166758818693621,-0.0006330779721231586,-0.001187769523214388,0.06653242835208124,0.030838105770678297,0.06071627356010772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,-0.05122894350155864,-0.02289820461169534,0.001641784455910648,0.017142228612514295,-0.20964039982377514,-0.004147739035036904,-0.008037549866889804,0.07303490602249363,0.028121761235448982,0.06354887495303282,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,-0.053034753727362195,-0.018290759619811303,0.006160909497462535,0.0194561855883702,-0.20945653799334144,-0.00275713756194581,-0.0035919953793611247,0.052198982575462884,0.029065432648943814,0.06778639245170937,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,-0.03748132299267403,-0.02372395115621063,0.00045619114504560335,0.021356196542391962,-0.22853866064151657,0.0003983445380530905,-0.0012587336029695434,0.054484088396977465,0.029907159599597045,0.07193740646678791,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,-0.06910028090680259,-0.022479853642213606,0.005295431842298608,0.019168509666038603,-0.21690812404631926,0.00028602463598160485,-0.0014868309705153757,0.06292869818457605,0.03453453597329233,0.07529860781181764,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,-0.07910903725935065,-0.013780789055618579,0.005916833221385985,0.020639336662690924,-0.1892239227959805,-0.0009547972286363016,-0.005471652440686266,0.06005870538217056,0.028277878710676146,0.061184164302666544,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,-0.04768310226358312,-0.015604610872130999,-0.005431053065694865,0.018646842040445498,-0.24084728413544929,-0.008079193561418872,0.002002845730470575,0.07819864627986173,0.03910983891590782,0.06722378944411225,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,-0.07392406738322711,-0.023733266943903725,0.006011196628779819,0.01862177815774213,-0.21047725827716618,-0.00023913674704406564,-0.003409787882119414,0.06531785710836234,0.03322804719452625,0.07614135669220401,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,-0.04362285364479961,-0.023065841592564848,0.011571077400737482,-0.034827905014440746,0.0972444107156733,0.0021096873994025838,-0.0010937103598743065,0.049148084681845554,0.02529983832440136,-0.19522606861433414,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,-0.05512617572190482,-0.01605549777513775,0.005569416691508631,-0.03197757118503037,0.09777341747089573,-0.002057257560689166,-0.0034290136022331282,0.05213330026088364,0.027255842852122757,-0.18654974090947735,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,-0.04067161420076761,-0.018005673102224645,0.006181533453864573,-0.03120091320825336,0.09636158006873143,0.0022211662722427562,-0.00018232027595134058,0.04166492205518095,0.02145598890421831,-0.19028794958337175,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,-0.05654148049551345,-0.01935107726097593,0.01229528566478225,-0.042885924459070635,0.10055913127918281,0.009623688647483029,-0.0021309927725435595,0.05511840567417929,0.025822083487823274,-0.1902441463724751,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,-0.034894042717616855,-0.020829472837605223,0.00655224977526814,-0.04092352383162664,0.09482733247599201,0.0017821879170673044,-0.00312229478225598,0.04467268733226734,0.034114763395982274,-0.21032909867110777,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,-0.05361106294531212,-0.018734241192148105,0.006038751857071787,-0.03328032719457279,0.09164550265783204,-0.00483832694509107,0.000798440462828653,0.053229464839172104,0.03033353428437335,-0.18999234021378109,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,-0.05747887052899308,-0.032910851995744124,0.026857067155044358,-0.05658585150786875,0.2239731461117449,0.03136571601458378,0.027370066918513687,0.08005243341155029,0.03838471421324042,0.043565422451811976,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,-0.08036552761964823,-0.030784860676680906,0.03468918475869071,-0.06351278259378412,0.2673170168880049,0.019388193209331658,0.004988360839855416,0.09822567352579661,0.05335439252849346,0.11990037451943626,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,-0.07490819035583864,-0.021509728047834797,0.026148711878239462,-0.06758259386026665,0.26317141697377616,0.028910466519022432,0.024680395746482137,0.10049897358833772,0.0407240187652085,0.10560028781547494,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,-0.12990850844157292,0.011572813875568305,0.030379721909842415,-0.09428800092949328,0.29223141831548316,0.010265454833152828,-0.009164667174058127,0.12045862927870907,0.07031640397789686,0.20536458846647299,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,-0.13478790751941827,0.029246310937906736,0.03685823684072365,-0.09641314258920429,0.28505731341591023,0.01968794048176674,-0.013961951690118594,0.1062297441156419,0.08118887445929905,0.19300383507071625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,-0.13855546729922621,0.02914329497993965,0.03019207839712339,-0.09333094620975949,0.28715373307992903,0.029289754038150217,-0.014963895595308549,0.11281623955937504,0.0678023861342555,0.19679149309557897,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,-0.16374442532921774,0.007736944820853358,0.027345978269636955,-0.10021993168852412,0.24557629457958363,0.0053027883817887145,-0.024428668141203085,0.12037973138139296,0.06902372367842044,0.14257349323785015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,-0.15956094088053088,0.02194601662598713,0.008240744713693864,-0.10510779839859384,0.2368687313017638,0.0040053930923180745,-0.024462531451135864,0.10789693325312566,0.0706705757813609,0.1426286289897626,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,-0.165615863908973,0.014099607193518592,0.018469973578846655,-0.10601731544522487,0.235904277741666,0.00518727848407529,-0.01989642339090452,0.11578762191489501,0.06128756190447701,0.1418436310841176,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,-0.1934950940161133,0.01820165627555031,0.01158714851607447,-0.10659876572474349,0.22049939636262533,0.003352851495956598,-0.02839704177463832,0.12011528897868554,0.05907339358945254,0.11554790087590891,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,-0.18112906925623182,0.015640708763030885,0.021587913115103937,-0.10011530779707041,0.20838955251904934,0.0001836761451609775,-0.02906222192732536,0.11359360229061999,0.05568180699913721,0.10334347014112966,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,-0.1880018146319882,0.013465246529439867,0.01870458315673244,-0.10748416362775728,0.21317529076791325,0.0021151030122342953,-0.029732099380141697,0.10779187360150817,0.06316464027835299,0.1087507421713647,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,-0.023100150669520002,-0.007368514668196441,0.004499552163457417,-0.023539383551308322,-0.06341633570825925,-0.0029117374761920916,0.00048116129013183275,0.036932399873216844,0.021230405942010488,-0.05527067868889351,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,-0.02872363303221114,-0.014584273773286008,0.006944971666873798,-0.018204646289105654,-0.04982505318870688,-0.00291173747619209,0.000903068227167039,0.04795198009754329,0.014423970669184043,-0.0684379282121992,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,-0.026564401091359876,-0.018900767700017796,0.0027449077926576144,-0.018578304169982997,-0.05640358246356735,-0.003951643726019108,0.0018537379315365934,0.03882448059628191,0.0199004737753421,-0.051388182112461205,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,-0.024159132252325834,-0.019935721890676928,-0.0005514722021863501,-0.01970436626640351,-0.0639681434801415,-0.003992758951676281,-0.0016248290586973674,0.0449510556090947,0.028526229087627784,-0.052004141656115006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,-0.01387408558157799,-0.017405097667208835,0.004217318057528008,-0.016438012943886544,-0.0688733349562339,-0.001152352246901264,-0.002034556971579467,0.03593222700889505,0.014605108506410667,-0.04744049481075743,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,-0.026272988413339075,-0.02261695990946306,0.0032234394281049784,-0.019450247628087905,-0.07302038630065709,-0.0030162869972865216,0.004308905137257407,0.04582774062721949,0.025032512211119354,-0.046479009533220005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,-0.03563433750208629,-0.021733466295282475,-0.0008516635000705708,-0.01652930500998121,-0.09435136061505937,-0.008232480336142626,-0.0003450624488861019,0.05457954568504963,0.011299286461232795,-0.0006644377104290153,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,-0.029277390951452698,-0.0206945946118187,0.005835967380148561,-0.026212650337054035,-0.11188078174266314,-0.007851242273641023,0.0006064150324496226,0.04423716160529496,0.02252685150091091,0.010246982277249517,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,-0.033386302620132015,-0.03033628288615981,0.011352319113262324,-0.023916781764558474,-0.10279160091511744,-0.009515436763024849,0.0035966356515722427,0.052483532835688934,0.01632833890535909,0.003722296042529788,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,-0.0344656746941821,-0.024098810374777284,0.0033963690605014556,-0.032348958399227794,-0.15013035015911674,-0.008043395662680272,-0.008309587741513616,0.05913991187031016,0.03070922583867998,0.05168798896281615,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,-0.05826794518279316,-0.014869767276408234,0.006773195558268092,-0.03372850953054655,-0.12309796141237832,-0.007638251088235693,-0.0071064696122851686,0.064446789322259,0.015834131760765677,0.04519150618990155,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,-0.04217902962806756,-0.02335844331785389,0.007699271115757848,-0.02719612302015657,-0.143206684878501,-0.008045835332621052,0.0026752442066841162,0.048479375541615084,0.025741367798460563,0.04692757602801303,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,-0.050772960687096684,-0.016549056677714634,0.0005847648205235589,-0.030429580722247135,-0.17892951385442007,-0.004838756460129567,-0.005235826747249003,0.07872787323476667,0.03827544565676995,0.05670432969846802,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,-0.0476064256147441,-0.018800389492560344,-0.0028195214275594624,-0.03257850727957229,-0.1361392969127907,-0.004743377753411945,-0.008775941482947571,0.06594508527170705,0.020841508462782137,0.052213584059727904,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,-0.059904680120272814,-0.008798220188599886,0.0015788812125506605,-0.029240816681159906,-0.12395533064582746,-0.004766882729271184,-0.005302668425214032,0.06065750521567205,0.021629188108946314,0.035639742523553265,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,-0.03998375944104855,-0.006382121187027381,0.0008973251181938079,-0.03892153420303341,-0.12025817236903573,-0.005175447548618136,-0.006708955923297807,0.05115095480426175,0.01662212902599055,0.03629630140798247,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,-0.066891055819376,-0.02219439838688983,0.005176065656882914,-0.033854362115911814,-0.10396028512481437,-0.005449746030018381,-0.007208434621722478,0.06137465983993656,0.015891779979043036,0.044652495138023204,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.07386614842137891,-0.019971222368109488,0.004660738410590136,-0.026083369027499276,-0.1305718939099461,-0.00549077879394526,-0.0031136745819821936,0.06318286909701547,0.020457152375627462,0.05833304526122367,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.023282632926155043,-0.015597387898875324,0.002546754242123469,-0.01761003763941319,-0.06825814734395268,-0.003366216872008924,0.0010716706251158662,0.043691861780522305,0.016061724546648885,-0.04772086957550568,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.023657320873487903,-0.014182657479187072,0.003685128564096016,-0.01715869289883615,-0.05148510868539628,-0.0005934136630157426,0.0011541068270478556,0.028957085218280554,0.0073023634456583966,-0.04648477151665999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,-0.026784478010123847,-0.00938578184572575,0.0013595804547810045,-0.018929748306374835,-0.056503174021516146,-0.007098897291428369,0.0016487240386397937,0.04298932053796623,0.021357975594456423,-0.06111680221217481,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.02708513887801572,-0.021793187745725327,0.0018016943485354593,-0.013273291605646194,-0.05203624336453884,-0.0022429201581879795,0.0005849921104052798,0.03572231252718231,0.013613853912557596,-0.0477553522080669,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.02988246025355613,-0.03108512438388299,0.0028512007654037173,-0.022415814968230936,-0.06535621650597973,-0.006497104736449927,-0.0007843041266112226,0.04779915302789405,0.02262174184596085,-0.029714351726048024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.019525852114488575,-0.028694028225524925,0.005328192999586463,-0.013687811259828186,-0.053990993226432915,-0.0020552025194806246,-0.0009640768073175273,0.025891543311350376,0.008765120009446275,-0.033530173684753806,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.043099021445757335,-0.02280081384693799,0.00649869564637218,-0.024746047803200787,-0.1467814733596195,-0.0029799847987116036,0.004298598714091855,0.071764279680691,0.012910364088804827,0.032472122062767006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.029959826391473737,-0.04250850852943309,0.006678800813894231,-0.02828232598450521,-0.16117295358046563,0.0031351253714250486,0.003614520864642183,0.06760518815145708,0.026208908158637904,0.042217790064320956,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,-0.029804585525037154,-0.04729501664759996,0.008229919422174924,-0.01624395623418462,-0.15034147094206315,-0.0008608520239510635,0.003672320266132769,0.07255990019554029,0.020093092289550796,0.02752736813793687,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.03405233616292801,-0.013665355077094357,0.005267344861817747,-0.03735965275894042,-0.17088858158044196,-0.0018671227428738199,0.003949345836172934,0.055960418362089474,0.021492396723883953,0.05870026097470975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.04448391881406955,-0.02481556279382304,0.005460383389954982,-0.02458976548043607,-0.1678687712388194,0.0031220616497423326,0.0034476392659480173,0.0630484428232455,0.020023236466247745,0.0541929736705092,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.0372497205901891,-0.01748587243157722,0.0048637476940031924,-0.0311763890893401,-0.15586100796095867,-0.005899388835886896,0.003587536033971801,0.052560729997273056,0.02673707285450528,0.04746001126669834,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.07874427201833738,-0.02576240306315215,0.008625049849000315,-0.02970775845055671,-0.1301914920475658,-0.004957341787445806,0.004073763503085658,0.050062745310285164,0.029131286689282762,0.06500714095390361,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.055821161460657805,-0.006862862744044675,0.007231772013777946,-0.031923073207473625,-0.1432300412770279,-0.00946957481134197,0.006815098988135222,0.053594519112907024,0.022960079763813514,0.044241962212178375,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.059329573208385174,-0.01718455707451896,0.00357633332580166,-0.034363451430412084,-0.14612900168209783,-0.0022150786516621055,0.005709572978641676,0.06060542829739658,0.023983495322501526,0.05288355106123438,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.05883797127874972,-0.0024512546436618226,0.0045889081998282824,-0.0406531256125511,-0.16531291493619585,-0.0008232376185934186,0.005374964073543315,0.07275962803472318,0.03602003297910256,0.03687168930859669,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.06187392161794656,0.008050936739284387,0.00688190742780495,-0.03825906213899346,-0.1405149161503853,0.001372609990648925,0.007146403602445904,0.04882616203075842,0.02776325988036621,0.02814333877364255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.053813121660572026,-0.01756370029331225,-0.0013499002608106181,-0.03690429857122185,-0.15181964719931235,-0.00939167179025548,0.006550806406480464,0.07286496606938864,0.039493957421054014,0.039469328817061104,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.02354289178898477,-0.012885817712901726,0.00607515189331025,-0.01896933204696879,-0.035220756113286254,0.004150032364236919,0.0019858412750308274,-0.006956455734274959,0.013104296898388346,-0.040203350235748544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.01846858191567109,-0.01392008314496311,0.0070651425676339355,-0.016271497947771267,-0.042455399747452015,0.0024021993439806537,0.005801254367536824,-0.0057970464452291315,0.008455128693224295,-0.03927439500658734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.017409240083526012,-0.015043434899948213,0.0048243183237702955,-0.01757069524863492,-0.04157419566753442,0.0033071737240433024,0.0031955102679279176,-0.005797046445229132,0.014417576306782988,-0.040813245429940845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.018411301929584668,-0.01902816111829294,0.007150333998319895,-0.015642628811461768,-0.050217987169795066,0.0026817435216482557,0.005539630087011534,-0.007007849798740256,0.014752713711932305,-0.03227977294758286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,-0.021012047987593263,-0.01687456303883506,0.006694199535185874,-0.023685628059522613,-0.04543346969856193,0.00224900030530989,-0.00014530864281013018,-0.006785956485925809,0.01159217069492392,-0.01906167712487766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
