Experiments,BV_OD<--AC_OD,BV_OD<--BA_OD,BV_OD<--BC_OD,BV_OD<--BL_OD,BV_OD<--BT_OD,BV_OD<--BV_OD,BV_OD<--CC_OD,BV_OD<--DF_OD,BV_OD<--wt_OD,BV_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BC_pH8_0,-0.017644814581245834,-0.009931848487695271,-3.8694980675759775e-05,-0.004977129655282784,0.0008990758127006501,-0.07738472317142979,-0.009268150907819685,0.04595713154574775,0.004843939017180515,0.02053837462409359,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,-0.022871520509943365,0.0008250837445097123,-5.8834130025428175e-05,-0.009481110163437933,-0.008415736279895772,-0.06292585024043267,-0.0035727872201444023,0.041751181492986886,-0.001025199403824366,0.0187679319354989,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,-0.0227742343849462,-0.0033583777891876892,0.0007298423609007961,-0.007607418930805898,-0.0012227176190556385,-0.06807953887902524,0.0008885288825663529,0.03487985509123815,0.004543295056032745,0.014993925492643665,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,-0.014171848468806432,-0.0009773091826102002,0.0038090933405834694,-0.011411195988159465,0.0019806937666852825,-0.08248046029399596,-0.0042096624928324115,0.04110272644452102,0.010889657644716942,0.008461463123802904,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,-0.019699415633373935,-0.00032562956740350734,0.0028028404534510927,-0.00955994624401564,0.0006339732294335321,-0.072128274988626,0.0008254390027697963,0.04342444240358538,0.004081935033850047,0.0029377953088639886,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,-0.009141456143444648,-0.00728347157816524,-0.0005864506603583049,-0.009593999315782085,0.0014455968874466166,-0.05399793695739429,-0.002641270814625466,0.0381507361056688,0.004376096094998975,-0.00773468435418023,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.00978284090109493,-0.008218311454250435,-0.004761694453494704,0.009679376416556213,-0.0005673963975404264,-0.038524920088441474,9.123669491837885e-05,0.026269149819955873,0.004990824031765047,-0.02618226553475403,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.0064020665941517,-0.011937585873124391,-0.007139071547628744,0.007306614804850971,-0.0006660048534040863,-0.03096915739628932,0.00044370055725069144,0.021830471041004943,0.0016639726260757966,-0.02113771404787574,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.01605412078515181,-0.0040009667783084775,-0.004506198588920676,0.011475506905952225,0.0003085391543319695,-0.030240306379678453,0.002279533339947786,0.028007322925183434,0.0015236117605767823,-0.03579976283722435,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.0038906765113706186,-0.014967610188962322,-0.005246493880758466,0.009091678663440371,-0.0023524596396347743,-0.031899737206328174,0.0013669477524640766,0.022997067879237557,0.00031020297101982253,-0.02241576112239905,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,-0.009368240450427907,-0.005851290037491075,-0.007591070618035029,0.009755980884251387,-0.0013173453649505968,-0.034935598235941764,0.0032981672512529337,0.022202653790945586,0.00601229180784329,-0.02921239094565744,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,-0.013817988884554286,-0.013346174581826704,-0.004445937974378466,0.006398199866323365,-0.0009911478128608148,-0.025124568686132186,0.0028531337521322388,0.022264211350727984,0.0018251481834475113,-0.022621716982077645,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,-0.01040872713955848,-0.009281670956912897,-0.006553986879956464,0.012743219785068345,-0.002126987701605843,-0.0722381990293608,0.0016764755117828435,0.030083753837110556,0.0027121722892574644,0.006387108689902918,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,-0.0023633224124331846,-0.014334841594504922,-0.002449298655897702,0.012583488870574078,0.0025921731982785075,-0.1017187898059416,0.0037165859216095297,0.03242927601317996,0.0034011036133312664,0.01913678379526929,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,-0.004606457566032592,-0.008948394966757168,-0.0022980736663727004,0.011327888371179935,0.0020015895500293244,-0.1021858366445193,-3.389534621459033e-05,0.028653016918865237,0.003559241367342033,0.02552408083848169,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,-0.006043946360966757,-0.02249073477340457,-0.008130656775168103,0.0150799502497134,0.0021861811435740946,-0.11864173324049813,0.006174673268409524,0.048309815103876524,0.007625088183128313,0.028924521918044142,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,-0.008204102152148668,-0.002807435462575244,-0.008357613408006727,0.014383767499871875,0.0038877487259552533,-0.12369066908915081,0.0027686497605527234,0.04002263049595057,0.004874806030369972,0.03011537631588948,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,-0.0036135782758988737,-0.018387294031436675,-0.013062012929712307,0.014914244541331476,0.0017277696086903623,-0.10783920772677366,-0.00048503539443987793,0.051115571204167994,0.0038491775071167436,0.024773523572265452,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,-0.008219139598229014,-0.008039967835192445,-0.011125793853045803,0.016078296984019486,0.00717584370918896,-0.10514192331946735,-0.006832259412976386,0.040177756408634385,0.0076733781875151655,0.021246967579076147,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,-0.0031096158739503323,-0.014098256417833589,-0.0018446922192916918,0.01597810924215161,0.0005370491303746474,-0.11249360681794911,-3.235896968323165e-05,0.03864758853861332,0.009668831980746724,0.019740110343808067,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,-0.015798875579367516,0.0034699785998900962,-0.008049293489438359,0.016023659215349217,0.0012744224921840694,-0.10645061346742768,0.004180019636152555,0.03693215411237401,0.0032181515257157715,0.018193555807330362,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,-0.01831442990684477,-0.0018670911119198013,-0.013149831987026591,0.02044430849344834,0.003495743686495268,-0.09004409348936349,-0.0021945110659884375,0.03976316790906308,0.007055762253863658,0.007804134139062268,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,-0.012105906619892817,0.007041392363000498,-0.010948015674948693,0.018480529859662056,0.00462030329660553,-0.1213572768834622,-0.00712299825805847,0.0432738019220288,0.007782819288094406,0.02332850897016571,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,-0.021683490431624593,-0.0011538663146126523,-0.009035703280495237,0.02027148171611454,0.005284039579007937,-0.1001440063270781,-0.000959942668433422,0.05803813956313481,0.005479068058421431,-0.0031025609736452285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,-0.019722001920251746,-0.0038598725924511327,-0.007737939397440009,-0.005600488559221443,-0.00835949041597221,-0.015386183551796105,-0.00023960079795316518,0.03165922702087656,0.006451533694306146,-0.024212025767597168,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,-0.009561642738383102,-0.008669749989133814,-0.006283292864125384,-0.003229254940524697,-0.004917347256256186,-0.021759791494266167,-0.0011309917854226148,0.024838180045961677,0.002376158448017161,-0.0186691083236719,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,-0.005311198979616166,-0.008859390826166972,-0.003587427322307358,-0.004693646216765046,-0.0068842862157718,-0.026260450394702678,-0.001046610412835751,0.0237198066237666,0.005025906793206282,-0.019109543943372758,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,-0.007111190832422479,-0.009058247137733774,-0.007985228973076394,-0.0035672577227587286,-0.00608440290974534,-0.027824386621460962,0.0008857167309716991,0.028459229283439712,0.004865812183074328,-0.01958688502118963,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,-0.003765097790721642,-0.009042434726396334,-0.009398051630300672,-0.004177025731491005,-0.007867755682572074,-0.017677394022517227,0.0002516631763833371,0.020730057018606557,0.004484278311871964,-0.020545080977127598,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,-0.011995970887212973,-0.00742661694874582,-0.007320211937489068,-0.004771870851881155,-0.006884286241686861,-0.016649842155368435,0.0012387794458671756,0.02161716036761746,-0.00026636624384833446,-0.014547616601516697,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,-0.011956011006689589,-0.01166122554315497,-0.009187389834702986,-0.004748854443997791,-0.014579847872905106,-0.03129463326651603,-0.0015757929898150582,0.03285453238726958,0.0014260297851717988,0.0037163503391101286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,-0.02188965115696192,-0.0027244874907900456,-0.0052865002818567606,-0.0070370257275340995,-0.017041485578469608,-0.04916063583415486,-0.0015718679081486618,0.03266491624405202,0.003950612525982055,0.021089283522906833,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,-0.011216482267836515,-0.018634318080933198,-0.008606974972492975,-0.007087796863127986,-0.019093428516517515,-0.04289150878949009,0.00033197812817018933,0.033547339594882465,0.005328220122129373,0.021316129921368606,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,-0.012603635306915509,-0.007518461523982494,-0.007152614288194023,-0.006400139317240403,-0.015547109469771385,-0.05032365551825775,-0.004513431915041546,0.03655088010082102,0.0028862743553422065,0.017615051988674246,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,-0.021340880361588106,-0.0001957071147373188,-0.005649585386576212,-0.005319546766417182,-0.015472914903708123,-0.05750939176539364,0.00020982392537205108,0.03176898660057265,0.002964831884221537,0.023537542987209944,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,-0.01585196633701739,-0.0116379273298156,-0.009689494266336703,-0.0014524034424887398,-0.015487055924275647,-0.048026599736438816,-0.005895828088016614,0.042826668124888896,0.0018826207360657654,0.016325143781571613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,-0.020926454502522295,-0.0025286064835508214,-0.007827483243308961,-0.005300997162804654,-0.014905063347971956,-0.04148735650045715,0.0025325857406563084,0.027664446165866177,0.0033406197656269954,0.012431467760394771,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,-0.021745783820667348,-0.00868846224742415,-0.005896748711719461,-0.004663026156713781,-0.013425370091977324,-0.02953732029656353,-0.006909806414952745,0.02806011850297774,0.0014386830883829482,0.014360874515512717,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,-0.015212648842159823,-0.009917642419914836,-0.009634955665096642,-0.0054306467820930725,-0.013070656725245974,-0.04669249582752262,-0.0033935486079882025,0.03407843387888177,0.006895248921102157,0.015372070423934767,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,-0.018453840726743578,-0.006602907042504978,-0.011978612286646081,-0.010211343762424328,-0.007376021001002061,-0.03039447592530885,-0.0045915802311071235,0.03771319068401404,0.005418213658115786,-0.0005294646496844035,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,-0.010507283228166077,-0.0038334528364888988,-0.008227489250509635,-0.013158965194597843,-0.00885122507162716,-0.0349083655335657,-0.008807820300774082,0.03325027271254879,0.005729210682861182,0.0023082764211880135,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,-0.018013017908062635,-0.006088300642314487,-0.006931200872134904,-0.005504322157686819,-0.006884286267601925,-0.03514072383227555,-0.00017972312240011038,0.029365420817276052,0.0021662950750602323,0.00020301714094112699,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,-0.01695675409115527,-0.00519995731463575,-0.009030009166580505,-0.007128599535714346,0.0054606450966599865,0.06956925524601147,0.0016264041341112346,0.03196726505766097,0.00787892888624059,-0.12519401990687068,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,-0.018683151414455933,-0.007791894238604151,-0.011025773318403442,-0.007767733140322179,0.007277699151967204,0.07105363330115443,-0.008449078607980321,0.04019578935780926,0.00352704989561892,-0.11534338242556574,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,-0.015473367058388565,-0.002060172606219094,-0.009638829741060086,-0.008106754623232005,0.010431843830029602,0.06592193945958887,-0.006045646704125989,0.027770083155483013,0.007815891843613074,-0.11762182887785295,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,-0.030405753231202454,-0.009295185092310221,-0.005232918849417372,-0.008854408290885064,-0.0024230132304617897,0.05688923390784664,-0.003369125749348945,0.029683601364047955,0.011920960857735382,-0.11998933895207618,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,-0.01800432249276049,-0.004541274058511075,-0.0026683843797882614,-0.011327942990819396,0.0019048183508541291,0.06787669217133002,0.0009344632443769465,0.030506811434322073,0.007966787239698611,-0.11965449030085909,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,-0.012103950798552001,-0.015587949434943177,-0.00474900115767251,-0.008356872454852515,0.006780221666938264,0.06397803049858497,-0.001088351774150909,0.0434747588245765,0.010326501460260023,-0.12968022822361927,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,-0.011615095263266047,0.008340626766540765,0.013602248198636197,-0.007854498375571622,0.03399326202439388,0.18040949256078373,0.015501150051334307,0.06812092482395794,0.03222748411697862,0.04936628856169789,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,-0.018923367591493816,0.02959676855102022,0.007783635060667343,-0.010500146272673228,0.03243781619988706,0.22602640396267504,0.0018116640194278696,0.08738206296754274,0.034924829686870405,0.13749615750680474,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,-0.0012827901924838887,0.025473271883700202,0.003565794620865387,-0.011092633867190905,0.04173891400776641,0.2200012848777292,-0.00042652531790181905,0.0721137605826168,0.036308486475001865,0.14764625695149372,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,-0.05723814767238723,0.024951024715100297,-0.011577049326354073,-0.023682398384274998,0.03765846687348802,0.20802563212447517,-0.029505911018375467,0.09952766051353966,0.030055100369955536,0.133987775392142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,-0.05936778415946048,0.030532389248964276,-0.020145989923090062,-0.028275874358723335,0.04296636486365258,0.20902312150022587,-0.04010141200203773,0.09811626916083141,0.036437543260500485,0.13827731776456145,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,-0.05370993482232418,0.03410966103248623,-0.011741768307578948,-0.028905748803694942,0.029764405253505256,0.20995443040869483,-0.03622380783133533,0.09581903069523044,0.03210908678643729,0.13719004789367317,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,-0.08826795385624076,0.03040930216484096,-0.004459848796503376,-0.03358303919758485,0.02513115938024029,0.18343476640870382,-0.03635685556770667,0.08810379481631456,0.03205519017925406,0.0981523340213639,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,-0.11185339308222353,0.02435235336139474,-0.011097249189067794,-0.025963527482893795,0.036082857539067446,0.17547933477543934,-0.04088318156564365,0.09427578013997687,0.029521081231777446,0.08742465147222189,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,-0.10308359284034889,0.021118514338589234,-0.013184742891108209,-0.028451634500499652,0.03193674742730091,0.18372160726672285,-0.030773930869915558,0.08829182445031147,0.029793526400690502,0.07461601791498451,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,-0.12099899729025428,0.011597593299558628,-0.014096147298164994,-0.04398320439069168,0.018814702174302356,0.10444939148045422,-0.04268502628147277,0.07247216791845856,0.015911954668067073,-0.04848927524284986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,-0.10826376023459368,0.008257597376106549,-0.027219707567811658,-0.06457232995566142,0.01388403966617973,0.10863882821782127,-0.030793135232373103,0.0677771498667805,0.021290292355191445,-0.03600581582676133,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.12049966733760971,0.013268100516870619,-0.014945619498055588,-0.055359621679653276,0.011706856209582285,0.09446530637979182,-0.04541733476333319,0.0758743680861738,0.021230585389244164,-0.027329814145746437,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.0051072752111307965,-0.011374741294623713,-0.004544396677823818,-0.003265425047796705,0.0011414216657209663,-0.025537388205285307,0.007413005699282107,0.017187031048309542,0.001005450636553375,-0.023924523896497227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.0063415884801551045,-0.010895025242605933,-0.00917144757250081,0.0005420543739329218,0.001260360866461111,-0.023794550786766667,0.008030756174222282,0.026774498982678932,-0.00016653488673593723,-0.03324536471182237,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,-0.009057801172704152,-0.005341294301754754,-0.005300866348021056,0.0007422558679852796,-0.00027514302171766726,-0.0366078570149029,0.00988400759904281,0.027251463178950167,-0.000825592450311651,-0.02747601361985764,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.011551301966866722,-0.012175617128529628,-0.007136113813308917,-0.0012846311930890964,-0.0012770313996335728,-0.0294484173765649,0.009650481926358267,0.035264033055256896,0.00228109840951536,-0.03132934179642925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.007238208235079502,-0.011056228762735489,-0.005345522208220284,-0.0044424425448169515,0.00020738440039365214,-0.036281086868080105,0.011165626557624856,0.022652475577171722,0.003606038446254703,-0.02027487764580418,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.007398855674040058,-0.01232050604308429,-0.003377179194889639,-0.001951378412220789,-0.0003065990195002247,-0.028401714105806917,0.010572628945760104,0.01909335751167458,0.003918857685411754,-0.02683545368278156,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.00435653635300696,-0.018555174618554503,-0.007020684140126989,-0.0011792346247998266,-0.0030457286002195396,-0.08261164282691544,0.011367496867542683,0.03164768495475468,0.0050745893083512785,0.021672388749683035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.0027439973029591467,-0.010882008478612353,-0.006665272871032356,0.0005372325962652323,0.0040514345535927485,-0.10546501962953937,0.012153440927681718,0.03355362152559278,0.004889519008119467,0.023564208387599688,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,0.0030076914377834487,-0.018722279153197352,-0.005618258410173913,0.00013551695069865153,-0.0022111339769933526,-0.09981230099604504,0.011607013001390127,0.03943018492716161,0.0037808258734319516,0.021395899062652303,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.007688783416524536,-0.009405352700623155,-0.00583560669268279,-0.009971111370655506,-0.0011227944685632111,-0.11259925601477529,0.018581926349712456,0.05173227478183157,0.001404255548006165,0.027897606500140996,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.0033048479113241907,-0.0007939710540939923,-0.007901347367416905,0.0003008940560824194,0.0032388424334804642,-0.11512300814704403,0.015961695494859117,0.03191522866386272,0.00012999678314055962,0.028569675765162252,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.014822205065790083,0.004455175107425971,-0.006082096456995473,-0.006453229565092403,0.00021271259159497637,-0.1168242916946664,0.01889857752815537,0.04472073927643182,0.005259741896601473,0.023628035099043147,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.024944517526208704,-4.480347948391758e-05,-0.006619077713593191,-0.007681440656761762,0.0004182205164967027,-0.07022448747540296,0.016143878827924313,0.03988226790062111,0.003044432105253572,0.0030186862178632743,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.027315285624936222,0.0017253187594368424,-0.007634483774638045,-0.004159319132728421,0.008875168655877529,-0.0830236480081373,0.020927762499322065,0.04427073670794135,0.003187710677233078,-0.0038608023989945644,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.012001307043044467,-0.009832417063172097,-0.004068226973404702,-0.009469688874061988,0.00022837140961833865,-0.08423303265488988,0.01940584249470545,0.04240096711594125,0.0028128212269233626,0.007749829078093169,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.034793434671490736,-0.004764301253725654,-0.008161025415782047,-0.0037006386555731284,0.00873245422930821,-0.04546185318097148,0.010501758073982985,0.04254850839588629,0.005920067178490369,-0.017828376333269735,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.029890651892182298,-0.005853431503814847,-0.00860780349244242,-0.014870032133210616,0.004285452331051878,-0.04142283385194352,0.009266257124102634,0.04410033082184584,0.007023926092635676,-0.011038054947781819,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.009782780979800485,-0.007928974630068177,-0.009503789316943807,-0.016201683800343588,0.003384560071660773,-0.040809704820908926,0.008030756174222282,0.03282305223867297,0.00378357143100837,-0.01080184765079099,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.0014313964533579095,-0.008740674169410182,-0.006306079596524005,-0.0011813753065855609,-0.0023940595186760887,-0.012810566718892557,0.0009691940361390944,-0.00889015958361004,-0.0001722774808497537,-0.0060494479055152005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.0022856400117440075,-0.004886407965956172,-0.004067171169849841,-0.003907218066489567,-0.0031791630678850665,-0.011079194947024404,0.0015808598531167146,-0.006275406764901202,-0.0009907792241353056,-0.011916719341812574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.0015810164056070477,-0.00621266861729648,-0.004355950195180333,-0.0036156908479397713,-0.002259072096937376,-0.015019934890062913,0.00045583069122031986,-0.005229505637417668,-0.0016774778392003931,-0.0075113548488234694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.0048209376989499396,-0.004771994500542463,-0.003713367352181155,-0.0033661842892837267,-0.0030524984941534368,-0.011367545559111496,0.0020797797822919876,-0.004685945057350656,-0.0004262901749461892,-0.012881857615126217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,-0.0047713892991938026,-0.0044769969849806765,-0.004105399180527615,-0.004458581254534099,-0.002455860834730708,-0.008947295338806251,0.001984369529249228,-0.009413110069606616,-0.0008085906979344465,-0.0095539886633987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,-0.004642403013194385,-0.006120348917320371,-0.004879975120496491,-0.002250611236237962,-0.0018413891173575236,-0.009841909386703502,0.0036916848818731047,-0.008367209019868272,-0.0006307639092530897,-0.012123917829569269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
