Experiments,BA_OD<--AC_OD,BA_OD<--BA_OD,BA_OD<--BC_OD,BA_OD<--BL_OD,BA_OD<--BT_OD,BA_OD<--BV_OD,BA_OD<--CC_OD,BA_OD<--DF_OD,BA_OD<--wt_OD,BA_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
DF_pH7_2,-0.09442162081113327,-0.11704307458565932,0.005405354764636445,-0.02403148341680999,0.031102338851955923,-0.012605323976958576,-0.005450868409774873,-0.016202769217931706,0.03091377817175311,0.05046696489595847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
DF_pH8_0,-0.1009334092611528,-0.11204229223906348,0.005451367767122775,-0.027447015236577266,0.03321585710038958,-0.014595952497228327,-0.003551053578924874,-0.01298553866374752,0.040757867914179104,0.04026346007362008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
DF_pH8_1,-0.11581489583234422,-0.1174883604527492,0.0030817812195290673,-0.0196880580590147,0.03079302958820177,-0.011386860911127016,-0.004405631713731133,-0.013018835855890877,0.04808879136229338,0.047972332033450193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
DF_pH8_2,-0.0984429504835735,-0.13106008832383415,0.0037735091222693092,-0.02337070749343738,0.03062069068379376,-0.013797738483256624,-0.0034944565302651846,-0.012870262747063587,0.04271069908271665,0.054064596551267996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
DF_pH9_0,-0.07541998698173658,-0.13236643910327034,0.005879832102876641,-0.0194012060429415,0.024841899632111836,-0.007907060682773592,-0.00075786727845021,-0.012131570326569288,0.030397917416108693,0.03499777225129631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
DF_pH9_1,-0.1114075771751611,-0.11475281434943492,0.005785410018718762,-0.026446667523325786,0.03165946177733333,-0.012415741658567089,-0.005670926079315982,-0.01185264460094597,0.04043607259574144,0.05279872272487567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
DF_pH9_2,-0.0890604206741504,-0.10319599560583413,0.005353168613560821,-0.029926537254258336,0.026040309616567,-0.014045462096514904,-0.004443787200295405,-0.011973761797113265,0.03820379320451099,0.031181984572144952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_4_1,0.1754429033082788,0.20523999146793195,-0.01852076466964638,0.03857733300279663,-0.05854486812715943,0.04142297026174871,0.005478628822804793,-0.10543822799606817,0.0701703616037317,-0.4542295026220382,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
comm11_4_2,0.21123411125301023,0.2772422330016675,-0.034483006876771874,0.025452721217728173,-0.07742382917553185,0.03434741720557213,0.01496347628371872,-0.09581381538153988,0.07014019614976386,-0.5237152843161123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
comm11_4_3,0.16837459702044721,0.27238666808880546,-0.030249684517798227,0.02304845233731296,-0.06585211479226533,0.03388072870752734,0.0007587445470625912,-0.1105452562609444,0.06654904078611211,-0.454853480672059,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
comm11_4_4,0.15600537173288026,0.24634616550220093,-0.03825833021703622,0.013869116247996032,-0.05099209567531942,0.02430153296855481,0.007711739567634858,-0.06868427735631881,0.06450328537789374,-0.4474559768726643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0053181834532889495
comm11_5_1,0.1842763727628019,0.2691627990405844,-0.039870458511716646,0.05017331339013966,-0.07850111022510606,0.03449450950907623,-0.01202568435231629,-0.11248999292921759,0.06964977333970043,-0.3883415677042112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
comm11_5_2,0.20185508845940878,0.30721497732741027,-0.024504839704250502,0.035512525376904254,-0.08553808553144335,0.04605037130739378,0.012017187275316404,-0.11351746016546437,0.07551555922983781,-0.5228825677996097,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
comm11_5_3,0.20886504282931925,0.24783432059232965,-0.03856878886890153,0.03616794122949889,-0.10021131989667599,0.033785171504739815,-0.0051307077875927766,-0.08125847677497756,0.06285358646884559,-0.4082165806878197,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
comm11_5_4,0.17742448135967495,0.3315230215810564,-0.03218424883954552,0.021235963369355248,-0.06022105210825152,0.02465000187573225,0.007258245785437202,-0.09885780133306978,0.06115198383593689,-0.49403067427079966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02826352230444504
comm11_6_1,0.30253724174088115,0.4404038337869165,-0.03743437100687753,0.07564002580535799,-0.13036568939523854,0.029252058283790294,-0.007938228416378078,-0.08190963939156219,0.10374988015660128,-0.1167016524335612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
comm11_6_2,0.36951101441098294,0.5172679102866223,-0.028340983878335235,0.11793816773544838,-0.14908274542945235,0.08329388610370783,0.01770442978276507,-0.15890197477910828,0.12188661424524114,0.03746951314580182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
comm11_6_3,0.3715596987396156,0.5188947941775879,-0.02792637931830857,0.14453860345256064,-0.14720528188768936,0.07042935211049473,0.019171666532107022,-0.1741868514672893,0.11882658938674827,-0.0029351812844043063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
comm11_6_4,0.36710916431296775,0.5279302810229686,-0.038155138256919116,0.1130493418937144,-0.14426378577542692,0.06242541842972455,0.020065878398068563,-0.1456052384233993,0.1111301568701216,0.014820538304908116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.19174196501252805
comm11_7_1,0.5465849540463608,0.7012363286413578,-0.012715957889576308,0.15415083094540494,-0.2088529085999598,0.10882652972703392,0.03838753459975123,-0.24492826541966722,0.1582166742128523,0.32271886595484356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
comm11_7_2,0.5364208046695137,0.6809390100942033,-0.026053138167151945,0.16250818010581572,-0.20960205393559908,0.11276378895601497,0.04122190895206905,-0.2629609172321532,0.15956169056908595,0.37106251291768705,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
comm11_7_3,0.5576058366327828,0.7228030390899791,-0.011468840077843342,0.1490463472692215,-0.23253323342975077,0.09371170354035237,0.055820322232725816,-0.2689364931165523,0.17193553926504182,0.3273617469746133,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_7_4,0.5509106428281444,0.6714709642294634,-0.028251455415688142,0.17200110947794248,-0.2391453984849479,0.10741045897583597,0.046605048352123604,-0.25024141181665266,0.16778352705194904,0.36680248318240044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4811025384560845
comm11_8_1,0.607868955494107,0.7344742878283496,-0.016050535170766336,0.1401076627919532,-0.2660558457518725,0.09335483548190933,0.06232719218682337,-0.31941534831148133,0.19079332694492268,0.3977059413193036,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6161936979692529
comm11_8_2,0.5709408245122302,0.7629991584149719,-0.0109674129092499,0.12715820901095867,-0.1877677961276925,0.09226273222219039,0.055310450953471924,-0.2947152924910188,0.1684942550746644,0.35270949782398736,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6417698578516113
comm11_8_3,0.5518863705011166,0.7958788793291087,-0.012334019486670882,0.17820216875523323,-0.24218434393648874,0.09615322346434645,0.03895366479926137,-0.35449306798127045,0.17284651545726742,0.4125331637060834,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6440713470669853
comm11_8_4,0.5571248590687046,0.738226851894642,-0.008660560984812365,0.1280344439306013,-0.19611125561854117,0.08951681264797628,0.04939391775947548,-0.2805949947205574,0.16415534429576095,0.3943688445943204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6395779816459941
comm11_9_1,0.6211144321363257,0.6963991216562043,-0.022655480554246377,0.13558399551669542,-0.20215217090009346,0.08442363337006258,0.05831227771451938,-0.2807666579471982,0.18093771813113413,0.40394371595638606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7292859280132171
comm11_9_2,0.550612390157969,0.7488046867351817,-0.012730765201799233,0.12569983750176816,-0.24331087568045964,0.09653602605928545,0.055892118463373726,-0.284544994712038,0.18531015188959632,0.4581681209737839,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7412574926289346
comm11_9_3,0.5853932955650533,0.7517094187778623,-0.015190683415402558,0.14927326317714612,-0.2642397779938967,0.09651838597720082,0.03570595182883352,-0.26183472335500557,0.18540018226546448,0.41771771503207467,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.747526246417331
comm11_9_4,0.6138080728337494,0.7411257011192325,-0.015544345995168345,0.12422937341358352,-0.20697140789631263,0.07105006923008225,0.053021101546676254,-0.24479815734388388,0.17339065117437552,0.3709682817449388,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7409024335149471
