Experiments,BA_OD<--AC_OD,BA_OD<--BA_OD,BA_OD<--BC_OD,BA_OD<--BL_OD,BA_OD<--BT_OD,BA_OD<--BV_OD,BA_OD<--CC_OD,BA_OD<--DF_OD,BA_OD<--wt_OD,BA_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BC_pH9_1,-0.09821647531150476,-0.16458271256445542,-0.003324463354504626,-0.026375324723675198,0.03612537968336889,-0.020036542311958637,-0.004898075155265952,0.02937419195376012,0.04556011499189165,0.05450720136094351,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,-0.10470512262424049,-0.2003631446648228,-0.0030305376810872047,-0.026624582758902206,0.05300071323128498,-0.015326445132655941,-0.009751419627472111,0.052415268104523426,0.053336790140880184,0.04918177570499805,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,-0.05511160163370812,-0.09925842139950912,0.006670105522093565,0.007157636267011578,0.02618761721917468,-0.008613159221637507,-0.0030261566805774745,0.030312074479525504,0.020743560010324354,-0.0769283635282646,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,-0.04857906780489113,-0.10729846634861569,0.004080117618584113,0.006856425785985975,0.020691896451070255,-0.009718351600610688,-0.00398062957936655,0.022453296550590057,0.0358845941349864,-0.07225652382911547,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,-0.060073616613188524,-0.09307494282074592,0.0009538767195266242,0.0062297443308584055,0.01566583710682133,-0.011151712198296318,-0.0016143141111925894,0.027494865557097875,0.020691295078267218,-0.05698774167053079,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,-0.05606937258382853,-0.10833652512777764,0.0056896747122316274,0.00870538110723314,0.01570404056702619,-0.009009807820877302,-0.002726370273562879,0.019569428962371915,0.029666886894923198,-0.05506004504778462,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,-0.07285279283138073,-0.10848106173879425,0.007523547517054752,0.00873994683360924,0.026557459710570785,-0.008174682072485272,-3.3427866418726745e-05,0.02046834823553977,0.04194344774617449,-0.06755749465087833,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,-0.062138705106209155,-0.12003777710801883,0.006085246209379123,0.00923846204076772,0.024478472018533433,-0.013364370411828808,-0.00017825661065137954,0.028048151462622305,0.03788953522139269,-0.06188746672204655,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,-0.07762079143815713,-0.1839426071391157,0.005965318321047917,0.010152834946208673,0.03729988187713468,-0.01935995603871087,-0.0013571192858659684,0.04015342372834035,0.037302697632137845,-0.00046039176942861885,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,-0.08940783298452912,-0.19675839433041592,0.013814298431996417,0.010382854755481946,0.03548510336924506,-0.01863431445525392,-0.008401220732409018,0.043164547154598915,0.04002711909620659,0.018461131262390507,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,-0.07231862590769712,-0.20479176334955776,0.009168736775122255,0.010473581335466843,0.02986514955354125,-0.015296613877720156,-0.00957858260478014,0.03953324753305187,0.044558560099938645,0.016519602035050807,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,-0.10434170301679682,-0.22582126955461246,0.006712723375176607,0.01157309256170107,0.04569634482912396,-0.01815000786486527,-0.01778447591659168,0.05317717010398275,0.040434458058165465,0.05663695880333368,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,-0.09282525270367445,-0.2595189801797918,0.008653230757816979,0.010712445673087366,0.044419212617465974,-0.016504067985907842,-0.013704926294639055,0.050427181433238426,0.05673449850114791,0.05973994955987385,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,-0.11483393704275718,-0.23204720245593277,0.009199725306876324,0.011734633893584428,0.04837856440197514,-0.01621497844710298,-0.014595031641909607,0.040338012278889834,0.057787133058452074,0.05838637167992799,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,-0.112212996987383,-0.21172708802816007,0.007466693984587554,0.010926286067165754,0.04265575481254771,-0.017539973179607288,-0.013204691392248091,0.04274385919389517,0.0571213378838223,0.041904109234557195,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,-0.11598082106641454,-0.21589511357409794,0.005963477549831506,0.010374231079350343,0.03294303125337413,-0.015430474967250363,-0.01623030785066278,0.04555973807025862,0.046184595939905745,0.07064493510791142,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,-0.12072388971548363,-0.18924727439070518,0.0062569251988569,0.010330552821574003,0.04475288397592047,-0.018351220762276133,-0.014571429651392546,0.044515227678677306,0.04099518960746733,0.044176326858122714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,-0.10277829720193275,-0.25522549775145636,0.0024498300659267784,0.008315486248744565,0.059121819502147635,-0.02003919442791654,-0.01029535240372238,0.053882971550135515,0.05460132569722507,0.05810020326272302,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,-0.13653071410549078,-0.20200690502543808,0.004358509451798771,0.007812064350785119,0.052047931521159156,-0.023400780332639162,-0.016836100583491113,0.04974965505706875,0.04961372779925233,0.06332590285688641,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,-0.10342250833206852,-0.22818729907112278,0.005998118802419174,0.01180560650951836,0.03763573171408927,-0.01241880155532904,-0.00820560064571707,0.040892875190500326,0.05214860283972128,0.0518865661436449,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,-0.04717977307008014,-0.08380675048931786,0.008270800345293853,-0.01373671653559027,-0.007953147301855298,-0.007128770111695579,-0.0041465184303081555,0.020866719195214302,0.028908605425740065,-0.045961154811084266,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,-0.05836479873032026,-0.05398066338151693,0.007302156042955492,-0.013877965286374095,-0.00796366960782072,-0.007906820559469254,0.001374907795663762,0.014127625418098078,0.018909258695886187,-0.05148673485883552,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,-0.04367258640006185,-0.08044887398896008,0.00977413126307985,-0.021053013647704025,-0.006260121108397193,-0.007976117098461027,-0.0008314305989314681,0.021377981354522967,0.027354140390196572,-0.05013081354858434,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,-0.047758189450301546,-0.08747096642122967,0.011640302281340826,-0.015272398318933407,-0.006254613286127216,-0.010362598525117271,-0.004593422671213099,0.024892893785853753,0.0372409821236911,-0.0539286943014873,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,-0.04550565602986708,-0.08259056094709948,0.010573472166838852,-0.01857549346740479,-0.006379072408637276,-0.006600277537237045,-0.0002809416243563531,0.020389430335034493,0.03164536087895218,-0.05454296628742115,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,-0.05462191818929885,-0.08125952945536245,0.009175525119771126,-0.01842187900906024,-0.007175158163451631,-0.01142388757237274,-0.0018620517793232984,0.02384341354360399,0.03558855853003005,-0.04570977757239472,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,-0.06116943896950586,-0.12334661475261269,0.012813178130789941,-0.018263497813402314,-0.008872462498105095,-0.00507541152122228,-0.0054728868093503556,0.021915364424981505,0.031946605064136824,0.003658460155129432,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,-0.07630725478024585,-0.1299429773029102,0.011511370060236557,-0.027288597392971105,-0.009019474050273068,-0.013173270744636005,-0.003648452247776416,0.0336346411826494,0.04094728953650464,0.021420016673434034,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,-0.06814661778671585,-0.13578466407468787,0.008615920667577048,-0.02070596569258234,-0.007936657926310663,-0.009984969531550354,-0.0021430055983364606,0.033341101320541425,0.036036892050634255,0.014841257652834705,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,-0.08636906424213361,-0.14515094341143317,0.007792946290548726,-0.01968348300165456,-0.014267680450626043,-0.0070562790374717,-0.009990796020011539,0.03590620865316495,0.049866296986684856,0.03708609138008045,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,-0.0923863637868477,-0.14079948302115436,0.010051098793097166,-0.029006622676616134,-0.013298233890015151,-0.012014079905398515,-0.010370023667650375,0.040911226584373614,0.04089609956935696,0.05414967771781527,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,-0.08083557952924267,-0.13658022811393372,0.007238803663817436,-0.021779141090000453,-0.012400998771190646,-0.013707887145650128,-0.007178239611827808,0.031979814268162716,0.03687992221311383,0.04451682993575283,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,-0.10262294883232402,-0.12718583439760234,0.007293953507652754,-0.021572565837236844,-0.010684560835361486,-0.013579655726966646,-0.010360977024487829,0.037600870454764894,0.0372020517775546,0.052042958005938826,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,-0.08617382470761305,-0.1430878899343636,0.010869568138504801,-0.021793112273773424,-0.010884846410025725,-0.013695539702539858,-0.00458786746972929,0.037041544793578594,0.043829424314038905,0.036615834184314903,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,-0.09917182558904523,-0.1183026115806854,0.009903539530123056,-0.018753675978792753,-0.010697117020254552,-0.011227748934989389,-0.003719638019152311,0.03171245564099239,0.038574085799248314,0.029815827191037973,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,-0.11105647079565603,-0.10385925341640478,0.0075271258875727635,-0.023081086407537046,-0.010121166045251102,-0.013319942852401212,-0.005971056529037329,0.0296345269623334,0.027302602986278745,0.051078011588719885,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,-0.10104208131118314,-0.11783811271028677,0.005823269836280659,-0.025182484457188327,-0.010086294768945032,-0.007190859760765148,-0.0031328751422140906,0.02560381642826225,0.045570593877978946,0.03560832340756188,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,-0.0952073178254068,-0.12131872717048163,0.005463448906236367,-0.016145802553257215,-0.010150436260130095,-0.0069390957697254155,-0.003175893161121919,0.026739481937788113,0.04515726618387777,0.02371036665514111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,-0.05429824985563755,-0.09654765264819494,0.008129556338586235,-0.01838074050195839,0.019776318595623198,0.0019570201805428292,-0.0068691147507532815,0.03041406046599149,0.040386174063643684,-0.0764340809935137,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,-0.05260665374605552,-0.11523713107828212,0.004782240907459156,-0.018227929038036127,0.026987148528189765,0.0020941025812340835,-0.0013315591491434898,0.02823822511845957,0.03741946084343869,-0.06398461350847197,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,-0.06718850085673772,-0.10618713401743898,0.004779745397846338,-0.01660073096823433,0.028707727830371132,0.0019007834703054106,-0.0032873206164525932,0.02908644795093847,0.04218976050372357,-0.06526748723957851,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,-0.06844696491794743,-0.11999772440399167,0.007575978133017599,-0.018022559360479532,0.035709272146063,0.003447182964857506,-0.007466291539856918,0.035658739183260055,0.04106853336743686,-0.061392874175925614,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,-0.06030447997314774,-0.08920877149571538,0.004252897198919371,-0.01709658847149947,0.023632748980561027,0.002662925405184862,-0.00570053698414046,0.017225702047833923,0.028248703668460894,-0.05557930960117474,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,-0.08150210508671793,-0.11268673916954706,0.007462844319803559,-0.012157939465959437,0.02905824442110632,0.0028624883690929947,-0.005006368721470885,0.03552834079074471,0.03526256281477602,-0.05068803735482304,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,-0.08051289669359507,-0.15994398348519334,0.008972048769178597,-0.024106588921631162,0.03047512527393258,0.0020322999487752506,-0.006354398591362913,0.04276684228168881,0.030994040787867876,0.003810801627519337,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,-0.07811586149603776,-0.18041845417217073,0.013132092427948246,-0.031616516385389405,0.03281610246261824,0.002304911950360174,-0.0074706468909330965,0.0345313815375709,0.04035735419667933,0.02261292744022996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,-0.07967752947431543,-0.1751970033363803,0.013829350431814139,-0.027254136258169356,0.0313276067327546,0.0014075666738917016,-0.002716876133952452,0.03413175968696243,0.03862671499181053,0.013655836791124032,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,-0.10136459150958965,-0.20827921457345724,0.0037537456935514565,-0.017523596366138563,0.03878661660801458,0.004159075949826966,-0.014582645024942312,0.04812281029946779,0.04937663581384265,0.04568445460870862,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,-0.12496505773990699,-0.22496825907055454,0.0009162147359355646,-0.024625384375129063,0.05248637482523918,0.00433511557705377,-0.011529922481302333,0.058953788321789206,0.056831055624491505,0.06069936601850001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,-0.11501975418999791,-0.1980234035776685,0.00043340887793379905,-0.029511383861789232,0.039935012403065746,0.004115222819635404,-0.015658936234110077,0.05621672900960498,0.0445637556878121,0.06108263998089925,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,-0.10979537856481647,-0.18569473615968998,0.005479431692510842,-0.0215185057906353,0.04794864789866235,0.00510864042069601,-0.010917422836241513,0.04562410286911157,0.045453998231045574,0.026444512883444196,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,-0.11532402588297493,-0.2519506827013,0.0028483305628532944,-0.024105739621040616,0.05956984364711073,0.005106797973098966,-0.008336805087392747,0.043141528191449854,0.05013570819940903,0.08704833535882442,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,-0.12681063182813965,-0.18986751171719776,0.0042266528575640675,-0.03126245886168402,0.04975040876185117,0.006657923950773219,-0.017519687057027354,0.039727099972736594,0.05036729339591188,0.06286420078867155,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,-0.11751044372825517,-0.18779480246907995,0.006358417294433582,-0.019884905717943026,0.04403209038402723,0.00532722854014972,-0.018799710328002338,0.038819653561095846,0.045095463412125475,0.0524903036378648,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,-0.1281971933206786,-0.20121770002352798,0.005656091310083865,-0.027256962375958337,0.05328930712426487,0.005257894023443047,-0.012918411963821753,0.04354051270400701,0.06015948068188585,0.0498202729160371,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,-0.13607892193710028,-0.19401946568699635,0.005611575304975976,-0.03153706588417939,0.04764520881697537,0.005250591706160614,-0.017942914532740474,0.06600516633899964,0.049524914962442025,0.05367420142840433,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,-0.06130442020523809,-0.08937608677650921,0.009773165435408767,-0.012384143524357807,0.017444446043151877,-0.010491480390014856,0.008489134430723345,0.032738970292975074,0.03001012537709397,-0.07676641930461577,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,-0.04800072762872214,-0.12056120641610545,0.006349709132767241,-0.015281763889867328,0.026824872267796947,-0.011226323076078426,0.009351965542882678,0.032055662211192694,0.04257064965189151,-0.07394954641714042,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,-0.06136506941736393,-0.09781723956698958,0.008711947823834163,-0.011423663086379354,0.020056301010367667,-0.01219714004465419,0.008037040683076434,0.030236505658730223,0.032379926227681,-0.06848531790968516,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,-0.06425378080214494,-0.13552104194770043,0.00886968837969977,-0.01697835522906288,0.03579822081181666,-0.014384999605624567,0.011836258570623138,0.03911363849416376,0.036402270486173414,-0.052748607779326655,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,-0.06165922176659754,-0.1558171860598352,0.015649799504519807,-0.012245593641925118,0.030248830294965393,-0.00931052520952147,0.012357790449067301,0.03104085076924253,0.025804326497828177,-0.02793577945912662,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,-0.06157881630746565,-0.13744563374425406,0.012331140564511648,-0.01726765207622362,0.02941228800007831,-0.010018793005982171,0.012704755284054124,0.03488600955871137,0.030096754801824045,-0.04498676172903052,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,-0.0759755347555746,-0.24226365922585782,0.014295518373989543,-0.03375867486162031,0.04863325567430128,-0.010859441916741756,0.012557558945339657,0.039118121398369905,0.04492608644797102,0.05146006129844033,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,-0.07498903164802039,-0.21665007691749413,0.014582084090975314,-0.029489184776725973,0.04240175362676382,-0.010175609838055528,0.01253361145682309,0.037171992231160404,0.028357546188585138,0.04439020696460553,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,-0.0976901023729664,-0.2128091449630649,0.007658214790989521,-0.03256236220507518,0.03307278329992424,-0.015311202445755833,0.01245019682885512,0.05408802003235273,0.04969883268375111,0.04953805572960688,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,-0.1074493182944539,-0.19293722879627476,0.008001754743087551,-0.030229764373406114,0.04128133538219592,-0.02048291059210896,0.017048024765175324,0.04044171982728269,0.037025345226182886,0.05543433334030535,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,-0.10802188481487655,-0.23274705656196754,0.006451963105279466,-0.02431665311284039,0.05041736314721081,-0.015580483212581141,0.014198453667695107,0.05963390235586659,0.04168558320192539,0.056412103602905626,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,-0.11562293964235677,-0.22461782233303654,0.009385958224049083,-0.028070014433368384,0.05584276485945219,-0.027215307754180997,0.01548950748194171,0.051535906288772824,0.04871239976390549,0.06269283892343873,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,-0.10768942757388174,-0.21801082290142126,0.0002795393570609722,-0.025332718834119,0.05433684227016308,-0.017156564467789036,0.0171148489529024,0.05029585827142,0.04891872659082646,0.04537700971345538,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,-0.10479830824324615,-0.19702063628026978,0.008054335063890269,-0.03144186387486432,0.04798308590669993,-0.021907680762688748,0.016650032617313706,0.05203071500377161,0.03409931067134376,0.04448430098026344,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,-0.10862973459469882,-0.22034094895033737,0.00634344033734954,-0.024935943236493542,0.046451104856703604,-0.019589427925808266,0.015998119025126746,0.05799325988749448,0.04884316757402342,0.04600025440525749,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,-0.0937916954914513,-0.2065518398591034,0.007687235025931957,-0.0245216971166108,0.0356804808958069,-0.01838487039927555,0.015069003131888487,0.05685166827119562,0.042145720555892455,0.03394928596751844,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,-0.10497629421074751,-0.2019544124951506,0.006238237487395172,-0.02257754735000756,0.042473064577611894,-0.024428506132377226,0.014577085281033877,0.05466109069307214,0.04960192496361939,0.03451864816734325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,-0.10500463094238352,-0.18950568327275302,0.008758631858002885,-0.02477585299912355,0.03778390769563291,-0.017471424395461444,0.014220902258935185,0.03862779339613474,0.04481554072755187,0.0406841070520813,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,-0.04932888634988794,-0.07703925073713709,0.010488573750076087,-0.01626569398071455,0.014162798851080561,-0.007571177082541197,0.0012850500116853597,-0.0073839381426248855,0.027299271557156165,-0.04751345274241074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,-0.05253946749817418,-0.09385167268145346,0.009210424766592357,-0.01310016708772467,0.01940993657821546,-0.008804929122004822,0.001248431525638571,-0.008330597935811335,0.030640627131999828,-0.03574928957483042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,-0.047120272118760194,-0.09671327316647638,0.00946856168463178,-0.013938416753612133,0.020004692661535487,-0.006280698309773985,0.00011487517505884161,-0.006640154283655728,0.029137825625746145,-0.0398998450981858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
DF_pH5_0,-0.05923269677421321,-0.07769190330058334,0.008070147677284218,-0.012954365739031977,0.024492172716266435,-0.008780600135417089,0.0023010669195133713,-0.009232865358986285,0.030363670685531006,-0.04920133158888507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05114127579932972
DF_pH5_1,-0.0456755471845036,-0.07820830439014925,0.008645901730203109,-0.01980963149067501,0.02706900736155069,-0.013351586001074835,0.002194368431911519,-0.009769018672244703,0.02773469221899691,-0.05069658585702595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.02446646428818786
DF_pH5_2,-0.05969497637580271,-0.0791456773788061,0.010659477577099336,-0.01911338638595265,0.014090116881643952,-0.005155456615206988,0.004237623016309478,-0.007761267038953045,0.02638448339036625,-0.036367641552958796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.039343210450552515
DF_pH6_0,-0.06194115719150589,-0.09771872396621366,0.007583364619185096,-0.02055913085927782,0.024132785384097823,-0.013260114775241713,-0.0018491117081240467,-0.017223346249564835,0.029550524354790865,-0.0005817945552584919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16172687662413934
DF_pH6_1,-0.06366198127765371,-0.10982987171929817,0.0068020159888850604,-0.02032374109586944,0.022781737345554255,-0.010364166460121458,7.368934057329018e-05,-0.014554956471952403,0.026595706177632444,0.010614859550867392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.20214567479932488
DF_pH6_2,-0.06824772535620822,-0.10065948262000858,0.00559333210811019,-0.025634249717645025,0.024134166224495223,-0.013865716630673925,-0.0003880281438646129,-0.016004812730395276,0.03187442619272548,0.011331382052082084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19208393008372077
DF_pH7_0,-0.08283868419573359,-0.10888374106796536,0.0025088545890605963,-0.018156371120687412,0.02634760140805788,-0.01554311163723469,-0.008647507523874873,-0.015929497771127066,0.033212190133559964,0.03606356374190553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4761566893788473
DF_pH7_1,-0.08264163084085221,-0.12487657062628349,0.004621766807268498,-0.029356590306143397,0.027285654443599604,-0.019855316815006994,-0.001018084960625221,-0.014566735226013093,0.043766394531273324,0.04477440851700045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48226683949395216
