Experiments,wt_OD<--AC_OD,wt_OD<--BA_OD,wt_OD<--BC_OD,wt_OD<--BL_OD,wt_OD<--BT_OD,wt_OD<--BV_OD,wt_OD<--CC_OD,wt_OD<--DF_OD,wt_OD<--wt_OD,wt_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
AC_pH9_1,-0.00440486929014973,-0.017773822309935225,0.005970381921076255,-0.006501459004762381,-0.0006838541299752584,0.00501154235402203,0.008614848649696158,0.010194904869017392,-0.12599231492889967,0.023809904629445593,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
AC_pH9_2,-0.0046165605180937316,-0.021827609814379527,0.006958583441117534,-0.006570641114578946,-0.0008477959117811677,0.0060504477305094815,0.008358349689970844,0.010764546232379001,-0.1244421929121017,0.02441813531453194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BA_pH4_0,-3.651918924373258e-05,0.011302222914021942,0.0030200695019701245,-0.003646430852620497,0.00044192068926665894,0.003020452170268349,0.005871057280379791,0.012092141398917072,-0.0807959445744105,-0.053023706462396236,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139574737368786
BA_pH4_1,-0.0008904588384472813,0.010043480158176106,0.00585011036823625,-0.0027842002329619047,0.0005008516331081793,0.0024150768829428633,0.006150670255655828,0.012172708919514781,-0.07924534484582103,-0.05596763142425081,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048452299554619434
BA_pH4_2,0.00041753136917300674,0.010521703062821986,0.00419812381915424,-0.0027962957614141954,-0.00015830701460009083,0.0015232478535693633,0.006863639649489649,0.00927381220071212,-0.0748751308137308,-0.056723061463107224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018744598294293093
BA_pH5_0,-0.0013837292822806743,0.01354961829988852,0.005222180349671321,-0.004226180130372876,0.000749219212195148,0.003891566765049231,0.005815896877776022,0.011820924674039302,-0.0895054053256045,-0.04768882956193841,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0511412745403946
BA_pH5_1,-0.0020351216812496613,0.01298260539932095,0.006233708573424296,-0.0029340437313784733,8.97780611463213e-05,0.0035777382908955867,0.007615326409754547,0.011226889086158381,-0.08573716770695604,-0.05277444982496291,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024466462930343342
BA_pH5_2,-0.00018227363410203447,0.012514907489328275,0.004879157358537548,-0.004148309622769771,0.00019950564788735362,0.0034154490705417553,0.0077443817290275005,0.010716012272497879,-0.08672772014918535,-0.05016584728561018,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03934321135483189
BA_pH6_0,0.0012098944867434704,0.01576653700969789,0.005544194815599399,-0.00499970399491165,0.000533286647304243,0.002852954164795255,0.006668944990505342,0.013685240534984544,-0.11915235086627628,-0.023863734912289228,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687666300212
BA_pH6_1,-0.0007273414569056567,0.015563143616461234,0.007846241654909176,-0.006783746947412906,1.8812842343165927e-05,0.0031670167491487837,0.007364047986009844,0.012578712228847582,-0.12525878392807815,-0.015522839869170087,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567404454245
BA_pH6_2,-0.002102156278231872,0.015616186048997475,0.006831514368886532,-0.005969381303243016,0.0002700102070103521,0.003750553989539975,0.0077969587173150915,0.012704725479302199,-0.1235172042882313,-0.017135944065192473,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393160174653
BA_pH7_0,0.0014996662541576038,0.014623501521089795,0.006693000676839247,-0.007538960650563239,-0.0002580222552237301,0.005376905358355978,0.008262586276168406,0.012899811974038248,-0.15794984591719893,0.014636619677362234,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47615668850189524
BA_pH7_1,0.0028028650290292233,0.01450162139275799,0.001967001696643622,-0.0057404156191193535,0.0007024616618519231,0.0024691783474839264,0.007682547877016274,0.012706673679792361,-0.15374174531711177,0.01489507415372392,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683981394347
BA_pH7_2,0.0029011279927647626,0.014533210722324634,0.007864613429359766,-0.007002645957729091,0.0003567127397526866,0.002164561129782509,0.006276886492319729,0.011358401428746142,-0.1546618413293491,0.014454236228180964,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48110253833913064
BA_pH8_0,0.002907366940508715,0.01548218508129534,0.004615096200419511,-0.006362591900903247,-0.0002949552983045575,0.004479788431654807,0.00770068065627761,0.011510961758701697,-0.16480430497099516,0.023011035977498345,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936980952847
BA_pH8_1,0.0018380105398271376,0.01628234603158805,0.007072339216652124,-0.0069287645071744895,-0.00036580267159835324,0.004863563908830931,0.008302733826896417,0.014035899172658505,-0.17066908171319445,0.023814019071667088,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698583743298
BA_pH8_2,0.004103481189712235,0.015472239174920575,0.005694527596883149,-0.007096054822854374,0.00022512453081815077,0.0033428153946347865,0.007821062106801115,0.010879468444896779,-0.1673909776981758,0.025193576958516366,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64407134594908
BA_pH9_0,0.004177721162205154,0.017228475690859814,0.005719778573383455,-0.006987353479084759,-0.0003117132931947707,0.005263064234800961,0.008890763579503348,0.011996318137516145,-0.17377720471957456,0.026045412989738195,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859295671521
BA_pH9_1,0.0004077700039614799,0.01819814760723839,0.006032649518355077,-0.006335502286320144,-0.0004259406321722535,0.003802244245358134,0.007727638165587959,0.013196868925638818,-0.17165411062376656,0.02729549795227206,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741257491587475
BA_pH9_2,0.0033842720156130567,0.01707517319723316,0.006327513948730799,-0.0065476923921833855,-0.0004939323145410295,0.0043185757651277214,0.007440491464474927,0.01069070237810197,-0.17133016023137,0.027380319044965767,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74752624576109
BC_pH4_0,0.0024894142377635694,-0.01573280495793923,-0.0012304978396581554,-0.0025083100358429173,-0.00031784603453200897,0.0025751348305493595,0.006099932109532148,0.007817020139292532,-0.057294340973881926,-0.04365243878053583,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BC_pH4_1,0.0018026420198704867,-0.014891678809147811,-0.0010787563155526714,-0.003815008183212383,-0.0003261844279325529,0.004162190015549245,0.003351064727682135,0.009973055851524288,-0.05793085874908644,-0.04300120337015909,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BC_pH4_2,0.0020930974234057505,-0.012371949845034145,-0.0012325488516817921,-0.0031441172860238865,-0.0005857447745359472,0.0024064761011496822,0.004314630033205384,0.010504126921296118,-0.05994426069052324,-0.04379444631059533,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BC_pH5_0,0.0022515516687670466,-0.013435652955313744,-0.0020218160959041644,-0.0035079649362065217,-0.0008796711994901953,0.002739247980972995,0.0058706238703883215,0.00826157763114442,-0.0610030474015714,-0.040029585673676225,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BC_pH5_1,0.0016646450045316103,-0.01609559569183899,-0.001617140423344529,-0.002293673086425533,-0.00039162005419316533,0.002827100214426932,0.006264714358941369,0.00978216416161993,-0.056681352050408064,-0.04521397985517978,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BC_pH5_2,0.0029320744566781356,-0.016215445933377613,-0.0018294502373622813,-0.004153065101607986,0.00032414809031330996,0.004300395145445414,0.007997156444775019,0.0106203816426189,-0.06171424941240767,-0.04401668242624272,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BC_pH6_0,0.0005234293202343183,-0.018253482092252894,0.00043662311590236114,-0.004679444840420848,0.0005753913764720375,0.0048558108362814646,0.008093498700257874,0.01320508051339699,-0.08253527993255334,-0.023976364237782755,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BC_pH6_1,0.0007985517220652612,-0.02021011531029059,0.0027923744754946734,-0.004351160493881806,-0.0003407945127590838,0.0043445591417991605,0.008352815972074218,0.014242374955312064,-0.0929972716388495,-0.01438607182353735,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BC_pH6_2,0.0030724211340851103,-0.020075579442731712,0.0008937519335228447,-0.0031477117635633632,-0.0006142938473140411,0.0027180119478346196,0.007603616388919562,0.013182361330027165,-0.08928186508017064,-0.016105450113182488,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
