Experiments,wt_OD<--AC_OD,wt_OD<--BA_OD,wt_OD<--BC_OD,wt_OD<--BL_OD,wt_OD<--BT_OD,wt_OD<--BV_OD,wt_OD<--CC_OD,wt_OD<--DF_OD,wt_OD<--wt_OD,wt_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
BC_pH7_0,0.0033463607323558436,-0.019722175212657976,-0.0019713657122591276,-0.0037399828093855276,-0.00018741440027952256,0.0038907848541503364,0.007446602450116818,0.013431689909699814,-0.11757172890493404,0.013322491891601163,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BC_pH7_1,0.00394643430436111,-0.02129574896362813,-0.001949512362480165,-0.005209494501595263,-0.0012134094795455113,0.005880482213004774,0.0073664630382605225,0.013461435970080933,-0.11722259128871172,0.014481203790916051,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BC_pH7_2,0.003891692851143685,-0.022831874761892402,-0.0020095749458541048,-0.0037735672857936308,-0.0007623066939413555,0.005031503369302852,0.007383013608986917,0.016357624575738673,-0.1187785002220746,0.01373725221208904,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BC_pH8_0,0.004408965995130331,-0.02149707438019307,-0.002552592721970184,-0.005391245814769165,-0.00038421999987052995,0.005408651722271155,0.009096214317757147,0.011614624493067036,-0.12123930637765189,0.018781245214783627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BC_pH8_1,0.0045954519619598325,-0.019822336117858472,-0.002544309943914415,-0.00411467716138324,-0.0011333070124459016,0.004592413282345818,0.008774461906160352,0.01172794678288957,-0.12467016819257133,0.020839786736051674,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BC_pH8_2,0.00471687135974998,-0.01900516447368199,-0.002871859436449798,-0.004334643396508435,-0.0009369886213022741,0.004700810507587764,0.008500923822917368,0.009896300707174382,-0.12328762453818774,0.02086663616740186,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BC_pH9_0,0.005084557356717795,-0.022019014756964602,-0.003172956977201544,-0.004729668847892597,-0.0016377767207829855,0.005510306802132854,0.009058304995946263,0.011532887811570062,-0.1266133897638191,0.02523201201758955,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BC_pH9_1,0.005664293489054491,-0.021565778744609458,-0.0027389198833185696,-0.005444196791428587,-0.0014050932260959049,0.006431707760886005,0.007915955579475213,0.011659837219378225,-0.12607358176585126,0.02380103903134232,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BC_pH9_2,0.004748130975210147,-0.019873414954737472,-0.0025942421736924555,-0.006545119782828766,-0.0005849976659468995,0.00502765553800956,0.007368349236962588,0.013014293000425978,-0.12439061659509719,0.022075224649970943,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BL_pH4_0,0.0006579989146279226,-0.017237185868232148,0.003738854987465816,0.0002477036124986148,-0.0001127984326170829,0.0033766178187468773,0.006452572355451788,0.00991441961701797,-0.0631196747282925,-0.045673245400514303,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BL_pH4_1,0.0029515296512323866,-0.017063258128321688,0.004006293443558008,0.0003635972317146219,-0.0008080677882484781,0.0022633423526649886,0.006752222251632938,0.008000143976963085,-0.05844714204254355,-0.0497733980724993,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BL_pH4_2,0.00224269617996786,-0.01824558405124623,0.005243990158905152,0.000606213945733462,-0.0013282982794486956,0.0025370554966123197,0.0050212878264162845,0.00971252852645905,-0.0627381517203606,-0.044806475206885646,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BL_pH5_0,0.000413838092075741,-0.013821901988400066,0.0037412836435048473,-0.0004603081714847818,-0.0004079887854016338,0.0027576510591999334,0.006026006238939968,0.010690393365271712,-0.0659256949097566,-0.04476801566779613,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BL_pH5_1,0.0016716662583791684,-0.0167305531045017,0.0030151042763305745,2.7140349797579168e-05,-0.00047591312262027267,0.0028822048559137008,0.007528524857176387,0.007814515934366247,-0.05785797218265741,-0.04962945523307375,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BL_pH5_2,0.0017047768993222175,-0.01826118021879507,0.005126179651073786,0.00031109835790551197,-0.0006956556164052176,0.0038027549923762036,0.005595868364300416,0.008104194193754506,-0.06084691300664259,-0.046595860714821705,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BL_pH6_0,0.002506972161000188,-0.018882274596911414,0.007530208884373954,-0.0008852283688990959,-0.0005518013465663676,0.003171032349700513,0.004961731757806695,0.009063516715946405,-0.07837680890346353,-0.03029208576387686,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BL_pH6_1,0.0019487072025304245,-0.020875576400886414,0.0057808341231683005,-0.00013817842887795486,-0.00034240008858235036,0.0028535834392127775,0.005857293307781221,0.009912493008634315,-0.08668336296535059,-0.020068130360349365,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BL_pH6_2,0.00043937359167181734,-0.021238650584026523,0.005407642403050608,-0.0005400392024413417,-0.00047506984485232265,0.0038815226988947894,0.006137437404173871,0.010986836839305316,-0.08623845354208481,-0.020115336926411032,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BL_pH7_0,0.0031941912744356234,-0.022766031167753366,0.005989050097439599,0.001185504972286845,-0.0010816577400850225,0.003346964425366856,0.009016906651465787,0.0136705527195464,-0.1281618211045861,0.01385160274803638,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BL_pH7_1,0.0015559466345154707,-0.021045009066229282,0.004240604258425854,0.0013081128960070387,-0.0005675119874270073,0.003373218154453714,0.007696451944825442,0.012507592891545398,-0.1255843784903055,0.014760235640341823,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BL_pH7_2,0.0024697300581180523,-0.023259882729338568,0.005103168158751465,0.0014050884642030892,-0.0013262648200211302,0.005173406652782274,0.008698249543490615,0.01300416971840288,-0.12721491742231275,0.014192515277992122,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BL_pH8_0,0.0019791869284666096,-0.022147003269713857,0.00504096717938133,0.0021419728450153175,-0.0009291213621263906,0.0036788412232113903,0.009101201359020627,0.011225070057679776,-0.13527681891846918,0.023430966717069564,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BL_pH8_1,0.0038174401094084186,-0.026325293269170363,0.007702453492776206,0.0028664154105860254,-0.0014434348856625359,0.00509411800490773,0.010618128144870634,0.01251260901922765,-0.140189157559172,0.02359198429176341,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BL_pH8_2,0.004803466077732,-0.02266949785954278,0.006057291050320085,0.001976258540930955,-0.0008086208448461875,0.00341809554754392,0.0072755583764418305,0.0121437011157041,-0.13762599177820528,0.023675002494583958,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BL_pH9_0,0.002900886236001613,-0.02209920046770054,0.005184065182895762,0.0032050217072600927,-0.0009575126579274315,0.0038912728023917775,0.007444244490369506,0.013386039630226467,-0.13999715410982788,0.025287599932888278,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BL_pH9_1,0.002491171303326667,-0.022301117261142835,0.005689963546136148,0.0030253616493681203,-0.0011797843970682315,0.003983486184607382,0.00791505963258121,0.01133935756171527,-0.13991168872007853,0.02719345337670782,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BL_pH9_2,0.00446709282696247,-0.024242822485773453,0.005819638042670229,0.003071515819300774,-0.0015162459906676545,0.005388658981284368,0.008791671500581761,0.01222500271771265,-0.14436188996971944,0.02860264131718355,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BT_pH4_0,0.0005893896001836526,-0.014352731617248581,0.004532385099193323,-0.0029597059394354396,-0.00017106998873793637,0.0036067072415481446,0.004826754184196825,0.007460168922400995,-0.058280755647498635,-0.04700588020941487,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BT_pH4_1,-0.00037627650991730097,-0.013506778828475787,0.004095462011578289,-0.0017790440891100015,-0.0005057186260819439,0.0022788308123531547,0.005474080903374633,0.00821470502925956,-0.058032851821702466,-0.04761714653638394,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BT_pH4_2,0.0006810157227775323,-0.015905563138101413,0.004447587143791756,-0.0022635396829117902,-0.00031024798103000917,0.0038893709137387904,0.005051507420190003,0.009728455838301907,-0.06043599337015464,-0.04663733066424079,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BT_pH5_0,0.0007325372472405421,-0.015154462393535217,0.004037542786530178,-0.0029128443028615864,-0.0001777121619037966,0.0030962806891487987,0.006361890067953776,0.009269788553533349,-0.06439825501616885,-0.04260950277518968,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BT_pH5_1,0.003032275491758532,-0.018439528114040912,0.0057530057215658195,-0.003404777009526024,-0.0005809961129789773,0.004475521322177804,0.006292856794417554,0.006139522152750391,-0.062414017668317834,-0.042608600608680554,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BT_pH5_2,0.0010744714024274247,-0.015189702977304874,0.004976141992146555,-0.003302168446066587,-0.0002256374320258278,0.0024164977783094287,0.0050216376911038935,0.010288274318951629,-0.06332327366199181,-0.04349097857980625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BT_pH6_0,0.0007821787667015324,-0.019624695560854416,0.007591870385019674,-0.00309056567757026,0.0009302025191161937,0.0036108004350377176,0.007721468986052535,0.011519366569169192,-0.08663073935100565,-0.024564624960007875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BT_pH6_1,0.0002317416101046232,-0.018139400624305652,0.0060770889744162565,-0.003693668697758214,0.0018170322607392834,0.0017897760155408272,0.0065572893311795985,0.01216777996848459,-0.09439597923187136,-0.01416639666558932,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BT_pH6_2,0.002246847933401231,-0.021224689569486224,0.006076423247223314,-0.004590808843545941,0.002198882316765577,0.004522126159914163,0.006261315470480401,0.013677167918371116,-0.09524695654602158,-0.015675045197991573,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BT_pH7_0,0.003624233405875122,-0.02210612577750631,0.00560756931486337,-0.005655948357737581,-0.0006719326713810789,0.0023183242782302527,0.007751401687121911,0.014325591848920224,-0.12020779499055254,0.013259943347910173,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BT_pH7_1,5.353760946056076e-05,-0.02141302845076374,0.006021658488265845,-0.005086164600823237,-0.0006027736288049959,0.005798374647679535,0.008882437840751978,0.012289549439497616,-0.12088548586906298,0.013187156816863497,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BT_pH7_2,0.0037213332044041692,-0.021024805775884055,0.00485144477944983,-0.005859191040305988,-0.0005965844898120222,0.004283160797279813,0.00821867659687996,0.010196738327326984,-0.1182921736375631,0.012746663142562557,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BT_pH8_0,0.0027663148615671243,-0.019819949491192465,0.005954319194931048,-0.006446634667075199,-0.0002358950998472155,0.004476402167068874,0.007663938195809072,0.011647249439164349,-0.12827873012779845,0.020518248429440937,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BT_pH8_1,0.0032353632006308307,-0.020065356240324354,0.004810683575013409,-0.00567288325370654,6.636085069697653e-05,0.004683323483104292,0.008506825098200985,0.010314425920014797,-0.13007676469081125,0.02244328494629134,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BT_pH8_2,0.002111417110199513,-0.0221187295699897,0.006659882117224775,-0.003974327169682668,-4.300766665002665e-05,0.004645003637541895,0.009227071581003457,0.009438928083881089,-0.12872093367187873,0.021019958463375985,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BT_pH9_0,0.00437052683661813,-0.02086822836133449,0.005106867386190137,-0.006618257066153961,0.0006952435037364115,0.004348419115919135,0.00871528740810311,0.011061152659113638,-0.13401108386076016,0.025445335254721015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BT_pH9_1,0.001192200845107435,-0.019222514269792518,0.00722489853106115,-0.005554245795001801,0.0007419926575992409,0.004495621516733714,0.008162793343805751,0.011685743061420716,-0.13608860115318192,0.025607373075883667,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BT_pH9_2,0.005252529951217381,-0.020893298413442535,0.0053242054030947054,-0.005931014378109703,0.0009759385948595773,0.005395548393868882,0.007652613348934961,0.010762392065447306,-0.13494931975946478,0.02465566769566225,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BV_pH4_0,0.00029772432116062714,-0.017670867972723818,0.006578299259038072,-0.0026495827038003046,-0.0003783473647806964,-0.0017087420059934912,0.0057402024466706334,0.011427938659553943,-0.05470353415964739,-0.04868782762600028,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BV_pH4_1,0.002751306757006954,-0.015773413480947848,0.003386060451359852,-0.00215660978756521,-0.0006340084467893068,-0.0016766624557583223,0.005338655153046483,0.01068228521748729,-0.05928266757046398,-0.0443896829093928,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BV_pH4_2,0.002283403115428011,-0.01914136347725339,0.00505763313854518,-0.0022856988676864176,-0.0007919540596397032,-0.0015745373475162883,0.006324920850279538,0.009912323593769385,-0.05740795806212266,-0.04413150598173556,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BV_pH5_0,-4.611762969390288e-05,-0.018921136332918767,0.006524603008899997,-0.002902116811145907,0.0003384833928683527,-0.0018577203105973172,0.005666199235812478,0.010809822581384495,-0.06405058286598195,-0.037316171392474486,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BV_pH5_1,-0.0020055264850025608,-0.01647021447024916,0.004814210219470702,-0.002743506486649099,-6.422065805805886e-05,-0.001918935093866743,0.007298000325327333,0.010419609569337056,-0.056656208020513465,-0.044427946009065786,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BV_pH5_2,0.0012286953449897134,-0.015675074301012185,0.00442750418477732,-0.002853815628863548,-6.544519499268212e-05,-0.0019415068302465516,0.004548859782516956,0.009797760693599347,-0.06097770951688293,-0.040244005694985395,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BV_pH6_0,-0.0008687820690481562,-0.01800104904595925,0.005850026513571324,-0.0030788911555124365,0.00045411253752915677,0.0021444195913879775,0.007538604762243184,0.013674364718406096,-0.09139751325968815,-0.01807002981395825,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BV_pH6_1,0.0008127952431854985,-0.019456561480284386,0.008200446932536102,-0.003452297601767857,4.8946067690849645e-05,0.0010226615275377802,0.007738300491043405,0.012496252051838068,-0.09847070963445888,-0.01069457112771014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BV_pH6_2,0.0011382381391266104,-0.021394922603731572,0.004835280119643912,-0.0029484554558344513,-8.041675971901954e-05,0.002173950035610924,0.006771299623600812,0.015609519507573994,-0.0953772836048966,-0.012481946332542146,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BV_pH7_0,0.004159947985216326,-0.023236911188325157,0.0072615374770501374,-0.003563682704192141,-0.0008585549372693773,-0.002706239610586479,0.007744544971248379,0.01217804250833781,-0.11579708061950361,0.013063659013613407,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
BV_pH7_1,0.001779760281433876,-0.019635136207241725,0.006977977125864959,-0.003932075730484465,-0.0003754959984318063,-0.0025152933694746167,0.007717106854138166,0.010944082890839679,-0.11468637062803558,0.011970707621911299,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
BV_pH7_2,0.0031600293695278766,-0.024352125423433988,0.007169723445954531,-0.0049803604315156545,-0.00041653017310992415,-0.0027894650675032453,0.007946449173209458,0.014893400592972401,-0.11596843757707136,0.013582578957404778,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
BV_pH8_0,0.003272713667348674,-0.02008280846411767,0.007059354454926821,-0.004449503103109157,-0.001161255659535527,-0.0037071030165838174,0.007092633979476018,0.010076819695532323,-0.12024996877040552,0.02039437997762276,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
BV_pH8_1,0.0027134638085313445,-0.020843199800861915,0.0056092853423046025,-0.004974342132716075,-0.0004363919664984176,-0.0037422735341217208,0.008413653747866984,0.013412609881033068,-0.12129432613920903,0.019386783460883992,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
BV_pH8_2,0.003873547858194162,-0.022567451053663444,0.007109172611051926,-0.006512680951019993,-0.0015474322179089425,-0.003745439243705376,0.008692556025217409,0.0144463990499144,-0.12107418662787453,0.01957077731094931,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
BV_pH9_0,0.003320391148976659,-0.02292522615712622,0.007436645903989023,-0.004581390301818434,-0.00028577782213688036,-0.003932723851631517,0.008268221862938092,0.013137889387814895,-0.12324454083876764,0.02105177346616983,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
BV_pH9_1,0.004074598837481891,-0.019493942359948283,0.0060958655356712944,-0.005146799683975784,-0.0012802881743434985,-0.004139603677651156,0.00817681826043712,0.00992941800828861,-0.12197847083534889,0.02200766696392194,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
BV_pH9_2,0.004044635616566823,-0.02191899079991424,0.0063850901939946645,-0.005613508111108904,-0.0014390493265312664,-0.003923213441410791,0.00897100778215605,0.01171665644192177,-0.12189579803982505,0.02191843255220548,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
CC_pH4_0,0.0009419542316185395,-0.015816188296708077,0.003655495483266269,-0.004670252884211748,-3.574968842060698e-05,0.00275400603271049,-0.003991129171589148,0.009454624728988045,-0.051809947652661274,-0.042237549906839485,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032572508755295392
CC_pH4_1,0.0005223040865815196,-0.010807776198438979,0.005045148836772727,-0.0029202937087772977,-0.000777520278225775,0.00258984001920275,-0.004539477081726427,0.01036093006801346,-0.054846754502909975,-0.046381138364339006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.004437627208196163
CC_pH4_2,0.0023758327689669687,-0.014826642329521156,0.0042634169401034065,-0.004229207354719223,-0.0006989402842262523,0.0038507819487510813,-0.003932262001478154,0.009009597566707628,-0.05394806110705047,-0.04361925327138084,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011803763326671925
CC_pH5_0,0.0023831508822901087,-0.01892942016215428,0.0052499732792215485,-0.0034451582007434052,-0.00027996445641569523,0.0029767677123131962,-0.006468773553876774,0.010028840502643067,-0.05778327633262328,-0.03548687679450149,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08114687964645667
CC_pH5_1,0.0015739515326593232,-0.018564501170311932,0.007433565960306187,-0.002699615546380696,0.0002890506062818611,0.0033591790724059817,-0.00646764034972243,0.011090908199953644,-0.06633881056397828,-0.03143082486506066,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11230826956373989
CC_pH5_2,0.0002639754051747523,-0.02017097825143972,0.005709352603425149,-0.0029666975994958834,0.0004442416066708764,0.002843400414871132,-0.006350656911406831,0.012771283917776915,-0.06407652185500963,-0.030222136428498705,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09911694942295314
CC_pH6_0,0.0021304661173211473,-0.01967066100920024,0.005883546251317728,-0.004427791270629867,-0.0004972362413030587,0.0017284779979482938,-0.007126444323879223,0.012815490646854685,-0.0881545555462008,-0.00443602974607569,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2884225051673924
CC_pH6_1,0.000958720224545053,-0.019074988049738437,0.005127173185591464,-0.003923654993996025,-0.00031261560871549357,0.0030161607868807467,-0.007185180503065171,0.013827258992697235,-0.09023850728271769,-0.003949103875328666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29127362738877827
CC_pH6_2,0.0011947616007502953,-0.020268755645855615,0.007719275758642215,-0.004756770807763805,-0.000939090677901455,0.00356920326412048,-0.007854887758908066,0.014058979440318501,-0.09024203544401604,-0.004235416853233525,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2957269459022493
CC_pH7_0,0.0035828557448542623,-0.022420452165862786,0.005638577542875121,-0.0041180154211495216,-0.0004220763602010579,0.0038192420942789835,-0.006964778694445675,0.013654918940737847,-0.11384068750816845,0.01931567872914931,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5922068579302491
CC_pH7_1,0.0036976541623311185,-0.022150369094603738,0.005226832924653655,-0.0033197761845329536,-0.001442672652394875,0.002933486907378486,-0.0071068612097398105,0.014691446845865116,-0.11181930011057335,0.01753482128776934,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5480973412378645
CC_pH7_2,0.0018019852382333364,-0.021473306368874467,0.00652120610901519,-0.004525576424987419,0.00011558792189411452,0.004123096388319262,-0.007315063165581746,0.013223128908354302,-0.11096922061325092,0.016743424883031325,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5469120935714209
CC_pH8_0,0.003701842483942921,-0.01886935427825412,0.006374782069545723,-0.005442563979279089,-0.0006165871153707089,0.004620472672192947,-0.006698063241074914,0.008556779461467396,-0.12026914144947155,0.02688709625245437,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8455353071301549
CC_pH8_1,0.003986527296188083,-0.023167084844216056,0.005666794829961396,-0.005056948918120367,-0.00047810262312059906,0.005958253909712253,-0.006717032435471598,0.012392577181124815,-0.12095249256807497,0.02661277107408513,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8378107178569503
CC_pH8_2,0.004980772487090333,-0.021292771863872594,0.0060177037281834555,-0.006107466513614939,-0.00036120103429193253,0.005511178759777025,-0.0067892040182714886,0.010624004584615643,-0.12122427546135758,0.026886522207895055,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8442380625189879
CC_pH9_0,0.004177060768656107,-0.02167672108858824,0.006459255318926728,-0.006396864851855715,-0.0010075799456757063,0.005030764534502574,-0.00691530569901933,0.011374072613518521,-0.12251290019439616,0.02971348144599925,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.003926186226973
CC_pH9_1,0.004116626396451306,-0.02173179802241857,0.006292885592126327,-0.0057617255215249635,-0.0009000893888752111,0.004739520662747646,-0.0068999797899438,0.01079798176034313,-0.12299422379421152,0.030586065007373688,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9964236708955914
CC_pH9_2,0.0023119327361169058,-0.020195324914934844,0.005972984138390291,-0.006425329338273277,-5.6881474978896214e-05,0.005641133743540749,-0.007229794297853242,0.00862524479141702,-0.12078394020907579,0.030385237701804096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9996501428774356
DF_pH4_0,0.002584787828685796,-0.012514818288871774,0.004143504940135324,-0.003694769488242655,-0.0006565233044650244,0.004174367393893393,0.00458586452893265,-0.003550821120000405,-0.05458287307304209,-0.04224345742198436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
DF_pH4_1,0.00010777561560921045,-0.012994415821588558,0.007066723454905592,-0.003535593997930055,-0.0007566578362299055,0.00468626070646164,0.006116190865716858,-0.0032023957760437672,-0.056893441679118126,-0.04234918319984623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0004845233155374915
DF_pH4_2,0.002067576375101571,-0.016600221076413343,0.004237726408097406,-0.0006619974525402427,-0.00047439343255499094,0.004885380059156728,0.007197716757655145,-0.004207010907323465,-0.056845500258647895,-0.04135401450340515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.001874459798070219
