Experiments,BL_OD<--AC_OD,BL_OD<--BA_OD,BL_OD<--BC_OD,BL_OD<--BL_OD,BL_OD<--BT_OD,BL_OD<--BV_OD,BL_OD<--CC_OD,BL_OD<--DF_OD,BL_OD<--wt_OD,BL_OD<--pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD,pH
AC_pH5_1,0.020602234177615336,0.0518796957106046,-0.010638375504995167,-0.11650230007003184,0.025047132043248935,-0.029520410588416073,-0.023108496126597343,-0.004577369459945224,0.031080928867601828,-0.07542294537810529,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
AC_pH5_2,0.018555799628729403,0.0502684040983086,-0.012736358270049096,-0.13738030381176783,0.03197064290390067,-0.02446799446221279,-0.018574606747083045,-0.006851077952786633,0.034812183757515054,-0.06675659734917723,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
AC_pH6_0,0.023968953619832582,0.05949536034027518,-0.0078915482038713,-0.2165765952440384,0.029484395258452575,-0.035295775602369205,-0.027313354941004,-0.0131102559318685,0.03323222230957903,0.02284669006081378,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
AC_pH6_1,0.02480948601080023,0.06235359947885508,-0.006444762157195289,-0.24948772771041028,0.03778317627456526,-0.04540878906481615,-0.03815788716158789,-0.016276048130720207,0.04633556719464451,0.053333479954010755,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
AC_pH6_2,0.025026044489248934,0.06767648890776479,-0.017856211986230764,-0.24106294493231442,0.033102931303336566,-0.04274091005082364,-0.02431642408037316,-0.02594186517369488,0.044852047805552894,0.05010093997030154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
AC_pH7_0,0.03799592251363008,0.10905091821904414,-0.02541845476983682,-0.31615365741936413,0.046770478827149964,-0.02818923994007966,-0.04222820679535685,-0.02003403714007658,0.047672134067701245,0.059374226856490846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
AC_pH7_1,0.04260860585972019,0.10660273518980196,-0.020234421891686706,-0.3280331655939959,0.044387476965785023,-0.057142740114308574,-0.045589403362296846,-0.00394604474630045,0.05281334813522256,0.07737369409397891,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683949395216
AC_pH7_2,0.04410873613927675,0.10644188138615826,-0.022539479595649503,-0.3577883540992827,0.04141023705308528,-0.05388351881026249,-0.03492513159370941,-0.00015044975944835502,0.05199241013711562,0.09417376191638734,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4811025384560845
AC_pH8_0,0.054455422703986574,0.12644142077304424,-0.018469124310852392,-0.3295836523734032,0.04534108758782562,-0.05904298681603826,-0.04787383694566138,0.00425919633804132,0.0477014521776658,0.045611116849290936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936979692529
AC_pH8_1,0.04105726161728734,0.13820987642175805,-0.019320659838697823,-0.3169102370528424,0.05052437162188732,-0.061097968180218454,-0.05089775175585048,0.0008501443639397589,0.05005459999665616,0.036370456885222516,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698578516113
AC_pH8_2,0.05470492882897026,0.11796176848609165,-0.024136925126709372,-0.3310169557206657,0.05800653401195355,-0.05938541816871452,-0.04631734910218612,0.010870558223484652,0.04944294924888275,0.03871000447027061,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6440713470669853
AC_pH9_0,0.040907197931538464,0.12362618319123338,-0.019323465573884865,-0.28582801777545525,0.052175591942732746,-0.060538726994848774,-0.0482496372424066,0.0012664114489503526,0.04362145929394856,0.02118309994349661,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859280132171
AC_pH9_1,0.038890953779868453,0.11261518489164506,-0.03120368408444136,-0.3301011269636776,0.05081061285798964,-0.05663392865058521,-0.03325330934244329,0.009363920913766255,0.058988347882809856,0.0493631205201635,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7412574926289346
AC_pH9_2,0.03694114133715629,0.13680408139429662,-0.021114632245153187,-0.3116926768628637,0.056156749255631286,-0.05116784927151774,-0.04841640903492984,0.009346761256051448,0.03995967151111234,0.022023258242432196,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747526246417331
BA_pH4_0,-0.0329788106141369,-0.004511195136153179,-0.005807038611206023,-0.06847035960739721,0.011157251851147285,-0.02043111978382196,-0.014855264521244428,-0.006359010761927653,0.0282345396782393,-0.017138909013617948,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139574737368786
BA_pH4_1,-0.030325974191984396,-0.0057237766618313994,-0.004625298942884671,-0.06118598373120893,0.013778431564569475,-0.012236758593226907,-0.012318752547726033,-0.010025427992982065,0.01185591069981456,-0.020352286401245253,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048452299554619434
BA_pH4_2,-0.04731895456738446,-0.0038607262690430093,-0.010838538150748478,-0.05699871903730799,0.019761375768677047,-0.022715329825068294,-0.012523664270082247,-0.003967161469728404,0.026076512525425005,-0.018774711490487275,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018744598294293093
BA_pH5_0,-0.03819997442886233,-0.00416959780713786,-0.008618456286823619,-0.06727078613541697,0.02919882713533614,-0.02105060257584504,-0.02169221609304457,-0.0007782599755117439,0.019378284582787234,-0.017957122357076277,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0511412745403946
BA_pH5_1,-0.03744259444510807,-0.0031618434206947023,-0.003499409879517294,-0.05936672303906601,0.020748809111183108,-0.022134029298777808,-0.018062766542172305,-0.00880922542318054,0.023291912301564993,-0.022724045894068224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024466462930343342
BA_pH5_2,-0.03307441066140713,-0.003472199903234191,-0.010248771820865244,-0.07360075616966123,0.024022011898619976,-0.01901642416239432,-0.008346400236225002,-0.005358634471245435,0.026691009090889405,-0.028755340084595533,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03934321135483189
BA_pH6_0,-0.06878760371154742,-0.011848843019941577,-0.004296812179052956,-0.07619270485015989,0.02865391902463592,-0.020788362450573753,-0.018251430954703173,-0.016501327375273985,0.02101010688297127,0.03584314211352688,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687666300212
BA_pH6_1,-0.05807564877621505,-0.011651343471654085,-0.011624558585007555,-0.08050162747502329,0.020415635373767303,-0.027025577788362686,-0.02844476881234543,-0.0026958419504049037,0.02788211388958861,0.04056170107553834,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567404454245
BA_pH6_2,-0.07390606537785219,-0.012582708660351199,0.0008677286695203066,-0.06843034575814787,0.023390909943567666,-0.02148050725055129,-0.01963873681814774,-0.018292864380485337,0.02408383125844209,0.03482884185388685,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393160174653
BA_pH7_0,-0.04315505326725542,-0.009133755869191627,-0.012193193042893768,-0.07924549962596399,0.02418770467700518,-0.01762661158350175,-0.004284824677540556,-0.017806263524310098,0.02641111417309097,0.0016864662010060711,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47615668850189524
BA_pH7_1,-0.07260719234123826,-0.007972089031144328,0.0018194521858316396,-0.05198554744093638,0.019366480627137684,-0.022594441839129377,-0.0277134472520455,-0.012289096459179472,0.018675429480474282,0.024140535812501022,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48226683981394347
BA_pH7_2,-0.06457926929563933,-0.00966924278308516,-0.01502553187958572,-0.06553404996212087,0.016510453944539896,-0.026898796296799966,-0.006092971076621958,-0.018202337152932,0.027033531007397433,0.03129829697472893,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48110253833913064
BA_pH8_0,-0.04841982717666289,-0.0056659089190804444,-0.008815461434423922,-0.05738451912918169,0.027366576364830787,-0.024057083636441302,-0.028039868203518187,-0.011557769710602971,0.020659892390198685,0.004754052934763227,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161936980952847
BA_pH8_1,-0.05846984093239449,-0.005442447474469309,-0.011598333904681646,-0.06043378140129473,0.02973865347023568,-0.019278856758433188,-0.02811413661495823,-0.01417266932842524,0.028388581704348326,0.008222914719954134,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6417698583743298
BA_pH8_2,-0.05651378196137754,-0.005551545498487742,-0.012703632135754045,-0.06544345500636035,0.027889417663783486,-0.0326888385856443,-0.030571552055037542,0.007227745235533169,0.030356946779495998,0.0068387790437301876,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64407134594908
BA_pH9_0,-0.0457815214416579,-0.006343309568322223,-0.005733937761219946,-0.055429445548064046,0.021642959275809316,-0.020470080828375144,-0.026294492593682973,-0.006048207657573663,0.022029815467641402,-0.008731695926221819,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7292859295671521
BA_pH9_1,-0.07203031030766989,-0.006254045929273833,-0.005716871622868853,-0.04764885171559517,0.031812931616264195,-0.022725111938527096,-0.01880702568623035,-0.007586556844332298,0.025265532176860648,-0.00746960626874605,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741257491587475
BA_pH9_2,-0.041200980787448896,-0.00597016453742981,-0.00511119934365801,-0.04998744951966017,0.0142009542360092,-0.03381977240554988,-0.028726045295758097,-0.0029917014438820924,0.025987597290507477,-0.003541154713248431,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74752624576109
BC_pH4_0,-0.052298928870131135,0.03191342088920266,-0.0003123062460318861,-0.07292127044709482,0.020971167176233037,-0.018363135789075623,-0.014926077719048964,-0.004414245555906193,0.027121992035080554,-0.04793052159816674,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016139570379183382
BC_pH4_1,-0.0513650908248256,0.04297494573194695,-0.00022741723319758586,-0.0824662310767757,0.01879331589797917,-0.02795910785460602,-0.023115499037034484,-0.0005542137012209579,0.03698107444316796,-0.04422169048784545,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845233155374915
BC_pH4_2,-0.03390633685757284,0.04506206584122517,-0.00035002506297567514,-0.0807384099463082,0.022588191914331656,-0.022526579130764886,-0.017076763038159068,-0.006392828916887875,0.028528643913324114,-0.06634787425155873,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001874459798070219
BC_pH5_0,-0.038998323059033446,0.03968869110447881,-0.0010256317776182434,-0.0787931004377163,0.01914853243359729,-0.028371071740984913,-0.020644761000800392,-0.010431339083563378,0.022771974441635864,-0.03450488758151945,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05114127579932972
BC_pH5_1,-0.03694899533834795,0.05605009124533313,-0.0003325419257516442,-0.08360690335054759,0.023469926337913977,-0.027378725507094158,-0.017696646781152358,-0.014867049622470922,0.025018333630717322,-0.054867397081106904,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02446646428818786
BC_pH5_2,-0.04900204592667843,0.04006350637858976,-0.0006722740893778608,-0.08068621618065819,0.017414470335225696,-0.019843507394923462,-0.010830465599327632,-0.007929179328696235,0.024683635923201625,-0.04435783206930627,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039343210450552515
BC_pH6_0,-0.062150948403160204,0.04649118753271581,-0.0022036802379981333,-0.10407107880662966,0.020066392263802496,-0.026322083481304024,-0.019218192612752316,-0.015546379012825049,0.02209249871782958,0.009702377018073331,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16172687662413934
BC_pH6_1,-0.08600009448542868,0.061999030142374664,-0.0019709165329518537,-0.1461850737213441,0.03113046437218462,-0.039175124902926066,-0.029060740391116426,-0.008774757963078828,0.0364231542368298,0.05045415207419706,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20214567479932488
BC_pH6_2,-0.06101665707993442,0.053049857539894135,-0.005647555971923083,-0.14051549579381295,0.029226502836884365,-0.03413507897730755,-0.027647460948513895,-0.02119998632687265,0.029547893085881422,0.04717807649229854,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19208393008372077
BC_pH7_0,-0.09940108589423093,0.09141069514272004,0.0022340812566487697,-0.1914766179454391,0.04069317520960518,-0.03397168588217186,-0.028772781977187037,-0.011787635945593535,0.04088492377701661,0.05902701719947483,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4761566893788473
