Experiments,Time,pH,AC_OD,BA_OD,BC_OD,BL_OD,BT_OD,BV_OD,CC_OD,DF_OD,wt_OD,delarc_OD,parc-_OD,parc+_OD
BA_pH4_0,3,5.575889,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH4_0,6,4.992187,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH4_0,9,5.022755,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH4_0,12,5.046015,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH4_0,24,5.016297,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH4_1,0,5.009790259,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH4_1,3,5.020608,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH4_1,6,5.031288,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH4_1,9,5.014134,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH4_1,12,5.024896,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH4_1,24,5.018455,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH4_2,0,5.014133930098000,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH4_2,3,4.989961,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH4_2,6,5.033407,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH4_2,9,5.037631,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH4_2,12,5.037631,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH4_2,24,5.039735,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH5_0,0,5.168096926065720,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH5_0,3,5.144316,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH5_0,6,5.110237,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH5_0,9,5.119843,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH5_0,12,5.138732,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH5_0,24,5.119843,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH5_1,0,5.084735865756620,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH5_1,3,5.098563,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH5_1,6,5.102473,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH5_1,9,5.104421,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH5_1,12,5.12934,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH5_1,24,5.108303,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH5_2,0,5.131226972825950,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH5_2,3,5.134988,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH5_2,6,5.149864,0,0.032681,0,0,0,0,0,0,0,0,0,0
BA_pH5_2,9,5.14617,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH5_2,12,5.175281,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH5_2,24,5.149864,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH6_0,0,5.513686360121450,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH6_0,3,5.869881,0,0.042221,0,0,0,0,0,0,0,0,0,0
BA_pH6_0,6,5.822391,0,0.063684,0,0,0,0,0,0,0,0,0,0
BA_pH6_0,9,5.837166,0,0.086101,0,0,0,0,0,0,0,0,0,0
BA_pH6_0,12,5.817408,0,0.081808,0,0,0,0,0,0,0,0,0,0
BA_pH6_0,24,5.611753,0,0.287855,0,0,0,0,0,0,0,0,0,0
BA_pH6_1,0,5.639998547641240,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH6_1,3,5.821563,0,0.045559,0,0,0,0,0,0,0,0,0,0
BA_pH6_1,6,5.861228,0,0.064638,0,0,0,0,0,0,0,0,0,0
BA_pH6_1,9,5.862018,0,0.088009,0,0,0,0,0,0,0,0,0,0
BA_pH6_1,12,5.850885,0,0.101364,0,0,0,0,0,0,0,0,0,0
BA_pH6_1,24,5.675255,0,0.218696,0,0,0,0,0,0,0,0,0,0
BA_pH6_2,0,5.6085547447439600,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH6_2,3,5.733375,0,0.044605,0,0,0,0,0,0,0,0,0,0
BA_pH6_2,6,5.872225,0,0.064161,0,0,0,0,0,0,0,0,0,0
BA_pH6_2,9,5.838792,0,0.082285,0,0,0,0,0,0,0,0,0,0
BA_pH6_2,12,5.855675,0,0.082285,0,0,0,0,0,0,0,0,0,0
BA_pH6_2,24,5.772936,0,0.172908,0,0,0,0,0,0,0,0,0,0
BA_pH7_0,0,6.496306327259450,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH7_0,3,6.771329,0,0.034112,0,0,0,0,0,0,0,0,0,0
BA_pH7_0,6,6.888834,0,0.062253,0,0,0,0,0,0,0,0,0,0
BA_pH7_0,9,6.738567,0,0.053668,0,0,0,0,0,0,0,0,0,0
BA_pH7_0,12,6.902459,0,0.078947,0,0,0,0,0,0,0,0,0,0
BA_pH7_0,24,5.136862,0,3.859808,0,0,0,0,0,0,0,0,0,0
BA_pH7_1,0,6.515401071,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH7_1,3,6.869283,0,0.035543,0,0,0,0,0,0,0,0,0,0
BA_pH7_1,6,6.933492,0,0.052237,0,0,0,0,0,0,0,0,0,0
BA_pH7_1,9,6.752373,0,0.056529,0,0,0,0,0,0,0,0,0,0
BA_pH7_1,12,6.919018,0,0.097071,0,0,0,0,0,0,0,0,0,0
BA_pH7_1,24,5.223918,0,4.072533,0,0,0,0,0,0,0,0,0,0
BA_pH7_2,0,6.511762529634510,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH7_2,3,6.797428,0,0.036497,0,0,0,0,0,0,0,0,0,0
BA_pH7_2,6,6.915417,0,0.047944,0,0,0,0,0,0,0,0,0,0
BA_pH7_2,9,6.894172,0,0.050806,0,0,0,0,0,0,0,0,0,0
BA_pH7_2,12,6.904975,0,0.076085,0,0,0,0,0,0,0,0,0,0
BA_pH7_2,24,5.15903,0,3.866486,0,0,0,0,0,0,0,0,0,0
BA_pH8_0,0,6.933933920393860,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH8_0,3,7.373634,0,0.010264,0,0,0,0,0,0,0,0,0,0
BA_pH8_0,6,7.434295,0,0.02505,0,0,0,0,0,0,0,0,0,0
BA_pH8_0,9,7.378849,0,0.040313,0,0,0,0,0,0,0,0,0,0
BA_pH8_0,12,7.331396,0,0.061299,0,0,0,0,0,0,0,0,0,0
BA_pH8_0,24,6.156255,0,3.776818,0,0,0,0,0,0,0,0,0,0
BA_pH8_1,0,7.013861601633540,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH8_1,3,7.370358,0,0.015511,0,0,0,0,0,0,0,0,0,0
BA_pH8_1,6,7.410478,0,0.024096,0,0,0,0,0,0,0,0,0,0
BA_pH8_1,9,7.423273,0,0.043652,0,0,0,0,0,0,0,0,0,0
BA_pH8_1,12,7.246378,0,0.058437,0,0,0,0,0,0,0,0,0,0
BA_pH8_1,24,6.148988,0,3.883656,0,0,0,0,0,0,0,0,0,0
BA_pH8_2,0,7.021053946506450,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH8_2,3,7.365355,0,0.022665,0,0,0,0,0,0,0,0,0,0
BA_pH8_2,6,7.431125,0,0.030297,0,0,0,0,0,0,0,0,0,0
BA_pH8_2,9,7.438058,0,0.045559,0,0,0,0,0,0,0,0,0,0
BA_pH8_2,12,7.303575,0,0.060822,0,0,0,0,0,0,0,0,0,0
BA_pH8_2,24,6.146739,0,3.843115,0,0,0,0,0,0,0,0,0,0
BA_pH9_0,0,7.2873567848561800,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH9_0,3,7.613532,0,0.010741,0,0,0,0,0,0,0,0,0,0
BA_pH9_0,6,7.714645,0,0.018373,0,0,0,0,0,0,0,0,0,0
BA_pH9_0,9,7.632871,0,0.02982,0,0,0,0,0,0,0,0,0,0
BA_pH9_0,12,7.55607,0,0.031728,0,0,0,0,0,0,0,0,0,0
BA_pH9_0,24,7.350431,0,1.496949,0,0,0,0,0,0,0,0,0,0
BA_pH9_1,0,7.324768936745350,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH9_1,3,7.597855,0,0.015511,0,0,0,0,0,0,0,0,0,0
BA_pH9_1,6,7.701468,0,0.016465,0,0,0,0,0,0,0,0,0,0
BA_pH9_1,9,7.593638,0,0.036974,0,0,0,0,0,0,0,0,0,0
BA_pH9_1,12,7.624956,0,0.041267,0,0,0,0,0,0,0,0,0,0
BA_pH9_1,24,7.412104,0,1.350522,0,0,0,0,0,0,0,0,0,0
BA_pH9_2,0,7.344359327949190,0,0.01,0,0,0,0,0,0,0,0,0,0
BA_pH9_2,3,7.6368,0,0.017896,0,0,0,0,0,0,0,0,0,0
BA_pH9_2,6,7.713686,0,0.014557,0,0,0,0,0,0,0,0,0,0
BA_pH9_2,9,7.583206,0,0.036974,0,0,0,0,0,0,0,0,0,0
BA_pH9_2,12,7.622917,0,0.034589,0,0,0,0,0,0,0,0,0,0
BA_pH9_2,24,7.491212,0,0.947014,0,0,0,0,0,0,0,0,0,0
BC_pH4_0,0,5.00323233,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH4_0,3,5.020608,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH4_0,6,5.011965,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH4_0,9,5.014134,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH4_0,12,5.014134,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH4_0,24,5.014134,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH4_1,0,5.00979026,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH4_1,3,5.046015,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH4_1,6,5.029162,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH4_1,9,5.064579,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH4_1,12,5.00761,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH4_1,24,5.052249,0,0,0.043652,0,0,0,0,0,0,0,0,0
BC_pH4_2,0,5.01413393,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH4_2,3,5.031288,0,0,0.011695,0,0,0,0,0,0,0,0,0
BC_pH4_2,6,5.00979,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH4_2,9,5.035522,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH4_2,12,5.050176,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH4_2,24,5.08871,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH5_0,0,5.16809693,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH5_0,3,5.171696,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH5_0,6,5.153542,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH5_0,9,5.228966,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH5_0,12,5.157205,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH5_0,24,5.15903,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH5_1,0,5.08473587,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH5_1,3,5.148019,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH5_1,6,5.142459,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH5_1,9,5.144316,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH5_1,12,5.14617,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH5_1,24,5.164482,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH5_2,0,5.13122697,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH5_2,3,5.136862,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH5_2,6,5.138732,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH5_2,9,5.134988,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH5_2,12,5.133109,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH5_2,24,5.12934,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH6_0,0,5.51368636,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH6_0,3,5.902876,0,0,0.043175,0,0,0,0,0,0,0,0,0
BC_pH6_0,6,5.869098,0,0,0.049852,0,0,0,0,0,0,0,0,0
BC_pH6_0,9,5.901369,0,0,0.052714,0,0,0,0,0,0,0,0,0
BC_pH6_0,12,5.894558,0,0,0.065115,0,0,0,0,0,0,0,0,0
BC_pH6_0,24,5.581422,0,0,0.840175,0,0,0,0,0,0,0,0,0
BC_pH6_1,0,5.63999855,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH6_1,3,5.872225,0,0,0.046036,0,0,0,0,0,0,0,0,0
BC_pH6_1,6,5.868314,0,0,0.051283,0,0,0,0,0,0,0,0,0
BC_pH6_1,9,5.919269,0,0,0.058914,0,0,0,0,0,0,0,0,0
BC_pH6_1,12,5.872225,0,0,0.072269,0,0,0,0,0,0,0,0,0
BC_pH6_1,24,5.662332,0,0,0.684686,0,0,0,0,0,0,0,0,0
BC_pH6_2,0,5.60855474,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH6_2,3,5.861228,0,0,0.048421,0,0,0,0,0,0,0,0,0
BC_pH6_2,6,5.868314,0,0,0.049375,0,0,0,0,0,0,0,0,0
BC_pH6_2,9,5.902876,0,0,0.057483,0,0,0,0,0,0,0,0,0
BC_pH6_2,12,5.844457,0,0,0.072269,0,0,0,0,0,0,0,0,0
BC_pH6_2,24,5.629647,0,0,0.609326,0,0,0,0,0,0,0,0,0
BC_pH7_0,0,6.49630633,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH7_0,3,6.893014,0,0,0.030297,0,0,0,0,0,0,0,0,0
BC_pH7_0,6,6.882993,0,0,0.048421,0,0,0,0,0,0,0,0,0
BC_pH7_0,9,6.902917,0,0,0.092301,0,0,0,0,0,0,0,0,0
BC_pH7_0,12,6.924392,0,0,0.18674,0,0,0,0,0,0,0,0,0
BC_pH7_0,24,6.752921,0,0,2.927829,0,0,0,0,0,0,0,0,0
BC_pH7_1,0,6.51540107,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH7_1,3,6.907028,0,0,0.034589,0,0,0,0,0,0,0,0,0
BC_pH7_1,6,6.899016,0,0,0.057483,0,0,0,0,0,0,0,0,0
BC_pH7_1,9,6.904975,0,0,0.104702,0,0,0,0,0,0,0,0,0
BC_pH7_1,12,6.928399,0,0,0.193894,0,0,0,0,0,0,0,0,0
BC_pH7_1,24,6.393727,0,0,2.629252,0,0,0,0,0,0,0,0,0
BC_pH7_2,0,6.51176253,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH7_2,3,6.847802,0,0,0.033158,0,0,0,0,0,0,0,0,0
BC_pH7_2,6,6.921485,0,0,0.05176,0,0,0,0,0,0,0,0,0
BC_pH7_2,9,6.923051,0,0,0.098025,0,0,0,0,0,0,0,0,0
BC_pH7_2,12,6.932167,0,0,0.18197,0,0,0,0,0,0,0,0,0
BC_pH7_2,24,6.394985,0,0,2.50238,0,0,0,0,0,0,0,0,0
BC_pH8_0,0,6.93393392,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH8_0,3,7.388926,0,0,0.01885,0,0,0,0,0,0,0,0,0
BC_pH8_0,6,7.410729,0,0,0.042698,0,0,0,0,0,0,0,0,0
BC_pH8_0,9,7.417831,0,0,0.055099,0,0,0,0,0,0,0,0,0
BC_pH8_0,12,7.473284,0,0,0.088486,0,0,0,0,0,0,0,0,0
BC_pH8_0,24,7.396596,0,0,0.489132,0,0,0,0,0,0,0,0,0
BC_pH8_1,0,7.0138616,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH8_1,3,7.375854,0,0,0.023142,0,0,0,0,0,0,0,0,0
BC_pH8_1,6,7.424874,0,0,0.03602,0,0,0,0,0,0,0,0,0
BC_pH8_1,9,7.43721,0,0,0.061299,0,0,0,0,0,0,0,0,0
BC_pH8_1,12,7.443732,0,0,0.080377,0,0,0,0,0,0,0,0,0
BC_pH8_1,24,7.39443,0,0,0.419973,0,0,0,0,0,0,0,0,0
BC_pH8_2,0,7.02105395,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH8_2,3,7.410729,0,0,0.020757,0,0,0,0,0,0,0,0,0
BC_pH8_2,6,7.445655,0,0,0.034112,0,0,0,0,0,0,0,0,0
BC_pH8_2,9,7.436967,0,0,0.054145,0,0,0,0,0,0,0,0,0
BC_pH8_2,12,7.449607,0,0,0.08467,0,0,0,0,0,0,0,0,0
BC_pH8_2,24,7.414599,0,0,0.423789,0,0,0,0,0,0,0,0,0
BC_pH9_0,0,7.28735678,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH9_0,3,7.66879,0,0,0.010741,0,0,0,0,0,0,0,0,0
BC_pH9_0,6,7.690058,0,0,0.03602,0,0,0,0,0,0,0,0,0
BC_pH9_0,9,7.727619,0,0,0.071792,0,0,0,0,0,0,0,0,0
BC_pH9_0,12,7.651304,0,0,0.144767,0,0,0,0,0,0,0,0,0
BC_pH9_0,24,7.681035,0,0,1.028097,0,0,0,0,0,0,0,0,0
BC_pH9_1,0,7.32476894,0,0,0.01,0,0,0,0,0,0,0,0,0
BC_pH9_1,3,7.669158,0,0,0.01408,0,0,0,0,0,0,0,0,0
BC_pH9_1,6,7.695961,0,0,0.04079,0,0,0,0,0,0,0,0,0
BC_pH9_1,9,7.720984,0,0,0.099933,0,0,0,0,0,0,0,0,0
BC_pH9_1,12,7.722713,0,0,0.171,0,0,0,0,0,0,0,0,0
BC_pH9_1,24,7.603545,0,0,1.193125,0,0,0,0,0,0,0,0,0
