Experiments,Time,AC_OD true,AC_OD pred,AC_OD stdv,BA_OD true,BA_OD pred,BA_OD stdv,BC_OD true,BC_OD pred,BC_OD stdv,BL_OD true,BL_OD pred,BL_OD stdv,BT_OD true,BT_OD pred,BT_OD stdv,BV_OD true,BV_OD pred,BV_OD stdv,CC_OD true,CC_OD pred,CC_OD stdv,DF_OD true,DF_OD pred,DF_OD stdv,wt_OD true,wt_OD pred,wt_OD stdv,delarc_OD true,delarc_OD pred,delarc_OD stdv,parc-_OD true,parc-_OD pred,parc-_OD stdv,parc+_OD true,parc+_OD pred,parc+_OD stdv,pH true,pH pred,pH stdv
5comm11delarcaTc,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.32,5.32,0.0
5comm11delarcaTc,3.0,0.008698786352034275,0.005967886162598928,0.008899762380063533,0.002560759083242275,0.0003825348824759324,0.012903233931610981,0.018137843966652325,0.019396639870239686,0.01289075540170329,0.013004063257751474,0.016578884180247784,0.02008882556355993,0.013216750016794725,0.014501830093760382,0.02369481324832868,0.001656214456706625,0.0009055487303659318,0.008981993235150972,0.02518232306581995,0.0,0.01827454630838335,0.027056454249149525,0.017501998732168882,0.01331430245509173,0.0,0.0,0.032619458607825856,0.1021474843018484,0.11207089693208662,0.027214241668392463,0.0,0.0,0.03830206779020857,0.0,0.0,0.04594006870990339,5.37488318675,5.530511998431499,0.18905118912532923
5comm11delarcaTc,6.0,0.03243533174330395,0.03398059388697148,0.06476297284003099,0.000300346783500175,0.008214511860067726,0.032885636219361934,0.3374499719198367,0.10997997033502016,0.07259653309655031,0.01905730818838095,0.0407057549051543,0.026102894985040027,0.00455981025859365,0.06650465730036906,0.07318175654687531,0.000819127591364125,0.0064701898607506985,0.017765553730366188,0.00690797602050415,0.0,0.028717137392158313,0.0256922416784304,0.048505472027320945,0.03236585254351996,0.0,0.0,0.21206806841315448,0.4505132058160858,0.48219348081063407,0.19188047116013512,0.0,0.0,0.2420424383071934,0.0,0.0,0.32208707936320996,5.40661550875,5.367866967221409,0.19231355147527537
5comm11delarcaTc,9.0,0.0399818753571122,0.031974416872382165,0.47637925694338484,0.003159283193969675,0.0,0.15843674780905098,0.03886475450406203,0.06642621404962458,0.181633376619797,0.04610509356893633,0.047916823457360265,0.03315555308209856,0.028597173827163876,0.03216725711233228,0.28158265191983317,0.002823483154308175,0.0,0.09997004615928955,0.029156182575008925,0.0,0.06076905840576689,0.07325318614181692,0.059609492674772294,0.09153026949028845,0.0,0.0,0.3284418655630123,0.9935465879276215,0.6042212495677456,0.3055695195091079,0.0,0.0,0.4782191863411762,0.0,0.0,0.5046840910732974,5.2977122755,5.332929395637671,0.18739123992216594
5comm11delarcaTc,12.0,0.015094923448242975,0.23094607020351293,0.8246927316395939,0.002255618790364375,0.0,0.04650507447013493,0.0213276031511974,0.022203569730976695,0.17184371764539705,0.03968852819178058,0.12621871831443096,0.32476964717060125,0.017887813492834727,0.0,0.2444109290110481,0.0022059593207972,0.0,0.09452742822795629,0.010464353496851226,0.0,0.12133502411914864,0.041882093842113124,0.08249437386236014,0.19329149173412027,0.0,0.0,0.23000203798937877,0.5489031132658181,0.4812699163883503,0.19266183416921911,0.0,0.0,0.38660045064683973,0.0,0.0,0.33215686382647136,5.32769242775,5.269165945492347,0.1839525942519307
5comm11delarcaTc,24.0,0.017447387178540472,0.47767473167570434,0.8524009780324301,0.008342019523964074,0.0,1.1348907893580695,0.0509052727819955,0.11272902037798614,0.5774155323790013,0.16768374034902037,0.07024298080168664,0.8421757247923116,0.05678705320270795,0.0,0.9357292737253904,0.01493753710811305,0.0,0.7190337204036266,0.05248366688880795,0.0,0.4533133705667456,0.05769672174246882,0.11122807756085026,0.19399661754000547,0.0,0.0,0.33360600012680885,0.6918397619743816,0.6830655435782274,0.2841130207695365,0.0,0.0,0.46597604376527174,0.0,0.0,0.6158621555453837,5.241501218750001,5.3105612432538285,0.18013011236362508
5comm11parc,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,5.32,5.32,0.0
5comm11parc,3.0,0.0214524277803817,0.00977411808335781,0.008899077571332454,0.00199521280335945,0.0058955372910698255,0.012893954396794239,0.011248106340877875,0.02279858076072074,0.012921285272568726,0.008009865943396324,0.010845884012555082,0.020124440054217974,0.0242343397302507,0.01639155173871598,0.023691469577576917,0.0018381230884718,0.004936325937757889,0.008955231286565462,0.024225809764289324,0.009387660801649095,0.01818848496645689,0.01434896036879125,0.017144510474897318,0.01329757147424373,0.0,0.0,0.032619458607825856,0.0,0.0,0.025455802266680448,0.0,0.0,0.03830206779020857,0.13542947593018126,0.15763663710757728,0.047898534205542756,5.36531987225,5.230589474850302,0.18790712075319385
5comm11parc,6.0,0.057951519641011674,0.028144108006099865,0.06528390998558205,0.0126086573429864,0.02468908331509065,0.03293923208369514,0.048646043344282575,0.09526540404271656,0.07272954423882241,0.042478978519470474,0.03190119074589014,0.02616412362281481,0.0772890000284294,0.09087730043211836,0.07353904294534157,0.0209883309208616,0.02868748066515209,0.017839116217280963,0.04220279050362425,0.028953263777673245,0.02961550075373302,0.03536360939482732,0.035749844414314405,0.03228959153225941,0.0,0.0,0.21206806841315448,0.0,0.0,0.18215769319833647,0.0,0.0,0.2420424383071934,0.6395333215545058,0.5602797259779414,0.33311673526055885,5.27916004375,5.08063631219989,0.19263020771762362
5comm11parc,9.0,0.07762537167909722,0.0,0.47794933207686746,0.0047130199755559005,0.023728306505738764,0.1584835739947544,0.0388834400689302,0.04383501545890919,0.18106247445231827,0.0569520198376278,0.05061048779943585,0.03316108335030079,0.026518272928821675,0.07742821749526374,0.28139441371540375,0.004305841531561025,0.025997534214345162,0.10022169331415992,0.03742871302714997,0.01380685751549403,0.06257740323361259,0.07817333040395175,0.029295350634036273,0.09147783463124132,0.0,0.0,0.3284418655630123,0.0,0.0,0.29155230753821526,0.0,0.0,0.4782191863411762,1.038322839547304,0.6657378311127597,0.5219193808054168,5.15386269275,5.0835647179938945,0.19675113365554817
